cluster_id	semantic_identity_id	canonical_cluster_label	primary_user_job	intent_primary	marketplace_scope	priority_tier	m10a_owner_state	m10a_page_role_state	m10d_target_effect_summary	final_owner_state	primary_page_owner_id	route_class	physical_action	owner_role_summary	secondary_coverage_state	parent_page_owner_id	internal_link_responsibility	material_boundary_state	decision_rationale	search_evidence_refs	m10d_evidence_refs	product_truth_refs	claim_boundary
M9CL_274a77f40055dc26	M8SID_4d97378705ba844a	плагин аналитика маркетплейсов	Inspect and understand seller-owned sales and report data with an owned AI	COMMERCIAL_INVESTIGATION	GENERIC	P4_EXPLORATORY	HOLD_NO_SEARCH_ONLY_OWNER	HOLD_NOT_AUTHORIZED_BY_SEARCH_ONLY_BASELINE	M10BCASE_93993613e7003b69:PRESERVE | M10BCASE_d3950384418e3bbd:PRESERVE	HOLD_NO_FINAL_OWNER	NONE_HOLD	HOLD	RECHECK_HOLD	NONE_HOLD	NONE_HOLD	NONE_HOLD	NONE_HOLD	HOLD_BLOCKING_FINAL_OWNER	Current Search identifies the task, but material owner boundaries lack exact accepted target-specific resolution. Exact Search anchor=CURRENT_EXACT_SERP; material HOLD degree=22; product fit=SUPPORTED_WITH_BOUNDARY. M9 cluster remains HOLD_CLUSTER_BOUNDARY.	M9BRQ_015_4d97378705ba844a:RU225:TOP100	docs/seo/work_return/M10D_SEARCH_VS_AI_RECONCILIATION_2026-09-25_R1/M10D_CLUSTER_DELTA_XREF.tsv#M10BCASE_93993613e7003b69:M9CL_274a77f40055dc26 | docs/seo/work_return/M10D_SEARCH_VS_AI_RECONCILIATION_2026-09-25_R1/M10D_CLUSTER_DELTA_XREF.tsv#M10BCASE_d3950384418e3bbd:M9CL_274a77f40055dc26	docs/seo/PRODUCT_TRUTH.md@6a469d5743142d3e476afa5d2cda653fd411ecb8	Analytical page job only; no final planned URL, H1, Title, description or live site mutation. Unassigned M9 neighbors remain HOLD.
M9CL_279f4d817e7dce07	M8SID_26313942bc9cfe04	Аналитика продаж на Вайлдберриз в программе для интеграции с маркетплейсами	Read and interpret available seller-owned marketplace reports and metrics	MIXED	WILDBERRIES	P4_EXPLORATORY	HOLD_NO_SEARCH_ONLY_OWNER	HOLD_NOT_AUTHORIZED_BY_SEARCH_ONLY_BASELINE	NONE_NO_TARGETED_M10D_OBSERVATION	HOLD_NO_FINAL_OWNER	NONE_HOLD	HOLD	RECHECK_HOLD	NONE_HOLD	NONE_HOLD	NONE_HOLD	NONE_HOLD	HOLD_BLOCKING_FINAL_OWNER	No current exact Search anchor for this identity; source/page-title wording and unresolved task boundaries cannot be promoted to a standalone owner. Exact Search anchor=NO_CURRENT_EXACT_SERP; material HOLD degree=25; product fit=SUPPORTED_WITH_BOUNDARY. M9 cluster remains HOLD_CLUSTER_BOUNDARY.	NO_CURRENT_EXACT_SERP	NONE	docs/seo/PRODUCT_TRUTH.md@6a469d5743142d3e476afa5d2cda653fd411ecb8	Analytical page job only; no final planned URL, H1, Title, description or live site mutation. Unassigned M9 neighbors remain HOLD.
M9CL_2bf4cc28a5b1b541	M8SID_3ac8d30877f874f9	сервисы аналитики маркетплейсов топ	Inspect and understand seller-owned sales and report data with an owned AI	COMMERCIAL_INVESTIGATION	GENERIC	P4_EXPLORATORY	HOLD_NO_SEARCH_ONLY_OWNER	HOLD_NOT_AUTHORIZED_BY_SEARCH_ONLY_BASELINE	M10BCASE_d3950384418e3bbd:PRESERVE	HOLD_NO_FINAL_OWNER	NONE_HOLD	HOLD	RECHECK_HOLD	NONE_HOLD	NONE_HOLD	NONE_HOLD	NONE_HOLD	HOLD_BLOCKING_FINAL_OWNER	Current Search identifies the task, but material owner boundaries lack exact accepted target-specific resolution. Exact Search anchor=CURRENT_EXACT_SERP; material HOLD degree=17; product fit=SUPPORTED_WITH_BOUNDARY. M9 cluster remains HOLD_CLUSTER_BOUNDARY.	M9BRQ_022_3ac8d30877f874f9:RU225:TOP100	docs/seo/work_return/M10D_SEARCH_VS_AI_RECONCILIATION_2026-09-25_R1/M10D_CLUSTER_DELTA_XREF.tsv#M10BCASE_d3950384418e3bbd:M9CL_2bf4cc28a5b1b541	docs/seo/PRODUCT_TRUTH.md@6a469d5743142d3e476afa5d2cda653fd411ecb8	Analytical page job only; no final planned URL, H1, Title, description or live site mutation. Unassigned M9 neighbors remain HOLD.
M9CL_2f145a3b5c056ace	M8SID_b5ea13003e4c370e	где скачать отчет о выкупах маркетплейсов	Inspect and understand seller-owned sales and report data with an owned AI	INFORMATIONAL	GENERIC	P4_EXPLORATORY	HOLD_NO_SEARCH_ONLY_OWNER	HOLD_NOT_AUTHORIZED_BY_SEARCH_ONLY_BASELINE	NONE_NO_TARGETED_M10D_OBSERVATION	HOLD_NO_FINAL_OWNER	NONE_HOLD	HOLD	RECHECK_HOLD	NONE_HOLD	NONE_HOLD	NONE_HOLD	NONE_HOLD	HOLD_BLOCKING_FINAL_OWNER	Current Search identifies the task, but material owner boundaries lack exact accepted target-specific resolution. Exact Search anchor=CURRENT_EXACT_SERP; material HOLD degree=41; product fit=SUPPORTED_WITH_BOUNDARY. M9 cluster remains HOLD_CLUSTER_BOUNDARY.	M9BRW2Q_008_b5ea13003e4c370e:RU225:TOP100	NONE	docs/seo/PRODUCT_TRUTH.md@6a469d5743142d3e476afa5d2cda653fd411ecb8	Analytical page job only; no final planned URL, H1, Title, description or live site mutation. Unassigned M9 neighbors remain HOLD.
M9CL_2fa2c003890cd17c	M8SID_e10faa73a1384257	отчеты для селлеров	Inspect and understand seller-owned sales and report data with an owned AI	COMMERCIAL_INVESTIGATION	UNSPECIFIED	P4_EXPLORATORY	HOLD_NO_SEARCH_ONLY_OWNER	HOLD_NOT_AUTHORIZED_BY_SEARCH_ONLY_BASELINE	NONE_NO_TARGETED_M10D_OBSERVATION	HOLD_NO_FINAL_OWNER	NONE_HOLD	HOLD	RECHECK_HOLD	NONE_HOLD	NONE_HOLD	NONE_HOLD	NONE_HOLD	HOLD_BLOCKING_FINAL_OWNER	Current Search identifies the task, but material owner boundaries lack exact accepted target-specific resolution. Exact Search anchor=CURRENT_EXACT_SERP; material HOLD degree=45; product fit=SUPPORTED_WITH_BOUNDARY. M9 cluster remains HOLD_CLUSTER_BOUNDARY.	M9BRQ_004_e10faa73a1384257:RU225:TOP100	NONE	docs/seo/PRODUCT_TRUTH.md@6a469d5743142d3e476afa5d2cda653fd411ecb8	Analytical page job only; no final planned URL, H1, Title, description or live site mutation. Unassigned M9 neighbors remain HOLD.
M9CL_3197bfc345204378	M8SID_a7efef13fa5d09dc	ДРР на Wildberries — как рассчитать и оптимизировать	Inspect seller-owned advertising reports and explain observed metrics	MIXED	WILDBERRIES	P4_EXPLORATORY	HOLD_NO_SEARCH_ONLY_OWNER	HOLD_NOT_AUTHORIZED_BY_SEARCH_ONLY_BASELINE	M10BCASE_ba667d2c39fb39ad:PRESERVE	HOLD_NO_FINAL_OWNER	NONE_HOLD	HOLD	RECHECK_HOLD	NONE_HOLD	NONE_HOLD	NONE_HOLD	NONE_HOLD	HOLD_BLOCKING_FINAL_OWNER	No current exact Search anchor for this identity; source/page-title wording and unresolved task boundaries cannot be promoted to a standalone owner. Exact Search anchor=NO_CURRENT_EXACT_SERP; material HOLD degree=20; product fit=SUPPORTED_WITH_BOUNDARY. M9 cluster remains HOLD_CLUSTER_BOUNDARY.	NO_CURRENT_EXACT_SERP	docs/seo/work_return/M10D_SEARCH_VS_AI_RECONCILIATION_2026-09-25_R1/M10D_CLUSTER_DELTA_XREF.tsv#M10BCASE_ba667d2c39fb39ad:M9CL_3197bfc345204378	docs/seo/PRODUCT_TRUTH.md@6a469d5743142d3e476afa5d2cda653fd411ecb8	Analytical page job only; no final planned URL, H1, Title, description or live site mutation. Unassigned M9 neighbors remain HOLD.
M9CL_32544b5109994d76	M8SID_ce5c460b3a2124bb	Воронка продаж на Wildberries: как сравнивать периоды и показатели площадки	Read and interpret available seller-owned marketplace reports and metrics	MIXED	WILDBERRIES	P4_EXPLORATORY	HOLD_NO_SEARCH_ONLY_OWNER	HOLD_NOT_AUTHORIZED_BY_SEARCH_ONLY_BASELINE	M10BCASE_905d903673405cdf:PRESERVE | M10BCASE_adb2e167115fbbbd:PRESERVE	HOLD_NO_FINAL_OWNER	NONE_HOLD	HOLD	RECHECK_HOLD	NONE_HOLD	NONE_HOLD	NONE_HOLD	NONE_HOLD	HOLD_BLOCKING_FINAL_OWNER	No current exact Search anchor for this identity; source/page-title wording and unresolved task boundaries cannot be promoted to a standalone owner. Exact Search anchor=NO_CURRENT_EXACT_SERP; material HOLD degree=23; product fit=SUPPORTED_WITH_BOUNDARY. M9 cluster remains HOLD_CLUSTER_BOUNDARY.	NO_CURRENT_EXACT_SERP	docs/seo/work_return/M10D_SEARCH_VS_AI_RECONCILIATION_2026-09-25_R1/M10D_CLUSTER_DELTA_XREF.tsv#M10BCASE_905d903673405cdf:M9CL_32544b5109994d76 | docs/seo/work_return/M10D_SEARCH_VS_AI_RECONCILIATION_2026-09-25_R1/M10D_CLUSTER_DELTA_XREF.tsv#M10BCASE_adb2e167115fbbbd:M9CL_32544b5109994d76	docs/seo/PRODUCT_TRUTH.md@6a469d5743142d3e476afa5d2cda653fd411ecb8	Analytical page job only; no final planned URL, H1, Title, description or live site mutation. Unassigned M9 neighbors remain HOLD.
M9CL_3291d5bba9e4f595	M8SID_c41c83a50b6900cb	ии агенты маркетплейсы отчеты	Find a suitable AI assistant for Ozon/WB seller work through an owned web AI	COMMERCIAL_INVESTIGATION	GENERIC	P4_EXPLORATORY	HOLD_NO_SEARCH_ONLY_OWNER	HOLD_NOT_AUTHORIZED_BY_SEARCH_ONLY_BASELINE	M10BCASE_503322b8af3825a8:PRESERVE | M10BCASE_840dee47a90532a8:PRESERVE | M10BCASE_975659397140bfbd:PRESERVE | M10BCASE_a6a64d20ed4e5695:PRESERVE | M10BCASE_e5e5533784063649:PRESERVE	HOLD_NO_FINAL_OWNER	NONE_HOLD	HOLD	RECHECK_HOLD	NONE_HOLD	NONE_HOLD	NONE_HOLD	NONE_HOLD	HOLD_BLOCKING_FINAL_OWNER	Current Search identifies the task, but material owner boundaries lack exact accepted target-specific resolution. Exact Search anchor=CURRENT_EXACT_SERP; material HOLD degree=10; product fit=SUPPORTED_WITH_BOUNDARY. M9 cluster remains HOLD_CLUSTER_BOUNDARY.	M9BRW2Q_007_c41c83a50b6900cb:RU225:TOP100	docs/seo/work_return/M10D_SEARCH_VS_AI_RECONCILIATION_2026-09-25_R1/M10D_CLUSTER_DELTA_XREF.tsv#M10BCASE_503322b8af3825a8:M9CL_3291d5bba9e4f595 | docs/seo/work_return/M10D_SEARCH_VS_AI_RECONCILIATION_2026-09-25_R1/M10D_CLUSTER_DELTA_XREF.tsv#M10BCASE_840dee47a90532a8:M9CL_3291d5bba9e4f595 | docs/seo/work_return/M10D_SEARCH_VS_AI_RECONCILIATION_2026-09-25_R1/M10D_CLUSTER_DELTA_XREF.tsv#M10BCASE_975659397140bfbd:M9CL_3291d5bba9e4f595 | docs/seo/work_return/M10D_SEARCH_VS_AI_RECONCILIATION_2026-09-25_R1/M10D_CLUSTER_DELTA_XREF.tsv#M10BCASE_a6a64d20ed4e5695:M9CL_3291d5bba9e4f595 | docs/seo/work_return/M10D_SEARCH_VS_AI_RECONCILIATION_2026-09-25_R1/M10D_CLUSTER_DELTA_XREF.tsv#M10BCASE_e5e5533784063649:M9CL_3291d5bba9e4f595	docs/seo/PRODUCT_TRUTH.md@6a469d5743142d3e476afa5d2cda653fd411ecb8	Analytical page job only; no final planned URL, H1, Title, description or live site mutation. Unassigned M9 neighbors remain HOLD.
M9CL_342b5dc4aa0b6cf8	M8SID_51050ceda2b330da	Как читать и анализировать отчеты о продажах на Wildberries	Read and interpret available seller-owned marketplace reports and metrics	INFORMATIONAL	WILDBERRIES	P4_EXPLORATORY	HOLD_NO_SEARCH_ONLY_OWNER	HOLD_NOT_AUTHORIZED_BY_SEARCH_ONLY_BASELINE	NONE_NO_TARGETED_M10D_OBSERVATION	HOLD_NO_FINAL_OWNER	NONE_HOLD	HOLD	RECHECK_HOLD	NONE_HOLD	NONE_HOLD	NONE_HOLD	NONE_HOLD	HOLD_BLOCKING_FINAL_OWNER	Current Search identifies the task, but material owner boundaries lack exact accepted target-specific resolution. Exact Search anchor=CURRENT_EXACT_SERP; material HOLD degree=17; product fit=SUPPORTED_WITH_BOUNDARY. M9 cluster remains HOLD_CLUSTER_BOUNDARY.	M9BRW2Q_017_51050ceda2b330da:RU225:TOP100	NONE	docs/seo/PRODUCT_TRUTH.md@6a469d5743142d3e476afa5d2cda653fd411ecb8	Analytical page job only; no final planned URL, H1, Title, description or live site mutation. Unassigned M9 neighbors remain HOLD.
M9CL_3a8d523d2578edae	M8SID_fd88d7d9e3b2e406	chatgpt для маркетплейсов	Connect an owned web AI to permitted Ozon/WB seller data	COMMERCIAL_INVESTIGATION	GENERIC	P1_CORE	HOLD_NO_SEARCH_ONLY_OWNER	HOLD_NOT_AUTHORIZED_BY_SEARCH_ONLY_BASELINE	M10BCASE_789a835e7de15e13:PRESERVE | M10BCASE_c0815ba7ee0ba5b2:PRESERVE | M10BCASE_e56413a05b57e358:PRESERVE	HOLD_NO_FINAL_OWNER	NONE_HOLD	HOLD	RECHECK_HOLD	NONE_HOLD	NONE_HOLD	NONE_HOLD	NONE_HOLD	HOLD_BLOCKING_FINAL_OWNER	Current Search identifies the task, but material owner boundaries lack exact accepted target-specific resolution. Exact Search anchor=CURRENT_EXACT_SERP; material HOLD degree=5; product fit=SUPPORTED_WITH_BOUNDARY. M9 cluster remains HOLD_CLUSTER_BOUNDARY.	M4QR2Q00016:RU225:TOP100	docs/seo/work_return/M10D_SEARCH_VS_AI_RECONCILIATION_2026-09-25_R1/M10D_CLUSTER_DELTA_XREF.tsv#M10BCASE_789a835e7de15e13:M9CL_3a8d523d2578edae | docs/seo/work_return/M10D_SEARCH_VS_AI_RECONCILIATION_2026-09-25_R1/M10D_CLUSTER_DELTA_XREF.tsv#M10BCASE_c0815ba7ee0ba5b2:M9CL_3a8d523d2578edae | docs/seo/work_return/M10D_SEARCH_VS_AI_RECONCILIATION_2026-09-25_R1/M10D_CLUSTER_DELTA_XREF.tsv#M10BCASE_e56413a05b57e358:M9CL_3a8d523d2578edae	docs/seo/PRODUCT_TRUTH.md@6a469d5743142d3e476afa5d2cda653fd411ecb8	Analytical page job only; no final planned URL, H1, Title, description or live site mutation. Unassigned M9 neighbors remain HOLD.
M9CL_3e9cae524f2ba50c	M8SID_c4d7f4ca514dc5fd	ии анализ продаж маркетплейсов	Inspect and understand seller-owned sales and report data with an owned AI	COMMERCIAL_INVESTIGATION	GENERIC	P4_EXPLORATORY	HOLD_NO_SEARCH_ONLY_OWNER	HOLD_NOT_AUTHORIZED_BY_SEARCH_ONLY_BASELINE	M10BCASE_93993613e7003b69:PRESERVE | M10BCASE_d3950384418e3bbd:PRESERVE	HOLD_NO_FINAL_OWNER	NONE_HOLD	HOLD	RECHECK_HOLD	NONE_HOLD	NONE_HOLD	NONE_HOLD	NONE_HOLD	HOLD_BLOCKING_FINAL_OWNER	Current Search identifies the task, but material owner boundaries lack exact accepted target-specific resolution. Exact Search anchor=CURRENT_EXACT_SERP; material HOLD degree=41; product fit=SUPPORTED_WITH_BOUNDARY. M9 cluster remains HOLD_CLUSTER_BOUNDARY.	M9BRQ_006_c4d7f4ca514dc5fd:RU225:TOP100	docs/seo/work_return/M10D_SEARCH_VS_AI_RECONCILIATION_2026-09-25_R1/M10D_CLUSTER_DELTA_XREF.tsv#M10BCASE_93993613e7003b69:M9CL_3e9cae524f2ba50c | docs/seo/work_return/M10D_SEARCH_VS_AI_RECONCILIATION_2026-09-25_R1/M10D_CLUSTER_DELTA_XREF.tsv#M10BCASE_d3950384418e3bbd:M9CL_3e9cae524f2ba50c	docs/seo/PRODUCT_TRUTH.md@6a469d5743142d3e476afa5d2cda653fd411ecb8	Analytical page job only; no final planned URL, H1, Title, description or live site mutation. Unassigned M9 neighbors remain HOLD.
M9CL_3f05678ef9d62960	M8SID_4a1030b3d8bdd2d5	подключить ии к маркетплейсу	Connect an owned web AI to permitted Ozon/WB seller data	COMMERCIAL_INVESTIGATION	GENERIC	P1_CORE	HOLD_NO_SEARCH_ONLY_OWNER	HOLD_NOT_AUTHORIZED_BY_SEARCH_ONLY_BASELINE	M10BCASE_789a835e7de15e13:PRESERVE | M10BCASE_9ef8cb07387160b6:PRESERVE | M10BCASE_c0815ba7ee0ba5b2:NARROW_HOLD | M10BCASE_e56413a05b57e358:PRESERVE	OWNER_ASSIGNED	M11PAGE_EXISTING_HOME	HOME	OPTIMIZE	Existing prelaunch HOME explains how the user-selected web AI reaches permitted Ozon/WB seller data; no public-beta availability or write promise.	PRIMARY_OWNER_SCOPE	NONE_HOLD	Link from existing HOME to the distinct seller-owned analytics page job; editorial anchor/URL are deferred.	UNRESOLVED_ONLY_AGAINST_HOLD_CLUSTERS	Current HOME explicitly describes this exact connector task; M8 P1 and M9 exact RU225 Search anchor support it. M10D Case02 narrows seller-data connector framing but cannot resolve other held clusters. The only other assigned cluster is M9 SPLIT_SUPPORTED on different task; all eight material boundaries incident to this owner have HOLD on the other endpoint.	M4QR2Q00037:RU225:TOP100 | docs/seo/work_return/M9_BOUNDARY_RESOLUTION_FULL_RERUN_2026-09-24_R2/M9_PAIRWISE_CLUSTER_EVIDENCE.tsv#M9PAIR_3c5ff38a5ecaf8d0	docs/seo/work_return/M10D_SEARCH_VS_AI_RECONCILIATION_2026-09-25_R1/M10D_CLUSTER_DELTA_XREF.tsv#M10BCASE_789a835e7de15e13:M9CL_3f05678ef9d62960 | docs/seo/work_return/M10D_SEARCH_VS_AI_RECONCILIATION_2026-09-25_R1/M10D_CLUSTER_DELTA_XREF.tsv#M10BCASE_9ef8cb07387160b6:M9CL_3f05678ef9d62960 | docs/seo/work_return/M10D_SEARCH_VS_AI_RECONCILIATION_2026-09-25_R1/M10D_CLUSTER_DELTA_XREF.tsv#M10BCASE_c0815ba7ee0ba5b2:M9CL_3f05678ef9d62960 | docs/seo/work_return/M10D_SEARCH_VS_AI_RECONCILIATION_2026-09-25_R1/M10D_CLUSTER_DELTA_XREF.tsv#M10BCASE_e56413a05b57e358:M9CL_3f05678ef9d62960	docs/seo/PRODUCT_TRUTH.md@6a469d5743142d3e476afa5d2cda653fd411ecb8	Analytical page job only; no final planned URL, H1, Title, description or live site mutation. Unassigned M9 neighbors remain HOLD.
M9CL_3fa365944fd8b8fa	M8SID_ce7224790a6414bc	Аналитика Wildberries: ТОП показателей и инструментов	Read and interpret available seller-owned marketplace reports and metrics	MIXED	WILDBERRIES	P4_EXPLORATORY	HOLD_NO_SEARCH_ONLY_OWNER	HOLD_NOT_AUTHORIZED_BY_SEARCH_ONLY_BASELINE	NONE_NO_TARGETED_M10D_OBSERVATION	HOLD_NO_FINAL_OWNER	NONE_HOLD	HOLD	RECHECK_HOLD	NONE_HOLD	NONE_HOLD	NONE_HOLD	NONE_HOLD	HOLD_BLOCKING_FINAL_OWNER	No current exact Search anchor for this identity; source/page-title wording and unresolved task boundaries cannot be promoted to a standalone owner. Exact Search anchor=NO_CURRENT_EXACT_SERP; material HOLD degree=25; product fit=SUPPORTED_WITH_BOUNDARY. M9 cluster remains HOLD_CLUSTER_BOUNDARY.	NO_CURRENT_EXACT_SERP	NONE	docs/seo/PRODUCT_TRUTH.md@6a469d5743142d3e476afa5d2cda653fd411ecb8	Analytical page job only; no final planned URL, H1, Title, description or live site mutation. Unassigned M9 neighbors remain HOLD.
M9CL_433249de25051688	M8SID_3e26a6dc912542f5	бесплатный сервис аналитики маркетплейсов	Inspect and understand seller-owned sales and report data with an owned AI	COMMERCIAL_INVESTIGATION	GENERIC	P3_SUPPORTING	HOLD_NO_SEARCH_ONLY_OWNER	HOLD_NOT_AUTHORIZED_BY_SEARCH_ONLY_BASELINE	M10BCASE_93993613e7003b69:PRESERVE | M10BCASE_d3950384418e3bbd:PRESERVE	HOLD_NO_FINAL_OWNER	NONE_HOLD	HOLD	RECHECK_HOLD	NONE_HOLD	NONE_HOLD	NONE_HOLD	NONE_HOLD	HOLD_BLOCKING_FINAL_OWNER	Current Search identifies the task, but material owner boundaries lack exact accepted target-specific resolution. Exact Search anchor=CURRENT_EXACT_SERP; material HOLD degree=24; product fit=SUPPORTED_WITH_BOUNDARY. M9 cluster remains HOLD_CLUSTER_BOUNDARY.	M9BRQ_014_3e26a6dc912542f5:RU225:TOP100	docs/seo/work_return/M10D_SEARCH_VS_AI_RECONCILIATION_2026-09-25_R1/M10D_CLUSTER_DELTA_XREF.tsv#M10BCASE_93993613e7003b69:M9CL_433249de25051688 | docs/seo/work_return/M10D_SEARCH_VS_AI_RECONCILIATION_2026-09-25_R1/M10D_CLUSTER_DELTA_XREF.tsv#M10BCASE_d3950384418e3bbd:M9CL_433249de25051688	docs/seo/PRODUCT_TRUTH.md@6a469d5743142d3e476afa5d2cda653fd411ecb8	Analytical page job only; no final planned URL, H1, Title, description or live site mutation. Unassigned M9 neighbors remain HOLD.
M9CL_46d51fc29ba2e60b	M8SID_2b25fa19b017655f	Как сверить финансовые отчеты Wildberries?	Read and interpret available seller-owned marketplace reports and metrics	INFORMATIONAL	WILDBERRIES	P4_EXPLORATORY	HOLD_NO_SEARCH_ONLY_OWNER	HOLD_NOT_AUTHORIZED_BY_SEARCH_ONLY_BASELINE	NONE_NO_TARGETED_M10D_OBSERVATION	HOLD_NO_FINAL_OWNER	NONE_HOLD	HOLD	RECHECK_HOLD	NONE_HOLD	NONE_HOLD	NONE_HOLD	NONE_HOLD	HOLD_BLOCKING_FINAL_OWNER	Current Search identifies the task, but material owner boundaries lack exact accepted target-specific resolution. Exact Search anchor=CURRENT_EXACT_SERP; material HOLD degree=28; product fit=SUPPORTED_WITH_BOUNDARY. M9 cluster remains HOLD_CLUSTER_BOUNDARY.	M9BRW2Q_013_2b25fa19b017655f:RU225:TOP100	NONE	docs/seo/PRODUCT_TRUTH.md@6a469d5743142d3e476afa5d2cda653fd411ecb8	Analytical page job only; no final planned URL, H1, Title, description or live site mutation. Unassigned M9 neighbors remain HOLD.
M9CL_4a7d76c662c7f172	M8SID_3ebb28124694e272	отчеты продаж маркетплейсов	Inspect and understand seller-owned sales and report data with an owned AI	COMMERCIAL_INVESTIGATION	GENERIC	P4_EXPLORATORY	HOLD_NO_SEARCH_ONLY_OWNER	HOLD_NOT_AUTHORIZED_BY_SEARCH_ONLY_BASELINE	M10BCASE_905d903673405cdf:PRESERVE | M10BCASE_93993613e7003b69:PRESERVE | M10BCASE_d7c8eaf031abe40a:PRESERVE	HOLD_NO_FINAL_OWNER	NONE_HOLD	HOLD	RECHECK_HOLD	NONE_HOLD	NONE_HOLD	NONE_HOLD	NONE_HOLD	HOLD_BLOCKING_FINAL_OWNER	Current Search identifies the task, but material owner boundaries lack exact accepted target-specific resolution. Exact Search anchor=CURRENT_EXACT_SERP; material HOLD degree=23; product fit=SUPPORTED_WITH_BOUNDARY. M9 cluster remains HOLD_CLUSTER_BOUNDARY.	M4QR2Q00036:RU225:TOP100	docs/seo/work_return/M10D_SEARCH_VS_AI_RECONCILIATION_2026-09-25_R1/M10D_CLUSTER_DELTA_XREF.tsv#M10BCASE_905d903673405cdf:M9CL_4a7d76c662c7f172 | docs/seo/work_return/M10D_SEARCH_VS_AI_RECONCILIATION_2026-09-25_R1/M10D_CLUSTER_DELTA_XREF.tsv#M10BCASE_93993613e7003b69:M9CL_4a7d76c662c7f172 | docs/seo/work_return/M10D_SEARCH_VS_AI_RECONCILIATION_2026-09-25_R1/M10D_CLUSTER_DELTA_XREF.tsv#M10BCASE_d7c8eaf031abe40a:M9CL_4a7d76c662c7f172	docs/seo/PRODUCT_TRUTH.md@6a469d5743142d3e476afa5d2cda653fd411ecb8	Analytical page job only; no final planned URL, H1, Title, description or live site mutation. Unassigned M9 neighbors remain HOLD.
M9CL_50d7bf9bbe2a0dff	M8SID_def0afbc32106614	Сводный отчёт по продавцу	Read and interpret available seller-owned marketplace reports and metrics	MIXED	UNSPECIFIED	P4_EXPLORATORY	HOLD_NO_SEARCH_ONLY_OWNER	HOLD_NOT_AUTHORIZED_BY_SEARCH_ONLY_BASELINE	NONE_NO_TARGETED_M10D_OBSERVATION	HOLD_NO_FINAL_OWNER	NONE_HOLD	HOLD	RECHECK_HOLD	NONE_HOLD	NONE_HOLD	NONE_HOLD	NONE_HOLD	HOLD_BLOCKING_FINAL_OWNER	No current exact Search anchor for this identity; source/page-title wording and unresolved task boundaries cannot be promoted to a standalone owner. Exact Search anchor=NO_CURRENT_EXACT_SERP; material HOLD degree=60; product fit=SUPPORTED_WITH_BOUNDARY. M9 cluster remains HOLD_CLUSTER_BOUNDARY.	NO_CURRENT_EXACT_SERP	NONE	docs/seo/PRODUCT_TRUTH.md@6a469d5743142d3e476afa5d2cda653fd411ecb8	Analytical page job only; no final planned URL, H1, Title, description or live site mutation. Unassigned M9 neighbors remain HOLD.
M9CL_531649fa74ba4091	M8SID_a80ecbe39e0f75b9	Как читать и анализировать финансовый отчёт Wildberries	Read and interpret available seller-owned marketplace reports and metrics	INFORMATIONAL	WILDBERRIES	P4_EXPLORATORY	HOLD_NO_SEARCH_ONLY_OWNER	HOLD_NOT_AUTHORIZED_BY_SEARCH_ONLY_BASELINE	NONE_NO_TARGETED_M10D_OBSERVATION	HOLD_NO_FINAL_OWNER	NONE_HOLD	HOLD	RECHECK_HOLD	NONE_HOLD	NONE_HOLD	NONE_HOLD	NONE_HOLD	HOLD_BLOCKING_FINAL_OWNER	Current Search identifies the task, but material owner boundaries lack exact accepted target-specific resolution. Exact Search anchor=CURRENT_EXACT_SERP; material HOLD degree=28; product fit=SUPPORTED_WITH_BOUNDARY. M9 cluster remains HOLD_CLUSTER_BOUNDARY.	M9BRW2Q_014_a80ecbe39e0f75b9:RU225:TOP100	NONE	docs/seo/PRODUCT_TRUTH.md@6a469d5743142d3e476afa5d2cda653fd411ecb8	Analytical page job only; no final planned URL, H1, Title, description or live site mutation. Unassigned M9 neighbors remain HOLD.
