execution_query_id	exact_query_text	authorized_competitor_id	authorized_competitor_name	competitor_role_class	rank	rank_bucket	ranking_url	ranking_host	title	snippet_or_passage	match_basis	match_confidence	source_item_index	operation_id	m4c_exact_url_match_status	m4c_url_id	m3_relation	information_gain_question	downstream_decision	stop_interpretation	claim_boundary
M4QR2Q00012	отчеты для селлеров маркетплейсов	REG042	Selsup	RECURRING_PRODUCT_VENDOR	66	21_100	https://selsup.ru/blog/kak-vesti-uchyot-prodazh-na-marketplejsah-zakazy-ostatki-pribyl/	selsup.ru	Как вести учёт продаж на маркетплейсах: заказы, остатки, прибыль	По итогам периода маркетплейс присылает селлеру отчёт комиссионера по продажам. Учёт продаж через Озон ведётся в Отчёте о реализации товаров. Он приходит раз в месяц. На Вайлдберриз отчетность формируется раз в неделю. Там видно, сколько и по какой цене товаров продано, сколько было возвратов и какая комиссия вышла.	EXACT_AUTHORIZED_REGISTRY_DOMAIN	HIGH	11	spr8lb1tc1vjovb8evlo	NO_EXACT_M4C_URL_MATCH		ACCEPTED_M3_R05_HISTORICAL_TOP20	For accepted M3 R05 exact «отчеты для селлеров маркетплейсов», do any of the current 60 competitors enter ranks 21–100 or change ranking URL/position versus the 2026-09-16/17 top-20 baseline? Accepted control decision: whether report intent is operational seller data rather than accounting/statutory reporting.	M4Q R05 current/deep competitor-visibility control; revisit M4C/M6 route only if the competitor set or ranking URL materially changes.	A valid top-100 zero means no authorized competitor observed for this exact wording at this time/region; it is not zero demand, zero indexed pages or exhaustive reverse-index recall. Stop at the planned depth and reconcile the named decision; no recursive query expansion.	CURRENT_EXACT_QUERY_RU225_TOP100_ORGANIC_SNAPSHOT_ONLY; NOT_WORDSTAT_DEMAND_OR_PRODUCT_FACT_OR_ALL_DEVICE_REVERSE_INDEX_OR_PAGE_DECISION
M4QR2Q00012	отчеты для селлеров маркетплейсов	REG042	Selsup	RECURRING_PRODUCT_VENDOR	68	21_100	https://selsup.ru/	selsup.ru	SelSup — платформа для маркетплейсов: продукты и интерфейс	SelSup используют селлеры, бренды и крупные компании. Развиваем продукт вместе с командами, которые ежедневно работают с товарами и заказами. 10+ летразвития продукта. 10 000+клиентов используют SelSup для FBS. … Все ключевые отчёты по прибыли, расходам и продажам — в SelSup. SelSup сводит данные маркетплейсов с себестоимостью, налогами и расходами. Смотрите результат по товару, организации, площадке и периоду.	EXACT_ACCEPTED_M4C_URL_AND_HOST	HIGH	11	spr8lb1tc1vjovb8evlo	EXACT_M4C_URL_MATCH	M4CURL004987	ACCEPTED_M3_R05_HISTORICAL_TOP20	For accepted M3 R05 exact «отчеты для селлеров маркетплейсов», do any of the current 60 competitors enter ranks 21–100 or change ranking URL/position versus the 2026-09-16/17 top-20 baseline? Accepted control decision: whether report intent is operational seller data rather than accounting/statutory reporting.	M4Q R05 current/deep competitor-visibility control; revisit M4C/M6 route only if the competitor set or ranking URL materially changes.	A valid top-100 zero means no authorized competitor observed for this exact wording at this time/region; it is not zero demand, zero indexed pages or exhaustive reverse-index recall. Stop at the planned depth and reconcile the named decision; no recursive query expansion.	CURRENT_EXACT_QUERY_RU225_TOP100_ORGANIC_SNAPSHOT_ONLY; NOT_WORDSTAT_DEMAND_OR_PRODUCT_FACT_OR_ALL_DEVICE_REVERSE_INDEX_OR_PAGE_DECISION
M4QR2Q00012	отчеты для селлеров маркетплейсов	REG046	Tablichki	RECURRING_PRODUCT_VENDOR	73	21_100	https://tablichki.tech/	tablichki.tech	Оцифровка маркетплейсов	Таблички - операционная система селлера. Одна система заменяет десятки отчетов. РНП, PnL, ДДС, юнит-экономика, реклама и поставки в одном окне - данные связаны без ручного труда. Подсвечивает проблемы до их возникновения. Run Rate покажет отставание от плана на второй неделе, пока есть время исправить цену, рекламу и остатки. ИИ автоматизирует анализ. Данные готовы для анализа в ChatGPT, Claude, DeepSeek и других нейронках.	EXACT_ACCEPTED_M4C_URL_AND_HOST	HIGH	11	spr8lb1tc1vjovb8evlo	EXACT_M4C_URL_MATCH	M4CURL008396	ACCEPTED_M3_R05_HISTORICAL_TOP20	For accepted M3 R05 exact «отчеты для селлеров маркетплейсов», do any of the current 60 competitors enter ranks 21–100 or change ranking URL/position versus the 2026-09-16/17 top-20 baseline? Accepted control decision: whether report intent is operational seller data rather than accounting/statutory reporting.	M4Q R05 current/deep competitor-visibility control; revisit M4C/M6 route only if the competitor set or ranking URL materially changes.	A valid top-100 zero means no authorized competitor observed for this exact wording at this time/region; it is not zero demand, zero indexed pages or exhaustive reverse-index recall. Stop at the planned depth and reconcile the named decision; no recursive query expansion.	CURRENT_EXACT_QUERY_RU225_TOP100_ORGANIC_SNAPSHOT_ONLY; NOT_WORDSTAT_DEMAND_OR_PRODUCT_FACT_OR_ALL_DEVICE_REVERSE_INDEX_OR_PAGE_DECISION
M4QR2Q00012	отчеты для селлеров маркетплейсов	REG037	Sellerden	RECURRING_PRODUCT_VENDOR	74	21_100	https://sellerden.ru/	sellerden.ru	Экосистема дла продавцов маркетплейсов - SellerDen	Искусственный интеллект для маркетплейсов. Сопровождение/ведение на маркетплейсах. Выгрузки данных продаж маркетплейсов. Услуги фулфилмент склада. … Инструменты для продавцов маркетплейсов. Данные продаж и выручки по продавцам, категориям товаров и брендам на маркетплейсах, накопленные с 2020 года доступны в интерфейсе сервиса в виде графиков, пресетов и отчетов, а также в виде выгрузок данных по вашим запросам.	EXACT_ACCEPTED_M4C_URL_AND_HOST	HIGH	11	spr8lb1tc1vjovb8evlo	EXACT_M4C_URL_MATCH	M4CURL003907	ACCEPTED_M3_R05_HISTORICAL_TOP20	For accepted M3 R05 exact «отчеты для селлеров маркетплейсов», do any of the current 60 competitors enter ranks 21–100 or change ranking URL/position versus the 2026-09-16/17 top-20 baseline? Accepted control decision: whether report intent is operational seller data rather than accounting/statutory reporting.	M4Q R05 current/deep competitor-visibility control; revisit M4C/M6 route only if the competitor set or ranking URL materially changes.	A valid top-100 zero means no authorized competitor observed for this exact wording at this time/region; it is not zero demand, zero indexed pages or exhaustive reverse-index recall. Stop at the planned depth and reconcile the named decision; no recursive query expansion.	CURRENT_EXACT_QUERY_RU225_TOP100_ORGANIC_SNAPSHOT_ONLY; NOT_WORDSTAT_DEMAND_OR_PRODUCT_FACT_OR_ALL_DEVICE_REVERSE_INDEX_OR_PAGE_DECISION
M4QR2Q00012	отчеты для селлеров маркетплейсов	REG015	Jafo	RECURRING_PRODUCT_VENDOR	78	21_100	https://jafo.ru/	jafo.ru	JAFO — ИИ-ассистент для Wildberries и Ozon	220+ AI-инструментов для селлеров. … Всё для управления Wildberries и Ozon. AI-каталог. Создавайте карточки на WB и Ozon одновременно. SEO-оптимизация, проверка ошибок, синхронизация между площадками. Умное ценообразование. Массовое обновление цен на обоих маркетплейсах.	EXACT_ACCEPTED_M4C_URL_AND_HOST	HIGH	11	spr8lb1tc1vjovb8evlo	EXACT_M4C_URL_MATCH	M4CURL002294	ACCEPTED_M3_R05_HISTORICAL_TOP20	For accepted M3 R05 exact «отчеты для селлеров маркетплейсов», do any of the current 60 competitors enter ranks 21–100 or change ranking URL/position versus the 2026-09-16/17 top-20 baseline? Accepted control decision: whether report intent is operational seller data rather than accounting/statutory reporting.	M4Q R05 current/deep competitor-visibility control; revisit M4C/M6 route only if the competitor set or ranking URL materially changes.	A valid top-100 zero means no authorized competitor observed for this exact wording at this time/region; it is not zero demand, zero indexed pages or exhaustive reverse-index recall. Stop at the planned depth and reconcile the named decision; no recursive query expansion.	CURRENT_EXACT_QUERY_RU225_TOP100_ORGANIC_SNAPSHOT_ONLY; NOT_WORDSTAT_DEMAND_OR_PRODUCT_FACT_OR_ALL_DEVICE_REVERSE_INDEX_OR_PAGE_DECISION
M4QR2Q00012	отчеты для селлеров маркетплейсов	REG028	Mpstats	RECURRING_PRODUCT_VENDOR	79	21_100	https://mpstats.io/	mpstats.io	MPSTATS — платформа для продавцов на маркетплейсах	Платформа для роста продаж на маркетплейсах. Помогаем продавцам и брендам принимать решения на основе данных. … Форум для селлеров MPSTATS Expo: Пересборка. Ищем решения. Меняем подходы 14−15 октября, Москва.	EXACT_ACCEPTED_M4C_URL_AND_HOST	HIGH	11	spr8lb1tc1vjovb8evlo	EXACT_M4C_URL_MATCH	M4CURL003272	ACCEPTED_M3_R05_HISTORICAL_TOP20	For accepted M3 R05 exact «отчеты для селлеров маркетплейсов», do any of the current 60 competitors enter ranks 21–100 or change ranking URL/position versus the 2026-09-16/17 top-20 baseline? Accepted control decision: whether report intent is operational seller data rather than accounting/statutory reporting.	M4Q R05 current/deep competitor-visibility control; revisit M4C/M6 route only if the competitor set or ranking URL materially changes.	A valid top-100 zero means no authorized competitor observed for this exact wording at this time/region; it is not zero demand, zero indexed pages or exhaustive reverse-index recall. Stop at the planned depth and reconcile the named decision; no recursive query expansion.	CURRENT_EXACT_QUERY_RU225_TOP100_ORGANIC_SNAPSHOT_ONLY; NOT_WORDSTAT_DEMAND_OR_PRODUCT_FACT_OR_ALL_DEVICE_REVERSE_INDEX_OR_PAGE_DECISION
M4QR2Q00012	отчеты для селлеров маркетплейсов	REG024	Moysklad	RECURRING_PRODUCT_VENDOR	88	21_100	https://www.moysklad.ru/poleznoe/marketplejsy/kak-schitat-yunit-ekonomiku-dlya-marketpleysov/	www.moysklad.ru	Юнит-экономика для маркетплейсов: расчет с примерами...	Расходы селлера на маркетплейсе, которые влияют на юнит‑экономику … Различия в юнит‑экономике маркетплейсов при FBO и FBS … Самые важные показатели юнит‑экономики на маркетплейсах	EXACT_ACCEPTED_M4A_RANKING_HOST	HIGH	11	spr8lb1tc1vjovb8evlo	NO_EXACT_M4C_URL_MATCH		ACCEPTED_M3_R05_HISTORICAL_TOP20	For accepted M3 R05 exact «отчеты для селлеров маркетплейсов», do any of the current 60 competitors enter ranks 21–100 or change ranking URL/position versus the 2026-09-16/17 top-20 baseline? Accepted control decision: whether report intent is operational seller data rather than accounting/statutory reporting.	M4Q R05 current/deep competitor-visibility control; revisit M4C/M6 route only if the competitor set or ranking URL materially changes.	A valid top-100 zero means no authorized competitor observed for this exact wording at this time/region; it is not zero demand, zero indexed pages or exhaustive reverse-index recall. Stop at the planned depth and reconcile the named decision; no recursive query expansion.	CURRENT_EXACT_QUERY_RU225_TOP100_ORGANIC_SNAPSHOT_ONLY; NOT_WORDSTAT_DEMAND_OR_PRODUCT_FACT_OR_ALL_DEVICE_REVERSE_INDEX_OR_PAGE_DECISION
M4QR2Q00012	отчеты для селлеров маркетплейсов	REG024	Moysklad	RECURRING_PRODUCT_VENDOR	92	21_100	https://www.moysklad.ru/poleznoe/marketplejsy/analitika-marketpleysov/	www.moysklad.ru	Аналитика маркетплейсов: 25 сервисов анализа продаж...	Обзор российских маркетплейсов: что выбрать. Зачем нужны сервисы аналитики маркетплейсов. Внешняя аналитика. … удобные дэшборды, фильтры и настройки отчетов; рейтинги ниш, брендов и селлеров; поиск новинок и трендовых товаров; контроль изменений: ежедневное отслеживание изменений товаров, ниш и конкурентов.	EXACT_ACCEPTED_M4A_RANKING_HOST	HIGH	11	spr8lb1tc1vjovb8evlo	NO_EXACT_M4C_URL_MATCH		ACCEPTED_M3_R05_HISTORICAL_TOP20	For accepted M3 R05 exact «отчеты для селлеров маркетплейсов», do any of the current 60 competitors enter ranks 21–100 or change ranking URL/position versus the 2026-09-16/17 top-20 baseline? Accepted control decision: whether report intent is operational seller data rather than accounting/statutory reporting.	M4Q R05 current/deep competitor-visibility control; revisit M4C/M6 route only if the competitor set or ranking URL materially changes.	A valid top-100 zero means no authorized competitor observed for this exact wording at this time/region; it is not zero demand, zero indexed pages or exhaustive reverse-index recall. Stop at the planned depth and reconcile the named decision; no recursive query expansion.	CURRENT_EXACT_QUERY_RU225_TOP100_ORGANIC_SNAPSHOT_ONLY; NOT_WORDSTAT_DEMAND_OR_PRODUCT_FACT_OR_ALL_DEVICE_REVERSE_INDEX_OR_PAGE_DECISION
M4QR2Q00012	отчеты для селлеров маркетплейсов	REG048	Tochka	EDITORIAL_OR_PUBLISHER	94	21_100	https://tochka.com/rko/accounting-marketplaces/	tochka.com	Бухгалтерия для маркетплейсов — Ведение... — Банк Точка	Чтобы корректно учесть доходы, опирайтесь на отчёт маркетплейса. На всех системах налогообложения комиссия маркетплейса включается в налогооблагаемый доход. Селлерам площадка отправляет сумму, из которой уже вычла свою комиссию, но рассчитывать налог нужно с полной стоимости товара. Поэтому берите суммы доходов именно из отчёта, ведь в нём полные суммы до вычета комиссии.	EXACT_AUTHORIZED_REGISTRY_DOMAIN	HIGH	11	spr8lb1tc1vjovb8evlo	NO_EXACT_M4C_URL_MATCH		ACCEPTED_M3_R05_HISTORICAL_TOP20	For accepted M3 R05 exact «отчеты для селлеров маркетплейсов», do any of the current 60 competitors enter ranks 21–100 or change ranking URL/position versus the 2026-09-16/17 top-20 baseline? Accepted control decision: whether report intent is operational seller data rather than accounting/statutory reporting.	M4Q R05 current/deep competitor-visibility control; revisit M4C/M6 route only if the competitor set or ranking URL materially changes.	A valid top-100 zero means no authorized competitor observed for this exact wording at this time/region; it is not zero demand, zero indexed pages or exhaustive reverse-index recall. Stop at the planned depth and reconcile the named decision; no recursive query expansion.	CURRENT_EXACT_QUERY_RU225_TOP100_ORGANIC_SNAPSHOT_ONLY; NOT_WORDSTAT_DEMAND_OR_PRODUCT_FACT_OR_ALL_DEVICE_REVERSE_INDEX_OR_PAGE_DECISION
M4QR2Q00012	отчеты для селлеров маркетплейсов	REG022	Marpla	RECURRING_PRODUCT_VENDOR	96	21_100	https://marpla.ru/	marpla.ru	Аналитика ВБ (WB) Marpla - сервис аналитики WildBerries, карточки...		EXACT_ACCEPTED_M4C_URL_AND_HOST	HIGH	11	spr8lb1tc1vjovb8evlo	EXACT_M4C_URL_MATCH	M4CURL002688	ACCEPTED_M3_R05_HISTORICAL_TOP20	For accepted M3 R05 exact «отчеты для селлеров маркетплейсов», do any of the current 60 competitors enter ranks 21–100 or change ranking URL/position versus the 2026-09-16/17 top-20 baseline? Accepted control decision: whether report intent is operational seller data rather than accounting/statutory reporting.	M4Q R05 current/deep competitor-visibility control; revisit M4C/M6 route only if the competitor set or ranking URL materially changes.	A valid top-100 zero means no authorized competitor observed for this exact wording at this time/region; it is not zero demand, zero indexed pages or exhaustive reverse-index recall. Stop at the planned depth and reconcile the named decision; no recursive query expansion.	CURRENT_EXACT_QUERY_RU225_TOP100_ORGANIC_SNAPSHOT_ONLY; NOT_WORDSTAT_DEMAND_OR_PRODUCT_FACT_OR_ALL_DEVICE_REVERSE_INDEX_OR_PAGE_DECISION
M4QR2Q00013	подключить chatgpt к маркетплейсу	REG015	Jafo	RECURRING_PRODUCT_VENDOR	1	TOP3	https://jafo.ru/blog/podklyuchit-claude-chatgpt-k-wildberries-ozon	jafo.ru	Как подключить Claude или ChatGPT к Wildberries... — Блог JAFO	Вы платите за Claude или ChatGPT, обсуждаете с ним стратегию, просите написать описание карточки, считаете вместе юнит-экономику. И каждый раз всё начинается одинаково: выгрузить отчёт из кабинета, скачать Excel, перетащить в чат, объяснить, что в каком столбце. Ассистент умный. Просто он ничего не знает о вашем магазине. Теперь это решается: Claude, ChatGPT и другие ассистенты можно подключить к кабинетам Wildberries и Ozon напрямую.	EXACT_ACCEPTED_M4C_URL_AND_HOST	HIGH	12	spr7kejrv6fjo9rqiu3t	EXACT_M4C_URL_MATCH	M4CURL002308	ACCEPTED_M3_R01_HISTORICAL_TOP20	For accepted M3 R01 exact «подключить chatgpt к маркетплейсу», do any of the current 60 competitors enter ranks 21–100 or change ranking URL/position versus the 2026-09-16/17 top-20 baseline? Accepted control decision: whether own-LLM connection has a coherent live SERP and what vocabulary/page types it uses.	M4Q R01 current/deep competitor-visibility control; revisit M4C/M6 route only if the competitor set or ranking URL materially changes.	A valid top-100 zero means no authorized competitor observed for this exact wording at this time/region; it is not zero demand, zero indexed pages or exhaustive reverse-index recall. Stop at the planned depth and reconcile the named decision; no recursive query expansion.	CURRENT_EXACT_QUERY_RU225_TOP100_ORGANIC_SNAPSHOT_ONLY; NOT_WORDSTAT_DEMAND_OR_PRODUCT_FACT_OR_ALL_DEVICE_REVERSE_INDEX_OR_PAGE_DECISION
M4QR2Q00013	подключить chatgpt к маркетплейсу	REG005	Api Master	EDITORIAL_OR_PUBLISHER	2	TOP3	https://api-master.ru/blog/how-to-connect-chatgpt-to-ozon-wb	api-master.ru	Как правильно подключать chatGPT к OZON и WB. С помощью...	Подключить ChatGPT к Ozon или WB можно за 5 минут — просто вставить токен API в Actions. Такой вариант работает, но у него есть ограничение: ИИ каждый раз обращается к маркетплейсу «вживую» и может по-разному интерпретировать одни и те же данные, по-разному считать формулы прибыли, юнит-экономику или ROI — потому что не хранит историю и не помнит, как считал в прошлый раз.	EXACT_ACCEPTED_M4C_URL_AND_HOST	HIGH	12	spr7kejrv6fjo9rqiu3t	EXACT_M4C_URL_MATCH	M4CURL001604	ACCEPTED_M3_R01_HISTORICAL_TOP20	For accepted M3 R01 exact «подключить chatgpt к маркетплейсу», do any of the current 60 competitors enter ranks 21–100 or change ranking URL/position versus the 2026-09-16/17 top-20 baseline? Accepted control decision: whether own-LLM connection has a coherent live SERP and what vocabulary/page types it uses.	M4Q R01 current/deep competitor-visibility control; revisit M4C/M6 route only if the competitor set or ranking URL materially changes.	A valid top-100 zero means no authorized competitor observed for this exact wording at this time/region; it is not zero demand, zero indexed pages or exhaustive reverse-index recall. Stop at the planned depth and reconcile the named decision; no recursive query expansion.	CURRENT_EXACT_QUERY_RU225_TOP100_ORGANIC_SNAPSHOT_ONLY; NOT_WORDSTAT_DEMAND_OR_PRODUCT_FACT_OR_ALL_DEVICE_REVERSE_INDEX_OR_PAGE_DECISION
M4QR2Q00013	подключить chatgpt к маркетплейсу	REG028	Mpstats	RECURRING_PRODUCT_VENDOR	4	TOP10	https://mpstats.io/media/marketing/chatgpt-marketplejsy	mpstats.io	Нейросеть для маркетплейсов: как использовать ChatGPT		EXACT_ACCEPTED_M4C_URL_AND_HOST	HIGH	12	spr7kejrv6fjo9rqiu3t	EXACT_M4C_URL_MATCH	M4CURL003300	ACCEPTED_M3_R01_HISTORICAL_TOP20	For accepted M3 R01 exact «подключить chatgpt к маркетплейсу», do any of the current 60 competitors enter ranks 21–100 or change ranking URL/position versus the 2026-09-16/17 top-20 baseline? Accepted control decision: whether own-LLM connection has a coherent live SERP and what vocabulary/page types it uses.	M4Q R01 current/deep competitor-visibility control; revisit M4C/M6 route only if the competitor set or ranking URL materially changes.	A valid top-100 zero means no authorized competitor observed for this exact wording at this time/region; it is not zero demand, zero indexed pages or exhaustive reverse-index recall. Stop at the planned depth and reconcile the named decision; no recursive query expansion.	CURRENT_EXACT_QUERY_RU225_TOP100_ORGANIC_SNAPSHOT_ONLY; NOT_WORDSTAT_DEMAND_OR_PRODUCT_FACT_OR_ALL_DEVICE_REVERSE_INDEX_OR_PAGE_DECISION
M4QR2Q00013	подключить chatgpt к маркетплейсу	REG030	Ozon	NATIVE_MARKETPLACE_BASELINE	5	TOP10	https://seller.ozon.ru/media/boost/7-nejrosetej-dlya-prodavcov-na-marketplejsah/	seller.ozon.ru	Нейросети и ИИ для маркетплейса Ozon: как автоматизировать...	Узнайте, как использовать нейросети и ИИ для автоматизации создания карточек товара на маркетплейсе Ozon. Обзор программ для генерации описаний, обработки изображений и повышения продаж. … Изображение взято с сайта ChatGPT. Зарегистрироваться в ChatGPT с российской электронной почты не получится. Но можно использовать телеграм-боты на его основе: нужно ввести название нейросети в поиске Telegram и выбрать подходящий.	EXACT_ACCEPTED_M4C_URL_AND_HOST	HIGH	12	spr7kejrv6fjo9rqiu3t	EXACT_M4C_URL_MATCH	M4CURL003338	ACCEPTED_M3_R01_HISTORICAL_TOP20	For accepted M3 R01 exact «подключить chatgpt к маркетплейсу», do any of the current 60 competitors enter ranks 21–100 or change ranking URL/position versus the 2026-09-16/17 top-20 baseline? Accepted control decision: whether own-LLM connection has a coherent live SERP and what vocabulary/page types it uses.	M4Q R01 current/deep competitor-visibility control; revisit M4C/M6 route only if the competitor set or ranking URL materially changes.	A valid top-100 zero means no authorized competitor observed for this exact wording at this time/region; it is not zero demand, zero indexed pages or exhaustive reverse-index recall. Stop at the planned depth and reconcile the named decision; no recursive query expansion.	CURRENT_EXACT_QUERY_RU225_TOP100_ORGANIC_SNAPSHOT_ONLY; NOT_WORDSTAT_DEMAND_OR_PRODUCT_FACT_OR_ALL_DEVICE_REVERSE_INDEX_OR_PAGE_DECISION
M4QR2Q00013	подключить chatgpt к маркетплейсу	REG006	Apimonster	OTHER_RELEVANT_CONTEXT	7	TOP10	https://apimonster.ru/connector/bundle/moysklad/openai/	apimonster.ru	Интеграция МойСклад и OpenAI / ChatGpt (ОпенАИ / ЧатГпт) по...	Создайте, обучите и подключите ассистента ChatGPT к обработке входящих заявок, чтобы отвечать клиентам в течение минуты на основе информации из вашей документации. … Клиент: 148976. Мы только подключили его, и я скажу только одно. Это просто высший уровень, как раьотает интеграция с маркетплейсами это нечто. Однозначно рекомендую.	EXACT_AUTHORIZED_REGISTRY_DOMAIN	HIGH	12	spr7kejrv6fjo9rqiu3t	NO_EXACT_M4C_URL_MATCH		ACCEPTED_M3_R01_HISTORICAL_TOP20	For accepted M3 R01 exact «подключить chatgpt к маркетплейсу», do any of the current 60 competitors enter ranks 21–100 or change ranking URL/position versus the 2026-09-16/17 top-20 baseline? Accepted control decision: whether own-LLM connection has a coherent live SERP and what vocabulary/page types it uses.	M4Q R01 current/deep competitor-visibility control; revisit M4C/M6 route only if the competitor set or ranking URL materially changes.	A valid top-100 zero means no authorized competitor observed for this exact wording at this time/region; it is not zero demand, zero indexed pages or exhaustive reverse-index recall. Stop at the planned depth and reconcile the named decision; no recursive query expansion.	CURRENT_EXACT_QUERY_RU225_TOP100_ORGANIC_SNAPSHOT_ONLY; NOT_WORDSTAT_DEMAND_OR_PRODUCT_FACT_OR_ALL_DEVICE_REVERSE_INDEX_OR_PAGE_DECISION
M4QR2Q00013	подключить chatgpt к маркетплейсу	REG048	Tochka	EDITORIAL_OR_PUBLISHER	8	TOP10	https://tochka.com/news/chat_gpt_dlya_kartochek_na_marketplace/	tochka.com	ChatGPT Точки напишет карточки товаров для... — Банк Точка	Теперь селлеры маркетплейсов могут использовать ChatGPT для создания карточек с описанием товаров. Воспользоваться чат-ботом легко: достаточно отправить в telegram-чат название товара, который нужно описать. В сообщении можно указать точную информацию о товаре, например, цвет, размер и другие характеристики. Чем больше исходной информации предоставит продавец, тем качественнее бот сгенерирует описание.	EXACT_AUTHORIZED_REGISTRY_DOMAIN	HIGH	12	spr7kejrv6fjo9rqiu3t	NO_EXACT_M4C_URL_MATCH		ACCEPTED_M3_R01_HISTORICAL_TOP20	For accepted M3 R01 exact «подключить chatgpt к маркетплейсу», do any of the current 60 competitors enter ranks 21–100 or change ranking URL/position versus the 2026-09-16/17 top-20 baseline? Accepted control decision: whether own-LLM connection has a coherent live SERP and what vocabulary/page types it uses.	M4Q R01 current/deep competitor-visibility control; revisit M4C/M6 route only if the competitor set or ranking URL materially changes.	A valid top-100 zero means no authorized competitor observed for this exact wording at this time/region; it is not zero demand, zero indexed pages or exhaustive reverse-index recall. Stop at the planned depth and reconcile the named decision; no recursive query expansion.	CURRENT_EXACT_QUERY_RU225_TOP100_ORGANIC_SNAPSHOT_ONLY; NOT_WORDSTAT_DEMAND_OR_PRODUCT_FACT_OR_ALL_DEVICE_REVERSE_INDEX_OR_PAGE_DECISION
M4QR2Q00013	подключить chatgpt к маркетплейсу	REG028	Mpstats	RECURRING_PRODUCT_VENDOR	9	TOP10	https://mpstats.io/media/marketing/fotografii-dlya-kartochki-tovara-chatgpt	mpstats.io	Как создать продающие фотографии для маркетплейсов...	Как настроить ChatGPT для работы с маркетплейсами. Нейросеть доступна в двух версиях: платная (GPT-4) и бесплатная (GPT-3,5). Для выполнения задач из этой статьи нужна платная версия, с бесплатной ничего не выйдет, потому что в ней нельзя прикреплять изображения.	EXACT_ACCEPTED_M4C_URL_AND_HOST	HIGH	12	spr7kejrv6fjo9rqiu3t	EXACT_M4C_URL_MATCH	M4CURL003301	ACCEPTED_M3_R01_HISTORICAL_TOP20	For accepted M3 R01 exact «подключить chatgpt к маркетплейсу», do any of the current 60 competitors enter ranks 21–100 or change ranking URL/position versus the 2026-09-16/17 top-20 baseline? Accepted control decision: whether own-LLM connection has a coherent live SERP and what vocabulary/page types it uses.	M4Q R01 current/deep competitor-visibility control; revisit M4C/M6 route only if the competitor set or ranking URL materially changes.	A valid top-100 zero means no authorized competitor observed for this exact wording at this time/region; it is not zero demand, zero indexed pages or exhaustive reverse-index recall. Stop at the planned depth and reconcile the named decision; no recursive query expansion.	CURRENT_EXACT_QUERY_RU225_TOP100_ORGANIC_SNAPSHOT_ONLY; NOT_WORDSTAT_DEMAND_OR_PRODUCT_FACT_OR_ALL_DEVICE_REVERSE_INDEX_OR_PAGE_DECISION
M4QR2Q00013	подключить chatgpt к маркетплейсу	REG059	YouTube	EDITORIAL_OR_PUBLISHER	10	TOP10	https://www.youtube.com/watch?v=19SQhBg9Xz4	www.youtube.com	Карточка товара за 3 минуты в ChatGPT | Нейросеть для... - YouTube	В этом ролике покажу, как в ChatGPT любой селлер и предприниматель на маркетплейсах сможет создать дизайн инфографики для Wildberries и Ozon. Тайм-коды: 00:00 - Что умеет нейросеть 00:34 - Переделываю готовую карточку 03:51 - Прошу ChatGPT придумать фон 06:13 - Добавляю фото товара в руку модели 07:55 - Можно ли делать много карточек таким способом?	EXACT_ACCEPTED_M4C_URL_AND_HOST	HIGH	12	spr7kejrv6fjo9rqiu3t	EXACT_M4C_URL_MATCH	M4CURL015461	ACCEPTED_M3_R01_HISTORICAL_TOP20	For accepted M3 R01 exact «подключить chatgpt к маркетплейсу», do any of the current 60 competitors enter ranks 21–100 or change ranking URL/position versus the 2026-09-16/17 top-20 baseline? Accepted control decision: whether own-LLM connection has a coherent live SERP and what vocabulary/page types it uses.	M4Q R01 current/deep competitor-visibility control; revisit M4C/M6 route only if the competitor set or ranking URL materially changes.	A valid top-100 zero means no authorized competitor observed for this exact wording at this time/region; it is not zero demand, zero indexed pages or exhaustive reverse-index recall. Stop at the planned depth and reconcile the named decision; no recursive query expansion.	CURRENT_EXACT_QUERY_RU225_TOP100_ORGANIC_SNAPSHOT_ONLY; NOT_WORDSTAT_DEMAND_OR_PRODUCT_FACT_OR_ALL_DEVICE_REVERSE_INDEX_OR_PAGE_DECISION
