execution_query_id	exact_query_text	query_authority_class	m3_relation	m2r_evidence_summary	information_gain_question	downstream_decision	total_serp_rows	authorized_competitor_occurrences_top100	authorized_competitors_unique_top100	authorized_competitors_top3	authorized_competitors_top10	authorized_competitors_top20	authorized_competitors_21_100	top3_competitor_ids	top10_competitor_ids	top20_competitor_ids	top100_competitor_ids	native_marketplace_occurrences	ambiguous_match_count	no_authorized_competitor_top100	m3_historical_comparison_status	m3_material_change_summary	m4q_decision_effect	m4c_dependency_effect	m6_routing_effect	stop_rule_satisfied	evidence_boundary_notes
M4QR2Q00011	какой ии выбрать для маркетплейсов	M3_EXACT_QUERY_AUTHORITY	ACCEPTED_M3_R12_HISTORICAL_TOP20	NO_EXACT_M2R_SOURCE	For accepted M3 R12 exact «какой ии выбрать для маркетплейсов», do any of the current 60 competitors enter ranks 21–100 or change ranking URL/position versus the 2026-09-16/17 top-20 baseline? Accepted control decision: composition of comparison/discovery SERP after corrected product model.	M4Q R12 current/deep competitor-visibility control; revisit M4C/M6 route only if the competitor set or ranking URL materially changes.	100	45	15	2	3	4	15	REG052 || REG057	REG047 || REG052 || REG057	REG043 || REG047 || REG052 || REG057	REG002 || REG011 || REG012 || REG015 || REG017 || REG028 || REG030 || REG031 || REG042 || REG043 || REG046 || REG047 || REG052 || REG057 || REG059	1	1	false	MIXED_CHANGE	Historical accepted M4A R12 2026-09-16/17 top20 versus current 2026-09-23 top20; authorized competitors gained=NONE; lost=['REG002', 'REG032', 'REG042']; ranking URL set changed=['REG043', 'REG047', 'REG052', 'REG057']; current authorized rows at 21–100=34; current ambiguous top20=0. This is descriptive snapshot comparison, not causal or demand change.	ENRICH_KNOWN_QUERY_VISIBILITY	ENRICH_ACCEPTED_CONTEXT	KEEP_EXISTING_VALIDATION_ROUTE	YES_BOUND_TOP100_COMPLETE; no provider/query expansion; M6 validation unresolved	CURRENT_EXACT_QUERY_RU225_TOP100_ORGANIC_SNAPSHOT_ONLY; NOT_WORDSTAT_DEMAND_OR_PRODUCT_FACT_OR_ALL_DEVICE_REVERSE_INDEX_OR_PAGE_DECISION; default/unspecified device; zero authorized visibility is a bounded negative observation.
M4QR2Q00012	отчеты для селлеров маркетплейсов	M3_EXACT_QUERY_AUTHORITY	ACCEPTED_M3_R05_HISTORICAL_TOP20	NO_EXACT_M2R_SOURCE	For accepted M3 R05 exact «отчеты для селлеров маркетплейсов», do any of the current 60 competitors enter ranks 21–100 or change ranking URL/position versus the 2026-09-16/17 top-20 baseline? Accepted control decision: whether report intent is operational seller data rather than accounting/statutory reporting.	M4Q R05 current/deep competitor-visibility control; revisit M4C/M6 route only if the competitor set or ranking URL materially changes.	100	38	20	0	4	8	16		REG041 || REG047 || REG048 || REG051	REG017 || REG030 || REG041 || REG046 || REG047 || REG048 || REG051 || REG055	REG013 || REG015 || REG017 || REG022 || REG024 || REG026 || REG027 || REG028 || REG030 || REG037 || REG039 || REG041 || REG042 || REG046 || REG047 || REG048 || REG049 || REG051 || REG052 || REG055	2	1	false	MIXED_CHANGE	Historical accepted M4A R05 2026-09-16/17 top20 versus current 2026-09-23 top20; authorized competitors gained=['REG030', 'REG055']; lost=['REG037', 'REG042']; ranking URL set changed=['REG017', 'REG047', 'REG048', 'REG051']; current authorized rows at 21–100=29; current ambiguous top20=0. This is descriptive snapshot comparison, not causal or demand change.	ENRICH_KNOWN_QUERY_VISIBILITY	TARGETED_RECHECK_CANDIDATE	KEEP_EXISTING_VALIDATION_ROUTE	YES_BOUND_TOP100_COMPLETE; no provider/query expansion; M6 validation unresolved	CURRENT_EXACT_QUERY_RU225_TOP100_ORGANIC_SNAPSHOT_ONLY; NOT_WORDSTAT_DEMAND_OR_PRODUCT_FACT_OR_ALL_DEVICE_REVERSE_INDEX_OR_PAGE_DECISION; default/unspecified device; zero authorized visibility is a bounded negative observation.
M4QR2Q00013	подключить chatgpt к маркетплейсу	M3_EXACT_QUERY_AUTHORITY	ACCEPTED_M3_R01_HISTORICAL_TOP20	NO_EXACT_M2R_SOURCE	For accepted M3 R01 exact «подключить chatgpt к маркетплейсу», do any of the current 60 competitors enter ranks 21–100 or change ranking URL/position versus the 2026-09-16/17 top-20 baseline? Accepted control decision: whether own-LLM connection has a coherent live SERP and what vocabulary/page types it uses.	M4Q R01 current/deep competitor-visibility control; revisit M4C/M6 route only if the competitor set or ranking URL materially changes.	100	49	12	2	7	9	7	REG005 || REG015	REG005 || REG006 || REG015 || REG028 || REG030 || REG048 || REG059	REG005 || REG006 || REG010 || REG015 || REG028 || REG030 || REG048 || REG052 || REG059	REG004 || REG005 || REG006 || REG010 || REG015 || REG028 || REG030 || REG033 || REG043 || REG048 || REG052 || REG059	1	0	false	CURRENT_RANKING_URL_CHANGE	Historical accepted M4A R01 2026-09-16/17 top20 versus current 2026-09-23 top20; authorized competitors gained=NONE; lost=NONE; ranking URL set changed=['REG006', 'REG010', 'REG030', 'REG048', 'REG052', 'REG059']; current authorized rows at 21–100=34; current ambiguous top20=0. This is descriptive snapshot comparison, not causal or demand change.	ENRICH_KNOWN_QUERY_VISIBILITY	ENRICH_ACCEPTED_CONTEXT	KEEP_EXISTING_VALIDATION_ROUTE	YES_BOUND_TOP100_COMPLETE; no provider/query expansion; M6 validation unresolved	CURRENT_EXACT_QUERY_RU225_TOP100_ORGANIC_SNAPSHOT_ONLY; NOT_WORDSTAT_DEMAND_OR_PRODUCT_FACT_OR_ALL_DEVICE_REVERSE_INDEX_OR_PAGE_DECISION; default/unspecified device; zero authorized visibility is a bounded negative observation.
M4QR2Q00014	поисковые запросы wildberries для продавца	M3_EXACT_QUERY_AUTHORITY	ACCEPTED_M3_R09_HISTORICAL_TOP20	NO_EXACT_M2R_SOURCE	For accepted M3 R09 exact «поисковые запросы wildberries для продавца», do any of the current 60 competitors enter ranks 21–100 or change ranking URL/position versus the 2026-09-16/17 top-20 baseline? Accepted control decision: seller search-report intent versus buyer search/navigation.	M4Q R09 current/deep competitor-visibility control; revisit M4C/M6 route only if the competitor set or ranking URL materially changes.	100	62	19	2	7	12	14	REG038 || REG055	REG022 || REG027 || REG028 || REG038 || REG048 || REG052 || REG055	REG010 || REG013 || REG022 || REG027 || REG028 || REG036 || REG038 || REG048 || REG052 || REG055 || REG056 || REG059	REG010 || REG011 || REG013 || REG022 || REG024 || REG027 || REG028 || REG031 || REG036 || REG038 || REG039 || REG043 || REG048 || REG052 || REG053 || REG055 || REG056 || REG057 || REG059	8	2	false	MIXED_CHANGE	Historical accepted M4A R09 2026-09-16/17 top20 versus current 2026-09-23 top20; authorized competitors gained=['REG010', 'REG013', 'REG059']; lost=['REG040']; ranking URL set changed=['REG022', 'REG027', 'REG036', 'REG038', 'REG048']; current authorized rows at 21–100=44; current ambiguous top20=0. This is descriptive snapshot comparison, not causal or demand change.	ENRICH_KNOWN_QUERY_VISIBILITY	TARGETED_RECHECK_CANDIDATE	KEEP_EXISTING_VALIDATION_ROUTE	YES_BOUND_TOP100_COMPLETE; no provider/query expansion; M6 validation unresolved	CURRENT_EXACT_QUERY_RU225_TOP100_ORGANIC_SNAPSHOT_ONLY; NOT_WORDSTAT_DEMAND_OR_PRODUCT_FACT_OR_ALL_DEVICE_REVERSE_INDEX_OR_PAGE_DECISION; default/unspecified device; zero authorized visibility is a bounded negative observation.
M4QR2Q00015	помощник селлера маркетплейсов	M3_EXACT_QUERY_AUTHORITY	ACCEPTED_M3_R06_HISTORICAL_TOP20	NO_EXACT_M2R_SOURCE	For accepted M3 R06 exact «помощник селлера маркетплейсов», do any of the current 60 competitors enter ranks 21–100 or change ranking URL/position versus the 2026-09-16/17 top-20 baseline? Accepted control decision: human employee/service versus software/AI-helper intent.	M4Q R06 current/deep competitor-visibility control; revisit M4C/M6 route only if the competitor set or ranking URL materially changes.	100	23	18	2	6	11	9	REG011 || REG012	REG011 || REG012 || REG015 || REG027 || REG034 || REG041	REG011 || REG012 || REG015 || REG023 || REG025 || REG027 || REG028 || REG034 || REG038 || REG041 || REG042	REG011 || REG012 || REG015 || REG023 || REG024 || REG025 || REG026 || REG027 || REG028 || REG030 || REG034 || REG038 || REG039 || REG041 || REG042 || REG046 || REG048 || REG057	1	0	false	MIXED_CHANGE	Historical accepted M4A R06 2026-09-16/17 top20 versus current 2026-09-23 top20; authorized competitors gained=['REG028', 'REG038', 'REG042']; lost=NONE; ranking URL set changed=['REG012', 'REG025']; current authorized rows at 21–100=12; current ambiguous top20=0. This is descriptive snapshot comparison, not causal or demand change.	ENRICH_KNOWN_QUERY_VISIBILITY	TARGETED_RECHECK_CANDIDATE	KEEP_EXISTING_VALIDATION_ROUTE	YES_BOUND_TOP100_COMPLETE; no provider/query expansion; M6 validation unresolved	CURRENT_EXACT_QUERY_RU225_TOP100_ORGANIC_SNAPSHOT_ONLY; NOT_WORDSTAT_DEMAND_OR_PRODUCT_FACT_OR_ALL_DEVICE_REVERSE_INDEX_OR_PAGE_DECISION; default/unspecified device; zero authorized visibility is a bounded negative observation.
M4QR2Q00016	chatgpt для маркетплейсов	M2R_OBSERVED_WORDSTAT_QUERY_AUTHORITY	NO_EXACT_M3_MATCH	280:TESTED_SEED:count=NONE:seed_total=67:family=F2/:intent=connect_own_llm:market=GENERIC_MARKETPLACE:fit=CORE_FIT:capability=CONFIRMED_ADDRESSABLE:observed=OBSERVED_WORDSTAT:lineage=B01/B01-09:Historical B01 durable transcription:reconciled=Preserved tested_seed with independent conservative classification. || 281:DIRECT_RESULT:count=67:seed_total=67:family=F2/:intent=connect_own_llm:market=GENERIC_MARKETPLACE:fit=CORE_FIT:capability=CONFIRMED_ADDRESSABLE:observed=OBSERVED_WORDSTAT:lineage=B01/B01-09:Historical B01 durable transcription:reconciled=Preserved direct_result with independent conservative classification.	For exact observed M2R phrase «chatgpt для маркетплейсов», would current top-100 ranks and ranking URLs reveal a materially different 60-competitor set for generic own-LLM marketplace wording versus marketplace-specific ChatGPT R02/R03 versus accepted R02,R03, changing M4Q F2 generic versus Ozon/WB competitor breadth?	M4Q F2 generic versus Ozon/WB competitor breadth	100	27	12	2	5	7	9	REG030 || REG052	REG005 || REG028 || REG030 || REG052 || REG059	REG005 || REG010 || REG028 || REG030 || REG048 || REG052 || REG059	REG005 || REG010 || REG015 || REG028 || REG030 || REG033 || REG043 || REG046 || REG048 || REG052 || REG057 || REG059	1	0	false	NOT_M3_CONTROL	No historical exact M3 top20 for this query; current top100 is the first accepted Search comparison for this exact M2R wording.	ENRICH_KNOWN_QUERY_VISIBILITY	TARGETED_RECHECK_CANDIDATE	KEEP_EXISTING_VALIDATION_ROUTE	YES_BOUND_TOP100_COMPLETE; no provider/query expansion; M6 validation unresolved	CURRENT_EXACT_QUERY_RU225_TOP100_ORGANIC_SNAPSHOT_ONLY; NOT_WORDSTAT_DEMAND_OR_PRODUCT_FACT_OR_ALL_DEVICE_REVERSE_INDEX_OR_PAGE_DECISION; default/unspecified device; zero authorized visibility is a bounded negative observation.
M4QR2Q00017	аналитика запросов маркетплейсов	M2R_OBSERVED_WORDSTAT_QUERY_AUTHORITY	NO_EXACT_M3_MATCH	705:DIRECT_RESULT:count=32:seed_total=4290:family=F3/:intent=seller_analytics_reports:market=GENERIC_MARKETPLACE:fit=CORE_FIT:capability=CONFIRMED_ADDRESSABLE:observed=OBSERVED_WORDSTAT:lineage=M2R/M2R-A01:Exact provider envelope:reconciled=Preserved direct_result with independent conservative classification.	For exact observed M2R phrase «аналитика запросов маркетплейсов», would current top-100 ranks and ranking URLs reveal a materially different 60-competitor set for generic query-analytics wording versus WB seller R09 versus accepted R09, changing M4Q F7 cross-market seller search-data versus external intelligence?	M4Q F7 cross-market seller search-data versus external intelligence	100	48	23	1	5	11	17	REG028	REG020 || REG025 || REG028 || REG037 || REG052	REG020 || REG023 || REG024 || REG025 || REG028 || REG030 || REG037 || REG039 || REG040 || REG052 || REG057	REG010 || REG011 || REG015 || REG020 || REG022 || REG023 || REG024 || REG025 || REG026 || REG027 || REG028 || REG030 || REG031 || REG037 || REG039 || REG040 || REG043 || REG046 || REG047 || REG049 || REG052 || REG057 || REG059	1	1	false	NOT_M3_CONTROL	No historical exact M3 top20 for this query; current top100 is the first accepted Search comparison for this exact M2R wording.	HOLD_IDENTITY_OR_COMPARABILITY	TARGETED_RECHECK_CANDIDATE	KEEP_EXISTING_VALIDATION_ROUTE	YES_BOUND_TOP100_COMPLETE; no provider/query expansion; M6 validation unresolved	CURRENT_EXACT_QUERY_RU225_TOP100_ORGANIC_SNAPSHOT_ONLY; NOT_WORDSTAT_DEMAND_OR_PRODUCT_FACT_OR_ALL_DEVICE_REVERSE_INDEX_OR_PAGE_DECISION; default/unspecified device; zero authorized visibility is a bounded negative observation.
M4QR2Q00018	аналитика карточек маркетплейсов	M2R_OBSERVED_WORDSTAT_QUERY_AUTHORITY	NO_EXACT_M3_MATCH	720:DIRECT_RESULT:count=24:seed_total=4290:family=F5/:intent=product_card_work:market=GENERIC_MARKETPLACE:fit=ADJACENT:capability=CONFIRMED_ADDRESSABLE:observed=OBSERVED_WORDSTAT:lineage=M2R/M2R-A01:Exact provider envelope:reconciled=Preserved direct_result with independent conservative classification.	For exact observed M2R phrase «аналитика карточек маркетплейсов», would current top-100 ranks and ranking URLs reveal a materially different 60-competitor set for card-analysis/read task versus card-fill R07 and creative generators versus accepted R07, changing M4Q F5 product-card analysis versus standalone creative scope?	M4Q F5 product-card analysis versus standalone creative scope	100	45	28	2	5	9	19	REG020 || REG028	REG020 || REG022 || REG025 || REG028 || REG058	REG016 || REG020 || REG022 || REG023 || REG025 || REG028 || REG037 || REG038 || REG058	REG010 || REG011 || REG012 || REG013 || REG015 || REG016 || REG020 || REG022 || REG023 || REG024 || REG025 || REG026 || REG027 || REG028 || REG030 || REG031 || REG036 || REG037 || REG038 || REG039 || REG041 || REG043 || REG046 || REG047 || REG049 || REG052 || REG057 || REG058	1	1	false	NOT_M3_CONTROL	No historical exact M3 top20 for this query; current top100 is the first accepted Search comparison for this exact M2R wording.	ENRICH_KNOWN_QUERY_VISIBILITY	TARGETED_RECHECK_CANDIDATE	KEEP_EXISTING_VALIDATION_ROUTE	YES_BOUND_TOP100_COMPLETE; no provider/query expansion; M6 validation unresolved	CURRENT_EXACT_QUERY_RU225_TOP100_ORGANIC_SNAPSHOT_ONLY; NOT_WORDSTAT_DEMAND_OR_PRODUCT_FACT_OR_ALL_DEVICE_REVERSE_INDEX_OR_PAGE_DECISION; default/unspecified device; zero authorized visibility is a bounded negative observation.
M4QR2Q00019	аналитика маркетплейсов	M2R_OBSERVED_WORDSTAT_QUERY_AUTHORITY	NO_EXACT_M3_MATCH	627:TESTED_SEED:count=NONE:seed_total=4290:family=F3/:intent=seller_analytics_reports:market=GENERIC_MARKETPLACE:fit=CORE_FIT:capability=CONFIRMED_ADDRESSABLE:observed=OBSERVED_WORDSTAT:lineage=M2R/M2R-A01:Exact provider envelope:reconciled=Preserved tested_seed with independent conservative classification. || 629:DIRECT_RESULT:count=4290:seed_total=4290:family=F3/:intent=seller_analytics_reports:market=GENERIC_MARKETPLACE:fit=CORE_FIT:capability=CONFIRMED_ADDRESSABLE:observed=OBSERVED_WORDSTAT:lineage=M2R/M2R-A01:Exact provider envelope:reconciled=Preserved direct_result with independent conservative classification.	For exact observed M2R phrase «аналитика маркетплейсов», would current top-100 ranks and ranking URLs reveal a materially different 60-competitor set for unqualified analytics wording versus seller-qualified R04; external intelligence contamination versus accepted R04, changing M4Q F3 addressable seller-data versus external-intelligence boundary?	M4Q F3 addressable seller-data versus external-intelligence boundary	100	36	20	2	5	10	15	REG024 || REG057	REG024 || REG028 || REG030 || REG043 || REG057	REG023 || REG024 || REG027 || REG028 || REG030 || REG039 || REG043 || REG047 || REG052 || REG057	REG011 || REG015 || REG016 || REG020 || REG023 || REG024 || REG025 || REG026 || REG027 || REG028 || REG030 || REG037 || REG039 || REG040 || REG043 || REG046 || REG047 || REG049 || REG052 || REG057	1	1	false	NOT_M3_CONTROL	No historical exact M3 top20 for this query; current top100 is the first accepted Search comparison for this exact M2R wording.	HOLD_IDENTITY_OR_COMPARABILITY	TARGETED_RECHECK_CANDIDATE	PRIORITIZE_EXISTING_VALIDATION_QUESTION	YES_BOUND_TOP100_COMPLETE; no provider/query expansion; M6 validation unresolved	CURRENT_EXACT_QUERY_RU225_TOP100_ORGANIC_SNAPSHOT_ONLY; NOT_WORDSTAT_DEMAND_OR_PRODUCT_FACT_OR_ALL_DEVICE_REVERSE_INDEX_OR_PAGE_DECISION; default/unspecified device; zero authorized visibility is a bounded negative observation.
M4QR2Q00020	аналитика продаж на маркетплейсах	M2R_OBSERVED_WORDSTAT_QUERY_AUTHORITY	NO_EXACT_M3_MATCH	645:DIRECT_RESULT:count=138:seed_total=4290:family=F3/:intent=seller_analytics_reports:market=GENERIC_MARKETPLACE:fit=CORE_FIT:capability=CONFIRMED_ADDRESSABLE:observed=OBSERVED_WORDSTAT:lineage=M2R/M2R-A01:Exact provider envelope:reconciled=Preserved direct_result with independent conservative classification. || 808:TESTED_SEED:count=NONE:seed_total=138:family=F3/:intent=seller_analytics_reports:market=GENERIC_MARKETPLACE:fit=CORE_FIT:capability=CONFIRMED_ADDRESSABLE:observed=OBSERVED_WORDSTAT:lineage=M2R/M2R-A02:Exact provider envelope:reconciled=Preserved tested_seed with independent conservative classification. || 810:DIRECT_RESULT:count=138:seed_total=138:family=F3/:intent=seller_analytics_reports:market=GENERIC_MARKETPLACE:fit=CORE_FIT:capability=CONFIRMED_ADDRESSABLE:observed=OBSERVED_WORDSTAT:lineage=M2R/M2R-A02:Exact provider envelope:reconciled=Preserved direct_result with independent conservative classification.	For exact observed M2R phrase «аналитика продаж на маркетплейсах», would current top-100 ranks and ranking URLs reveal a materially different 60-competitor set for sales-data analytics qualifier versus broad R04 analytics and R05 reports versus accepted R04,R05, changing M4Q F3 sales analytics versus report-service routing?	M4Q F3 sales analytics versus report-service routing	100	44	21	3	7	8	17	REG023 || REG039 || REG047	REG023 || REG024 || REG028 || REG037 || REG039 || REG047 || REG057	REG023 || REG024 || REG028 || REG030 || REG037 || REG039 || REG047 || REG057	REG010 || REG011 || REG015 || REG016 || REG022 || REG023 || REG024 || REG025 || REG026 || REG027 || REG028 || REG030 || REG037 || REG039 || REG042 || REG043 || REG046 || REG047 || REG049 || REG052 || REG057	3	1	false	NOT_M3_CONTROL	No historical exact M3 top20 for this query; current top100 is the first accepted Search comparison for this exact M2R wording.	HOLD_IDENTITY_OR_COMPARABILITY	TARGETED_RECHECK_CANDIDATE	KEEP_EXISTING_VALIDATION_ROUTE	YES_BOUND_TOP100_COMPLETE; no provider/query expansion; M6 validation unresolved	CURRENT_EXACT_QUERY_RU225_TOP100_ORGANIC_SNAPSHOT_ONLY; NOT_WORDSTAT_DEMAND_OR_PRODUCT_FACT_OR_ALL_DEVICE_REVERSE_INDEX_OR_PAGE_DECISION; default/unspecified device; zero authorized visibility is a bounded negative observation.
M4QR2Q00021	аналитика рекламы wildberries	M2R_OBSERVED_WORDSTAT_QUERY_AUTHORITY	NO_EXACT_M3_MATCH	1043:TOTALCOUNT_ONLY_SEED:count=NONE:seed_total=15:family=F6/:intent=advertising_analysis:market=WILDBERRIES:fit=CORE_FIT:capability=CONFIRMED_ADDRESSABLE:observed=OBSERVED_WORDSTAT:lineage=M2R/M2R-A11:Exact provider envelope:reconciled=Preserved totalcount_only_seed with independent conservative classification.	For exact observed M2R phrase «аналитика рекламы wildberries», would current top-100 ranks and ranking URLs reveal a materially different 60-competitor set for WB advertising-analysis wording versus generic R08; exclude autobidder control drift versus accepted R08, changing M4Q F6 WB analytics competitor visibility / M4C advertising boundary?	M4Q F6 WB analytics competitor visibility / M4C advertising boundary	100	48	23	2	3	10	18	REG028 || REG052	REG025 || REG028 || REG052	REG009 || REG022 || REG023 || REG025 || REG026 || REG028 || REG031 || REG052 || REG054 || REG059	REG009 || REG011 || REG015 || REG022 || REG023 || REG024 || REG025 || REG026 || REG027 || REG028 || REG031 || REG036 || REG039 || REG046 || REG048 || REG049 || REG052 || REG053 || REG054 || REG055 || REG056 || REG058 || REG059	1	2	false	NOT_M3_CONTROL	No historical exact M3 top20 for this query; current top100 is the first accepted Search comparison for this exact M2R wording.	ENRICH_KNOWN_QUERY_VISIBILITY	TARGETED_RECHECK_CANDIDATE	KEEP_EXISTING_VALIDATION_ROUTE	YES_BOUND_TOP100_COMPLETE; no provider/query expansion; M6 validation unresolved	CURRENT_EXACT_QUERY_RU225_TOP100_ORGANIC_SNAPSHOT_ONLY; NOT_WORDSTAT_DEMAND_OR_PRODUCT_FACT_OR_ALL_DEVICE_REVERSE_INDEX_OR_PAGE_DECISION; default/unspecified device; zero authorized visibility is a bounded negative observation.
M4QR2Q00022	внутренняя аналитика маркетплейсов	M2R_OBSERVED_WORDSTAT_QUERY_AUTHORITY	NO_EXACT_M3_MATCH	706:DIRECT_RESULT:count=32:seed_total=4290:family=F3/:intent=seller_analytics_reports:market=GENERIC_MARKETPLACE:fit=CORE_FIT:capability=CONFIRMED_ADDRESSABLE:observed=OBSERVED_WORDSTAT:lineage=M2R/M2R-A01:Exact provider envelope:reconciled=Preserved direct_result with independent conservative classification.	For exact observed M2R phrase «внутренняя аналитика маркетплейсов», would current top-100 ranks and ranking URLs reveal a materially different 60-competitor set for seller-owned internal-data qualifier versus broad R04 analytics versus accepted R04, changing M4Q F3 first-party analytics competitor visibility / M4C scope?	M4Q F3 first-party analytics competitor visibility / M4C scope	100	47	22	3	8	11	16	REG013 || REG022 || REG027	REG013 || REG022 || REG024 || REG027 || REG028 || REG042 || REG047 || REG057	REG013 || REG022 || REG023 || REG024 || REG025 || REG027 || REG028 || REG039 || REG042 || REG047 || REG057	REG011 || REG013 || REG020 || REG022 || REG023 || REG024 || REG025 || REG026 || REG027 || REG028 || REG030 || REG031 || REG039 || REG042 || REG043 || REG046 || REG047 || REG048 || REG049 || REG052 || REG057 || REG059	1	1	false	NOT_M3_CONTROL	No historical exact M3 top20 for this query; current top100 is the first accepted Search comparison for this exact M2R wording.	HOLD_IDENTITY_OR_COMPARABILITY	TARGETED_RECHECK_CANDIDATE	KEEP_EXISTING_VALIDATION_ROUTE	YES_BOUND_TOP100_COMPLETE; no provider/query expansion; M6 validation unresolved	CURRENT_EXACT_QUERY_RU225_TOP100_ORGANIC_SNAPSHOT_ONLY; NOT_WORDSTAT_DEMAND_OR_PRODUCT_FACT_OR_ALL_DEVICE_REVERSE_INDEX_OR_PAGE_DECISION; default/unspecified device; zero authorized visibility is a bounded negative observation.
M4QR2Q00023	дрр ozon	M2R_OBSERVED_WORDSTAT_QUERY_AUTHORITY	NO_EXACT_M3_MATCH	1045:TESTED_SEED:count=NONE:seed_total=31:family=F6/:intent=advertising_analysis:market=OZON:fit=CORE_FIT:capability=CONFIRMED_ADDRESSABLE:observed=OBSERVED_WORDSTAT:lineage=M2R/M2R-A13:Exact provider envelope:reconciled=Preserved tested_seed with independent conservative classification. || 1046:DIRECT_RESULT:count=31:seed_total=31:family=F6/:intent=advertising_analysis:market=OZON:fit=CORE_FIT:capability=CONFIRMED_ADDRESSABLE:observed=OBSERVED_WORDSTAT:lineage=M2R/M2R-A13:Exact provider envelope:reconciled=Preserved direct_result with independent conservative classification.	For exact observed M2R phrase «дрр ozon», would current top-100 ranks and ranking URLs reveal a materially different 60-competitor set for Ozon DRR diagnostic metric versus generic R08 advertising analytics versus accepted R08, changing M4Q F6 Ozon metric competitor URLs / M6 advertising scope?	M4Q F6 Ozon metric competitor URLs / M6 advertising scope	100	36	14	1	3	3	12	REG030	REG016 || REG030 || REG048	REG016 || REG030 || REG048	REG009 || REG010 || REG016 || REG024 || REG026 || REG027 || REG028 || REG030 || REG033 || REG046 || REG047 || REG048 || REG052 || REG059	11	4	false	NOT_M3_CONTROL	No historical exact M3 top20 for this query; current top100 is the first accepted Search comparison for this exact M2R wording.	HOLD_IDENTITY_OR_COMPARABILITY	ENRICH_ACCEPTED_CONTEXT	KEEP_EXISTING_VALIDATION_ROUTE	YES_BOUND_TOP100_COMPLETE; no provider/query expansion; M6 validation unresolved	CURRENT_EXACT_QUERY_RU225_TOP100_ORGANIC_SNAPSHOT_ONLY; NOT_WORDSTAT_DEMAND_OR_PRODUCT_FACT_OR_ALL_DEVICE_REVERSE_INDEX_OR_PAGE_DECISION; default/unspecified device; zero authorized visibility is a bounded negative observation.
M4QR2Q00024	дрр wildberries	M2R_OBSERVED_WORDSTAT_QUERY_AUTHORITY	NO_EXACT_M3_MATCH	1044:TOTALCOUNT_ONLY_SEED:count=NONE:seed_total=23:family=F6/:intent=advertising_analysis:market=WILDBERRIES:fit=CORE_FIT:capability=CONFIRMED_ADDRESSABLE:observed=OBSERVED_WORDSTAT:lineage=M2R/M2R-A12:Exact provider envelope:reconciled=Preserved totalcount_only_seed with independent conservative classification.	For exact observed M2R phrase «дрр wildberries», would current top-100 ranks and ranking URLs reveal a materially different 60-competitor set for WB DRR diagnostic metric versus Ozon DRR and generic R08 versus accepted R08, changing M4Q F6 WB metric competitor URLs / M6 marketplace split?	M4Q F6 WB metric competitor URLs / M6 marketplace split	100	53	23	3	7	11	21	REG016 || REG022 || REG056	REG016 || REG022 || REG027 || REG048 || REG051 || REG054 || REG056	REG015 || REG016 || REG022 || REG027 || REG036 || REG038 || REG048 || REG051 || REG052 || REG054 || REG056	REG009 || REG011 || REG013 || REG015 || REG016 || REG022 || REG026 || REG027 || REG028 || REG031 || REG033 || REG036 || REG038 || REG042 || REG043 || REG046 || REG048 || REG051 || REG052 || REG053 || REG054 || REG056 || REG059	0	0	false	NOT_M3_CONTROL	No historical exact M3 top20 for this query; current top100 is the first accepted Search comparison for this exact M2R wording.	ENRICH_KNOWN_QUERY_VISIBILITY	TARGETED_RECHECK_CANDIDATE	KEEP_EXISTING_VALIDATION_ROUTE	YES_BOUND_TOP100_COMPLETE; no provider/query expansion; M6 validation unresolved	CURRENT_EXACT_QUERY_RU225_TOP100_ORGANIC_SNAPSHOT_ONLY; NOT_WORDSTAT_DEMAND_OR_PRODUCT_FACT_OR_ALL_DEVICE_REVERSE_INDEX_OR_PAGE_DECISION; default/unspecified device; zero authorized visibility is a bounded negative observation.
M4QR2Q00025	загрузка отчетов с маркетплейсов	M2R_OBSERVED_WORDSTAT_QUERY_AUTHORITY	NO_EXACT_M3_MATCH	853:DIRECT_RESULT:count=35:seed_total=2597:family=F3/:intent=seller_analytics_reports:market=GENERIC_MARKETPLACE:fit=CORE_FIT:capability=CONFIRMED_ADDRESSABLE:observed=OBSERVED_WORDSTAT:lineage=M2R/M2R-A03:Exact provider envelope:reconciled=Preserved direct_result with independent conservative classification.	For exact observed M2R phrase «загрузка отчетов с маркетплейсов», would current top-100 ranks and ranking URLs reveal a materially different 60-competitor set for report retrieval task versus generic R05 report overview versus accepted R05, changing M4Q seller-data retrieval workflow versus report category?	M4Q seller-data retrieval workflow versus report category	100	19	9	1	4	5	7	REG024	REG017 || REG024 || REG042 || REG048	REG017 || REG024 || REG042 || REG047 || REG048	REG017 || REG019 || REG024 || REG033 || REG042 || REG047 || REG048 || REG057 || REG059	0	0	false	NOT_M3_CONTROL	No historical exact M3 top20 for this query; current top100 is the first accepted Search comparison for this exact M2R wording.	ENRICH_KNOWN_QUERY_VISIBILITY	TARGETED_RECHECK_CANDIDATE	KEEP_EXISTING_VALIDATION_ROUTE	YES_BOUND_TOP100_COMPLETE; no provider/query expansion; M6 validation unresolved	CURRENT_EXACT_QUERY_RU225_TOP100_ORGANIC_SNAPSHOT_ONLY; NOT_WORDSTAT_DEMAND_OR_PRODUCT_FACT_OR_ALL_DEVICE_REVERSE_INDEX_OR_PAGE_DECISION; default/unspecified device; zero authorized visibility is a bounded negative observation.
