execution_query_id	exact_query_text	query_authority_class	batch_id	export_source_file	source_item_index	operation_id	result_rank	rank_bucket	result_url_raw	result_url_normalized	result_host	result_domain	result_title	result_snippet_or_passage	authorized_competitor_match_status	authorized_competitor_id	authorized_competitor_name	competitor_role_class	competitor_match_basis	competitor_match_confidence	competitor_match_notes	m4c_exact_url_match_status	m4c_url_id	m4c_entity_id	evidence_time_or_provider_response_time_if_available	provider_result_modtime_if_available	claim_boundary
M4QR2Q00001	chatgpt для ozon	M3_AND_M2R_QUERY_AUTHORITY	M4Q-R2-B001	search-octoport-m4q-r2-b001-20260923-r225-0-24.json	0	spr5mar31fe2ahpk49u4	11	11_20	https://vc.ru/id3015683/2611951-sozdanie-kartochki-tovara-dlya-marketpleysov-s-pomoshchyu-neyroseti	https://vc.ru/id3015683/2611951-sozdanie-kartochki-tovara-dlya-marketpleysov-s-pomoshchyu-neyroseti	vc.ru	vc.ru	Как с помощью нейросети создать карточку товара для...	Показываю, как даже из фото с телефона сделать профессиональную карточку товара, которая выделяется на Ozon и Wildberries. Практические советы, ошибки, лучшие нейросети для карточек товара. … День рождения, сезонные распродажи. Если идеи закончились — обращаемся к любой текстовой модели: ChatGPT, DeepSeek, YandexGPT.	MATCH_AUTHORIZED	REG052	VC.ru	EDITORIAL_OR_PUBLISHER	EXACT_AUTHORIZED_REGISTRY_DOMAIN	HIGH	Registry identity and permitted exact host/URL anchor; no wildcard subdomain inference.	NO_EXACT_M4C_URL_MATCH			2026-09-23T05:32:00.544000+00:00	20251122T225537	CURRENT_EXACT_QUERY_RU225_TOP100_ORGANIC_SNAPSHOT_ONLY; NOT_WORDSTAT_DEMAND_OR_PRODUCT_FACT_OR_ALL_DEVICE_REVERSE_INDEX_OR_PAGE_DECISION
M4QR2Q00001	chatgpt для ozon	M3_AND_M2R_QUERY_AUTHORITY	M4Q-R2-B001	search-octoport-m4q-r2-b001-20260923-r225-0-24.json	0	spr5mar31fe2ahpk49u4	12	11_20	https://www.youtube.com/watch?v=BcoCxYGabWk	https://www.youtube.com/watch?v=BcoCxYGabWk	www.youtube.com	www.youtube.com	Как я автоматизировал Wildberries и Ozon с помощью ChatGPT...		MATCH_AUTHORIZED	REG059	YouTube	EDITORIAL_OR_PUBLISHER	EXACT_ACCEPTED_M4C_URL_AND_HOST	HIGH	Registry identity and permitted exact host/URL anchor; no wildcard subdomain inference.	EXACT_M4C_URL_MATCH	M4CURL015462	REG059	2026-09-23T05:32:00.544000+00:00	20251031T105140	CURRENT_EXACT_QUERY_RU225_TOP100_ORGANIC_SNAPSHOT_ONLY; NOT_WORDSTAT_DEMAND_OR_PRODUCT_FACT_OR_ALL_DEVICE_REVERSE_INDEX_OR_PAGE_DECISION
M4QR2Q00001	chatgpt для ozon	M3_AND_M2R_QUERY_AUTHORITY	M4Q-R2-B001	search-octoport-m4q-r2-b001-20260923-r225-0-24.json	0	spr5mar31fe2ahpk49u4	13	11_20	https://api-master.ru/services/chatgpt/ai-automation-for-wb-ozon-yandex-market-sellers	https://api-master.ru/services/chatgpt/ai-automation-for-wb-ozon-yandex-market-sellers	api-master.ru	api-master.ru	Автоматизация бизнеса с ChatGPT для селлеров WB, OZON...	Автоматизация бизнеса на OZON, WB, Авито с ChatGPT и обновление цен, остатков, передача и др. Привет! Меня зовут Антон Миславский, я занимаюсь автоматизацией бизнес-процессов для селлеров на маркетплейсах: Ozon, Wildberries, Яндекс Маркет, Авито.	MATCH_AUTHORIZED	REG005	Api Master	EDITORIAL_OR_PUBLISHER	EXACT_ACCEPTED_M4C_URL_AND_HOST	HIGH	Registry identity and permitted exact host/URL anchor; no wildcard subdomain inference.	EXACT_M4C_URL_MATCH	M4CURL001616	REG005	2026-09-23T05:32:00.544000+00:00	20250129T091411	CURRENT_EXACT_QUERY_RU225_TOP100_ORGANIC_SNAPSHOT_ONLY; NOT_WORDSTAT_DEMAND_OR_PRODUCT_FACT_OR_ALL_DEVICE_REVERSE_INDEX_OR_PAGE_DECISION
M4QR2Q00001	chatgpt для ozon	M3_AND_M2R_QUERY_AUTHORITY	M4Q-R2-B001	search-octoport-m4q-r2-b001-20260923-r225-0-24.json	0	spr5mar31fe2ahpk49u4	14	11_20	https://tablichki.tech/ocifrovka_marketplace_blog/tpost/ai_marketplaces	https://tablichki.tech/ocifrovka_marketplace_blog/tpost/ai_marketplaces	tablichki.tech	tablichki.tech	ИИ для маркетплейсов: анализ Wildberries и Ozon через ChatGPT	ChatGPT, Claude и DeepSeek - они способны анализировать выгрузки маркетплейсов, находить закономерности и давать рекомендации по управлению продажами. Разберёмся, как работает ИИ-аналитика для Wildberries и Ozon, какие задачи она решает и как начать использовать её в работе.	MATCH_AUTHORIZED	REG046	Tablichki	RECURRING_PRODUCT_VENDOR	EXACT_ACCEPTED_M4C_URL_AND_HOST	HIGH	Registry identity and permitted exact host/URL anchor; no wildcard subdomain inference.	EXACT_M4C_URL_MATCH	M4CURL008413	REG046	2026-09-23T05:32:00.544000+00:00	20260312T225134	CURRENT_EXACT_QUERY_RU225_TOP100_ORGANIC_SNAPSHOT_ONLY; NOT_WORDSTAT_DEMAND_OR_PRODUCT_FACT_OR_ALL_DEVICE_REVERSE_INDEX_OR_PAGE_DECISION
M4QR2Q00001	chatgpt для ozon	M3_AND_M2R_QUERY_AUTHORITY	M4Q-R2-B001	search-octoport-m4q-r2-b001-20260923-r225-0-24.json	0	spr5mar31fe2ahpk49u4	15	11_20	https://vc.ru/ai/2328897-besplatnye-neyroseti-dlya-sozdaniya-kartochek-tovarov	https://vc.ru/ai/2328897-besplatnye-neyroseti-dlya-sozdaniya-kartochek-tovarov	vc.ru	vc.ru	6 нейросетей для создания карточек для... — AI на vc.ru	Сервис помогает формировать описания товаров, заголовки и списки характеристик, подбирать ключевые слова, генерировать изображения через ИИ, удалять фон и автоматически создавать инфографику. Готовый контент можно загружать на Wildberries, Ozon, Avito. Платформа интегрирует несколько передовых ИИ-моделей: ChatGPT-5, Claude 4, DALL·E...	MATCH_AUTHORIZED	REG052	VC.ru	EDITORIAL_OR_PUBLISHER	EXACT_AUTHORIZED_REGISTRY_DOMAIN	HIGH	Registry identity and permitted exact host/URL anchor; no wildcard subdomain inference.	NO_EXACT_M4C_URL_MATCH			2026-09-23T05:32:00.544000+00:00	20251110T010417	CURRENT_EXACT_QUERY_RU225_TOP100_ORGANIC_SNAPSHOT_ONLY; NOT_WORDSTAT_DEMAND_OR_PRODUCT_FACT_OR_ALL_DEVICE_REVERSE_INDEX_OR_PAGE_DECISION
M4QR2Q00001	chatgpt для ozon	M3_AND_M2R_QUERY_AUTHORITY	M4Q-R2-B001	search-octoport-m4q-r2-b001-20260923-r225-0-24.json	0	spr5mar31fe2ahpk49u4	16	11_20	https://xway.ru/blog/ozon-i-chatgpt-kak-sozdat-prodayushhie-foto-s-pomoshhyu-iskusstvennogo-intellekta	https://xway.ru/blog/ozon-i-chatgpt-kak-sozdat-prodayushhie-foto-s-pomoshhyu-iskusstvennogo-intellekta	xway.ru	xway.ru	Как создать фото на Ozon с помощью... — блог XWAY	Ozon и ChatGPT: как создать продающие фото с помощью искусственного интеллекта. В работе с маркетплейсами важно использовать любые инструменты, которые помогут сэкономить время и силы и обойти конкурентов — в том числе нейросети. В этой статье рассмотрим, как использовать ИИ для создания карточек товара на Озон...	NO_AUTHORIZED_MATCH				NO_ACCEPTED_HOST_OR_URL	HIGH	No authorized registry root, explicit host, or exact accepted URL matches this result.	NO_EXACT_M4C_URL_MATCH			2026-09-23T05:32:00.544000+00:00	20260506T114919	CURRENT_EXACT_QUERY_RU225_TOP100_ORGANIC_SNAPSHOT_ONLY; NOT_WORDSTAT_DEMAND_OR_PRODUCT_FACT_OR_ALL_DEVICE_REVERSE_INDEX_OR_PAGE_DECISION
M4QR2Q00001	chatgpt для ozon	M3_AND_M2R_QUERY_AUTHORITY	M4Q-R2-B001	search-octoport-m4q-r2-b001-20260923-r225-0-24.json	0	spr5mar31fe2ahpk49u4	17	11_20	https://jafo.ru/	https://jafo.ru	jafo.ru	jafo.ru	JAFO — ИИ-ассистент для Wildberries и Ozon	ИИ-агент для Wildberries и Ozon: каталог, цены, реклама и аналитика в одном диалоге. 220+ AI-инструментов для селлеров. … Свежее в блоге. Как подключить Claude или ChatGPT к Wildberries и Ozon и управлять магазином прямо в чате. СвежееВаш ИИ-ассистент может сам смотреть заказы, остатки, отзывы и менять цены на Wildberries и Ozon.	MATCH_AUTHORIZED	REG015	Jafo	RECURRING_PRODUCT_VENDOR	EXACT_ACCEPTED_M4C_URL_AND_HOST	HIGH	Registry identity and permitted exact host/URL anchor; no wildcard subdomain inference.	EXACT_M4C_URL_MATCH	M4CURL002294	REG015	2026-09-23T05:32:00.544000+00:00	20140907T000812	CURRENT_EXACT_QUERY_RU225_TOP100_ORGANIC_SNAPSHOT_ONLY; NOT_WORDSTAT_DEMAND_OR_PRODUCT_FACT_OR_ALL_DEVICE_REVERSE_INDEX_OR_PAGE_DECISION
M4QR2Q00001	chatgpt для ozon	M3_AND_M2R_QUERY_AUTHORITY	M4Q-R2-B001	search-octoport-m4q-r2-b001-20260923-r225-0-24.json	0	spr5mar31fe2ahpk49u4	18	11_20	https://vc.ru/id1446233/707962-chat-gpt-v-dele-kak-iskusstvennyi-intellekt-pomogaet-uvelichivat-prodazhi-na-wildberries-ozon-i-yandeksmarket	https://vc.ru/id1446233/707962-chat-gpt-v-dele-kak-iskusstvennyi-intellekt-pomogaet-uvelichivat-prodazhi-na-wildberries-ozon-i-yandeksmarket	vc.ru	vc.ru	Чат GPT в деле: как искусственный... — Олеся Калашник на vc.ru		MATCH_AUTHORIZED	REG052	VC.ru	EDITORIAL_OR_PUBLISHER	EXACT_AUTHORIZED_REGISTRY_DOMAIN	HIGH	Registry identity and permitted exact host/URL anchor; no wildcard subdomain inference.	NO_EXACT_M4C_URL_MATCH			2026-09-23T05:32:00.544000+00:00	20230527T094342	CURRENT_EXACT_QUERY_RU225_TOP100_ORGANIC_SNAPSHOT_ONLY; NOT_WORDSTAT_DEMAND_OR_PRODUCT_FACT_OR_ALL_DEVICE_REVERSE_INDEX_OR_PAGE_DECISION
M4QR2Q00001	chatgpt для ozon	M3_AND_M2R_QUERY_AUTHORITY	M4Q-R2-B001	search-octoport-m4q-r2-b001-20260923-r225-0-24.json	0	spr5mar31fe2ahpk49u4	19	11_20	https://vc.ru/id775782/1461955-kak-chatgpt-pomogaet-sozdavat-seo-optimizirovannye-teksty-dlya-marketpleisov-wildberries-i-ozon	https://vc.ru/id775782/1461955-kak-chatgpt-pomogaet-sozdavat-seo-optimizirovannye-teksty-dlya-marketpleisov-wildberries-i-ozon	vc.ru	vc.ru	Как ChatGPT помогает создавать SEO-оптимизированные тексты...	Сегодня поговорим о том, как искусственный интеллект, а именно ChatGPT, может помочь вам в создании SEO-оптимизированных текстов для маркетплейсов, таких как WILDBERRIES и OZON.	MATCH_AUTHORIZED	REG052	VC.ru	EDITORIAL_OR_PUBLISHER	EXACT_AUTHORIZED_REGISTRY_DOMAIN	HIGH	Registry identity and permitted exact host/URL anchor; no wildcard subdomain inference.	NO_EXACT_M4C_URL_MATCH			2026-09-23T05:32:00.544000+00:00	20240910T112927	CURRENT_EXACT_QUERY_RU225_TOP100_ORGANIC_SNAPSHOT_ONLY; NOT_WORDSTAT_DEMAND_OR_PRODUCT_FACT_OR_ALL_DEVICE_REVERSE_INDEX_OR_PAGE_DECISION
M4QR2Q00001	chatgpt для ozon	M3_AND_M2R_QUERY_AUTHORITY	M4Q-R2-B001	search-octoport-m4q-r2-b001-20260923-r225-0-24.json	0	spr5mar31fe2ahpk49u4	20	11_20	https://blaber.ai/chatgpt-dlya-otvetov-na-otzyvy-ozon-wildberries/	https://blaber.ai/chatgpt-dlya-otvetov-na-otzyvy-ozon-wildberries/	blaber.ai	blaber.ai	ChatGPT для ответов на отзывы Ozon и Wildberries в 2026 году	Можно ли поручить ChatGPT все ответы на отзывы Ozon и Wildberries. ChatGPT может готовить черновики, определять тему отзыва и подбирать формулировки. Полностью автоматическую публикацию оставляйте для заранее проверенных сценариев с низким риском: коротких положительных отзывов, благодарностей за высокую оценку и типовых вопросов...	NO_AUTHORIZED_MATCH				NO_ACCEPTED_HOST_OR_URL	HIGH	No authorized registry root, explicit host, or exact accepted URL matches this result.	NO_EXACT_M4C_URL_MATCH			2026-09-23T05:32:00.544000+00:00	20260827T101840	CURRENT_EXACT_QUERY_RU225_TOP100_ORGANIC_SNAPSHOT_ONLY; NOT_WORDSTAT_DEMAND_OR_PRODUCT_FACT_OR_ALL_DEVICE_REVERSE_INDEX_OR_PAGE_DECISION
M4QR2Q00001	chatgpt для ozon	M3_AND_M2R_QUERY_AUTHORITY	M4Q-R2-B001	search-octoport-m4q-r2-b001-20260923-r225-0-24.json	0	spr5mar31fe2ahpk49u4	21	21_100	https://www.qmedia.by/blog/kak_ispolzovat_chatgpt_dlya_sozdaniya_kartochek_tovarov_na_marketplejsah.html	https://www.qmedia.by/blog/kak_ispolzovat_chatgpt_dlya_sozdaniya_kartochek_tovarov_na_marketplejsah.html	www.qmedia.by	www.qmedia.by	Как использовать ChatGPT для... | Маркетинговый блог Qmedia	Текстовые описания. ChatGPT обладает широким набором функциональных возможностей, и его можно использовать для улучшения качества и уникальности описаний товаров. … Приведем пример генерации текстового описания для карточки товара на маркетплейсе для одного из товаров: Генерация текста в GPT-чате для карточки товара на Ozon и Wildberries.	NO_AUTHORIZED_MATCH				NO_ACCEPTED_HOST_OR_URL	HIGH	No authorized registry root, explicit host, or exact accepted URL matches this result.	NO_EXACT_M4C_URL_MATCH			2026-09-23T05:32:00.544000+00:00	20230731T153641	CURRENT_EXACT_QUERY_RU225_TOP100_ORGANIC_SNAPSHOT_ONLY; NOT_WORDSTAT_DEMAND_OR_PRODUCT_FACT_OR_ALL_DEVICE_REVERSE_INDEX_OR_PAGE_DECISION
M4QR2Q00001	chatgpt для ozon	M3_AND_M2R_QUERY_AUTHORITY	M4Q-R2-B001	search-octoport-m4q-r2-b001-20260923-r225-0-24.json	0	spr5mar31fe2ahpk49u4	22	21_100	https://seo.wbcon.ru/gpt-opisanie/	https://seo.wbcon.ru/gpt-opisanie/	seo.wbcon.ru	seo.wbcon.ru	Создание описания для маркетплейсов Wildberries, Ozon и других...	Нейросеть для написания текстов и описания к товара на Вайлдберриз (Wildberries), Озон (Ozon) и других маркетплейсов на основе искусственного интеллекта (ИИ) ChatGPT онлайн и бесплатно.	MATCH_AUTHORIZED	REG053	Wbcon	RECURRING_PRODUCT_VENDOR	EXACT_ACCEPTED_M4A_RANKING_HOST	HIGH	Registry identity and permitted exact host/URL anchor; no wildcard subdomain inference.	NO_EXACT_M4C_URL_MATCH			2026-09-23T05:32:00.544000+00:00	20230325T133502	CURRENT_EXACT_QUERY_RU225_TOP100_ORGANIC_SNAPSHOT_ONLY; NOT_WORDSTAT_DEMAND_OR_PRODUCT_FACT_OR_ALL_DEVICE_REVERSE_INDEX_OR_PAGE_DECISION
