registry_id	entity_name	candidate_class	registrable_domain	m4b_lane	m4a_authority_query_count	m4a_page_candidate_count	source_layers_present	source_url_occurrence_count	deduped_url_count	source_page_evidence_row_count	content_evidence_url_count	source_candidate_occurrence_count	fresh_access_failure_count	historical_content_retained_under_fresh_failure_count	r3_r4_r5_overlap_url_count	freshest_access_observed_at	current_bounded_frontier_state	current_frontier_equation	current_frontier_equation_pass	anchors_channel_state	navigation_channel_state	sitemap_channel_state	pagination_channel_state	open_url_unresolved	blocking_channel_hold	m4q_lane_state	ranking_query_recall_limitation	limitation_notes
REG011	Ilai	RECURRING_PRODUCT_VENDOR	ilai.io	M4B1_PRODUCT_VENDOR	3	1	M4B1_R1 || M4B1_R2 || M4B1_R3_CURRENT	22	22	16	16	36	0	0	0	2026-09-22T07:42:09+00:00	COMPLETE_BOUNDED_FRONTIER		true	COMPLETE	COMPLETE	COMPLETE	NOT_APPLICABLE	0	0	SOURCE_UNAVAILABLE_DECLARED_LIMITATION	ACTIVE; ZERO_OBSERVATIONS_IS_NOT_ZERO_COMPETITOR_QUERIES	M4Q_RANKING_QUERY_LANE_SOURCE_UNAVAILABLE; ZERO_ROWS_DO_NOT_MEAN_ZERO_QUERIES || CURRENT_R3_PUBLIC_DRIFT_DETECTED; HISTORICAL_R4_R5_PRESERVED_BY_IDENTITY
REG012	Infosell	RELEVANT_ONE_OFF_PRODUCT_VENDOR	infosell.tech	M4B1_PRODUCT_VENDOR	1	1	M4B1_R1 || M4B1_R2	29	29	27	27	46	0	0	0	2026-09-18T10:07:28.974Z	COMPLETE_BOUNDED_FRONTIER		true	COMPLETE	COMPLETE	NOT_FOUND	NOT_APPLICABLE	0	0	SOURCE_UNAVAILABLE_DECLARED_LIMITATION	ACTIVE; ZERO_OBSERVATIONS_IS_NOT_ZERO_COMPETITOR_QUERIES	M4Q_RANKING_QUERY_LANE_SOURCE_UNAVAILABLE; ZERO_ROWS_DO_NOT_MEAN_ZERO_QUERIES || CURRENT_R3_PUBLIC_DRIFT_DETECTED; HISTORICAL_R4_R5_PRESERVED_BY_IDENTITY
REG013	Insales	RECURRING_PRODUCT_VENDOR	insales.ru	M4B1_PRODUCT_VENDOR	2	2	M4B1_R3_CURRENT || M4B1_R1	436	436	181	181	187	250	0	0	2026-09-22T08:02:02+00:00	COMPLETE_BOUNDED_FRONTIER		true	COMPLETE	COMPLETE	COMPLETE	COMPLETE	0	0	SOURCE_UNAVAILABLE_DECLARED_LIMITATION	ACTIVE; ZERO_OBSERVATIONS_IS_NOT_ZERO_COMPETITOR_QUERIES	M4Q_RANKING_QUERY_LANE_SOURCE_UNAVAILABLE; ZERO_ROWS_DO_NOT_MEAN_ZERO_QUERIES || CURRENT_R3_PUBLIC_DRIFT_DETECTED; HISTORICAL_R4_R5_PRESERVED_BY_IDENTITY
REG014	Itgalaxy	RECURRING_PRODUCT_VENDOR	itgalaxy.company	M4B1_PRODUCT_VENDOR	2	1	M4B1_R1	5	5	4	4	5	0	0	0	2026-09-18T05:12:11.016Z	COMPLETE_BOUNDED_FRONTIER		true	COMPLETE	COMPLETE	COMPLETE	NOT_APPLICABLE	0	0	SOURCE_UNAVAILABLE_DECLARED_LIMITATION	ACTIVE; ZERO_OBSERVATIONS_IS_NOT_ZERO_COMPETITOR_QUERIES	M4Q_RANKING_QUERY_LANE_SOURCE_UNAVAILABLE; ZERO_ROWS_DO_NOT_MEAN_ZERO_QUERIES || CURRENT_R3_PUBLIC_DRIFT_DETECTED; HISTORICAL_R4_R5_PRESERVED_BY_IDENTITY
REG015	Jafo	RECURRING_PRODUCT_VENDOR	jafo.ru	M4B1_PRODUCT_VENDOR	7	4	M4B1_R1 || M4B1_R3_CURRENT	25	25	20	20	25	5	0	0	2026-09-22T07:44:38+00:00	COMPLETE_BOUNDED_FRONTIER		true	COMPLETE	COMPLETE	COMPLETE	NOT_APPLICABLE	0	0	SOURCE_UNAVAILABLE_DECLARED_LIMITATION	ACTIVE; ZERO_OBSERVATIONS_IS_NOT_ZERO_COMPETITOR_QUERIES	M4Q_RANKING_QUERY_LANE_SOURCE_UNAVAILABLE; ZERO_ROWS_DO_NOT_MEAN_ZERO_QUERIES || CURRENT_R3_PUBLIC_DRIFT_DETECTED; HISTORICAL_R4_R5_PRESERVED_BY_IDENTITY
REG016	Jvo	RECURRING_PRODUCT_VENDOR	jvo.ru	M4B1_PRODUCT_VENDOR	2	2	M4B1_R1 || M4B1_R2 || M4B1_R3_CURRENT	153	153	136	136	167	9	0	0	2026-09-22T08:02:30+00:00	COMPLETE_BOUNDED_FRONTIER		true	COMPLETE	COMPLETE	ACCESS_BLOCKED	COMPLETE	0	0	SOURCE_UNAVAILABLE_DECLARED_LIMITATION	ACTIVE; ZERO_OBSERVATIONS_IS_NOT_ZERO_COMPETITOR_QUERIES	M4Q_RANKING_QUERY_LANE_SOURCE_UNAVAILABLE; ZERO_ROWS_DO_NOT_MEAN_ZERO_QUERIES || CURRENT_R3_PUBLIC_DRIFT_DETECTED; HISTORICAL_R4_R5_PRESERVED_BY_IDENTITY
REG017	Klerk	EDITORIAL_OR_PUBLISHER	klerk.ru	M4B2_CONTEXT_BASELINE	5	2	M4B2_R1	2	2	2	2	2	0	0	0	2026-09-22T03:53:43+00:00	PASS_CANDIDATE	2+0+0+0+0=2	true	ALL_AUTHORITY_SEEDS_TERMINAL	UNSCOPABLE_WITH_REASON_GENERIC_NAV	UNSCOPABLE_WITH_REASON_BROAD_SITEMAP	NOT_APPLICABLE	0	0	SOURCE_UNAVAILABLE_DECLARED_LIMITATION	ACTIVE; ZERO_OBSERVATIONS_IS_NOT_ZERO_COMPETITOR_QUERIES	M4Q_RANKING_QUERY_LANE_SOURCE_UNAVAILABLE; ZERO_ROWS_DO_NOT_MEAN_ZERO_QUERIES
REG018	Kt Team	RELEVANT_ONE_OFF_PRODUCT_VENDOR	kt-team.ru	M4B1_PRODUCT_VENDOR	1	1	M4B1_R2 || M4B1_R3_CURRENT || M4B1_R1	138	138	35	35	49	11	0	0	2026-09-22T07:44:34+00:00	COMPLETE_BOUNDED_FRONTIER		true	COMPLETE	COMPLETE	COMPLETE	NOT_APPLICABLE	0	0	SOURCE_UNAVAILABLE_DECLARED_LIMITATION	ACTIVE; ZERO_OBSERVATIONS_IS_NOT_ZERO_COMPETITOR_QUERIES	M4Q_RANKING_QUERY_LANE_SOURCE_UNAVAILABLE; ZERO_ROWS_DO_NOT_MEAN_ZERO_QUERIES || CURRENT_R3_PUBLIC_DRIFT_DETECTED; HISTORICAL_R4_R5_PRESERVED_BY_IDENTITY
REG019	Legasoft	RECURRING_PRODUCT_VENDOR	legasoft.ru	M4B1_PRODUCT_VENDOR	2	2	M4B1_R2 || M4B1_R1 || M4B1_R3_CURRENT	51	51	5	5	6	3	0	0	2026-09-22T07:44:31+00:00	COMPLETE_BOUNDED_FRONTIER		true	COMPLETE	COMPLETE	COMPLETE	COMPLETE	0	0	SOURCE_UNAVAILABLE_DECLARED_LIMITATION	ACTIVE; ZERO_OBSERVATIONS_IS_NOT_ZERO_COMPETITOR_QUERIES	M4Q_RANKING_QUERY_LANE_SOURCE_UNAVAILABLE; ZERO_ROWS_DO_NOT_MEAN_ZERO_QUERIES || CURRENT_R3_PUBLIC_DRIFT_DETECTED; HISTORICAL_R4_R5_PRESERVED_BY_IDENTITY
REG020	Limescope	RECURRING_PRODUCT_VENDOR	limescope.ru	M4B1_PRODUCT_VENDOR	2	1	M4B1_R1 || M4B1_R2	13	13	11	11	14	0	0	0	2026-09-18T10:07:28.974Z	COMPLETE_BOUNDED_FRONTIER		true	COMPLETE	COMPLETE	ACCESS_BLOCKED	NOT_APPLICABLE	0	0	SOURCE_UNAVAILABLE_DECLARED_LIMITATION	ACTIVE; ZERO_OBSERVATIONS_IS_NOT_ZERO_COMPETITOR_QUERIES	M4Q_RANKING_QUERY_LANE_SOURCE_UNAVAILABLE; ZERO_ROWS_DO_NOT_MEAN_ZERO_QUERIES || CURRENT_R3_PUBLIC_DRIFT_DETECTED; HISTORICAL_R4_R5_PRESERVED_BY_IDENTITY
REG021	Marketaut	RECURRING_PRODUCT_VENDOR	marketaut.ru	M4B1_PRODUCT_VENDOR	3	1	M4B1_R2 || M4B1_R1	8	8	4	4	1	0	0	0	2026-09-18T10:07:28.974Z	COMPLETE_BOUNDED_FRONTIER		true	COMPLETE	COMPLETE	ACCESS_BLOCKED	NOT_APPLICABLE	0	0	SOURCE_UNAVAILABLE_DECLARED_LIMITATION	ACTIVE; ZERO_OBSERVATIONS_IS_NOT_ZERO_COMPETITOR_QUERIES	M4Q_RANKING_QUERY_LANE_SOURCE_UNAVAILABLE; ZERO_ROWS_DO_NOT_MEAN_ZERO_QUERIES || CURRENT_R3_PUBLIC_DRIFT_DETECTED; HISTORICAL_R4_R5_PRESERVED_BY_IDENTITY
REG022	Marpla	RECURRING_PRODUCT_VENDOR	marpla.ru	M4B1_PRODUCT_VENDOR	3	4	M4B1_R2 || M4B1_R1 || M4B1_R3_CURRENT	153	152	75	75	91	63	0	0	2026-09-22T08:02:50+00:00	COMPLETE_BOUNDED_FRONTIER		true	COMPLETE	COMPLETE	ACCESS_BLOCKED	COMPLETE	0	0	SOURCE_UNAVAILABLE_DECLARED_LIMITATION	ACTIVE; ZERO_OBSERVATIONS_IS_NOT_ZERO_COMPETITOR_QUERIES	M4Q_RANKING_QUERY_LANE_SOURCE_UNAVAILABLE; ZERO_ROWS_DO_NOT_MEAN_ZERO_QUERIES || CURRENT_R3_PUBLIC_DRIFT_DETECTED; HISTORICAL_R4_R5_PRESERVED_BY_IDENTITY
REG023	Mayak	RECURRING_PRODUCT_VENDOR	mayak.bz	M4B1_PRODUCT_VENDOR	3	1	M4B1_R1 || M4B1_R2 || M4B1_R3_CURRENT	145	138	87	87	113	44	0	0	2026-09-22T07:44:50+00:00	COMPLETE_BOUNDED_FRONTIER		true	COMPLETE	COMPLETE	ACCESS_BLOCKED	COMPLETE	0	0	SOURCE_UNAVAILABLE_DECLARED_LIMITATION	ACTIVE; ZERO_OBSERVATIONS_IS_NOT_ZERO_COMPETITOR_QUERIES	M4Q_RANKING_QUERY_LANE_SOURCE_UNAVAILABLE; ZERO_ROWS_DO_NOT_MEAN_ZERO_QUERIES || CURRENT_R3_PUBLIC_DRIFT_DETECTED; HISTORICAL_R4_R5_PRESERVED_BY_IDENTITY
REG024	Moysklad	RECURRING_PRODUCT_VENDOR	moysklad.ru	M4B1_PRODUCT_VENDOR	4	4	M4B1_R2 || M4B1_R3_CURRENT || M4B1_R4_DURABLE || M4B1_R1	184	176	65	61	76	24	1	7	2026-09-22T07:46:04+00:00	COMPLETE_BOUNDED_FRONTIER		true	COMPLETE	COMPLETE	COMPLETE	NOT_APPLICABLE	0	0	SOURCE_UNAVAILABLE_DECLARED_LIMITATION	ACTIVE; ZERO_OBSERVATIONS_IS_NOT_ZERO_COMPETITOR_QUERIES	M4Q_RANKING_QUERY_LANE_SOURCE_UNAVAILABLE; ZERO_ROWS_DO_NOT_MEAN_ZERO_QUERIES || CURRENT_R3_PUBLIC_DRIFT_DETECTED; HISTORICAL_R4_R5_PRESERVED_BY_IDENTITY || FRESH_FAILURE_WITH_RETAINED_HISTORICAL_CONTENT_URLS=1 || R3_R4_R5_OVERLAP_URL_IDENTITIES=7
REG025	Mpboost	RECURRING_PRODUCT_VENDOR	mpboost.pro	M4B1_PRODUCT_VENDOR	3	1	M4B1_R2 || M4B1_R1	11	11	2	2	2	0	0	0	2026-09-18T10:07:28.974Z	COMPLETE_BOUNDED_FRONTIER		true	COMPLETE	COMPLETE	NOT_FOUND	NOT_APPLICABLE	0	0	SOURCE_UNAVAILABLE_DECLARED_LIMITATION	ACTIVE; ZERO_OBSERVATIONS_IS_NOT_ZERO_COMPETITOR_QUERIES	M4Q_RANKING_QUERY_LANE_SOURCE_UNAVAILABLE; ZERO_ROWS_DO_NOT_MEAN_ZERO_QUERIES || CURRENT_R3_PUBLIC_DRIFT_DETECTED; HISTORICAL_R4_R5_PRESERVED_BY_IDENTITY
REG026	Mpfact	RECURRING_PRODUCT_VENDOR	mpfact.ru	M4B1_PRODUCT_VENDOR	2	1	M4B1_R1 || M4B1_R2 || M4B1_R3_CURRENT	46	46	36	36	46	2	0	0	2026-09-22T07:46:10+00:00	COMPLETE_BOUNDED_FRONTIER		true	COMPLETE	COMPLETE	COMPLETE	NOT_APPLICABLE	0	0	SOURCE_UNAVAILABLE_DECLARED_LIMITATION	ACTIVE; ZERO_OBSERVATIONS_IS_NOT_ZERO_COMPETITOR_QUERIES	M4Q_RANKING_QUERY_LANE_SOURCE_UNAVAILABLE; ZERO_ROWS_DO_NOT_MEAN_ZERO_QUERIES || CURRENT_R3_PUBLIC_DRIFT_DETECTED; HISTORICAL_R4_R5_PRESERVED_BY_IDENTITY
REG027	Mpmgr	RECURRING_PRODUCT_VENDOR	mpmgr.ru	M4B1_PRODUCT_VENDOR	4	5	M4B1_R1 || M4B1_R2	65	65	57	57	130	0	0	0	2026-09-18T10:07:28.974Z	COMPLETE_BOUNDED_FRONTIER		true	COMPLETE	COMPLETE	ACCESS_BLOCKED	ACCESS_BLOCKED	0	0	SOURCE_UNAVAILABLE_DECLARED_LIMITATION	ACTIVE; ZERO_OBSERVATIONS_IS_NOT_ZERO_COMPETITOR_QUERIES	M4Q_RANKING_QUERY_LANE_SOURCE_UNAVAILABLE; ZERO_ROWS_DO_NOT_MEAN_ZERO_QUERIES || CURRENT_R3_PUBLIC_DRIFT_DETECTED; HISTORICAL_R4_R5_PRESERVED_BY_IDENTITY
REG028	Mpstats	RECURRING_PRODUCT_VENDOR	mpstats.io	M4B1_PRODUCT_VENDOR	7	11	M4B1_R1 || M4B1_R2	45	42	28	28	60	0	0	0	2026-09-18T10:07:28.974Z	COMPLETE_BOUNDED_FRONTIER		true	COMPLETE	COMPLETE	ACCESS_BLOCKED	NOT_APPLICABLE	0	0	SOURCE_UNAVAILABLE_DECLARED_LIMITATION	ACTIVE; ZERO_OBSERVATIONS_IS_NOT_ZERO_COMPETITOR_QUERIES	M4Q_RANKING_QUERY_LANE_SOURCE_UNAVAILABLE; ZERO_ROWS_DO_NOT_MEAN_ZERO_QUERIES || CURRENT_R3_PUBLIC_DRIFT_DETECTED; HISTORICAL_R4_R5_PRESERVED_BY_IDENTITY
REG029	Openclaw	RELEVANT_ONE_OFF_PRODUCT_VENDOR	openclaw.ru	M4B1_PRODUCT_VENDOR	1	2	M4B1_R1	8	8	4	4	7	0	0	0	2026-09-18T05:12:11.016Z	COMPLETE_BOUNDED_FRONTIER		true	COMPLETE	COMPLETE	COMPLETE	NOT_APPLICABLE	0	0	SOURCE_UNAVAILABLE_DECLARED_LIMITATION	ACTIVE; ZERO_OBSERVATIONS_IS_NOT_ZERO_COMPETITOR_QUERIES	M4Q_RANKING_QUERY_LANE_SOURCE_UNAVAILABLE; ZERO_ROWS_DO_NOT_MEAN_ZERO_QUERIES || CURRENT_R3_PUBLIC_DRIFT_DETECTED; HISTORICAL_R4_R5_PRESERVED_BY_IDENTITY
REG030	Ozon	NATIVE_MARKETPLACE_BASELINE	ozon.ru	M4B2_CONTEXT_BASELINE	5	2	M4B2_R1	170	170	168	168	168	1	0	0	2026-09-22T04:09:18.181Z	PASS_CANDIDATE	168+1+0+1+0=170	true	ALL_AUTHORITY_SEEDS_TERMINAL	TERMINAL_OFFICIAL_SELLER_SURFACES	TERMINAL_LIMITATION_REDIRECT_LOOP_NONBLOCKING	TERMINAL_ENUMERATED_8_OF_8	0	0	SOURCE_UNAVAILABLE_DECLARED_LIMITATION	ACTIVE; ZERO_OBSERVATIONS_IS_NOT_ZERO_COMPETITOR_QUERIES	M4Q_RANKING_QUERY_LANE_SOURCE_UNAVAILABLE; ZERO_ROWS_DO_NOT_MEAN_ZERO_QUERIES
REG031	Promopult	RECURRING_PRODUCT_VENDOR	promopult.ru	M4B1_PRODUCT_VENDOR	2	2	M4B1_R2 || M4B1_R3_CURRENT || M4B1_R1	311	311	20	20	41	126	0	0	2026-09-22T07:47:16+00:00	COMPLETE_BOUNDED_FRONTIER		true	COMPLETE	COMPLETE	COMPLETE	ACCESS_BLOCKED	0	0	SOURCE_UNAVAILABLE_DECLARED_LIMITATION	ACTIVE; ZERO_OBSERVATIONS_IS_NOT_ZERO_COMPETITOR_QUERIES	M4Q_RANKING_QUERY_LANE_SOURCE_UNAVAILABLE; ZERO_ROWS_DO_NOT_MEAN_ZERO_QUERIES || CURRENT_R3_PUBLIC_DRIFT_DETECTED; HISTORICAL_R4_R5_PRESERVED_BY_IDENTITY
REG032	Reg	EDITORIAL_OR_PUBLISHER	reg.ru	M4B2_CONTEXT_BASELINE	2	0	M4B2_R1	2	2	2	2	2	0	0	0	2026-09-22T03:53:43+00:00	PASS_CANDIDATE	2+0+0+0+0=2	true	ALL_AUTHORITY_SEEDS_TERMINAL	UNSCOPABLE_WITH_REASON_GENERIC_NAV	UNSCOPABLE_WITH_REASON_BROAD_SITEMAP	NOT_APPLICABLE	0	0	SOURCE_UNAVAILABLE_DECLARED_LIMITATION	ACTIVE; ZERO_OBSERVATIONS_IS_NOT_ZERO_COMPETITOR_QUERIES	M4Q_RANKING_QUERY_LANE_SOURCE_UNAVAILABLE; ZERO_ROWS_DO_NOT_MEAN_ZERO_QUERIES
REG033	Rutube	EDITORIAL_OR_PUBLISHER	rutube.ru	M4B2_CONTEXT_BASELINE	2	0	M4B2_R1	2	2	2	2	2	0	0	0	2026-09-22T04:04:33.400Z	PASS_CANDIDATE	2+0+0+0+0=2	true	ALL_AUTHORITY_SEEDS_TERMINAL	OUT_OF_SCOPE_PLATFORM_NAV	NOT_APPLICABLE	RELATED_VIDEOS_OUT_OF_SCOPE	0	0	SOURCE_UNAVAILABLE_DECLARED_LIMITATION	ACTIVE; ZERO_OBSERVATIONS_IS_NOT_ZERO_COMPETITOR_QUERIES	M4Q_RANKING_QUERY_LANE_SOURCE_UNAVAILABLE; ZERO_ROWS_DO_NOT_MEAN_ZERO_QUERIES
REG034	Saintpack	SERVICE_OR_AGENCY	saintpack.ru	M4B1_PRODUCT_VENDOR	1	1	M4B1_R1 || M4B1_R2 || M4B1_R3_CURRENT	80	80	12	12	12	60	0	0	2026-09-22T08:02:50+00:00	COMPLETE_BOUNDED_FRONTIER		true	COMPLETE	COMPLETE	ACCESS_BLOCKED	COMPLETE	0	0	SOURCE_UNAVAILABLE_DECLARED_LIMITATION	ACTIVE; ZERO_OBSERVATIONS_IS_NOT_ZERO_COMPETITOR_QUERIES	M4Q_RANKING_QUERY_LANE_SOURCE_UNAVAILABLE; ZERO_ROWS_DO_NOT_MEAN_ZERO_QUERIES || CURRENT_R3_PUBLIC_DRIFT_DETECTED; HISTORICAL_R4_R5_PRESERVED_BY_IDENTITY
REG035	Sam X	RELEVANT_ONE_OFF_PRODUCT_VENDOR	sam-x.ru	M4B1_PRODUCT_VENDOR	1	1	M4B1_R1 || M4B1_R2	14	13	2	2	6	0	0	0	2026-09-18T10:07:28.974Z	COMPLETE_BOUNDED_FRONTIER		true	COMPLETE	COMPLETE	COMPLETE	NOT_APPLICABLE	0	0	SOURCE_UNAVAILABLE_DECLARED_LIMITATION	ACTIVE; ZERO_OBSERVATIONS_IS_NOT_ZERO_COMPETITOR_QUERIES	M4Q_RANKING_QUERY_LANE_SOURCE_UNAVAILABLE; ZERO_ROWS_DO_NOT_MEAN_ZERO_QUERIES || CURRENT_R3_PUBLIC_DRIFT_DETECTED; HISTORICAL_R4_R5_PRESERVED_BY_IDENTITY
