registry_id	entity_name	candidate_class	registrable_domain	scope_policy	anchors_status	anchors_basis	primary_nav_taxonomy_status	primary_nav_taxonomy_basis	breadcrumb_local_subtree_status	breadcrumb_local_subtree_basis	sitemap_status	sitemap_basis	pagination_status	pagination_basis	fresh_r3_discovered_urls	fresh_r3_inspected_urls	fresh_r3_inaccessible_or_error_terminals	fresh_r3_duplicate_canonical	open_url_unresolved	blocking_channel_hold	completion_state	notes
REG013	Insales	RECURRING_PRODUCT_VENDOR	insales.ru	EVIDENCE_ANCHORED_RELEVANT_SUBTREE	COMPLETE	All accepted M4A anchors reused from immutable R1/R2 authority; no ritual reacquisition.	COMPLETE	Accepted R1/R2 navigation evidence reused; current public taxonomy checked only where needed for the bounded R3 surface.	COMPLETE	Accepted R1/R2 anchors/navigation plus current exact public checks define the evidence-anchored relevant subtree; unrelated adjacent links excluded.	COMPLETE	1/2 readable sitemap units; 3104 unique public loc identities enumerated; deterministic scope filter applied.	COMPLETE	1 accepted collection roots and 30 public pagination identities enumerated to numeric/next/repeated-listing closure.	425	170	250	5	0	0	COMPLETE_BOUNDED_FRONTIER	COMPLETE_BOUNDED_FRONTIER != COMPLETE_INTERNAL_LINK_GRAPH. R2 child-link diagnostics were not replayed as a mandatory queue.
REG014	Itgalaxy	RECURRING_PRODUCT_VENDOR	itgalaxy.company	EVIDENCE_ANCHORED_RELEVANT_SUBTREE	COMPLETE	All accepted M4A anchors reused from immutable R1/R2 authority; no ritual reacquisition.	COMPLETE	Accepted R1/R2 navigation evidence reused; current public taxonomy checked only where needed for the bounded R3 surface.	COMPLETE	Accepted R1/R2 anchors/navigation plus current exact public checks define the evidence-anchored relevant subtree; unrelated adjacent links excluded.	COMPLETE	1/1 readable sitemap units; 225 unique public loc identities enumerated; deterministic scope filter applied.	NOT_APPLICABLE	No accepted bounded collection root required a pagination/load-more queue.	0	0	0	0	0	0	COMPLETE_BOUNDED_FRONTIER	COMPLETE_BOUNDED_FRONTIER != COMPLETE_INTERNAL_LINK_GRAPH. R2 child-link diagnostics were not replayed as a mandatory queue.
REG015	Jafo	RECURRING_PRODUCT_VENDOR	jafo.ru	EVIDENCE_ANCHORED_RELEVANT_SUBTREE	COMPLETE	All accepted M4A anchors reused from immutable R1/R2 authority; no ritual reacquisition.	COMPLETE	Accepted R1/R2 navigation evidence reused; current public taxonomy checked only where needed for the bounded R3 surface.	COMPLETE	Accepted R1/R2 anchors/navigation plus current exact public checks define the evidence-anchored relevant subtree; unrelated adjacent links excluded.	COMPLETE	1/1 readable sitemap units; 28 unique public loc identities enumerated; deterministic scope filter applied.	NOT_APPLICABLE	No accepted bounded collection root required a pagination/load-more queue.	20	15	5	0	0	0	COMPLETE_BOUNDED_FRONTIER	COMPLETE_BOUNDED_FRONTIER != COMPLETE_INTERNAL_LINK_GRAPH. R2 child-link diagnostics were not replayed as a mandatory queue.
REG016	Jvo	RECURRING_PRODUCT_VENDOR	jvo.ru	THEME_SCOPED_PUBLIC_TAXONOMY	COMPLETE	All accepted M4A anchors reused from immutable R1/R2 authority; no ritual reacquisition.	COMPLETE	Accepted R1/R2 navigation evidence reused; current public taxonomy checked only where needed for the bounded R3 surface.	NOT_APPLICABLE	Primary public taxonomy defines the bounded relevant surface; breadcrumb-specific expansion is not separately required.	ACCESS_BLOCKED	No trustworthy XML body; 1 exact public sitemap attempts ended in access/environment failure.	COMPLETE	2 accepted collection roots and 2 public pagination identities enumerated to numeric/next/repeated-listing closure.	124	115	9	0	0	0	COMPLETE_BOUNDED_FRONTIER	COMPLETE_BOUNDED_FRONTIER != COMPLETE_INTERNAL_LINK_GRAPH. R2 child-link diagnostics were not replayed as a mandatory queue.
REG018	Kt Team	RELEVANT_ONE_OFF_PRODUCT_VENDOR	kt-team.ru	EVIDENCE_ANCHORED_RELEVANT_SUBTREE	COMPLETE	All accepted M4A anchors reused from immutable R1/R2 authority; no ritual reacquisition.	COMPLETE	Accepted R1/R2 navigation evidence reused; current public taxonomy checked only where needed for the bounded R3 surface.	COMPLETE	Accepted R1/R2 anchors/navigation plus current exact public checks define the evidence-anchored relevant subtree; unrelated adjacent links excluded.	COMPLETE	1/1 readable sitemap units; 1022 unique public loc identities enumerated; deterministic scope filter applied.	NOT_APPLICABLE	No accepted bounded collection root required a pagination/load-more queue.	16	5	11	0	0	0	COMPLETE_BOUNDED_FRONTIER	COMPLETE_BOUNDED_FRONTIER != COMPLETE_INTERNAL_LINK_GRAPH. R2 child-link diagnostics were not replayed as a mandatory queue.
REG019	Legasoft	RECURRING_PRODUCT_VENDOR	legasoft.ru	EVIDENCE_ANCHORED_RELEVANT_SUBTREE	COMPLETE	All accepted M4A anchors reused from immutable R1/R2 authority; no ritual reacquisition.	COMPLETE	Accepted R1/R2 navigation evidence reused; current public taxonomy checked only where needed for the bounded R3 surface.	COMPLETE	Accepted R1/R2 anchors/navigation plus current exact public checks define the evidence-anchored relevant subtree; unrelated adjacent links excluded.	COMPLETE	14/14 readable sitemap units; 3762 unique public loc identities enumerated; deterministic scope filter applied.	COMPLETE	1 accepted collection roots and 9 public pagination identities enumerated to numeric/next/repeated-listing closure.	3	0	3	0	0	0	COMPLETE_BOUNDED_FRONTIER	COMPLETE_BOUNDED_FRONTIER != COMPLETE_INTERNAL_LINK_GRAPH. R2 child-link diagnostics were not replayed as a mandatory queue.
REG020	Limescope	RECURRING_PRODUCT_VENDOR	limescope.ru	THEME_SCOPED_PUBLIC_TAXONOMY	COMPLETE	All accepted M4A anchors reused from immutable R1/R2 authority; no ritual reacquisition.	COMPLETE	Accepted R1/R2 navigation evidence reused; current public taxonomy checked only where needed for the bounded R3 surface.	NOT_APPLICABLE	Primary public taxonomy defines the bounded relevant surface; breadcrumb-specific expansion is not separately required.	ACCESS_BLOCKED	No trustworthy XML body; 1 exact public sitemap attempts ended in access/environment failure.	NOT_APPLICABLE	No accepted bounded collection root required a pagination/load-more queue.	0	0	0	0	0	0	COMPLETE_BOUNDED_FRONTIER	COMPLETE_BOUNDED_FRONTIER != COMPLETE_INTERNAL_LINK_GRAPH. R2 child-link diagnostics were not replayed as a mandatory queue.
REG021	Marketaut	RECURRING_PRODUCT_VENDOR	marketaut.ru	THEME_SCOPED_PUBLIC_TAXONOMY	COMPLETE	All accepted M4A anchors reused from immutable R1/R2 authority; no ritual reacquisition.	COMPLETE	Accepted R1/R2 navigation evidence reused; current public taxonomy checked only where needed for the bounded R3 surface.	NOT_APPLICABLE	Primary public taxonomy defines the bounded relevant surface; breadcrumb-specific expansion is not separately required.	ACCESS_BLOCKED	No trustworthy XML body; 1 exact public sitemap attempts ended in access/environment failure.	NOT_APPLICABLE	No accepted bounded collection root required a pagination/load-more queue.	0	0	0	0	0	0	COMPLETE_BOUNDED_FRONTIER	COMPLETE_BOUNDED_FRONTIER != COMPLETE_INTERNAL_LINK_GRAPH. R2 child-link diagnostics were not replayed as a mandatory queue.
REG022	Marpla	RECURRING_PRODUCT_VENDOR	marpla.ru	THEME_SCOPED_PUBLIC_TAXONOMY	COMPLETE	All accepted M4A anchors reused from immutable R1/R2 authority; no ritual reacquisition.	COMPLETE	Accepted R1/R2 navigation evidence reused; current public taxonomy checked only where needed for the bounded R3 surface.	NOT_APPLICABLE	Primary public taxonomy defines the bounded relevant surface; breadcrumb-specific expansion is not separately required.	ACCESS_BLOCKED	No trustworthy XML body; 1 exact public sitemap attempts ended in access/environment failure.	COMPLETE	1 accepted collection roots and 11 public pagination identities enumerated to numeric/next/repeated-listing closure.	122	59	63	0	0	0	COMPLETE_BOUNDED_FRONTIER	COMPLETE_BOUNDED_FRONTIER != COMPLETE_INTERNAL_LINK_GRAPH. R2 child-link diagnostics were not replayed as a mandatory queue.
REG023	Mayak	RECURRING_PRODUCT_VENDOR	mayak.bz	THEME_SCOPED_PUBLIC_TAXONOMY	COMPLETE	All accepted M4A anchors reused from immutable R1/R2 authority; no ritual reacquisition.	COMPLETE	Accepted R1/R2 navigation evidence reused; current public taxonomy checked only where needed for the bounded R3 surface.	NOT_APPLICABLE	Primary public taxonomy defines the bounded relevant surface; breadcrumb-specific expansion is not separately required.	ACCESS_BLOCKED	4 sitemap units read and 1 declared/index child units environment-blocked; accessible bounded scope retained without site-unavailable inference.	COMPLETE	1 accepted collection roots and 1 public pagination identities enumerated to numeric/next/repeated-listing closure.	99	55	44	0	0	0	COMPLETE_BOUNDED_FRONTIER	COMPLETE_BOUNDED_FRONTIER != COMPLETE_INTERNAL_LINK_GRAPH. R2 child-link diagnostics were not replayed as a mandatory queue.
REG024	Moysklad	RECURRING_PRODUCT_VENDOR	moysklad.ru	EVIDENCE_ANCHORED_RELEVANT_SUBTREE	COMPLETE	All accepted M4A anchors reused from immutable R1/R2 authority; no ritual reacquisition.	COMPLETE	Accepted R1/R2 navigation evidence reused; current public taxonomy checked only where needed for the bounded R3 surface.	COMPLETE	Accepted R1/R2 anchors/navigation plus current exact public checks define the evidence-anchored relevant subtree; unrelated adjacent links excluded.	COMPLETE	1/1 readable sitemap units; 1419 unique public loc identities enumerated; deterministic scope filter applied.	NOT_APPLICABLE	No accepted bounded collection root required a pagination/load-more queue.	60	36	24	0	0	0	COMPLETE_BOUNDED_FRONTIER	COMPLETE_BOUNDED_FRONTIER != COMPLETE_INTERNAL_LINK_GRAPH. R2 child-link diagnostics were not replayed as a mandatory queue.
REG025	Mpboost	RECURRING_PRODUCT_VENDOR	mpboost.pro	THEME_SCOPED_PUBLIC_TAXONOMY	COMPLETE	All accepted M4A anchors reused from immutable R1/R2 authority; no ritual reacquisition.	COMPLETE	Accepted R1/R2 navigation evidence reused; current public taxonomy checked only where needed for the bounded R3 surface.	NOT_APPLICABLE	Primary public taxonomy defines the bounded relevant surface; breadcrumb-specific expansion is not separately required.	NOT_FOUND	No declared sitemap and conventional public locations returned only evidence-backed not-found/unreadable terminal responses.	NOT_APPLICABLE	No accepted bounded collection root required a pagination/load-more queue.	0	0	0	0	0	0	COMPLETE_BOUNDED_FRONTIER	COMPLETE_BOUNDED_FRONTIER != COMPLETE_INTERNAL_LINK_GRAPH. R2 child-link diagnostics were not replayed as a mandatory queue.
REG026	Mpfact	RECURRING_PRODUCT_VENDOR	mpfact.ru	THEME_SCOPED_PUBLIC_TAXONOMY	COMPLETE	All accepted M4A anchors reused from immutable R1/R2 authority; no ritual reacquisition.	COMPLETE	Accepted R1/R2 navigation evidence reused; current public taxonomy checked only where needed for the bounded R3 surface.	NOT_APPLICABLE	Primary public taxonomy defines the bounded relevant surface; breadcrumb-specific expansion is not separately required.	COMPLETE	1/2 readable sitemap units; 38 unique public loc identities enumerated; deterministic scope filter applied.	NOT_APPLICABLE	No accepted bounded collection root required a pagination/load-more queue.	27	25	2	0	0	0	COMPLETE_BOUNDED_FRONTIER	COMPLETE_BOUNDED_FRONTIER != COMPLETE_INTERNAL_LINK_GRAPH. R2 child-link diagnostics were not replayed as a mandatory queue.
REG027	Mpmgr	RECURRING_PRODUCT_VENDOR	mpmgr.ru	THEME_SCOPED_PUBLIC_TAXONOMY	COMPLETE	All accepted M4A anchors reused from immutable R1/R2 authority; no ritual reacquisition.	COMPLETE	Accepted R1/R2 navigation evidence reused; current public taxonomy checked only where needed for the bounded R3 surface.	NOT_APPLICABLE	Primary public taxonomy defines the bounded relevant surface; breadcrumb-specific expansion is not separately required.	ACCESS_BLOCKED	No trustworthy XML body; 1 exact public sitemap attempts ended in access/environment failure.	ACCESS_BLOCKED	1 accepted collection roots checked and 1 pagination identities enumerated; 1 roots/pages include an environment/access terminal.	0	0	0	0	0	0	COMPLETE_BOUNDED_FRONTIER	COMPLETE_BOUNDED_FRONTIER != COMPLETE_INTERNAL_LINK_GRAPH. R2 child-link diagnostics were not replayed as a mandatory queue.
REG028	Mpstats	RECURRING_PRODUCT_VENDOR	mpstats.io	THEME_SCOPED_PUBLIC_TAXONOMY	COMPLETE	All accepted M4A anchors reused from immutable R1/R2 authority; no ritual reacquisition.	COMPLETE	Accepted R1/R2 navigation evidence reused; current public taxonomy checked only where needed for the bounded R3 surface.	NOT_APPLICABLE	Primary public taxonomy defines the bounded relevant surface; breadcrumb-specific expansion is not separately required.	ACCESS_BLOCKED	No trustworthy XML body; 1 exact public sitemap attempts ended in access/environment failure.	NOT_APPLICABLE	No accepted bounded collection root required a pagination/load-more queue.	0	0	0	0	0	0	COMPLETE_BOUNDED_FRONTIER	COMPLETE_BOUNDED_FRONTIER != COMPLETE_INTERNAL_LINK_GRAPH. R2 child-link diagnostics were not replayed as a mandatory queue.
REG029	Openclaw	RELEVANT_ONE_OFF_PRODUCT_VENDOR	openclaw.ru	EVIDENCE_ANCHORED_RELEVANT_SUBTREE	COMPLETE	All accepted M4A anchors reused from immutable R1/R2 authority; no ritual reacquisition.	COMPLETE	Accepted R1/R2 navigation evidence reused; current public taxonomy checked only where needed for the bounded R3 surface.	COMPLETE	Accepted R1/R2 anchors/navigation plus current exact public checks define the evidence-anchored relevant subtree; unrelated adjacent links excluded.	COMPLETE	1/1 readable sitemap units; 266 unique public loc identities enumerated; deterministic scope filter applied.	NOT_APPLICABLE	No accepted bounded collection root required a pagination/load-more queue.	0	0	0	0	0	0	COMPLETE_BOUNDED_FRONTIER	COMPLETE_BOUNDED_FRONTIER != COMPLETE_INTERNAL_LINK_GRAPH. R2 child-link diagnostics were not replayed as a mandatory queue.
REG031	Promopult	RECURRING_PRODUCT_VENDOR	promopult.ru	EVIDENCE_ANCHORED_RELEVANT_SUBTREE	COMPLETE	All accepted M4A anchors reused from immutable R1/R2 authority; no ritual reacquisition.	COMPLETE	Accepted R1/R2 navigation evidence reused; current public taxonomy checked only where needed for the bounded R3 surface.	COMPLETE	Accepted R1/R2 anchors/navigation plus current exact public checks define the evidence-anchored relevant subtree; unrelated adjacent links excluded.	COMPLETE	7/7 readable sitemap units; 2885 unique public loc identities enumerated; deterministic scope filter applied.	ACCESS_BLOCKED	2 accepted collection roots checked and 2 pagination identities enumerated; 2 roots/pages include an environment/access terminal.	126	0	126	0	0	0	COMPLETE_BOUNDED_FRONTIER	COMPLETE_BOUNDED_FRONTIER != COMPLETE_INTERNAL_LINK_GRAPH. R2 child-link diagnostics were not replayed as a mandatory queue.
REG034	Saintpack	SERVICE_OR_AGENCY	saintpack.ru	EVIDENCE_ANCHORED_RELEVANT_SUBTREE	COMPLETE	All accepted M4A anchors reused from immutable R1/R2 authority; no ritual reacquisition.	COMPLETE	Accepted R1/R2 navigation evidence reused; current public taxonomy checked only where needed for the bounded R3 surface.	COMPLETE	Accepted R1/R2 anchors/navigation plus current exact public checks define the evidence-anchored relevant subtree; unrelated adjacent links excluded.	ACCESS_BLOCKED	No trustworthy XML body; 1 exact public sitemap attempts ended in access/environment failure.	COMPLETE	1 accepted collection roots and 1 public pagination identities enumerated to numeric/next/repeated-listing closure.	60	0	60	0	0	0	COMPLETE_BOUNDED_FRONTIER	COMPLETE_BOUNDED_FRONTIER != COMPLETE_INTERNAL_LINK_GRAPH. R2 child-link diagnostics were not replayed as a mandatory queue.
REG035	Sam X	RELEVANT_ONE_OFF_PRODUCT_VENDOR	sam-x.ru	EVIDENCE_ANCHORED_RELEVANT_SUBTREE	COMPLETE	All accepted M4A anchors reused from immutable R1/R2 authority; no ritual reacquisition.	COMPLETE	Accepted R1/R2 navigation evidence reused; current public taxonomy checked only where needed for the bounded R3 surface.	COMPLETE	Accepted R1/R2 anchors/navigation plus current exact public checks define the evidence-anchored relevant subtree; unrelated adjacent links excluded.	COMPLETE	1/1 readable sitemap units; 12 unique public loc identities enumerated; deterministic scope filter applied.	NOT_APPLICABLE	No accepted bounded collection root required a pagination/load-more queue.	0	0	0	0	0	0	COMPLETE_BOUNDED_FRONTIER	COMPLETE_BOUNDED_FRONTIER != COMPLETE_INTERNAL_LINK_GRAPH. R2 child-link diagnostics were not replayed as a mandatory queue.
REG037	Sellerden	RECURRING_PRODUCT_VENDOR	sellerden.ru	THEME_SCOPED_PUBLIC_TAXONOMY	COMPLETE	All accepted M4A anchors reused from immutable R1/R2 authority; no ritual reacquisition.	COMPLETE	Accepted R1/R2 navigation evidence reused; current public taxonomy checked only where needed for the bounded R3 surface.	NOT_APPLICABLE	Primary public taxonomy defines the bounded relevant surface; breadcrumb-specific expansion is not separately required.	ACCESS_BLOCKED	No trustworthy XML body; 2 exact public sitemap attempts ended in access/environment failure.	ACCESS_BLOCKED	2 accepted collection roots checked and 2 pagination identities enumerated; 2 roots/pages include an environment/access terminal.	0	0	0	0	0	0	COMPLETE_BOUNDED_FRONTIER	COMPLETE_BOUNDED_FRONTIER != COMPLETE_INTERNAL_LINK_GRAPH. R2 child-link diagnostics were not replayed as a mandatory queue.
REG038	Sellermoon	RECURRING_PRODUCT_VENDOR	sellermoon.ru	THEME_SCOPED_PUBLIC_TAXONOMY	COMPLETE	All accepted M4A anchors reused from immutable R1/R2 authority; no ritual reacquisition.	COMPLETE	Accepted R1/R2 navigation evidence reused; current public taxonomy checked only where needed for the bounded R3 surface.	NOT_APPLICABLE	Primary public taxonomy defines the bounded relevant surface; breadcrumb-specific expansion is not separately required.	COMPLETE	2/2 readable sitemap units; 733 unique public loc identities enumerated; deterministic scope filter applied.	ACCESS_BLOCKED	1 accepted collection roots checked and 1 pagination identities enumerated; 1 roots/pages include an environment/access terminal.	654	0	654	0	0	0	COMPLETE_BOUNDED_FRONTIER	COMPLETE_BOUNDED_FRONTIER != COMPLETE_INTERNAL_LINK_GRAPH. R2 child-link diagnostics were not replayed as a mandatory queue.
REG039	Sellerstats	RELEVANT_ONE_OFF_PRODUCT_VENDOR	sellerstats.ru	THEME_SCOPED_PUBLIC_TAXONOMY	COMPLETE	All accepted M4A anchors reused from immutable R1/R2 authority; no ritual reacquisition.	COMPLETE	Accepted R1/R2 navigation evidence reused; current public taxonomy checked only where needed for the bounded R3 surface.	NOT_APPLICABLE	Primary public taxonomy defines the bounded relevant surface; breadcrumb-specific expansion is not separately required.	COMPLETE	1/2 readable sitemap units; 27 unique public loc identities enumerated; deterministic scope filter applied.	COMPLETE	1 accepted collection roots and 1 public pagination identities enumerated to numeric/next/repeated-listing closure.	11	0	11	0	0	0	COMPLETE_BOUNDED_FRONTIER	COMPLETE_BOUNDED_FRONTIER != COMPLETE_INTERNAL_LINK_GRAPH. R2 child-link diagnostics were not replayed as a mandatory queue.
REG040	Sellmonitor	RECURRING_PRODUCT_VENDOR	sellmonitor.com	THEME_SCOPED_PUBLIC_TAXONOMY	COMPLETE	All accepted M4A anchors reused from immutable R1/R2 authority; no ritual reacquisition.	COMPLETE	Accepted R1/R2 navigation evidence reused; current public taxonomy checked only where needed for the bounded R3 surface.	NOT_APPLICABLE	Primary public taxonomy defines the bounded relevant surface; breadcrumb-specific expansion is not separately required.	COMPLETE	1/1 readable sitemap units; 127 unique public loc identities enumerated; deterministic scope filter applied.	COMPLETE	1 accepted collection roots and 1 public pagination identities enumerated to numeric/next/repeated-listing closure.	110	29	81	0	0	0	COMPLETE_BOUNDED_FRONTIER	COMPLETE_BOUNDED_FRONTIER != COMPLETE_INTERNAL_LINK_GRAPH. R2 child-link diagnostics were not replayed as a mandatory queue.
