url_id	registry_id	entity_name	candidate_class	seed_ids	seed_types	source_channel	source_url	discovered_url	normalized_identity	redirect_chain	final_url	declared_canonical	computed_canonical	http_status	terminal_state	terminal_reason	captured_at	scope_policy	scope_reason	native_baseline_flag	notes
M4B2U00011	REG005	Api Master	EDITORIAL_OR_PUBLISHER	REG005-SCOPE-0019		SCOPED_PUBLIC_SITEMAP	https://api-master.ru/sitemap.xml	https://api-master.ru/ozon-api-blog/fetching-ads-campaigns-from-ozon-api	https://api-master.ru/ozon-api-blog/fetching-ads-campaigns-from-ozon-api	[]	https://api-master.ru/ozon-api-blog/fetching-ads-campaigns-from-ozon-api	https://api-master.ru/ozon-api-blog/fetching-ads-campaigns-from-ozon-api	https://api-master.ru/ozon-api-blog/fetching-ads-campaigns-from-ozon-api	200	INSPECTED		2026-09-22T04:15:01+00:00	THEME_SCOPED_PUBLIC_TAXONOMY	THEME_SCOPED_PUBLIC_TAXONOMY: public blog, Ozon API blog and service taxonomies on the specialized marketplace-automation site.	false	
M4B2U00012	REG005	Api Master	EDITORIAL_OR_PUBLISHER	REG005-SCOPE-0002		SCOPED_PUBLIC_SITEMAP	https://api-master.ru/sitemap.xml	https://api-master.ru/services/ads-manager-marketplace-ozon-wb	https://api-master.ru/services/ads-manager-marketplace-ozon-wb	[]	https://api-master.ru/services/ads-manager-marketplace-ozon-wb	https://api-master.ru/services/ads-manager-marketplace-ozon-wb	https://api-master.ru/services/ads-manager-marketplace-ozon-wb	200	INSPECTED		2026-09-22T04:15:01+00:00	THEME_SCOPED_PUBLIC_TAXONOMY	THEME_SCOPED_PUBLIC_TAXONOMY: public blog, Ozon API blog and service taxonomies on the specialized marketplace-automation site.	false	
M4B2U00013	REG005	Api Master	EDITORIAL_OR_PUBLISHER	REG005-SCOPE-0031		SCOPED_PUBLIC_SITEMAP	https://api-master.ru/sitemap.xml	https://api-master.ru/services/ai-dev-services-deepseek-chatgpt	https://api-master.ru/services/ai-dev-services-deepseek-chatgpt	[]	https://api-master.ru/services/ai-dev-services-deepseek-chatgpt	https://api-master.ru/services/ai-dev-services-deepseek-chatgpt	https://api-master.ru/services/ai-dev-services-deepseek-chatgpt	200	INSPECTED		2026-09-22T04:15:11+00:00	THEME_SCOPED_PUBLIC_TAXONOMY	THEME_SCOPED_PUBLIC_TAXONOMY: public blog, Ozon API blog and service taxonomies on the specialized marketplace-automation site.	false	
M4B2U00014	REG005	Api Master	EDITORIAL_OR_PUBLISHER	REG005-SCOPE-0029		SCOPED_PUBLIC_SITEMAP	https://api-master.ru/sitemap.xml	https://api-master.ru/services/ai-video-generation	https://api-master.ru/services/ai-video-generation	[]	https://api-master.ru/services/ai-video-generation	https://api-master.ru/services/ai-video-generation	https://api-master.ru/services/ai-video-generation	200	INSPECTED		2026-09-22T04:15:11+00:00	THEME_SCOPED_PUBLIC_TAXONOMY	THEME_SCOPED_PUBLIC_TAXONOMY: public blog, Ozon API blog and service taxonomies on the specialized marketplace-automation site.	false	
M4B2U00015	REG005	Api Master	EDITORIAL_OR_PUBLISHER	REG005-SCOPE-0008		SCOPED_PUBLIC_SITEMAP	https://api-master.ru/sitemap.xml	https://api-master.ru/services/avito/analytics-automation-ads-creation-prices-stocks-updates	https://api-master.ru/services/avito/analytics-automation-ads-creation-prices-stocks-updates	[]	https://api-master.ru/services/avito/analytics-automation-ads-creation-prices-stocks-updates	https://api-master.ru/services/avito/analytics-automation-ads-creation-prices-stocks-updates	https://api-master.ru/services/avito/analytics-automation-ads-creation-prices-stocks-updates	200	INSPECTED		2026-09-22T04:15:01+00:00	THEME_SCOPED_PUBLIC_TAXONOMY	THEME_SCOPED_PUBLIC_TAXONOMY: public blog, Ozon API blog and service taxonomies on the specialized marketplace-automation site.	false	
M4B2U00016	REG005	Api Master	EDITORIAL_OR_PUBLISHER	REG005-SCOPE-0009		SCOPED_PUBLIC_SITEMAP	https://api-master.ru/sitemap.xml	https://api-master.ru/services/avito/analytics-automation-auto-bidder-manager	https://api-master.ru/services/avito/analytics-automation-auto-bidder-manager	[]	https://api-master.ru/services/avito/analytics-automation-auto-bidder-manager	https://api-master.ru/services/avito/analytics-automation-auto-bidder-manager	https://api-master.ru/services/avito/analytics-automation-auto-bidder-manager	200	INSPECTED		2026-09-22T04:15:01+00:00	THEME_SCOPED_PUBLIC_TAXONOMY	THEME_SCOPED_PUBLIC_TAXONOMY: public blog, Ozon API blog and service taxonomies on the specialized marketplace-automation site.	false	
M4B2U00017	REG005	Api Master	EDITORIAL_OR_PUBLISHER	REG005-SCOPE-0030		SCOPED_PUBLIC_SITEMAP	https://api-master.ru/sitemap.xml	https://api-master.ru/services/chatgpt-whatsapp-bots-for-real-estate-agencies	https://api-master.ru/services/chatgpt-whatsapp-bots-for-real-estate-agencies	[]	https://api-master.ru/services/chatgpt-whatsapp-bots-for-real-estate-agencies	https://api-master.ru/services/chatgpt-whatsapp-bots-for-real-estate-agencies	https://api-master.ru/services/chatgpt-whatsapp-bots-for-real-estate-agencies	200	INSPECTED		2026-09-22T04:15:11+00:00	THEME_SCOPED_PUBLIC_TAXONOMY	THEME_SCOPED_PUBLIC_TAXONOMY: public blog, Ozon API blog and service taxonomies on the specialized marketplace-automation site.	false	
M4B2U00018	REG005	Api Master	EDITORIAL_OR_PUBLISHER	REG005-SCOPE-0007		SCOPED_PUBLIC_SITEMAP	https://api-master.ru/sitemap.xml	https://api-master.ru/services/chatgpt/ai-automation-for-wb-ozon-yandex-market-sellers	https://api-master.ru/services/chatgpt/ai-automation-for-wb-ozon-yandex-market-sellers	[]	https://api-master.ru/services/chatgpt/ai-automation-for-wb-ozon-yandex-market-sellers	https://api-master.ru/services/chatgpt/ai-automation-for-wb-ozon-yandex-market-sellers	https://api-master.ru/services/chatgpt/ai-automation-for-wb-ozon-yandex-market-sellers	200	INSPECTED		2026-09-22T04:15:01+00:00	THEME_SCOPED_PUBLIC_TAXONOMY	THEME_SCOPED_PUBLIC_TAXONOMY: public blog, Ozon API blog and service taxonomies on the specialized marketplace-automation site.	false	
M4B2U00019	REG005	Api Master	EDITORIAL_OR_PUBLISHER	REG005-SCOPE-0040		SCOPED_PUBLIC_SITEMAP	https://api-master.ru/sitemap.xml	https://api-master.ru/services/cloud/etl-db-data	https://api-master.ru/services/cloud/etl-db-data	[]	https://api-master.ru/services/cloud/etl-db-data	https://api-master.ru/services/cloud/etl-db-data	https://api-master.ru/services/cloud/etl-db-data	200	INSPECTED		2026-09-22T04:15:12+00:00	THEME_SCOPED_PUBLIC_TAXONOMY	THEME_SCOPED_PUBLIC_TAXONOMY: public blog, Ozon API blog and service taxonomies on the specialized marketplace-automation site.	false	
M4B2U00020	REG005	Api Master	EDITORIAL_OR_PUBLISHER	REG005-SCOPE-0039		SCOPED_PUBLIC_SITEMAP	https://api-master.ru/sitemap.xml	https://api-master.ru/services/control-ozon-promotions	https://api-master.ru/services/control-ozon-promotions	[]	https://api-master.ru/services/control-ozon-promotions	https://api-master.ru/services/control-ozon-promotions	https://api-master.ru/services/control-ozon-promotions	200	INSPECTED		2026-09-22T04:15:12+00:00	THEME_SCOPED_PUBLIC_TAXONOMY	THEME_SCOPED_PUBLIC_TAXONOMY: public blog, Ozon API blog and service taxonomies on the specialized marketplace-automation site.	false	
M4B2U00021	REG005	Api Master	EDITORIAL_OR_PUBLISHER	REG005-SCOPE-0033		SCOPED_PUBLIC_SITEMAP	https://api-master.ru/sitemap.xml	https://api-master.ru/services/crm/ai-assistans-retailcrm-claude-code-chatgpt	https://api-master.ru/services/crm/ai-assistans-retailcrm-claude-code-chatgpt	[]	https://api-master.ru/services/crm/ai-assistans-retailcrm-claude-code-chatgpt	https://api-master.ru/services/crm/ai-assistans-retailcrm-claude-code-chatgpt	https://api-master.ru/services/crm/ai-assistans-retailcrm-claude-code-chatgpt	200	INSPECTED		2026-09-22T04:15:11+00:00	THEME_SCOPED_PUBLIC_TAXONOMY	THEME_SCOPED_PUBLIC_TAXONOMY: public blog, Ozon API blog and service taxonomies on the specialized marketplace-automation site.	false	
M4B2U00022	REG005	Api Master	EDITORIAL_OR_PUBLISHER	REG005-SCOPE-0035		SCOPED_PUBLIC_SITEMAP	https://api-master.ru/sitemap.xml	https://api-master.ru/services/crm/ai-assistant-amocrm	https://api-master.ru/services/crm/ai-assistant-amocrm	[]	https://api-master.ru/services/crm/ai-assistant-amocrm	https://api-master.ru/services/crm/ai-assistant-amocrm	https://api-master.ru/services/crm/ai-assistant-amocrm	200	INSPECTED		2026-09-22T04:15:11+00:00	THEME_SCOPED_PUBLIC_TAXONOMY	THEME_SCOPED_PUBLIC_TAXONOMY: public blog, Ozon API blog and service taxonomies on the specialized marketplace-automation site.	false	
M4B2U00023	REG005	Api Master	EDITORIAL_OR_PUBLISHER	REG005-SCOPE-0034		SCOPED_PUBLIC_SITEMAP	https://api-master.ru/sitemap.xml	https://api-master.ru/services/crm/ai-assistant-kommo-crm	https://api-master.ru/services/crm/ai-assistant-kommo-crm	[]	https://api-master.ru/services/crm/ai-assistant-kommo-crm	https://api-master.ru/services/crm/ai-assistant-kommo-crm	https://api-master.ru/services/crm/ai-assistant-kommo-crm	200	INSPECTED		2026-09-22T04:15:11+00:00	THEME_SCOPED_PUBLIC_TAXONOMY	THEME_SCOPED_PUBLIC_TAXONOMY: public blog, Ozon API blog and service taxonomies on the specialized marketplace-automation site.	false	
M4B2U00024	REG005	Api Master	EDITORIAL_OR_PUBLISHER	REG005-SCOPE-0011		SCOPED_PUBLIC_SITEMAP	https://api-master.ru/sitemap.xml	https://api-master.ru/services/form-verification/flash-call-form-verification	https://api-master.ru/services/form-verification/flash-call-form-verification	[]	https://api-master.ru/services/form-verification/flash-call-form-verification	https://api-master.ru/services/form-verification/flash-call-form-verification	https://api-master.ru/services/form-verification/flash-call-form-verification	200	INSPECTED		2026-09-22T04:15:01+00:00	THEME_SCOPED_PUBLIC_TAXONOMY	THEME_SCOPED_PUBLIC_TAXONOMY: public blog, Ozon API blog and service taxonomies on the specialized marketplace-automation site.	false	
M4B2U00025	REG005	Api Master	EDITORIAL_OR_PUBLISHER	REG005-SCOPE-0015		SCOPED_PUBLIC_SITEMAP	https://api-master.ru/sitemap.xml	https://api-master.ru/services/form-verification/sms-verification-example-form-tilda-wordpress	https://api-master.ru/services/form-verification/sms-verification-example-form-tilda-wordpress	[]	https://api-master.ru/services/form-verification/sms-verification-example-form-tilda-wordpress	https://api-master.ru/services/form-verification/sms-verification-example-form-tilda-wordpress	https://api-master.ru/services/form-verification/sms-verification-example-form-tilda-wordpress	200	INSPECTED		2026-09-22T04:15:01+00:00	THEME_SCOPED_PUBLIC_TAXONOMY	THEME_SCOPED_PUBLIC_TAXONOMY: public blog, Ozon API blog and service taxonomies on the specialized marketplace-automation site.	false	
M4B2U00026	REG005	Api Master	EDITORIAL_OR_PUBLISHER	REG005-SCOPE-0014		SCOPED_PUBLIC_SITEMAP	https://api-master.ru/sitemap.xml	https://api-master.ru/services/form-verification/sms-verification-traffic-agencies	https://api-master.ru/services/form-verification/sms-verification-traffic-agencies	[]	https://api-master.ru/services/form-verification/sms-verification-traffic-agencies	https://api-master.ru/services/form-verification/sms-verification-traffic-agencies	https://api-master.ru/services/form-verification/sms-verification-traffic-agencies	200	INSPECTED		2026-09-22T04:15:01+00:00	THEME_SCOPED_PUBLIC_TAXONOMY	THEME_SCOPED_PUBLIC_TAXONOMY: public blog, Ozon API blog and service taxonomies on the specialized marketplace-automation site.	false	
M4B2U00027	REG005	Api Master	EDITORIAL_OR_PUBLISHER	REG005-SCOPE-0036		SCOPED_PUBLIC_SITEMAP	https://api-master.ru/sitemap.xml	https://api-master.ru/services/legit-check-integration	https://api-master.ru/services/legit-check-integration	[]	https://api-master.ru/services/legit-check-integration	https://api-master.ru/services/legit-check-integration	https://api-master.ru/services/legit-check-integration	200	INSPECTED		2026-09-22T04:15:11+00:00	THEME_SCOPED_PUBLIC_TAXONOMY	THEME_SCOPED_PUBLIC_TAXONOMY: public blog, Ozon API blog and service taxonomies on the specialized marketplace-automation site.	false	
M4B2U00028	REG005	Api Master	EDITORIAL_OR_PUBLISHER	REG005-SCOPE-0006		SCOPED_PUBLIC_SITEMAP	https://api-master.ru/sitemap.xml	https://api-master.ru/services/mcp-servers-ozon-wb	https://api-master.ru/services/mcp-servers-ozon-wb	[]	https://api-master.ru/services/mcp-servers-ozon-wb	https://api-master.ru/services/mcp-servers-ozon-wb	https://api-master.ru/services/mcp-servers-ozon-wb	200	INSPECTED		2026-09-22T04:15:01+00:00	THEME_SCOPED_PUBLIC_TAXONOMY	THEME_SCOPED_PUBLIC_TAXONOMY: public blog, Ozon API blog and service taxonomies on the specialized marketplace-automation site.	false	
M4B2U00029	REG005	Api Master	EDITORIAL_OR_PUBLISHER	REG005-SCOPE-0041		SCOPED_PUBLIC_SITEMAP	https://api-master.ru/sitemap.xml	https://api-master.ru/services/moysklad/connector-google-sheets-power-bi-sql	https://api-master.ru/services/moysklad/connector-google-sheets-power-bi-sql	[]	https://api-master.ru/services/moysklad/connector-google-sheets-power-bi-sql	https://api-master.ru/services/moysklad/connector-google-sheets-power-bi-sql	https://api-master.ru/services/moysklad/connector-google-sheets-power-bi-sql	200	INSPECTED		2026-09-22T04:15:21+00:00	THEME_SCOPED_PUBLIC_TAXONOMY	THEME_SCOPED_PUBLIC_TAXONOMY: public blog, Ozon API blog and service taxonomies on the specialized marketplace-automation site.	false	
M4B2U00030	REG005	Api Master	EDITORIAL_OR_PUBLISHER	REG005-SCOPE-0037		SCOPED_PUBLIC_SITEMAP	https://api-master.ru/sitemap.xml	https://api-master.ru/services/moysklad/sync-stocks-moysklad-wildberries-ozon-google-sheets	https://api-master.ru/services/moysklad/sync-stocks-moysklad-wildberries-ozon-google-sheets	[]	https://api-master.ru/services/moysklad/sync-stocks-moysklad-wildberries-ozon-google-sheets	https://api-master.ru/services/moysklad/sync-stocks-moysklad-wildberries-ozon-google-sheets	https://api-master.ru/services/moysklad/sync-stocks-moysklad-wildberries-ozon-google-sheets	200	INSPECTED		2026-09-22T04:15:12+00:00	THEME_SCOPED_PUBLIC_TAXONOMY	THEME_SCOPED_PUBLIC_TAXONOMY: public blog, Ozon API blog and service taxonomies on the specialized marketplace-automation site.	false	
M4B2U00031	REG005	Api Master	EDITORIAL_OR_PUBLISHER	REG005-SCOPE-0018		SCOPED_PUBLIC_SITEMAP	https://api-master.ru/sitemap.xml	https://api-master.ru/services/openclaw-installation	https://api-master.ru/services/openclaw-installation	[]	https://api-master.ru/services/openclaw-installation	https://api-master.ru/services/openclaw-installation	https://api-master.ru/services/openclaw-installation	200	INSPECTED		2026-09-22T04:15:01+00:00	THEME_SCOPED_PUBLIC_TAXONOMY	THEME_SCOPED_PUBLIC_TAXONOMY: public blog, Ozon API blog and service taxonomies on the specialized marketplace-automation site.	false	
M4B2U00032	REG005	Api Master	EDITORIAL_OR_PUBLISHER	REG005-SCOPE-0003		SCOPED_PUBLIC_SITEMAP	https://api-master.ru/sitemap.xml	https://api-master.ru/services/ozon-analytics-service	https://api-master.ru/services/ozon-analytics-service	[]	https://api-master.ru/services/ozon-analytics-service	https://api-master.ru/services/ozon-analytics-service	https://api-master.ru/services/ozon-analytics-service	200	INSPECTED		2026-09-22T04:15:01+00:00	THEME_SCOPED_PUBLIC_TAXONOMY	THEME_SCOPED_PUBLIC_TAXONOMY: public blog, Ozon API blog and service taxonomies on the specialized marketplace-automation site.	false	
M4B2U00033	REG005	Api Master	EDITORIAL_OR_PUBLISHER	REG005-SCOPE-0004		SCOPED_PUBLIC_SITEMAP	https://api-master.ru/sitemap.xml	https://api-master.ru/services/ozon-autobidder-send-bids-ozon	https://api-master.ru/services/ozon-autobidder-send-bids-ozon	[]	https://api-master.ru/services/ozon-autobidder-send-bids-ozon	https://api-master.ru/services/ozon-autobidder-send-bids-ozon	https://api-master.ru/services/ozon-autobidder-send-bids-ozon	200	INSPECTED		2026-09-22T04:15:01+00:00	THEME_SCOPED_PUBLIC_TAXONOMY	THEME_SCOPED_PUBLIC_TAXONOMY: public blog, Ozon API blog and service taxonomies on the specialized marketplace-automation site.	false	
M4B2U00034	REG005	Api Master	EDITORIAL_OR_PUBLISHER	REG005-SCOPE-0001		SCOPED_PUBLIC_SITEMAP	https://api-master.ru/sitemap.xml	https://api-master.ru/services/ozon-wb-ads-claude-code	https://api-master.ru/services/ozon-wb-ads-claude-code	[]	https://api-master.ru/services/ozon-wb-ads-claude-code	https://api-master.ru/services/ozon-wb-ads-claude-code	https://api-master.ru/services/ozon-wb-ads-claude-code	200	INSPECTED		2026-09-22T04:15:01+00:00	THEME_SCOPED_PUBLIC_TAXONOMY	THEME_SCOPED_PUBLIC_TAXONOMY: public blog, Ozon API blog and service taxonomies on the specialized marketplace-automation site.	false	
M4B2U00035	REG005	Api Master	EDITORIAL_OR_PUBLISHER	REG005-SCOPE-0005		SCOPED_PUBLIC_SITEMAP	https://api-master.ru/sitemap.xml	https://api-master.ru/services/ozon/accountant-marketplace-integrations	https://api-master.ru/services/ozon/accountant-marketplace-integrations	[]	https://api-master.ru/services/ozon/accountant-marketplace-integrations	https://api-master.ru/services/ozon/accountant-marketplace-integrations	https://api-master.ru/services/ozon/accountant-marketplace-integrations	200	INSPECTED		2026-09-22T04:15:01+00:00	THEME_SCOPED_PUBLIC_TAXONOMY	THEME_SCOPED_PUBLIC_TAXONOMY: public blog, Ozon API blog and service taxonomies on the specialized marketplace-automation site.	false	
M4B2U00036	REG005	Api Master	EDITORIAL_OR_PUBLISHER	REG005-SCOPE-0042		SCOPED_PUBLIC_SITEMAP	https://api-master.ru/sitemap.xml	https://api-master.ru/services/ozon/ozon-review-ai-assistant-integration	https://api-master.ru/services/ozon/ozon-review-ai-assistant-integration	[]	https://api-master.ru/services/ozon/ozon-review-ai-assistant-integration	https://api-master.ru/services/ozon/ozon-review-ai-assistant-integration	https://api-master.ru/services/ozon/ozon-review-ai-assistant-integration	200	INSPECTED		2026-09-22T04:15:22+00:00	THEME_SCOPED_PUBLIC_TAXONOMY	THEME_SCOPED_PUBLIC_TAXONOMY: public blog, Ozon API blog and service taxonomies on the specialized marketplace-automation site.	false	
M4B2U00037	REG005	Api Master	EDITORIAL_OR_PUBLISHER	REG005-SCOPE-0032		SCOPED_PUBLIC_SITEMAP	https://api-master.ru/sitemap.xml	https://api-master.ru/services/planfix-chatgpt-integration	https://api-master.ru/services/planfix-chatgpt-integration	[]	https://api-master.ru/services/planfix-chatgpt-integration	https://api-master.ru/services/planfix-chatgpt-integration	https://api-master.ru/services/planfix-chatgpt-integration	200	INSPECTED		2026-09-22T04:15:11+00:00	THEME_SCOPED_PUBLIC_TAXONOMY	THEME_SCOPED_PUBLIC_TAXONOMY: public blog, Ozon API blog and service taxonomies on the specialized marketplace-automation site.	false	
