execution_query_id	exact_query_text	exact_safe_comparison_key	query_authority_class	query_authority_source_ids	source_universe_row_ids	source_classes	marketplace_scope	task_or_candidate_groups	existing_demand_evidence	m3_relation	m2r_evidence_summary	m2r_contamination_review	information_gain_question	downstream_decision	why_existing_evidence_insufficient	stop_interpretation	planned_search_type	planned_region	planned_page	planned_depth	planned_group_mode	planned_docs_in_group	planned_family_mode	planned_fix_typo_mode	planned_sort	provider_limit_check	batch_id
M4QR2Q00013	подключить chatgpt к маркетплейсу	подключить chatgpt к маркетплейсу	M3_EXACT_QUERY_AUTHORITY	M3:R01	M4QR2U00004	M3	OZON_WB_OR_MARKETPLACE	M3_R01	M3_ACCEPTED_SEARCH_ONLY; NO_EXACT_M2R_WORDSTAT	ACCEPTED_M3_R01_HISTORICAL_TOP20	NO_EXACT_M2R_SOURCE	NOT_APPLICABLE: accepted M3 authority; no M2R exact source	For accepted M3 R01 exact «подключить chatgpt к маркетплейсу», do any of the current 60 competitors enter ranks 21–100 or change ranking URL/position versus the 2026-09-16/17 top-20 baseline? Accepted control decision: whether own-LLM connection has a coherent live SERP and what vocabulary/page types it uses.	M4Q R01 current/deep competitor-visibility control; revisit M4C/M6 route only if the competitor set or ranking URL materially changes.	Accepted M3 is top-20 from 2026-09-16/17; it cannot answer current top-100 coverage against the present 60-entity authority.	A valid top-100 zero means no authorized competitor observed for this exact wording at this time/region; it is not zero demand, zero indexed pages or exhaustive reverse-index recall. Stop at the planned depth and reconcile the named decision; no recursive query expansion.	SEARCH_TYPE_RU	225	0	100	GROUP_MODE_FLAT	1	FAMILY_MODE_MODERATE	FIX_TYPO_MODE_OFF	RELEVANCE_DESCENDING	PASS; chars=33; words=4	M4Q-R2-B001
M4QR2Q00014	поисковые запросы wildberries для продавца	поисковые запросы wildberries для продавца	M3_EXACT_QUERY_AUTHORITY	M3:R09	M4QR2U00012	M3	OZON_WB_OR_MARKETPLACE	M3_R09	M3_ACCEPTED_SEARCH_ONLY; NO_EXACT_M2R_WORDSTAT	ACCEPTED_M3_R09_HISTORICAL_TOP20	NO_EXACT_M2R_SOURCE	NOT_APPLICABLE: accepted M3 authority; no M2R exact source	For accepted M3 R09 exact «поисковые запросы wildberries для продавца», do any of the current 60 competitors enter ranks 21–100 or change ranking URL/position versus the 2026-09-16/17 top-20 baseline? Accepted control decision: seller search-report intent versus buyer search/navigation.	M4Q R09 current/deep competitor-visibility control; revisit M4C/M6 route only if the competitor set or ranking URL materially changes.	Accepted M3 is top-20 from 2026-09-16/17; it cannot answer current top-100 coverage against the present 60-entity authority.	A valid top-100 zero means no authorized competitor observed for this exact wording at this time/region; it is not zero demand, zero indexed pages or exhaustive reverse-index recall. Stop at the planned depth and reconcile the named decision; no recursive query expansion.	SEARCH_TYPE_RU	225	0	100	GROUP_MODE_FLAT	1	FAMILY_MODE_MODERATE	FIX_TYPO_MODE_OFF	RELEVANCE_DESCENDING	PASS; chars=42; words=5	M4Q-R2-B001
M4QR2Q00015	помощник селлера маркетплейсов	помощник селлера маркетплейсов	M3_EXACT_QUERY_AUTHORITY	M3:R06	M4QR2U00009	M3	OZON_WB_OR_MARKETPLACE	M3_R06	M3_ACCEPTED_SEARCH_ONLY; NO_EXACT_M2R_WORDSTAT	ACCEPTED_M3_R06_HISTORICAL_TOP20	NO_EXACT_M2R_SOURCE	NOT_APPLICABLE: accepted M3 authority; no M2R exact source	For accepted M3 R06 exact «помощник селлера маркетплейсов», do any of the current 60 competitors enter ranks 21–100 or change ranking URL/position versus the 2026-09-16/17 top-20 baseline? Accepted control decision: human employee/service versus software/AI-helper intent.	M4Q R06 current/deep competitor-visibility control; revisit M4C/M6 route only if the competitor set or ranking URL materially changes.	Accepted M3 is top-20 from 2026-09-16/17; it cannot answer current top-100 coverage against the present 60-entity authority.	A valid top-100 zero means no authorized competitor observed for this exact wording at this time/region; it is not zero demand, zero indexed pages or exhaustive reverse-index recall. Stop at the planned depth and reconcile the named decision; no recursive query expansion.	SEARCH_TYPE_RU	225	0	100	GROUP_MODE_FLAT	1	FAMILY_MODE_MODERATE	FIX_TYPO_MODE_OFF	RELEVANCE_DESCENDING	PASS; chars=30; words=3	M4Q-R2-B001
M4QR2Q00016	chatgpt для маркетплейсов	chatgpt для маркетплейсов	M2R_OBSERVED_WORDSTAT_QUERY_AUTHORITY	M2R:line=280 || M2R:line=281	M4QR2U00294 || M4QR2U00295	M2R	GENERIC_MARKETPLACE	F2	M2R_OBSERVED_WORDSTAT_WITH_EVIDENCE_TYPE_LIMITS	NO_EXACT_M3_MATCH	280:TESTED_SEED:count=NONE:seed_total=67:family=F2/:intent=connect_own_llm:market=GENERIC_MARKETPLACE:fit=CORE_FIT:capability=CONFIRMED_ADDRESSABLE:observed=OBSERVED_WORDSTAT:lineage=B01/B01-09:Historical B01 durable transcription:reconciled=Preserved tested_seed with independent conservative classification. || 281:DIRECT_RESULT:count=67:seed_total=67:family=F2/:intent=connect_own_llm:market=GENERIC_MARKETPLACE:fit=CORE_FIT:capability=CONFIRMED_ADDRESSABLE:observed=OBSERVED_WORDSTAT:lineage=B01/B01-09:Historical B01 durable transcription:reconciled=Preserved direct_result with independent conservative classification.	PASS_NO_UNRESOLVED_CONTAMINATION: original source flags and exact text reviewed; 280:original_flags=NONE || 281:original_flags=NONE	For exact observed M2R phrase «chatgpt для маркетплейсов», would current top-100 ranks and ranking URLs reveal a materially different 60-competitor set for generic own-LLM marketplace wording versus marketplace-specific ChatGPT R02/R03 versus accepted R02,R03, changing M4Q F2 generic versus Ozon/WB competitor breadth?	M4Q F2 generic versus Ozon/WB competitor breadth	M2R records phrase/count or seed state, not current ranking URLs; M3 R02,R03 uses different exact wording and historical top-20, so it cannot resolve generic own-LLM marketplace wording versus marketplace-specific ChatGPT R02/R03.	A valid top-100 zero means no authorized competitor observed for this exact wording at this time/region; it is not zero demand, zero indexed pages or exhaustive reverse-index recall. Stop at the planned depth and reconcile the named decision; no recursive query expansion.	SEARCH_TYPE_RU	225	0	100	GROUP_MODE_FLAT	1	FAMILY_MODE_MODERATE	FIX_TYPO_MODE_OFF	RELEVANCE_DESCENDING	PASS; chars=25; words=3	M4Q-R2-B001
M4QR2Q00017	аналитика запросов маркетплейсов	аналитика запросов маркетплейсов	M2R_OBSERVED_WORDSTAT_QUERY_AUTHORITY	M2R:line=705	M4QR2U00719	M2R	GENERIC_MARKETPLACE	F3	M2R_OBSERVED_WORDSTAT_WITH_EVIDENCE_TYPE_LIMITS	NO_EXACT_M3_MATCH	705:DIRECT_RESULT:count=32:seed_total=4290:family=F3/:intent=seller_analytics_reports:market=GENERIC_MARKETPLACE:fit=CORE_FIT:capability=CONFIRMED_ADDRESSABLE:observed=OBSERVED_WORDSTAT:lineage=M2R/M2R-A01:Exact provider envelope:reconciled=Preserved direct_result with independent conservative classification.	CONTROL_BOUNDARY_REVIEWED: exact ambiguity is the named control question; do not infer seller/product fit if external, statutory or buyer results dominate; 705:original_flags=NONE	For exact observed M2R phrase «аналитика запросов маркетплейсов», would current top-100 ranks and ranking URLs reveal a materially different 60-competitor set for generic query-analytics wording versus WB seller R09 versus accepted R09, changing M4Q F7 cross-market seller search-data versus external intelligence?	M4Q F7 cross-market seller search-data versus external intelligence	M2R records phrase/count or seed state, not current ranking URLs; M3 R09 uses different exact wording and historical top-20, so it cannot resolve generic query-analytics wording versus WB seller R09.	A valid top-100 zero means no authorized competitor observed for this exact wording at this time/region; it is not zero demand, zero indexed pages or exhaustive reverse-index recall. Stop at the planned depth and reconcile the named decision; no recursive query expansion.	SEARCH_TYPE_RU	225	0	100	GROUP_MODE_FLAT	1	FAMILY_MODE_MODERATE	FIX_TYPO_MODE_OFF	RELEVANCE_DESCENDING	PASS; chars=32; words=3	M4Q-R2-B001
M4QR2Q00018	аналитика карточек маркетплейсов	аналитика карточек маркетплейсов	M2R_OBSERVED_WORDSTAT_QUERY_AUTHORITY	M2R:line=720	M4QR2U00734	M2R	GENERIC_MARKETPLACE	F5	M2R_OBSERVED_WORDSTAT_WITH_EVIDENCE_TYPE_LIMITS	NO_EXACT_M3_MATCH	720:DIRECT_RESULT:count=24:seed_total=4290:family=F5/:intent=product_card_work:market=GENERIC_MARKETPLACE:fit=ADJACENT:capability=CONFIRMED_ADDRESSABLE:observed=OBSERVED_WORDSTAT:lineage=M2R/M2R-A01:Exact provider envelope:reconciled=Preserved direct_result with independent conservative classification.	PASS_NO_UNRESOLVED_CONTAMINATION: original source flags and exact text reviewed; 720:original_flags=NONE	For exact observed M2R phrase «аналитика карточек маркетплейсов», would current top-100 ranks and ranking URLs reveal a materially different 60-competitor set for card-analysis/read task versus card-fill R07 and creative generators versus accepted R07, changing M4Q F5 product-card analysis versus standalone creative scope?	M4Q F5 product-card analysis versus standalone creative scope	M2R records phrase/count or seed state, not current ranking URLs; M3 R07 uses different exact wording and historical top-20, so it cannot resolve card-analysis/read task versus card-fill R07 and creative generators.	A valid top-100 zero means no authorized competitor observed for this exact wording at this time/region; it is not zero demand, zero indexed pages or exhaustive reverse-index recall. Stop at the planned depth and reconcile the named decision; no recursive query expansion.	SEARCH_TYPE_RU	225	0	100	GROUP_MODE_FLAT	1	FAMILY_MODE_MODERATE	FIX_TYPO_MODE_OFF	RELEVANCE_DESCENDING	PASS; chars=32; words=3	M4Q-R2-B001
M4QR2Q00019	аналитика маркетплейсов	аналитика маркетплейсов	M2R_OBSERVED_WORDSTAT_QUERY_AUTHORITY	M2R:line=627 || M2R:line=629	M4QR2U00641 || M4QR2U00643 || M4QR2U02832 || M4QR2U02950 || M4QR2U03009 || M4QR2U04892 || M4QR2U13864	M2R || M4C_CANDIDATE || M4C_M6_GROUP	GENERIC_MARKETPLACE || OZON_WB_OR_MARKETPLACE	CG_410cceaabce2c62f4a17 / seller_analytics || CG_b9239dd689f9816fdff1 / аналитика маркетплейсов || F3	M2R_OBSERVED_WORDSTAT_WITH_EVIDENCE_TYPE_LIMITS	NO_EXACT_M3_MATCH	627:TESTED_SEED:count=NONE:seed_total=4290:family=F3/:intent=seller_analytics_reports:market=GENERIC_MARKETPLACE:fit=CORE_FIT:capability=CONFIRMED_ADDRESSABLE:observed=OBSERVED_WORDSTAT:lineage=M2R/M2R-A01:Exact provider envelope:reconciled=Preserved tested_seed with independent conservative classification. || 629:DIRECT_RESULT:count=4290:seed_total=4290:family=F3/:intent=seller_analytics_reports:market=GENERIC_MARKETPLACE:fit=CORE_FIT:capability=CONFIRMED_ADDRESSABLE:observed=OBSERVED_WORDSTAT:lineage=M2R/M2R-A01:Exact provider envelope:reconciled=Preserved direct_result with independent conservative classification.	CONTROL_BOUNDARY_REVIEWED: exact ambiguity is the named control question; do not infer seller/product fit if external, statutory or buyer results dominate; 627:original_flags=NONE || 629:original_flags=NONE	For exact observed M2R phrase «аналитика маркетплейсов», would current top-100 ranks and ranking URLs reveal a materially different 60-competitor set for unqualified analytics wording versus seller-qualified R04; external intelligence contamination versus accepted R04, changing M4Q F3 addressable seller-data versus external-intelligence boundary?	M4Q F3 addressable seller-data versus external-intelligence boundary	M2R records phrase/count or seed state, not current ranking URLs; M3 R04 uses different exact wording and historical top-20, so it cannot resolve unqualified analytics wording versus seller-qualified R04; external intelligence contamination.	A valid top-100 zero means no authorized competitor observed for this exact wording at this time/region; it is not zero demand, zero indexed pages or exhaustive reverse-index recall. Stop at the planned depth and reconcile the named decision; no recursive query expansion.	SEARCH_TYPE_RU	225	0	100	GROUP_MODE_FLAT	1	FAMILY_MODE_MODERATE	FIX_TYPO_MODE_OFF	RELEVANCE_DESCENDING	PASS; chars=23; words=2	M4Q-R2-B001
M4QR2Q00020	аналитика продаж на маркетплейсах	аналитика продаж на маркетплейсах	M2R_OBSERVED_WORDSTAT_QUERY_AUTHORITY	M2R:line=645 || M2R:line=808 || M2R:line=810	M4QR2U00659 || M4QR2U00822 || M4QR2U00824 || M4QR2U08388	M2R || M4C_CANDIDATE	GENERIC_MARKETPLACE || OZON_WB_OR_MARKETPLACE	CG_635ded40dcf68384df27 / аналитика продаж на маркетплейсах || F3	M2R_OBSERVED_WORDSTAT_WITH_EVIDENCE_TYPE_LIMITS	NO_EXACT_M3_MATCH	645:DIRECT_RESULT:count=138:seed_total=4290:family=F3/:intent=seller_analytics_reports:market=GENERIC_MARKETPLACE:fit=CORE_FIT:capability=CONFIRMED_ADDRESSABLE:observed=OBSERVED_WORDSTAT:lineage=M2R/M2R-A01:Exact provider envelope:reconciled=Preserved direct_result with independent conservative classification. || 808:TESTED_SEED:count=NONE:seed_total=138:family=F3/:intent=seller_analytics_reports:market=GENERIC_MARKETPLACE:fit=CORE_FIT:capability=CONFIRMED_ADDRESSABLE:observed=OBSERVED_WORDSTAT:lineage=M2R/M2R-A02:Exact provider envelope:reconciled=Preserved tested_seed with independent conservative classification. || 810:DIRECT_RESULT:count=138:seed_total=138:family=F3/:intent=seller_analytics_reports:market=GENERIC_MARKETPLACE:fit=CORE_FIT:capability=CONFIRMED_ADDRESSABLE:observed=OBSERVED_WORDSTAT:lineage=M2R/M2R-A02:Exact provider envelope:reconciled=Preserved direct_result with independent conservative classification.	PASS_NO_UNRESOLVED_CONTAMINATION: original source flags and exact text reviewed; 645:original_flags=NONE || 808:original_flags=NONE || 810:original_flags=NONE	For exact observed M2R phrase «аналитика продаж на маркетплейсах», would current top-100 ranks and ranking URLs reveal a materially different 60-competitor set for sales-data analytics qualifier versus broad R04 analytics and R05 reports versus accepted R04,R05, changing M4Q F3 sales analytics versus report-service routing?	M4Q F3 sales analytics versus report-service routing	M2R records phrase/count or seed state, not current ranking URLs; M3 R04,R05 uses different exact wording and historical top-20, so it cannot resolve sales-data analytics qualifier versus broad R04 analytics and R05 reports.	A valid top-100 zero means no authorized competitor observed for this exact wording at this time/region; it is not zero demand, zero indexed pages or exhaustive reverse-index recall. Stop at the planned depth and reconcile the named decision; no recursive query expansion.	SEARCH_TYPE_RU	225	0	100	GROUP_MODE_FLAT	1	FAMILY_MODE_MODERATE	FIX_TYPO_MODE_OFF	RELEVANCE_DESCENDING	PASS; chars=33; words=4	M4Q-R2-B001
M4QR2Q00021	аналитика рекламы wildberries	аналитика рекламы wildberries	M2R_OBSERVED_WORDSTAT_QUERY_AUTHORITY	M2R:line=1043	M4QR2U01057	M2R	WILDBERRIES	F6	M2R_TOTALCOUNT_ONLY_SEED_NO_PROVIDER_ARRAY_ROWS	NO_EXACT_M3_MATCH	1043:TOTALCOUNT_ONLY_SEED:count=NONE:seed_total=15:family=F6/:intent=advertising_analysis:market=WILDBERRIES:fit=CORE_FIT:capability=CONFIRMED_ADDRESSABLE:observed=OBSERVED_WORDSTAT:lineage=M2R/M2R-A11:Exact provider envelope:reconciled=Preserved totalcount_only_seed with independent conservative classification.	PASS_NO_UNRESOLVED_CONTAMINATION: original source flags and exact text reviewed; 1043:original_flags=NONE	For exact observed M2R phrase «аналитика рекламы wildberries», would current top-100 ranks and ranking URLs reveal a materially different 60-competitor set for WB advertising-analysis wording versus generic R08; exclude autobidder control drift versus accepted R08, changing M4Q F6 WB analytics competitor visibility / M4C advertising boundary?	M4Q F6 WB analytics competitor visibility / M4C advertising boundary	M2R records phrase/count or seed state, not current ranking URLs; M3 R08 uses different exact wording and historical top-20, so it cannot resolve WB advertising-analysis wording versus generic R08; exclude autobidder control drift.	A valid top-100 zero means no authorized competitor observed for this exact wording at this time/region; it is not zero demand, zero indexed pages or exhaustive reverse-index recall. Stop at the planned depth and reconcile the named decision; no recursive query expansion.	SEARCH_TYPE_RU	225	0	100	GROUP_MODE_FLAT	1	FAMILY_MODE_MODERATE	FIX_TYPO_MODE_OFF	RELEVANCE_DESCENDING	PASS; chars=29; words=3	M4Q-R2-B001
M4QR2Q00022	внутренняя аналитика маркетплейсов	внутренняя аналитика маркетплейсов	M2R_OBSERVED_WORDSTAT_QUERY_AUTHORITY	M2R:line=706	M4QR2U00720	M2R	GENERIC_MARKETPLACE	F3	M2R_OBSERVED_WORDSTAT_WITH_EVIDENCE_TYPE_LIMITS	NO_EXACT_M3_MATCH	706:DIRECT_RESULT:count=32:seed_total=4290:family=F3/:intent=seller_analytics_reports:market=GENERIC_MARKETPLACE:fit=CORE_FIT:capability=CONFIRMED_ADDRESSABLE:observed=OBSERVED_WORDSTAT:lineage=M2R/M2R-A01:Exact provider envelope:reconciled=Preserved direct_result with independent conservative classification.	PASS_NO_UNRESOLVED_CONTAMINATION: original source flags and exact text reviewed; 706:original_flags=NONE	For exact observed M2R phrase «внутренняя аналитика маркетплейсов», would current top-100 ranks and ranking URLs reveal a materially different 60-competitor set for seller-owned internal-data qualifier versus broad R04 analytics versus accepted R04, changing M4Q F3 first-party analytics competitor visibility / M4C scope?	M4Q F3 first-party analytics competitor visibility / M4C scope	M2R records phrase/count or seed state, not current ranking URLs; M3 R04 uses different exact wording and historical top-20, so it cannot resolve seller-owned internal-data qualifier versus broad R04 analytics.	A valid top-100 zero means no authorized competitor observed for this exact wording at this time/region; it is not zero demand, zero indexed pages or exhaustive reverse-index recall. Stop at the planned depth and reconcile the named decision; no recursive query expansion.	SEARCH_TYPE_RU	225	0	100	GROUP_MODE_FLAT	1	FAMILY_MODE_MODERATE	FIX_TYPO_MODE_OFF	RELEVANCE_DESCENDING	PASS; chars=34; words=3	M4Q-R2-B001
M4QR2Q00023	дрр ozon	дрр ozon	M2R_OBSERVED_WORDSTAT_QUERY_AUTHORITY	M2R:line=1045 || M2R:line=1046	M4QR2U01059 || M4QR2U01060	M2R	OZON	F6	M2R_OBSERVED_WORDSTAT_WITH_EVIDENCE_TYPE_LIMITS	NO_EXACT_M3_MATCH	1045:TESTED_SEED:count=NONE:seed_total=31:family=F6/:intent=advertising_analysis:market=OZON:fit=CORE_FIT:capability=CONFIRMED_ADDRESSABLE:observed=OBSERVED_WORDSTAT:lineage=M2R/M2R-A13:Exact provider envelope:reconciled=Preserved tested_seed with independent conservative classification. || 1046:DIRECT_RESULT:count=31:seed_total=31:family=F6/:intent=advertising_analysis:market=OZON:fit=CORE_FIT:capability=CONFIRMED_ADDRESSABLE:observed=OBSERVED_WORDSTAT:lineage=M2R/M2R-A13:Exact provider envelope:reconciled=Preserved direct_result with independent conservative classification.	PASS_NO_UNRESOLVED_CONTAMINATION: original source flags and exact text reviewed; 1045:original_flags=NONE || 1046:original_flags=NONE	For exact observed M2R phrase «дрр ozon», would current top-100 ranks and ranking URLs reveal a materially different 60-competitor set for Ozon DRR diagnostic metric versus generic R08 advertising analytics versus accepted R08, changing M4Q F6 Ozon metric competitor URLs / M6 advertising scope?	M4Q F6 Ozon metric competitor URLs / M6 advertising scope	M2R records phrase/count or seed state, not current ranking URLs; M3 R08 uses different exact wording and historical top-20, so it cannot resolve Ozon DRR diagnostic metric versus generic R08 advertising analytics.	A valid top-100 zero means no authorized competitor observed for this exact wording at this time/region; it is not zero demand, zero indexed pages or exhaustive reverse-index recall. Stop at the planned depth and reconcile the named decision; no recursive query expansion.	SEARCH_TYPE_RU	225	0	100	GROUP_MODE_FLAT	1	FAMILY_MODE_MODERATE	FIX_TYPO_MODE_OFF	RELEVANCE_DESCENDING	PASS; chars=8; words=2	M4Q-R2-B001
M4QR2Q00024	дрр wildberries	дрр wildberries	M2R_OBSERVED_WORDSTAT_QUERY_AUTHORITY	M2R:line=1044	M4QR2U01058	M2R	WILDBERRIES	F6	M2R_TOTALCOUNT_ONLY_SEED_NO_PROVIDER_ARRAY_ROWS	NO_EXACT_M3_MATCH	1044:TOTALCOUNT_ONLY_SEED:count=NONE:seed_total=23:family=F6/:intent=advertising_analysis:market=WILDBERRIES:fit=CORE_FIT:capability=CONFIRMED_ADDRESSABLE:observed=OBSERVED_WORDSTAT:lineage=M2R/M2R-A12:Exact provider envelope:reconciled=Preserved totalcount_only_seed with independent conservative classification.	PASS_NO_UNRESOLVED_CONTAMINATION: original source flags and exact text reviewed; 1044:original_flags=NONE	For exact observed M2R phrase «дрр wildberries», would current top-100 ranks and ranking URLs reveal a materially different 60-competitor set for WB DRR diagnostic metric versus Ozon DRR and generic R08 versus accepted R08, changing M4Q F6 WB metric competitor URLs / M6 marketplace split?	M4Q F6 WB metric competitor URLs / M6 marketplace split	M2R records phrase/count or seed state, not current ranking URLs; M3 R08 uses different exact wording and historical top-20, so it cannot resolve WB DRR diagnostic metric versus Ozon DRR and generic R08.	A valid top-100 zero means no authorized competitor observed for this exact wording at this time/region; it is not zero demand, zero indexed pages or exhaustive reverse-index recall. Stop at the planned depth and reconcile the named decision; no recursive query expansion.	SEARCH_TYPE_RU	225	0	100	GROUP_MODE_FLAT	1	FAMILY_MODE_MODERATE	FIX_TYPO_MODE_OFF	RELEVANCE_DESCENDING	PASS; chars=15; words=2	M4Q-R2-B001
M4QR2Q00025	загрузка отчетов с маркетплейсов	загрузка отчетов с маркетплейсов	M2R_OBSERVED_WORDSTAT_QUERY_AUTHORITY	M2R:line=853	M4QR2U00867	M2R	GENERIC_MARKETPLACE	F3	M2R_OBSERVED_WORDSTAT_WITH_EVIDENCE_TYPE_LIMITS	NO_EXACT_M3_MATCH	853:DIRECT_RESULT:count=35:seed_total=2597:family=F3/:intent=seller_analytics_reports:market=GENERIC_MARKETPLACE:fit=CORE_FIT:capability=CONFIRMED_ADDRESSABLE:observed=OBSERVED_WORDSTAT:lineage=M2R/M2R-A03:Exact provider envelope:reconciled=Preserved direct_result with independent conservative classification.	PASS_NO_UNRESOLVED_CONTAMINATION: original source flags and exact text reviewed; 853:original_flags=NONE	For exact observed M2R phrase «загрузка отчетов с маркетплейсов», would current top-100 ranks and ranking URLs reveal a materially different 60-competitor set for report retrieval task versus generic R05 report overview versus accepted R05, changing M4Q seller-data retrieval workflow versus report category?	M4Q seller-data retrieval workflow versus report category	M2R records phrase/count or seed state, not current ranking URLs; M3 R05 uses different exact wording and historical top-20, so it cannot resolve report retrieval task versus generic R05 report overview.	A valid top-100 zero means no authorized competitor observed for this exact wording at this time/region; it is not zero demand, zero indexed pages or exhaustive reverse-index recall. Stop at the planned depth and reconcile the named decision; no recursive query expansion.	SEARCH_TYPE_RU	225	0	100	GROUP_MODE_FLAT	1	FAMILY_MODE_MODERATE	FIX_TYPO_MODE_OFF	RELEVANCE_DESCENDING	PASS; chars=32; words=4	M4Q-R2-B001
M4QR2Q00026	ии ассистент для маркетплейсов	ии ассистент для маркетплейсов	M2R_OBSERVED_WORDSTAT_QUERY_AUTHORITY	M2R:line=429 || M2R:line=430 || M2R:line=59	M4QR2U00073 || M4QR2U00443 || M4QR2U00444	M2R	GENERIC_MARKETPLACE	F1	M2R_OBSERVED_WORDSTAT_WITH_EVIDENCE_TYPE_LIMITS	NO_EXACT_M3_MATCH	429:TESTED_SEED:count=NONE:seed_total=13:family=F1/:intent=ai_agent_category:market=GENERIC_MARKETPLACE:fit=CORE_FIT:capability=CONFIRMED_ADDRESSABLE:observed=OBSERVED_WORDSTAT:lineage=B02/B02-05:Exact provider envelope:reconciled=Preserved tested_seed with independent conservative classification. || 430:DIRECT_RESULT:count=13:seed_total=13:family=F1/:intent=ai_agent_category:market=GENERIC_MARKETPLACE:fit=CORE_FIT:capability=CONFIRMED_ADDRESSABLE:observed=OBSERVED_WORDSTAT:lineage=B02/B02-05:Exact provider envelope:reconciled=Preserved direct_result with independent conservative classification. || 59:DIRECT_RESULT:count=13:seed_total=3381:family=F1/:intent=ai_agent_category:market=GENERIC_MARKETPLACE:fit=CORE_FIT:capability=CONFIRMED_ADDRESSABLE:observed=OBSERVED_WORDSTAT:lineage=B01/B01-01:Historical B01 durable transcription:reconciled=Preserved direct_result with independent conservative classification.	PASS_NO_UNRESOLVED_CONTAMINATION: original source flags and exact text reviewed; 429:original_flags=NONE || 430:original_flags=NONE || 59:original_flags=NONE	For exact observed M2R phrase «ии ассистент для маркетплейсов», would current top-100 ranks and ranking URLs reveal a materially different 60-competitor set for F1 assistant wording versus accepted agent control S01 versus accepted S01, changing M4Q F1 competitor-set differentiation / M4C positioning?	M4Q F1 competitor-set differentiation / M4C positioning	M2R records phrase/count or seed state, not current ranking URLs; M3 S01 uses different exact wording and historical top-20, so it cannot resolve F1 assistant wording versus accepted agent control S01.	A valid top-100 zero means no authorized competitor observed for this exact wording at this time/region; it is not zero demand, zero indexed pages or exhaustive reverse-index recall. Stop at the planned depth and reconcile the named decision; no recursive query expansion.	SEARCH_TYPE_RU	225	0	100	GROUP_MODE_FLAT	1	FAMILY_MODE_MODERATE	FIX_TYPO_MODE_OFF	RELEVANCE_DESCENDING	PASS; chars=30; words=4	M4Q-R2-B001
M4QR2Q00027	ии для аналитики маркетплейсов	ии для аналитики маркетплейсов	M2R_OBSERVED_WORDSTAT_QUERY_AUTHORITY	M2R:line=408 || M2R:line=409 || M2R:line=56 || M2R:line=744	M4QR2U00070 || M4QR2U00422 || M4QR2U00423 || M4QR2U00758	M2R	GENERIC_MARKETPLACE	F3	M2R_OBSERVED_WORDSTAT_WITH_EVIDENCE_TYPE_LIMITS	NO_EXACT_M3_MATCH	408:TESTED_SEED:count=NONE:seed_total=15:family=F3/:intent=seller_analytics_reports:market=GENERIC_MARKETPLACE:fit=CORE_FIT:capability=CONFIRMED_ADDRESSABLE:observed=OBSERVED_WORDSTAT:lineage=B02/B02-04:Exact provider envelope:reconciled=Preserved tested_seed with independent conservative classification. || 409:DIRECT_RESULT:count=15:seed_total=15:family=F3/:intent=seller_analytics_reports:market=GENERIC_MARKETPLACE:fit=CORE_FIT:capability=CONFIRMED_ADDRESSABLE:observed=OBSERVED_WORDSTAT:lineage=B02/B02-04:Exact provider envelope:reconciled=Preserved direct_result with independent conservative classification. || 56:DIRECT_RESULT:count=15:seed_total=3381:family=F3/:intent=seller_analytics_reports:market=GENERIC_MARKETPLACE:fit=CORE_FIT:capability=CONFIRMED_ADDRESSABLE:observed=OBSERVED_WORDSTAT:lineage=B01/B01-01:Historical B01 durable transcription:reconciled=Preserved direct_result with independent conservative classification. || 744:DIRECT_RESULT:count=15:seed_total=4290:family=F3/:intent=seller_analytics_reports:market=GENERIC_MARKETPLACE:fit=CORE_FIT:capability=CONFIRMED_ADDRESSABLE:observed=OBSERVED_WORDSTAT:lineage=M2R/M2R-A01:Exact provider envelope:reconciled=Preserved direct_result with independent conservative classification.	PASS_NO_UNRESOLVED_CONTAMINATION: original source flags and exact text reviewed; 408:original_flags=NONE || 409:original_flags=NONE || 56:original_flags=NONE || 744:original_flags=NONE	For exact observed M2R phrase «ии для аналитики маркетплейсов», would current top-100 ranks and ranking URLs reveal a materially different 60-competitor set for AI analysis service wording versus general agent and seller-analytics controls versus accepted S01,R04, changing M4Q own-LLM analytical positioning / M4C F3 routing?	M4Q own-LLM analytical positioning / M4C F3 routing	M2R records phrase/count or seed state, not current ranking URLs; M3 S01,R04 uses different exact wording and historical top-20, so it cannot resolve AI analysis service wording versus general agent and seller-analytics controls.	A valid top-100 zero means no authorized competitor observed for this exact wording at this time/region; it is not zero demand, zero indexed pages or exhaustive reverse-index recall. Stop at the planned depth and reconcile the named decision; no recursive query expansion.	SEARCH_TYPE_RU	225	0	100	GROUP_MODE_FLAT	1	FAMILY_MODE_MODERATE	FIX_TYPO_MODE_OFF	RELEVANCE_DESCENDING	PASS; chars=30; words=4	M4Q-R2-B001
