case_id	m5_hypothesis_id	cluster_id	semantic_identity_id	current_query_id	link_basis	link_evidence	baseline_owner_state	baseline_page_role_state	current_material_hold_degree	diagnostic_relevance	evidence_refs
M10BCASE_e5e5533784063649	M5H00001	M9CL_994f2db1cb2d47e9	M8SID_24825275388a8170	M9BRW2Q_003_24825275388a8170	DEFENSIBLE_TASK_SCOPE_LINK	Exact accepted material M10A pair M9PAIR_d1b08dd9abde6743 connects the direct anchor M9CL_f0e07ec6b2f588c0 to compatible bounded task M9CL_994f2db1cb2d47e9; ASSISTANT_ROLE uncertainty names this task/page-role distinction.	HOLD_NO_SEARCH_ONLY_OWNER	HOLD_NOT_AUTHORIZED_BY_SEARCH_ONLY_BASELINE	13	Adjacent unresolved M10A boundary for нейросеть для работы с маркетплейсами, without changing task/marketplace/product fit.	docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CANNIBALIZATION_BOUNDARY.tsv#M9PAIR_d1b08dd9abde6743 | docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CLUSTER_PAGE_IA_BASELINE.tsv#M9CL_994f2db1cb2d47e9 | docs/seo/work_return/M5_AI_DIAGNOSTIC_HYPOTHESIS_REGISTER_2026-09-23_R1/M5_AI_DIAGNOSTIC_HYPOTHESIS_REGISTER.tsv#M5H00001
M10BCASE_c0815ba7ee0ba5b2	M5H00002	M9CL_3f05678ef9d62960	M8SID_4a1030b3d8bdd2d5	M4QR2Q00037	DIRECT_CURRENT_QUERY_LINK	M5:M5H00002:source_evidence_refs:M4QR2Q00037 -> M10A:M9CL_3f05678ef9d62960; exact Search wording in docs/seo/M9_BOUNDARY_RESOLUTION_SEARCH_ANCHOR_MAP_2026-09-24_R2.tsv	HOLD_NO_SEARCH_ONLY_OWNER	HOLD_NOT_AUTHORIZED_BY_SEARCH_ONLY_BASELINE	8	Whether answers present usable seller-data connectivity with the user-selected LLM rather than unsupported autonomous integration, irrelevant developer tooling or no-data links. Frozen page role/owner HOLD for подключить ии к маркетплейсу.	docs/seo/work_return/M5_AI_DIAGNOSTIC_HYPOTHESIS_REGISTER_2026-09-23_R1/M5_AI_DIAGNOSTIC_HYPOTHESIS_REGISTER.tsv#M5H00002 | docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CLUSTER_PAGE_IA_BASELINE.tsv#M9CL_3f05678ef9d62960 | docs/seo/M9_BOUNDARY_RESOLUTION_SEARCH_ANCHOR_MAP_2026-09-24_R2.tsv#M4QR2Q00037
M10BCASE_c0815ba7ee0ba5b2	M5H00002	M9CL_998176896a32b481	M8SID_0133a113dcbf6889	NONE	DEFENSIBLE_TASK_SCOPE_LINK	Exact accepted material M10A pair M9PAIR_1c8ce4c2d774883a connects the direct anchor M9CL_3f05678ef9d62960 to compatible bounded task M9CL_998176896a32b481; OWN_LLM_CONNECT uncertainty names this task/page-role distinction.	HOLD_NO_SEARCH_ONLY_OWNER	HOLD_NOT_AUTHORIZED_BY_SEARCH_ONLY_BASELINE	4	Adjacent unresolved M10A boundary for Интеграция Ozon Performance и ChatGPT (OpenAI), without changing task/marketplace/product fit.	docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CANNIBALIZATION_BOUNDARY.tsv#M9PAIR_1c8ce4c2d774883a | docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CLUSTER_PAGE_IA_BASELINE.tsv#M9CL_998176896a32b481 | docs/seo/work_return/M5_AI_DIAGNOSTIC_HYPOTHESIS_REGISTER_2026-09-23_R1/M5_AI_DIAGNOSTIC_HYPOTHESIS_REGISTER.tsv#M5H00002
M10BCASE_c0815ba7ee0ba5b2	M5H00002	M9CL_bae58ac9423f9f3c	M8SID_8c1225a6582027f4	M4QR2Q00001	DEFENSIBLE_TASK_SCOPE_LINK	Exact accepted material M10A pair M9PAIR_494ae1cdc6d42966 connects the direct anchor M9CL_3f05678ef9d62960 to compatible bounded task M9CL_bae58ac9423f9f3c; OWN_LLM_CONNECT uncertainty names this task/page-role distinction.	HOLD_NO_SEARCH_ONLY_OWNER	HOLD_NOT_AUTHORIZED_BY_SEARCH_ONLY_BASELINE	3	Adjacent unresolved M10A boundary for chatgpt для ozon, without changing task/marketplace/product fit.	docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CANNIBALIZATION_BOUNDARY.tsv#M9PAIR_494ae1cdc6d42966 | docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CLUSTER_PAGE_IA_BASELINE.tsv#M9CL_bae58ac9423f9f3c | docs/seo/work_return/M5_AI_DIAGNOSTIC_HYPOTHESIS_REGISTER_2026-09-23_R1/M5_AI_DIAGNOSTIC_HYPOTHESIS_REGISTER.tsv#M5H00002
M10BCASE_c0815ba7ee0ba5b2	M5H00002	M9CL_da3ff89bebbefd96	M8SID_d7ea4f8099802690	NONE	DEFENSIBLE_TASK_SCOPE_LINK	Exact accepted material M10A pair M9PAIR_4b271c58077e716f connects the direct anchor M9CL_3f05678ef9d62960 to compatible bounded task M9CL_da3ff89bebbefd96; OWN_LLM_CONNECT uncertainty names this task/page-role distinction.	HOLD_NO_SEARCH_ONLY_OWNER	HOLD_NOT_AUTHORIZED_BY_SEARCH_ONLY_BASELINE	4	Adjacent unresolved M10A boundary for Интеграция ChatGPT (OpenAI) и Wildberries, without changing task/marketplace/product fit.	docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CANNIBALIZATION_BOUNDARY.tsv#M9PAIR_4b271c58077e716f | docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CLUSTER_PAGE_IA_BASELINE.tsv#M9CL_da3ff89bebbefd96 | docs/seo/work_return/M5_AI_DIAGNOSTIC_HYPOTHESIS_REGISTER_2026-09-23_R1/M5_AI_DIAGNOSTIC_HYPOTHESIS_REGISTER.tsv#M5H00002
M10BCASE_c0815ba7ee0ba5b2	M5H00002	M9CL_e8b266b549420d15	M8SID_ed13eac8643c4ddc	NONE	DEFENSIBLE_TASK_SCOPE_LINK	Exact accepted material M10A pair M9PAIR_57016291ec43a303 connects the direct anchor M9CL_3f05678ef9d62960 to compatible bounded task M9CL_e8b266b549420d15; OWN_LLM_CONNECT uncertainty names this task/page-role distinction.	HOLD_NO_SEARCH_ONLY_OWNER	HOLD_NOT_AUTHORIZED_BY_SEARCH_ONLY_BASELINE	1	Adjacent unresolved M10A boundary for Интеграция Gemini AI и Ozon Seller, without changing task/marketplace/product fit.	docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CANNIBALIZATION_BOUNDARY.tsv#M9PAIR_57016291ec43a303 | docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CLUSTER_PAGE_IA_BASELINE.tsv#M9CL_e8b266b549420d15 | docs/seo/work_return/M5_AI_DIAGNOSTIC_HYPOTHESIS_REGISTER_2026-09-23_R1/M5_AI_DIAGNOSTIC_HYPOTHESIS_REGISTER.tsv#M5H00002
M10BCASE_c0815ba7ee0ba5b2	M5H00002	M9CL_3a8d523d2578edae	M8SID_fd88d7d9e3b2e406	M4QR2Q00016	DEFENSIBLE_TASK_SCOPE_LINK	Exact accepted material M10A pair M9PAIR_8978618a90e6e073 connects the direct anchor M9CL_3f05678ef9d62960 to compatible bounded task M9CL_3a8d523d2578edae; OWN_LLM_CONNECT uncertainty names this task/page-role distinction.	HOLD_NO_SEARCH_ONLY_OWNER	HOLD_NOT_AUTHORIZED_BY_SEARCH_ONLY_BASELINE	5	Adjacent unresolved M10A boundary for chatgpt для маркетплейсов, without changing task/marketplace/product fit.	docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CANNIBALIZATION_BOUNDARY.tsv#M9PAIR_8978618a90e6e073 | docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CLUSTER_PAGE_IA_BASELINE.tsv#M9CL_3a8d523d2578edae | docs/seo/work_return/M5_AI_DIAGNOSTIC_HYPOTHESIS_REGISTER_2026-09-23_R1/M5_AI_DIAGNOSTIC_HYPOTHESIS_REGISTER.tsv#M5H00002
M10BCASE_c0815ba7ee0ba5b2	M5H00002	M9CL_6f345eee3ba09af0	M8SID_400f6c28e9d7fc9b	NONE	DEFENSIBLE_TASK_SCOPE_LINK	Exact accepted material M10A pair M9PAIR_a5e8104de68bc8c7 connects the direct anchor M9CL_3f05678ef9d62960 to compatible bounded task M9CL_6f345eee3ba09af0; OWN_LLM_CONNECT uncertainty names this task/page-role distinction.	HOLD_NO_SEARCH_ONLY_OWNER	HOLD_NOT_AUTHORIZED_BY_SEARCH_ONLY_BASELINE	1	Adjacent unresolved M10A boundary for Интеграция Claude AI (Anthropic) и Ozon Seller, without changing task/marketplace/product fit.	docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CANNIBALIZATION_BOUNDARY.tsv#M9PAIR_a5e8104de68bc8c7 | docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CLUSTER_PAGE_IA_BASELINE.tsv#M9CL_6f345eee3ba09af0 | docs/seo/work_return/M5_AI_DIAGNOSTIC_HYPOTHESIS_REGISTER_2026-09-23_R1/M5_AI_DIAGNOSTIC_HYPOTHESIS_REGISTER.tsv#M5H00002
M10BCASE_c0815ba7ee0ba5b2	M5H00002	M9CL_710c43ac2fdf4cc7	M8SID_529f805abccbf8b2	M4QR2Q00013	DEFENSIBLE_TASK_SCOPE_LINK	Exact accepted material M10A pair M9PAIR_b16684fb18782fae connects the direct anchor M9CL_3f05678ef9d62960 to compatible bounded task M9CL_710c43ac2fdf4cc7; OWN_LLM_CONNECT uncertainty names this task/page-role distinction.	HOLD_NO_SEARCH_ONLY_OWNER	HOLD_NOT_AUTHORIZED_BY_SEARCH_ONLY_BASELINE	3	Adjacent unresolved M10A boundary for подключить chatgpt к маркетплейсу, without changing task/marketplace/product fit.	docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CANNIBALIZATION_BOUNDARY.tsv#M9PAIR_b16684fb18782fae | docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CLUSTER_PAGE_IA_BASELINE.tsv#M9CL_710c43ac2fdf4cc7 | docs/seo/work_return/M5_AI_DIAGNOSTIC_HYPOTHESIS_REGISTER_2026-09-23_R1/M5_AI_DIAGNOSTIC_HYPOTHESIS_REGISTER.tsv#M5H00002
M10BCASE_c0815ba7ee0ba5b2	M5H00002	M9CL_ddc2616f80ca85b6	M8SID_a6dbb52f9468a6a4	M4QR2Q00002	DEFENSIBLE_TASK_SCOPE_LINK	Exact accepted material M10A pair M9PAIR_baac50d2991ab331 connects the direct anchor M9CL_3f05678ef9d62960 to compatible bounded task M9CL_ddc2616f80ca85b6; OWN_LLM_CONNECT uncertainty names this task/page-role distinction.	HOLD_NO_SEARCH_ONLY_OWNER	HOLD_NOT_AUTHORIZED_BY_SEARCH_ONLY_BASELINE	3	Adjacent unresolved M10A boundary for chatgpt для wildberries, without changing task/marketplace/product fit.	docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CANNIBALIZATION_BOUNDARY.tsv#M9PAIR_baac50d2991ab331 | docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CLUSTER_PAGE_IA_BASELINE.tsv#M9CL_ddc2616f80ca85b6 | docs/seo/work_return/M5_AI_DIAGNOSTIC_HYPOTHESIS_REGISTER_2026-09-23_R1/M5_AI_DIAGNOSTIC_HYPOTHESIS_REGISTER.tsv#M5H00002
M10BCASE_840dee47a90532a8	M5H00005	M9CL_086ce4445a21d4fd	M8SID_d0cfc29dc443bd98	M4QR2Q00007	DIRECT_CURRENT_QUERY_LINK	M5:M5H00005:source_evidence_refs:M4QR2Q00007 -> M10A:M9CL_086ce4445a21d4fd; exact Search wording in docs/seo/M9_BOUNDARY_RESOLUTION_SEARCH_ANCHOR_MAP_2026-09-24_R2.tsv	HOLD_NO_SEARCH_ONLY_OWNER	HOLD_NOT_AUTHORIZED_BY_SEARCH_ONLY_BASELINE	9	Whether the cited answers distinguish seller-owned read-only chat assistance from hiring a person, autonomous business actions and native bots. Frozen page role/owner HOLD for ии агент для озон.	docs/seo/work_return/M5_AI_DIAGNOSTIC_HYPOTHESIS_REGISTER_2026-09-23_R1/M5_AI_DIAGNOSTIC_HYPOTHESIS_REGISTER.tsv#M5H00005 | docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CLUSTER_PAGE_IA_BASELINE.tsv#M9CL_086ce4445a21d4fd | docs/seo/M9_BOUNDARY_RESOLUTION_SEARCH_ANCHOR_MAP_2026-09-24_R2.tsv#M4QR2Q00007
M10BCASE_840dee47a90532a8	M5H00005	M9CL_994f2db1cb2d47e9	M8SID_24825275388a8170	M9BRW2Q_003_24825275388a8170	DEFENSIBLE_TASK_SCOPE_LINK	Exact accepted material M10A pair M9PAIR_60f399343508f906 connects the direct anchor M9CL_086ce4445a21d4fd to compatible bounded task M9CL_994f2db1cb2d47e9; ASSISTANT_ROLE uncertainty names this task/page-role distinction.	HOLD_NO_SEARCH_ONLY_OWNER	HOLD_NOT_AUTHORIZED_BY_SEARCH_ONLY_BASELINE	13	Adjacent unresolved M10A boundary for нейросеть для работы с маркетплейсами, without changing task/marketplace/product fit.	docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CANNIBALIZATION_BOUNDARY.tsv#M9PAIR_60f399343508f906 | docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CLUSTER_PAGE_IA_BASELINE.tsv#M9CL_994f2db1cb2d47e9 | docs/seo/work_return/M5_AI_DIAGNOSTIC_HYPOTHESIS_REGISTER_2026-09-23_R1/M5_AI_DIAGNOSTIC_HYPOTHESIS_REGISTER.tsv#M5H00005
