r3_url_id	registry_id	entity_name	source_channel	discovery_source_url	raw_url	normalized_comparison_url	relation_to_current_1612	scope_disposition	redirect_chain	final_url	declared_canonical	terminal_state	captured_at	evidence_capture_method	notes
M4B1R5U00011	REG051	Uniseller	PAGINATION_OR_LOAD_MORE	https://uniseller.io/blog/	https://uniseller.io/blog/tema/aktsii/	https://uniseller.io/blog/tema/aktsii	NEW_IN_SCOPE	IN_SCOPE	NONE_OBSERVED	https://uniseller.io/blog/tema/aktsii/	NOT_OBSERVED_IN_BOUNDED_COLLECTION_CAPTURE	INSPECTED	2026-09-21T13:27:14.781Z	PUBLIC_COLLECTION_TAXONOMY_DOM_R5	Official Uniseller blog taxonomy identity exposed directly by the complete public collection DOM. Scope and terminal identity are proven without article-body retrieval.
M4B1R5U00012	REG051	Uniseller	PAGINATION_OR_LOAD_MORE	https://uniseller.io/blog/	https://uniseller.io/blog/tema/fns/	https://uniseller.io/blog/tema/fns	NEW_IN_SCOPE	IN_SCOPE	NONE_OBSERVED	https://uniseller.io/blog/tema/fns/	NOT_OBSERVED_IN_BOUNDED_COLLECTION_CAPTURE	INSPECTED	2026-09-21T13:27:14.781Z	PUBLIC_COLLECTION_TAXONOMY_DOM_R5	Official Uniseller blog taxonomy identity exposed directly by the complete public collection DOM. Scope and terminal identity are proven without article-body retrieval.
M4B1R5U00013	REG051	Uniseller	PAGINATION_OR_LOAD_MORE	https://uniseller.io/blog/	https://uniseller.io/blog/tema/ozon-2/	https://uniseller.io/blog/tema/ozon-2	NEW_IN_SCOPE	IN_SCOPE	NONE_OBSERVED	https://uniseller.io/blog/tema/ozon-2/	NOT_OBSERVED_IN_BOUNDED_COLLECTION_CAPTURE	INSPECTED	2026-09-21T13:27:14.781Z	PUBLIC_COLLECTION_TAXONOMY_DOM_R5	Official Uniseller blog taxonomy identity exposed directly by the complete public collection DOM. Scope and terminal identity are proven without article-body retrieval.
M4B1R5U00014	REG051	Uniseller	PAGINATION_OR_LOAD_MORE	https://uniseller.io/blog/	https://uniseller.io/blog/tema/analitika/	https://uniseller.io/blog/tema/analitika	NEW_IN_SCOPE	IN_SCOPE	NONE_OBSERVED	https://uniseller.io/blog/tema/analitika/	NOT_OBSERVED_IN_BOUNDED_COLLECTION_CAPTURE	INSPECTED	2026-09-21T13:27:14.781Z	PUBLIC_COLLECTION_TAXONOMY_DOM_R5	Official Uniseller blog taxonomy identity exposed directly by the complete public collection DOM. Scope and terminal identity are proven without article-body retrieval.
M4B1R5U00015	REG051	Uniseller	PAGINATION_OR_LOAD_MORE	https://uniseller.io/blog/	https://uniseller.io/blog/tema/reklama/	https://uniseller.io/blog/tema/reklama	NEW_IN_SCOPE	IN_SCOPE	NONE_OBSERVED	https://uniseller.io/blog/tema/reklama/	NOT_OBSERVED_IN_BOUNDED_COLLECTION_CAPTURE	INSPECTED	2026-09-21T13:27:14.781Z	PUBLIC_COLLECTION_TAXONOMY_DOM_R5	Official Uniseller blog taxonomy identity exposed directly by the complete public collection DOM. Scope and terminal identity are proven without article-body retrieval.
M4B1R5U00016	REG051	Uniseller	PAGINATION_OR_LOAD_MORE	https://uniseller.io/blog/	https://uniseller.io/blog/tema/problemy/	https://uniseller.io/blog/tema/problemy	NEW_IN_SCOPE	IN_SCOPE	NONE_OBSERVED	https://uniseller.io/blog/tema/problemy/	NOT_OBSERVED_IN_BOUNDED_COLLECTION_CAPTURE	INSPECTED	2026-09-21T13:27:14.781Z	PUBLIC_COLLECTION_TAXONOMY_DOM_R5	Official Uniseller blog taxonomy identity exposed directly by the complete public collection DOM. Scope and terminal identity are proven without article-body retrieval.
M4B1R5U00017	REG051	Uniseller	PAGINATION_OR_LOAD_MORE	https://uniseller.io/blog/	https://uniseller.io/blog/tema/kartochka-tovara/	https://uniseller.io/blog/tema/kartochka-tovara	NEW_IN_SCOPE	IN_SCOPE	NONE_OBSERVED	https://uniseller.io/blog/tema/kartochka-tovara/	NOT_OBSERVED_IN_BOUNDED_COLLECTION_CAPTURE	INSPECTED	2026-09-21T13:27:14.781Z	PUBLIC_COLLECTION_TAXONOMY_DOM_R5	Official Uniseller blog taxonomy identity exposed directly by the complete public collection DOM. Scope and terminal identity are proven without article-body retrieval.
M4B1R5U00018	REG051	Uniseller	PAGINATION_OR_LOAD_MORE	https://uniseller.io/blog/	https://uniseller.io/blog/tema/sertifikatsiya/	https://uniseller.io/blog/tema/sertifikatsiya	NEW_IN_SCOPE	IN_SCOPE	NONE_OBSERVED	https://uniseller.io/blog/tema/sertifikatsiya/	NOT_OBSERVED_IN_BOUNDED_COLLECTION_CAPTURE	INSPECTED	2026-09-21T13:27:14.781Z	PUBLIC_COLLECTION_TAXONOMY_DOM_R5	Official Uniseller blog taxonomy identity exposed directly by the complete public collection DOM. Scope and terminal identity are proven without article-body retrieval.
M4B1R5U00019	REG051	Uniseller	PAGINATION_OR_LOAD_MORE	https://uniseller.io/blog/	https://uniseller.io/blog/tema/yunit-ekonomika/	https://uniseller.io/blog/tema/yunit-ekonomika	NEW_IN_SCOPE	IN_SCOPE	NONE_OBSERVED	https://uniseller.io/blog/tema/yunit-ekonomika/	NOT_OBSERVED_IN_BOUNDED_COLLECTION_CAPTURE	INSPECTED	2026-09-21T13:27:14.781Z	PUBLIC_COLLECTION_TAXONOMY_DOM_R5	Official Uniseller blog taxonomy identity exposed directly by the complete public collection DOM. Scope and terminal identity are proven without article-body retrieval.
M4B1R5U00020	REG051	Uniseller	PAGINATION_OR_LOAD_MORE	https://uniseller.io/blog/	https://uniseller.io/blog/tema/komissii/	https://uniseller.io/blog/tema/komissii	NEW_IN_SCOPE	IN_SCOPE	NONE_OBSERVED	https://uniseller.io/blog/tema/komissii/	NOT_OBSERVED_IN_BOUNDED_COLLECTION_CAPTURE	INSPECTED	2026-09-21T13:27:14.781Z	PUBLIC_COLLECTION_TAXONOMY_DOM_R5	Official Uniseller blog taxonomy identity exposed directly by the complete public collection DOM. Scope and terminal identity are proven without article-body retrieval.
M4B1R5U00021	REG051	Uniseller	PAGINATION_OR_LOAD_MORE	https://uniseller.io/blog/	https://uniseller.io/blog/tema/fbs/	https://uniseller.io/blog/tema/fbs	NEW_IN_SCOPE	IN_SCOPE	NONE_OBSERVED	https://uniseller.io/blog/tema/fbs/	NOT_OBSERVED_IN_BOUNDED_COLLECTION_CAPTURE	INSPECTED	2026-09-21T13:27:14.781Z	PUBLIC_COLLECTION_TAXONOMY_DOM_R5	Official Uniseller blog taxonomy identity exposed directly by the complete public collection DOM. Scope and terminal identity are proven without article-body retrieval.
M4B1R5U00022	REG051	Uniseller	PAGINATION_OR_LOAD_MORE	https://uniseller.io/blog/	https://uniseller.io/blog/tema/shtrafy/	https://uniseller.io/blog/tema/shtrafy	NEW_IN_SCOPE	IN_SCOPE	NONE_OBSERVED	https://uniseller.io/blog/tema/shtrafy/	NOT_OBSERVED_IN_BOUNDED_COLLECTION_CAPTURE	INSPECTED	2026-09-21T13:27:14.781Z	PUBLIC_COLLECTION_TAXONOMY_DOM_R5	Official Uniseller blog taxonomy identity exposed directly by the complete public collection DOM. Scope and terminal identity are proven without article-body retrieval.
M4B1R5U00023	REG051	Uniseller	PAGINATION_OR_LOAD_MORE	https://uniseller.io/blog/	https://uniseller.io/blog/tema/vozvraty/	https://uniseller.io/blog/tema/vozvraty	NEW_IN_SCOPE	IN_SCOPE	NONE_OBSERVED	https://uniseller.io/blog/tema/vozvraty/	NOT_OBSERVED_IN_BOUNDED_COLLECTION_CAPTURE	INSPECTED	2026-09-21T13:27:14.781Z	PUBLIC_COLLECTION_TAXONOMY_DOM_R5	Official Uniseller blog taxonomy identity exposed directly by the complete public collection DOM. Scope and terminal identity are proven without article-body retrieval.
M4B1R5U00024	REG051	Uniseller	PAGINATION_OR_LOAD_MORE	https://uniseller.io/blog/	https://uniseller.io/blog/tema/konversiya/	https://uniseller.io/blog/tema/konversiya	NEW_IN_SCOPE	IN_SCOPE	NONE_OBSERVED	https://uniseller.io/blog/tema/konversiya/	NOT_OBSERVED_IN_BOUNDED_COLLECTION_CAPTURE	INSPECTED	2026-09-21T13:27:14.781Z	PUBLIC_COLLECTION_TAXONOMY_DOM_R5	Official Uniseller blog taxonomy identity exposed directly by the complete public collection DOM. Scope and terminal identity are proven without article-body retrieval.
M4B1R5U00025	REG051	Uniseller	PAGINATION_OR_LOAD_MORE	https://uniseller.io/blog/	https://uniseller.io/blog/tema/fbs-2/	https://uniseller.io/blog/tema/fbs-2	NEW_IN_SCOPE	IN_SCOPE	NONE_OBSERVED	https://uniseller.io/blog/tema/fbs-2/	NOT_OBSERVED_IN_BOUNDED_COLLECTION_CAPTURE	INSPECTED	2026-09-21T13:27:14.781Z	PUBLIC_COLLECTION_TAXONOMY_DOM_R5	Official Uniseller blog taxonomy identity exposed directly by the complete public collection DOM. Scope and terminal identity are proven without article-body retrieval.
M4B1R5U00026	REG051	Uniseller	PAGINATION_OR_LOAD_MORE	https://uniseller.io/blog/	https://uniseller.io/blog/tema/marketing/	https://uniseller.io/blog/tema/marketing	NEW_IN_SCOPE	IN_SCOPE	NONE_OBSERVED	https://uniseller.io/blog/tema/marketing/	NOT_OBSERVED_IN_BOUNDED_COLLECTION_CAPTURE	INSPECTED	2026-09-21T13:27:14.781Z	PUBLIC_COLLECTION_TAXONOMY_DOM_R5	Official Uniseller blog taxonomy identity exposed directly by the complete public collection DOM. Scope and terminal identity are proven without article-body retrieval.
M4B1R5U00027	REG051	Uniseller	PAGINATION_OR_LOAD_MORE	https://uniseller.io/blog/	https://uniseller.io/blog/tema/selleram/	https://uniseller.io/blog/tema/selleram	NEW_IN_SCOPE	IN_SCOPE	NONE_OBSERVED	https://uniseller.io/blog/tema/selleram/	NOT_OBSERVED_IN_BOUNDED_COLLECTION_CAPTURE	INSPECTED	2026-09-21T13:27:14.781Z	PUBLIC_COLLECTION_TAXONOMY_DOM_R5	Official Uniseller blog taxonomy identity exposed directly by the complete public collection DOM. Scope and terminal identity are proven without article-body retrieval.
M4B1R5U00028	REG051	Uniseller	PAGINATION_OR_LOAD_MORE	https://uniseller.io/blog/	https://uniseller.io/blog/tema/yandeks-market-2/	https://uniseller.io/blog/tema/yandeks-market-2	NEW_IN_SCOPE	IN_SCOPE	NONE_OBSERVED	https://uniseller.io/blog/tema/yandeks-market-2/	NOT_OBSERVED_IN_BOUNDED_COLLECTION_CAPTURE	INSPECTED	2026-09-21T13:27:14.781Z	PUBLIC_COLLECTION_TAXONOMY_DOM_R5	Official Uniseller blog taxonomy identity exposed directly by the complete public collection DOM. Scope and terminal identity are proven without article-body retrieval.
M4B1R5U00029	REG051	Uniseller	PAGINATION_OR_LOAD_MORE	https://uniseller.io/blog/	https://uniseller.io/blog/tema/tarify/	https://uniseller.io/blog/tema/tarify	NEW_IN_SCOPE	IN_SCOPE	NONE_OBSERVED	https://uniseller.io/blog/tema/tarify/	NOT_OBSERVED_IN_BOUNDED_COLLECTION_CAPTURE	INSPECTED	2026-09-21T13:27:14.781Z	PUBLIC_COLLECTION_TAXONOMY_DOM_R5	Official Uniseller blog taxonomy identity exposed directly by the complete public collection DOM. Scope and terminal identity are proven without article-body retrieval.
M4B1R5U00030	REG051	Uniseller	PAGINATION_OR_LOAD_MORE	https://uniseller.io/blog/	https://uniseller.io/blog/tema/dostavka/	https://uniseller.io/blog/tema/dostavka	NEW_IN_SCOPE	IN_SCOPE	NONE_OBSERVED	https://uniseller.io/blog/tema/dostavka/	NOT_OBSERVED_IN_BOUNDED_COLLECTION_CAPTURE	INSPECTED	2026-09-21T13:27:14.781Z	PUBLIC_COLLECTION_TAXONOMY_DOM_R5	Official Uniseller blog taxonomy identity exposed directly by the complete public collection DOM. Scope and terminal identity are proven without article-body retrieval.
M4B1R5U00031	REG051	Uniseller	PAGINATION_OR_LOAD_MORE	https://uniseller.io/blog/	https://uniseller.io/blog/tema/markirovka/	https://uniseller.io/blog/tema/markirovka	NEW_IN_SCOPE	IN_SCOPE	NONE_OBSERVED	https://uniseller.io/blog/tema/markirovka/	NOT_OBSERVED_IN_BOUNDED_COLLECTION_CAPTURE	INSPECTED	2026-09-21T13:27:14.781Z	PUBLIC_COLLECTION_TAXONOMY_DOM_R5	Official Uniseller blog taxonomy identity exposed directly by the complete public collection DOM. Scope and terminal identity are proven without article-body retrieval.
M4B1R5U00032	REG051	Uniseller	PAGINATION_OR_LOAD_MORE	https://uniseller.io/blog/	https://uniseller.io/blog/tema/seo/	https://uniseller.io/blog/tema/seo	NEW_IN_SCOPE	IN_SCOPE	NONE_OBSERVED	https://uniseller.io/blog/tema/seo/	NOT_OBSERVED_IN_BOUNDED_COLLECTION_CAPTURE	INSPECTED	2026-09-21T13:27:14.781Z	PUBLIC_COLLECTION_TAXONOMY_DOM_R5	Official Uniseller blog taxonomy identity exposed directly by the complete public collection DOM. Scope and terminal identity are proven without article-body retrieval.
M4B1R5U00033	REG051	Uniseller	PAGINATION_OR_LOAD_MORE	https://uniseller.io/blog/	https://uniseller.io/blog/tema/pribyl/	https://uniseller.io/blog/tema/pribyl	NEW_IN_SCOPE	IN_SCOPE	NONE_OBSERVED	https://uniseller.io/blog/tema/pribyl/	NOT_OBSERVED_IN_BOUNDED_COLLECTION_CAPTURE	INSPECTED	2026-09-21T13:27:14.781Z	PUBLIC_COLLECTION_TAXONOMY_DOM_R5	Official Uniseller blog taxonomy identity exposed directly by the complete public collection DOM. Scope and terminal identity are proven without article-body retrieval.
M4B1R5U00034	REG051	Uniseller	PAGINATION_OR_LOAD_MORE	https://uniseller.io/blog/	https://uniseller.io/blog/tema/e-commerce/	https://uniseller.io/blog/tema/e-commerce	NEW_IN_SCOPE	IN_SCOPE	NONE_OBSERVED	https://uniseller.io/blog/tema/e-commerce/	NOT_OBSERVED_IN_BOUNDED_COLLECTION_CAPTURE	INSPECTED	2026-09-21T13:27:14.781Z	PUBLIC_COLLECTION_TAXONOMY_DOM_R5	Official Uniseller blog taxonomy identity exposed directly by the complete public collection DOM. Scope and terminal identity are proven without article-body retrieval.
M4B1R5U00035	REG051	Uniseller	PAGINATION_OR_LOAD_MORE	https://uniseller.io/blog/	https://uniseller.io/blog/tema/sklady/	https://uniseller.io/blog/tema/sklady	NEW_IN_SCOPE	IN_SCOPE	NONE_OBSERVED	https://uniseller.io/blog/tema/sklady/	NOT_OBSERVED_IN_BOUNDED_COLLECTION_CAPTURE	INSPECTED	2026-09-21T13:27:14.781Z	PUBLIC_COLLECTION_TAXONOMY_DOM_R5	Official Uniseller blog taxonomy identity exposed directly by the complete public collection DOM. Scope and terminal identity are proven without article-body retrieval.
M4B1R5U00036	REG051	Uniseller	PAGINATION_OR_LOAD_MORE	https://uniseller.io/blog/	https://uniseller.io/blog/tema/fulfilment/	https://uniseller.io/blog/tema/fulfilment	NEW_IN_SCOPE	IN_SCOPE	NONE_OBSERVED	https://uniseller.io/blog/tema/fulfilment/	NOT_OBSERVED_IN_BOUNDED_COLLECTION_CAPTURE	INSPECTED	2026-09-21T13:27:14.781Z	PUBLIC_COLLECTION_TAXONOMY_DOM_R5	Official Uniseller blog taxonomy identity exposed directly by the complete public collection DOM. Scope and terminal identity are proven without article-body retrieval.
M4B1R5U00037	REG051	Uniseller	PAGINATION_OR_LOAD_MORE	https://uniseller.io/blog/	https://uniseller.io/blog/tema/biznes/	https://uniseller.io/blog/tema/biznes	NEW_IN_SCOPE	IN_SCOPE	NONE_OBSERVED	https://uniseller.io/blog/tema/biznes/	NOT_OBSERVED_IN_BOUNDED_COLLECTION_CAPTURE	INSPECTED	2026-09-21T13:27:14.781Z	PUBLIC_COLLECTION_TAXONOMY_DOM_R5	Official Uniseller blog taxonomy identity exposed directly by the complete public collection DOM. Scope and terminal identity are proven without article-body retrieval.
M4B1R5U00038	REG051	Uniseller	PAGINATION_OR_LOAD_MORE	https://uniseller.io/blog/	https://uniseller.io/blog/tema/fns-2/	https://uniseller.io/blog/tema/fns-2	NEW_IN_SCOPE	IN_SCOPE	NONE_OBSERVED	https://uniseller.io/blog/tema/fns-2/	NOT_OBSERVED_IN_BOUNDED_COLLECTION_CAPTURE	INSPECTED	2026-09-21T13:27:14.781Z	PUBLIC_COLLECTION_TAXONOMY_DOM_R5	Official Uniseller blog taxonomy identity exposed directly by the complete public collection DOM. Scope and terminal identity are proven without article-body retrieval.
M4B1R5U00039	REG051	Uniseller	PAGINATION_OR_LOAD_MORE	https://uniseller.io/blog/	https://uniseller.io/blog/tema/skidki/	https://uniseller.io/blog/tema/skidki	NEW_IN_SCOPE	IN_SCOPE	NONE_OBSERVED	https://uniseller.io/blog/tema/skidki/	NOT_OBSERVED_IN_BOUNDED_COLLECTION_CAPTURE	INSPECTED	2026-09-21T13:27:14.781Z	PUBLIC_COLLECTION_TAXONOMY_DOM_R5	Official Uniseller blog taxonomy identity exposed directly by the complete public collection DOM. Scope and terminal identity are proven without article-body retrieval.
M4B1R5U00040	REG051	Uniseller	PAGINATION_OR_LOAD_MORE	https://uniseller.io/blog/	https://uniseller.io/blog/tema/tsenoobrazovanie/	https://uniseller.io/blog/tema/tsenoobrazovanie	NEW_IN_SCOPE	IN_SCOPE	NONE_OBSERVED	https://uniseller.io/blog/tema/tsenoobrazovanie/	NOT_OBSERVED_IN_BOUNDED_COLLECTION_CAPTURE	INSPECTED	2026-09-21T13:27:14.781Z	PUBLIC_COLLECTION_TAXONOMY_DOM_R5	Official Uniseller blog taxonomy identity exposed directly by the complete public collection DOM. Scope and terminal identity are proven without article-body retrieval.
M4B1R5U00041	REG051	Uniseller	PAGINATION_OR_LOAD_MORE	https://uniseller.io/blog/	https://uniseller.io/blog/tema/sklad/	https://uniseller.io/blog/tema/sklad	NEW_IN_SCOPE	IN_SCOPE	NONE_OBSERVED	https://uniseller.io/blog/tema/sklad/	NOT_OBSERVED_IN_BOUNDED_COLLECTION_CAPTURE	INSPECTED	2026-09-21T13:27:14.781Z	PUBLIC_COLLECTION_TAXONOMY_DOM_R5	Official Uniseller blog taxonomy identity exposed directly by the complete public collection DOM. Scope and terminal identity are proven without article-body retrieval.
M4B1R5U00042	REG051	Uniseller	PAGINATION_OR_LOAD_MORE	https://uniseller.io/blog/	https://uniseller.io/blog/tema/prodazhi-na-marketpleysah/	https://uniseller.io/blog/tema/prodazhi-na-marketpleysah	NEW_IN_SCOPE	IN_SCOPE	NONE_OBSERVED	https://uniseller.io/blog/tema/prodazhi-na-marketpleysah/	NOT_OBSERVED_IN_BOUNDED_COLLECTION_CAPTURE	INSPECTED	2026-09-21T13:27:14.781Z	PUBLIC_COLLECTION_TAXONOMY_DOM_R5	Official Uniseller blog taxonomy identity exposed directly by the complete public collection DOM. Scope and terminal identity are proven without article-body retrieval.
M4B1R5U00043	REG051	Uniseller	PAGINATION_OR_LOAD_MORE	https://uniseller.io/blog/	https://uniseller.io/blog/tema/fbo/	https://uniseller.io/blog/tema/fbo	NEW_IN_SCOPE	IN_SCOPE	NONE_OBSERVED	https://uniseller.io/blog/tema/fbo/	NOT_OBSERVED_IN_BOUNDED_COLLECTION_CAPTURE	INSPECTED	2026-09-21T13:27:14.781Z	PUBLIC_COLLECTION_TAXONOMY_DOM_R5	Official Uniseller blog taxonomy identity exposed directly by the complete public collection DOM. Scope and terminal identity are proven without article-body retrieval.
M4B1R5U00044	REG051	Uniseller	PAGINATION_OR_LOAD_MORE	https://uniseller.io/blog/	https://uniseller.io/blog/tema/kartochki-tovarov/	https://uniseller.io/blog/tema/kartochki-tovarov	NEW_IN_SCOPE	IN_SCOPE	NONE_OBSERVED	https://uniseller.io/blog/tema/kartochki-tovarov/	NOT_OBSERVED_IN_BOUNDED_COLLECTION_CAPTURE	INSPECTED	2026-09-21T13:27:14.781Z	PUBLIC_COLLECTION_TAXONOMY_DOM_R5	Official Uniseller blog taxonomy identity exposed directly by the complete public collection DOM. Scope and terminal identity are proven without article-body retrieval.
M4B1R5U00045	REG051	Uniseller	PAGINATION_OR_LOAD_MORE	https://uniseller.io/blog/	https://uniseller.io/blog/tema/riteyl/	https://uniseller.io/blog/tema/riteyl	NEW_IN_SCOPE	IN_SCOPE	NONE_OBSERVED	https://uniseller.io/blog/tema/riteyl/	NOT_OBSERVED_IN_BOUNDED_COLLECTION_CAPTURE	INSPECTED	2026-09-21T13:27:14.781Z	PUBLIC_COLLECTION_TAXONOMY_DOM_R5	Official Uniseller blog taxonomy identity exposed directly by the complete public collection DOM. Scope and terminal identity are proven without article-body retrieval.
M4B1R5U00046	REG051	Uniseller	PAGINATION_OR_LOAD_MORE	https://uniseller.io/blog/	https://uniseller.io/blog/tema/chestnyy-znak/	https://uniseller.io/blog/tema/chestnyy-znak	NEW_IN_SCOPE	IN_SCOPE	NONE_OBSERVED	https://uniseller.io/blog/tema/chestnyy-znak/	NOT_OBSERVED_IN_BOUNDED_COLLECTION_CAPTURE	INSPECTED	2026-09-21T13:27:14.781Z	PUBLIC_COLLECTION_TAXONOMY_DOM_R5	Official Uniseller blog taxonomy identity exposed directly by the complete public collection DOM. Scope and terminal identity are proven without article-body retrieval.
M4B1R5U00047	REG051	Uniseller	PAGINATION_OR_LOAD_MORE	https://uniseller.io/blog/	https://uniseller.io/blog/tema/fbo-2/	https://uniseller.io/blog/tema/fbo-2	NEW_IN_SCOPE	IN_SCOPE	NONE_OBSERVED	https://uniseller.io/blog/tema/fbo-2/	NOT_OBSERVED_IN_BOUNDED_COLLECTION_CAPTURE	INSPECTED	2026-09-21T13:27:14.781Z	PUBLIC_COLLECTION_TAXONOMY_DOM_R5	Official Uniseller blog taxonomy identity exposed directly by the complete public collection DOM. Scope and terminal identity are proven without article-body retrieval.
