page_id	recovery_url_id	source_layer	url_id	registry_id	entity_name	candidate_class	final_url	captured_at	page_role	title	meta_description	h1	heading_structure_summary	breadcrumb_summary	marketplace_scope	ai_llm_scope	user_jobs	data_scope	capability_claims	action_boundary_claims	integrations	pricing_availability	cta	proof_trust_cases	faq_subtopics	author_freshness	internal_link_pattern	structured_data_observed	evidence_locator	claim_confidence	octoport_overlap	octoport_difference	notes
M4B1R5P01898	M4B1R5U01898	R5_LOSSLESS_PUBLIC_COLLECTION	M4B1R5U01898	REG051	Uniseller	RECURRING_PRODUCT_VENDOR	https://uniseller.io/blog/5-signalov-chto-pora-otdat-vedenie-marketa-professionalam	2026-09-21T13:27:14.781Z	ARTICLE_GUIDE	5 сигналов, что пора отдать ведение Маркета профессионалам	Ведение Маркета отнимает всё больше времени, а продажи не растут? Возможно, пора делегировать. Разбираем 5 признаков, что вы переросли самос	NOT_EXTRACTED_IN_BOUNDED_R5_COLLECTION_CAPTURE	OFFICIAL_COLLECTION_CARD_TITLE_OBSERVED	UNISELLER > BLOG	WILDBERRIES | OZON | YANDEX_MARKET | GENERIC_MARKETPLACE	NOT_OBSERVED_IN_BOUNDED_COLLECTION_CAPTURE	CANDIDATE_TOPIC_FROM_PUBLIC_COLLECTION: 5 сигналов, что пора отдать ведение Маркета профессионалам	NOT_OBSERVED_IN_BOUNDED_COLLECTION_CAPTURE	COMPETITOR_PAGE_ONLY; NO OCTOPORT CAPABILITY CLAIM PROMOTED	COMPETITOR_PAGE_ONLY; NO OCTOPORT ACTION BOUNDARY PROMOTED	NOT_EXTRACTED_IN_BOUNDED_R5_COLLECTION_CAPTURE	NOT_EXTRACTED_IN_BOUNDED_R5_COLLECTION_CAPTURE	NOT_EXTRACTED_IN_BOUNDED_R5_COLLECTION_CAPTURE	NOT_EXTRACTED_IN_BOUNDED_R5_COLLECTION_CAPTURE	NOT_EXTRACTED_IN_BOUNDED_R5_COLLECTION_CAPTURE	19 августа 2026	DISCOVERED_VIA_COMPLETE_PUBLIC_COLLECTION_DOM	NOT_CHECKED_IN_BOUNDED_R5_COLLECTION_CAPTURE	https://uniseller.io/blog/5-signalov-chto-pora-otdat-vedenie-marketa-professionalam	MEDIUM_STRUCTURED_COLLECTION_CARD_CAPTURE	CANDIDATE_ONLY_NOT_DEMAND	NO_COMPETITOR_CLAIM_PROMOTED_TO_OCTOPORT_FACT	R5 structured collection evidence. Identity kind=ARTICLE. Tags=маркетплейсы,wildberries,ozon,яндекс маркет,продажи,селлер,налоги,фнс,акции,товары,сервисы. Full page body was not retained; wording remains competitor evidence and not demand evidence.
M4B1R5P01899	M4B1R5U01899	R5_LOSSLESS_PUBLIC_COLLECTION	M4B1R5U01899	REG051	Uniseller	RECURRING_PRODUCT_VENDOR	https://uniseller.io/blog/start-na-yandex-markete-svoimi-rukami-ili-cherez-agentstvo	2026-09-21T13:27:14.781Z	ARTICLE_GUIDE	Старт на Яндекс Маркете: своими руками или через агентство	Выход на маркетплейс — всегда выбор: экономить на подрядчиках или делегировать. Разбираем, что реально выгоднее на старте продаж на Яндекс М	NOT_EXTRACTED_IN_BOUNDED_R5_COLLECTION_CAPTURE	OFFICIAL_COLLECTION_CARD_TITLE_OBSERVED	UNISELLER > BLOG	YANDEX_MARKET | GENERIC_MARKETPLACE	NOT_OBSERVED_IN_BOUNDED_COLLECTION_CAPTURE	CANDIDATE_TOPIC_FROM_PUBLIC_COLLECTION: Старт на Яндекс Маркете: своими руками или через агентство	NOT_OBSERVED_IN_BOUNDED_COLLECTION_CAPTURE	COMPETITOR_PAGE_ONLY; NO OCTOPORT CAPABILITY CLAIM PROMOTED	COMPETITOR_PAGE_ONLY; NO OCTOPORT ACTION BOUNDARY PROMOTED	NOT_EXTRACTED_IN_BOUNDED_R5_COLLECTION_CAPTURE	NOT_EXTRACTED_IN_BOUNDED_R5_COLLECTION_CAPTURE	NOT_EXTRACTED_IN_BOUNDED_R5_COLLECTION_CAPTURE	NOT_EXTRACTED_IN_BOUNDED_R5_COLLECTION_CAPTURE	NOT_EXTRACTED_IN_BOUNDED_R5_COLLECTION_CAPTURE	19 августа 2026	DISCOVERED_VIA_COMPLETE_PUBLIC_COLLECTION_DOM	NOT_CHECKED_IN_BOUNDED_R5_COLLECTION_CAPTURE	https://uniseller.io/blog/start-na-yandex-markete-svoimi-rukami-ili-cherez-agentstvo	MEDIUM_STRUCTURED_COLLECTION_CARD_CAPTURE	CANDIDATE_ONLY_NOT_DEMAND	NO_COMPETITOR_CLAIM_PROMOTED_TO_OCTOPORT_FACT	R5 structured collection evidence. Identity kind=ARTICLE. Tags=яндекс маркет,маркетплейсы,селлер,агентство,запуск. Full page body was not retained; wording remains competitor evidence and not demand evidence.
M4B1R5P01900	M4B1R5U01900	R5_LOSSLESS_PUBLIC_COLLECTION	M4B1R5U01900	REG051	Uniseller	RECURRING_PRODUCT_VENDOR	https://uniseller.io/blog/kabinet-wb-nastroen-nepravilno-priznaki	2026-09-21T13:27:14.781Z	ARTICLE_GUIDE	Кабинет WB настроен неправильно: 7 признаков, которые выдают новичка	Селлеры часто теряют прибыль из-за ошибок в настройке кабинета Wildberries. Разбираем 7 признаков, которые указывают на неправильную настрой	NOT_EXTRACTED_IN_BOUNDED_R5_COLLECTION_CAPTURE	OFFICIAL_COLLECTION_CARD_TITLE_OBSERVED	UNISELLER > BLOG	WILDBERRIES | GENERIC_MARKETPLACE	NOT_OBSERVED_IN_BOUNDED_COLLECTION_CAPTURE	CANDIDATE_TOPIC_FROM_PUBLIC_COLLECTION: Кабинет WB настроен неправильно: 7 признаков, которые выдают новичка	NOT_OBSERVED_IN_BOUNDED_COLLECTION_CAPTURE	COMPETITOR_PAGE_ONLY; NO OCTOPORT CAPABILITY CLAIM PROMOTED	COMPETITOR_PAGE_ONLY; NO OCTOPORT ACTION BOUNDARY PROMOTED	NOT_EXTRACTED_IN_BOUNDED_R5_COLLECTION_CAPTURE	NOT_EXTRACTED_IN_BOUNDED_R5_COLLECTION_CAPTURE	NOT_EXTRACTED_IN_BOUNDED_R5_COLLECTION_CAPTURE	NOT_EXTRACTED_IN_BOUNDED_R5_COLLECTION_CAPTURE	NOT_EXTRACTED_IN_BOUNDED_R5_COLLECTION_CAPTURE	19 августа 2026	DISCOVERED_VIA_COMPLETE_PUBLIC_COLLECTION_DOM	NOT_CHECKED_IN_BOUNDED_R5_COLLECTION_CAPTURE	https://uniseller.io/blog/kabinet-wb-nastroen-nepravilno-priznaki	MEDIUM_STRUCTURED_COLLECTION_CARD_CAPTURE	CANDIDATE_ONLY_NOT_DEMAND	NO_COMPETITOR_CLAIM_PROMOTED_TO_OCTOPORT_FACT	R5 structured collection evidence. Identity kind=ARTICLE. Tags=wildberries,кабинет WB,настройка,селлер,маркетплейсы. Full page body was not retained; wording remains competitor evidence and not demand evidence.
M4B1R5P01901	M4B1R5U01901	R5_LOSSLESS_PUBLIC_COLLECTION	M4B1R5U01901	REG051	Uniseller	RECURRING_PRODUCT_VENDOR	https://uniseller.io/blog/priznaki-antikrizisnogo-upravleniya-magazinom	2026-09-21T13:27:14.781Z	ARTICLE_GUIDE	5 признаков, что магазину на маркетплейсе нужен антикризисный управляющий	Продажи падают, акции не работают, а Wildberries и Ozon списывают штрафы? Разбираем признаки, что пора передать магазин антикризисному управ	NOT_EXTRACTED_IN_BOUNDED_R5_COLLECTION_CAPTURE	OFFICIAL_COLLECTION_CARD_TITLE_OBSERVED	UNISELLER > BLOG	WILDBERRIES | OZON | GENERIC_MARKETPLACE	NOT_OBSERVED_IN_BOUNDED_COLLECTION_CAPTURE	CANDIDATE_TOPIC_FROM_PUBLIC_COLLECTION: 5 признаков, что магазину на маркетплейсе нужен антикризисный управляющий	NOT_OBSERVED_IN_BOUNDED_COLLECTION_CAPTURE	COMPETITOR_PAGE_ONLY; NO OCTOPORT CAPABILITY CLAIM PROMOTED	COMPETITOR_PAGE_ONLY; NO OCTOPORT ACTION BOUNDARY PROMOTED	NOT_EXTRACTED_IN_BOUNDED_R5_COLLECTION_CAPTURE	NOT_EXTRACTED_IN_BOUNDED_R5_COLLECTION_CAPTURE	NOT_EXTRACTED_IN_BOUNDED_R5_COLLECTION_CAPTURE	NOT_EXTRACTED_IN_BOUNDED_R5_COLLECTION_CAPTURE	NOT_EXTRACTED_IN_BOUNDED_R5_COLLECTION_CAPTURE	19 августа 2026	DISCOVERED_VIA_COMPLETE_PUBLIC_COLLECTION_DOM	NOT_CHECKED_IN_BOUNDED_R5_COLLECTION_CAPTURE	https://uniseller.io/blog/priznaki-antikrizisnogo-upravleniya-magazinom	MEDIUM_STRUCTURED_COLLECTION_CARD_CAPTURE	CANDIDATE_ONLY_NOT_DEMAND	NO_COMPETITOR_CLAIM_PROMOTED_TO_OCTOPORT_FACT	R5 structured collection evidence. Identity kind=ARTICLE. Tags=маркетплейсы,антикризисное управление,селлеры,wildberries,ozon,налоги,штрафы,акции. Full page body was not retained; wording remains competitor evidence and not demand evidence.
M4B1R5P01902	M4B1R5U01902	R5_LOSSLESS_PUBLIC_COLLECTION	M4B1R5U01902	REG051	Uniseller	RECURRING_PRODUCT_VENDOR	https://uniseller.io/blog/skolko-stoit-prodvizhenie-kartochki-na-ozon-v-2026	2026-09-21T13:27:14.781Z	ARTICLE_GUIDE	Сколько стоит продвижение карточки на Ozon в 2026: актуальные цены и подводные камни	Разбираем реальные рыночные цены на продвижение карточек Ozon в 2026 году: от внутренней рекламы до внешних сервисов. Что выгодно селлеру, а	NOT_EXTRACTED_IN_BOUNDED_R5_COLLECTION_CAPTURE	OFFICIAL_COLLECTION_CARD_TITLE_OBSERVED	UNISELLER > BLOG	OZON | GENERIC_MARKETPLACE	NOT_OBSERVED_IN_BOUNDED_COLLECTION_CAPTURE	CANDIDATE_TOPIC_FROM_PUBLIC_COLLECTION: Сколько стоит продвижение карточки на Ozon в 2026: актуальные цены и подводные камни	NOT_OBSERVED_IN_BOUNDED_COLLECTION_CAPTURE	COMPETITOR_PAGE_ONLY; NO OCTOPORT CAPABILITY CLAIM PROMOTED	COMPETITOR_PAGE_ONLY; NO OCTOPORT ACTION BOUNDARY PROMOTED	NOT_EXTRACTED_IN_BOUNDED_R5_COLLECTION_CAPTURE	NOT_EXTRACTED_IN_BOUNDED_R5_COLLECTION_CAPTURE	NOT_EXTRACTED_IN_BOUNDED_R5_COLLECTION_CAPTURE	NOT_EXTRACTED_IN_BOUNDED_R5_COLLECTION_CAPTURE	NOT_EXTRACTED_IN_BOUNDED_R5_COLLECTION_CAPTURE	19 августа 2026	DISCOVERED_VIA_COMPLETE_PUBLIC_COLLECTION_DOM	NOT_CHECKED_IN_BOUNDED_R5_COLLECTION_CAPTURE	https://uniseller.io/blog/skolko-stoit-prodvizhenie-kartochki-na-ozon-v-2026	MEDIUM_STRUCTURED_COLLECTION_CARD_CAPTURE	CANDIDATE_ONLY_NOT_DEMAND	NO_COMPETITOR_CLAIM_PROMOTED_TO_OCTOPORT_FACT	R5 structured collection evidence. Identity kind=ARTICLE. Tags=ozon,продвижение,маркетплейсы,селлер,реклама,цены. Full page body was not retained; wording remains competitor evidence and not demand evidence.
M4B1R5P01903	M4B1R5U01903	R5_LOSSLESS_PUBLIC_COLLECTION	M4B1R5U01903	REG051	Uniseller	RECURRING_PRODUCT_VENDOR	https://uniseller.io/blog/priznaki-chto-pora-delegirovat-ozon	2026-09-21T13:27:14.781Z	ARTICLE_GUIDE	5 признаков, что пора передать Ozon профессионалам	Ведение магазина на Ozon отнимает всё больше времени, а продажи стоят? Разбираем признаки, что пора делегировать задачи специалисту, и как э	NOT_EXTRACTED_IN_BOUNDED_R5_COLLECTION_CAPTURE	OFFICIAL_COLLECTION_CARD_TITLE_OBSERVED	UNISELLER > BLOG	OZON | GENERIC_MARKETPLACE	NOT_OBSERVED_IN_BOUNDED_COLLECTION_CAPTURE	CANDIDATE_TOPIC_FROM_PUBLIC_COLLECTION: 5 признаков, что пора передать Ozon профессионалам	NOT_OBSERVED_IN_BOUNDED_COLLECTION_CAPTURE	COMPETITOR_PAGE_ONLY; NO OCTOPORT CAPABILITY CLAIM PROMOTED	COMPETITOR_PAGE_ONLY; NO OCTOPORT ACTION BOUNDARY PROMOTED	NOT_EXTRACTED_IN_BOUNDED_R5_COLLECTION_CAPTURE	NOT_EXTRACTED_IN_BOUNDED_R5_COLLECTION_CAPTURE	NOT_EXTRACTED_IN_BOUNDED_R5_COLLECTION_CAPTURE	NOT_EXTRACTED_IN_BOUNDED_R5_COLLECTION_CAPTURE	NOT_EXTRACTED_IN_BOUNDED_R5_COLLECTION_CAPTURE	19 августа 2026	DISCOVERED_VIA_COMPLETE_PUBLIC_COLLECTION_DOM	NOT_CHECKED_IN_BOUNDED_R5_COLLECTION_CAPTURE	https://uniseller.io/blog/priznaki-chto-pora-delegirovat-ozon	MEDIUM_STRUCTURED_COLLECTION_CARD_CAPTURE	CANDIDATE_ONLY_NOT_DEMAND	NO_COMPETITOR_CLAIM_PROMOTED_TO_OCTOPORT_FACT	R5 structured collection evidence. Identity kind=ARTICLE. Tags=Ozon,делегирование,ведение магазина,маркетплейсы,селлеры. Full page body was not retained; wording remains competitor evidence and not demand evidence.
M4B1R5P01904	M4B1R5U01904	R5_LOSSLESS_PUBLIC_COLLECTION	M4B1R5U01904	REG051	Uniseller	RECURRING_PRODUCT_VENDOR	https://uniseller.io/blog/besplatnyi-audit-magazina-na-ozon	2026-09-21T13:27:14.781Z	ARTICLE_GUIDE	Бесплатный аудит магазина на Ozon: что проверяют и зачем	Разбираем, что входит в бесплатный аудит магазина на Ozon, какие ошибки он выявляет и как это помогает селлерам увеличить продажи без лишних	NOT_EXTRACTED_IN_BOUNDED_R5_COLLECTION_CAPTURE	OFFICIAL_COLLECTION_CARD_TITLE_OBSERVED	UNISELLER > BLOG	OZON | GENERIC_MARKETPLACE	NOT_OBSERVED_IN_BOUNDED_COLLECTION_CAPTURE	CANDIDATE_TOPIC_FROM_PUBLIC_COLLECTION: Бесплатный аудит магазина на Ozon: что проверяют и зачем	NOT_OBSERVED_IN_BOUNDED_COLLECTION_CAPTURE	COMPETITOR_PAGE_ONLY; NO OCTOPORT CAPABILITY CLAIM PROMOTED	COMPETITOR_PAGE_ONLY; NO OCTOPORT ACTION BOUNDARY PROMOTED	NOT_EXTRACTED_IN_BOUNDED_R5_COLLECTION_CAPTURE	NOT_EXTRACTED_IN_BOUNDED_R5_COLLECTION_CAPTURE	NOT_EXTRACTED_IN_BOUNDED_R5_COLLECTION_CAPTURE	NOT_EXTRACTED_IN_BOUNDED_R5_COLLECTION_CAPTURE	NOT_EXTRACTED_IN_BOUNDED_R5_COLLECTION_CAPTURE	19 августа 2026	DISCOVERED_VIA_COMPLETE_PUBLIC_COLLECTION_DOM	NOT_CHECKED_IN_BOUNDED_R5_COLLECTION_CAPTURE	https://uniseller.io/blog/besplatnyi-audit-magazina-na-ozon	MEDIUM_STRUCTURED_COLLECTION_CARD_CAPTURE	CANDIDATE_ONLY_NOT_DEMAND	NO_COMPETITOR_CLAIM_PROMOTED_TO_OCTOPORT_FACT	R5 structured collection evidence. Identity kind=ARTICLE. Tags=ozon,аудит магазина,маркетплейсы,продажи,селлер,оптимизация карточек. Full page body was not retained; wording remains competitor evidence and not demand evidence.
M4B1R5P01905	M4B1R5U01905	R5_LOSSLESS_PUBLIC_COLLECTION	M4B1R5U01905	REG051	Uniseller	RECURRING_PRODUCT_VENDOR	https://uniseller.io/blog/7-priznakov-chto-ozon-magazin-teryaet-dengi	2026-09-21T13:27:14.781Z	ARTICLE_GUIDE	7 признаков, что Ozon-магазин теряет деньги: когда пора на аудит	Продажи есть, а прибыли нет? Разбираем 7 сигналов, что ваш магазин на Ozon работает в минус, и объясняем, как аудит помогает найти и устрани	NOT_EXTRACTED_IN_BOUNDED_R5_COLLECTION_CAPTURE	OFFICIAL_COLLECTION_CARD_TITLE_OBSERVED	UNISELLER > BLOG	OZON | GENERIC_MARKETPLACE	NOT_OBSERVED_IN_BOUNDED_COLLECTION_CAPTURE	CANDIDATE_TOPIC_FROM_PUBLIC_COLLECTION: 7 признаков, что Ozon-магазин теряет деньги: когда пора на аудит	NOT_OBSERVED_IN_BOUNDED_COLLECTION_CAPTURE	COMPETITOR_PAGE_ONLY; NO OCTOPORT CAPABILITY CLAIM PROMOTED	COMPETITOR_PAGE_ONLY; NO OCTOPORT ACTION BOUNDARY PROMOTED	NOT_EXTRACTED_IN_BOUNDED_R5_COLLECTION_CAPTURE	NOT_EXTRACTED_IN_BOUNDED_R5_COLLECTION_CAPTURE	NOT_EXTRACTED_IN_BOUNDED_R5_COLLECTION_CAPTURE	NOT_EXTRACTED_IN_BOUNDED_R5_COLLECTION_CAPTURE	NOT_EXTRACTED_IN_BOUNDED_R5_COLLECTION_CAPTURE	19 августа 2026	DISCOVERED_VIA_COMPLETE_PUBLIC_COLLECTION_DOM	NOT_CHECKED_IN_BOUNDED_R5_COLLECTION_CAPTURE	https://uniseller.io/blog/7-priznakov-chto-ozon-magazin-teryaet-dengi	MEDIUM_STRUCTURED_COLLECTION_CARD_CAPTURE	CANDIDATE_ONLY_NOT_DEMAND	NO_COMPETITOR_CLAIM_PROMOTED_TO_OCTOPORT_FACT	R5 structured collection evidence. Identity kind=ARTICLE. Tags=маркетплейсы,ozon,аудит,продажи,селлер,налоги,фнс,акции,товары,сервисы. Full page body was not retained; wording remains competitor evidence and not demand evidence.
M4B1R5P01906	M4B1R5U01906	R5_LOSSLESS_PUBLIC_COLLECTION	M4B1R5U01906	REG051	Uniseller	RECURRING_PRODUCT_VENDOR	https://uniseller.io/blog/kofe-kak-drayver-trafika-diksi	2026-09-21T13:27:14.781Z	ARTICLE_GUIDE	Кофе как драйвер трафика: как «Дикси» строит сервис с инженерным подходом	«Дикси» за год нарастила продажи кофе более чем на 300% и планирует расширить сеть кофе-поинтов до 1800 магазинов. Разбираем, как ритейлеру	NOT_EXTRACTED_IN_BOUNDED_R5_COLLECTION_CAPTURE	OFFICIAL_COLLECTION_CARD_TITLE_OBSERVED	UNISELLER > BLOG	WILDBERRIES | OZON | GENERIC_MARKETPLACE	NOT_OBSERVED_IN_BOUNDED_COLLECTION_CAPTURE	CANDIDATE_TOPIC_FROM_PUBLIC_COLLECTION: Кофе как драйвер трафика: как «Дикси» строит сервис с инженерным подходом	NOT_OBSERVED_IN_BOUNDED_COLLECTION_CAPTURE	COMPETITOR_PAGE_ONLY; NO OCTOPORT CAPABILITY CLAIM PROMOTED	COMPETITOR_PAGE_ONLY; NO OCTOPORT ACTION BOUNDARY PROMOTED	NOT_EXTRACTED_IN_BOUNDED_R5_COLLECTION_CAPTURE	NOT_EXTRACTED_IN_BOUNDED_R5_COLLECTION_CAPTURE	NOT_EXTRACTED_IN_BOUNDED_R5_COLLECTION_CAPTURE	NOT_EXTRACTED_IN_BOUNDED_R5_COLLECTION_CAPTURE	NOT_EXTRACTED_IN_BOUNDED_R5_COLLECTION_CAPTURE	19 августа 2026	DISCOVERED_VIA_COMPLETE_PUBLIC_COLLECTION_DOM	NOT_CHECKED_IN_BOUNDED_R5_COLLECTION_CAPTURE	https://uniseller.io/blog/kofe-kak-drayver-trafika-diksi	MEDIUM_STRUCTURED_COLLECTION_CARD_CAPTURE	CANDIDATE_ONLY_NOT_DEMAND	NO_COMPETITOR_CLAIM_PROMOTED_TO_OCTOPORT_FACT	R5 structured collection evidence. Identity kind=ARTICLE. Tags=дикси,кофе-поинт,ритейл,продажи,маркетплейсы,wildberries,ozon. Full page body was not retained; wording remains competitor evidence and not demand evidence.
M4B1R5P01907	M4B1R5U01907	R5_LOSSLESS_PUBLIC_COLLECTION	M4B1R5U01907	REG051	Uniseller	RECURRING_PRODUCT_VENDOR	https://uniseller.io/blog/yunit-ekonomika-dlya-sellerov	2026-09-21T13:27:14.781Z	ARTICLE_GUIDE	Юнит-экономика для селлеров: как считать прибыль, а не просто оборот	Оборот в 10 млн рублей — это ещё не успех. Разбираемся, как юнит-экономика помогает селлерам на маркетплейсах видеть реальную прибыль, наход	NOT_EXTRACTED_IN_BOUNDED_R5_COLLECTION_CAPTURE	OFFICIAL_COLLECTION_CARD_TITLE_OBSERVED	UNISELLER > BLOG	GENERIC_MARKETPLACE	NOT_OBSERVED_IN_BOUNDED_COLLECTION_CAPTURE	CANDIDATE_TOPIC_FROM_PUBLIC_COLLECTION: Юнит-экономика для селлеров: как считать прибыль, а не просто оборот	NOT_OBSERVED_IN_BOUNDED_COLLECTION_CAPTURE	COMPETITOR_PAGE_ONLY; NO OCTOPORT CAPABILITY CLAIM PROMOTED	COMPETITOR_PAGE_ONLY; NO OCTOPORT ACTION BOUNDARY PROMOTED	NOT_EXTRACTED_IN_BOUNDED_R5_COLLECTION_CAPTURE	NOT_EXTRACTED_IN_BOUNDED_R5_COLLECTION_CAPTURE	NOT_EXTRACTED_IN_BOUNDED_R5_COLLECTION_CAPTURE	NOT_EXTRACTED_IN_BOUNDED_R5_COLLECTION_CAPTURE	NOT_EXTRACTED_IN_BOUNDED_R5_COLLECTION_CAPTURE	19 августа 2026	DISCOVERED_VIA_COMPLETE_PUBLIC_COLLECTION_DOM	NOT_CHECKED_IN_BOUNDED_R5_COLLECTION_CAPTURE	https://uniseller.io/blog/yunit-ekonomika-dlya-sellerov	MEDIUM_STRUCTURED_COLLECTION_CARD_CAPTURE	CANDIDATE_ONLY_NOT_DEMAND	NO_COMPETITOR_CLAIM_PROMOTED_TO_OCTOPORT_FACT	R5 structured collection evidence. Identity kind=ARTICLE. Tags=NONE_OBSERVED. Full page body was not retained; wording remains competitor evidence and not demand evidence.
M4B1R5P01908	M4B1R5U01908	R5_LOSSLESS_PUBLIC_COLLECTION	M4B1R5U01908	REG051	Uniseller	RECURRING_PRODUCT_VENDOR	https://uniseller.io/blog/kakie-vidzhety-rabotayut-luchshe-vsego	2026-09-21T13:27:14.781Z	ARTICLE_GUIDE	Какие виджеты реально приносят заявки: разбор данных Envybox	Виджеты обратной связи — не роскошь, а инструмент, который может удвоить конверсию. Разбираем, какие из них действительно работают в 2026 го	NOT_EXTRACTED_IN_BOUNDED_R5_COLLECTION_CAPTURE	OFFICIAL_COLLECTION_CARD_TITLE_OBSERVED	UNISELLER > BLOG	WILDBERRIES | OZON | GENERIC_MARKETPLACE	NOT_OBSERVED_IN_BOUNDED_COLLECTION_CAPTURE	CANDIDATE_TOPIC_FROM_PUBLIC_COLLECTION: Какие виджеты реально приносят заявки: разбор данных Envybox	NOT_OBSERVED_IN_BOUNDED_COLLECTION_CAPTURE	COMPETITOR_PAGE_ONLY; NO OCTOPORT CAPABILITY CLAIM PROMOTED	COMPETITOR_PAGE_ONLY; NO OCTOPORT ACTION BOUNDARY PROMOTED	NOT_EXTRACTED_IN_BOUNDED_R5_COLLECTION_CAPTURE	NOT_EXTRACTED_IN_BOUNDED_R5_COLLECTION_CAPTURE	NOT_EXTRACTED_IN_BOUNDED_R5_COLLECTION_CAPTURE	NOT_EXTRACTED_IN_BOUNDED_R5_COLLECTION_CAPTURE	NOT_EXTRACTED_IN_BOUNDED_R5_COLLECTION_CAPTURE	19 августа 2026	DISCOVERED_VIA_COMPLETE_PUBLIC_COLLECTION_DOM	NOT_CHECKED_IN_BOUNDED_R5_COLLECTION_CAPTURE	https://uniseller.io/blog/kakie-vidzhety-rabotayut-luchshe-vsego	MEDIUM_STRUCTURED_COLLECTION_CARD_CAPTURE	CANDIDATE_ONLY_NOT_DEMAND	NO_COMPETITOR_CLAIM_PROMOTED_TO_OCTOPORT_FACT	R5 structured collection evidence. Identity kind=ARTICLE. Tags=маркетплейсы,wildberries,ozon,продажи,селлер,виджеты,конверсия,envybox. Full page body was not retained; wording remains competitor evidence and not demand evidence.
M4B1R5P01909	M4B1R5U01909	R5_LOSSLESS_PUBLIC_COLLECTION	M4B1R5U01909	REG051	Uniseller	RECURRING_PRODUCT_VENDOR	https://uniseller.io/blog/skvoznaya-analitika-dlya-sellerov	2026-09-21T13:27:14.781Z	ARTICLE_GUIDE	Сквозная аналитика для селлеров: зачем она нужна и как её внедрить	Разбираемся, что такое сквозная аналитика, как она помогает селлерам на маркетплейсах видеть полную картину продаж и почему без неё сложно м	NOT_EXTRACTED_IN_BOUNDED_R5_COLLECTION_CAPTURE	OFFICIAL_COLLECTION_CARD_TITLE_OBSERVED	UNISELLER > BLOG	WILDBERRIES | OZON | YANDEX_MARKET | GENERIC_MARKETPLACE	NOT_OBSERVED_IN_BOUNDED_COLLECTION_CAPTURE	CANDIDATE_TOPIC_FROM_PUBLIC_COLLECTION: Сквозная аналитика для селлеров: зачем она нужна и как её внедрить	NOT_OBSERVED_IN_BOUNDED_COLLECTION_CAPTURE	COMPETITOR_PAGE_ONLY; NO OCTOPORT CAPABILITY CLAIM PROMOTED	COMPETITOR_PAGE_ONLY; NO OCTOPORT ACTION BOUNDARY PROMOTED	NOT_EXTRACTED_IN_BOUNDED_R5_COLLECTION_CAPTURE	NOT_EXTRACTED_IN_BOUNDED_R5_COLLECTION_CAPTURE	NOT_EXTRACTED_IN_BOUNDED_R5_COLLECTION_CAPTURE	NOT_EXTRACTED_IN_BOUNDED_R5_COLLECTION_CAPTURE	NOT_EXTRACTED_IN_BOUNDED_R5_COLLECTION_CAPTURE	19 августа 2026	DISCOVERED_VIA_COMPLETE_PUBLIC_COLLECTION_DOM	NOT_CHECKED_IN_BOUNDED_R5_COLLECTION_CAPTURE	https://uniseller.io/blog/skvoznaya-analitika-dlya-sellerov	MEDIUM_STRUCTURED_COLLECTION_CARD_CAPTURE	CANDIDATE_ONLY_NOT_DEMAND	NO_COMPETITOR_CLAIM_PROMOTED_TO_OCTOPORT_FACT	R5 structured collection evidence. Identity kind=ARTICLE. Tags=сквозная аналитика,маркетплейсы,wildberries,ozon,яндекс маркет,продажи,селлер,реклама. Full page body was not retained; wording remains competitor evidence and not demand evidence.
