case_id	m5_hypothesis_id	cluster_id	semantic_identity_id	current_query_id	link_basis	link_evidence	baseline_owner_state	baseline_page_role_state	current_material_hold_degree	diagnostic_relevance	evidence_refs	m10d_case_outcome	cluster_effect_class	causal_rationale	m11_constraint	evidence_refs
M10BCASE_d3950384418e3bbd	M5H00023	M9CL_e5b4c116e46d3dab	M8SID_f56a9426dbf7f0a2	M9BRQ_021_f56a9426dbf7f0a2	DEFENSIBLE_TASK_SCOPE_LINK	Exact accepted material M10A pair M9PAIR_63c99829e2abe2fa connects the direct anchor M9CL_ed2d7aae5a2e620a to compatible bounded task M9CL_e5b4c116e46d3dab; OWNED_VS_EXTERNAL_ANALYTICS uncertainty names this task/page-role distinction.	HOLD_NO_SEARCH_ONLY_OWNER	HOLD_NOT_AUTHORIZED_BY_SEARCH_ONLY_BASELINE	24	Adjacent unresolved M10A boundary for сервис аналитика маркетплейсов бесплатно, without changing task/marketplace/product fit.	docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CANNIBALIZATION_BOUNDARY.tsv#M9PAIR_63c99829e2abe2fa | docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CLUSTER_PAGE_IA_BASELINE.tsv#M9CL_e5b4c116e46d3dab | docs/seo/work_return/M5_AI_DIAGNOSTIC_HYPOTHESIS_REGISTER_2026-09-23_R1/M5_AI_DIAGNOSTIC_HYPOTHESIS_REGISTER.tsv#M5H00023	HOLD	PRESERVE	Adjacent сервис аналитика маркетплейсов бесплатно: M10B links this adjacent task, but the exact AI prompt tested сервис аналитики маркетплейсов; no direct target-specific evidence for сервис аналитика маркетплейсов бесплатно. Comparative services combine seller metrics and external intelligence	No case-specific causal effect on this linked target; keep immutable Search-only HOLD.	docs/seo/evidence/m10c/M10C_CASE08_SNAPSHOT01_SEARCH_RESULT_V1.json@57cb5ac41bf5955edb9bc176faa52c5c02b3aa11 | docs/seo/evidence/m10c/M10C_CASE08_SNAPSHOT02_SEARCH_RESULT_V1.json@bb1e0c425733ebb0991a3cd298dabe3676af940a | docs/seo/M10C_CASE08_TERMINAL_CLOSURE_2026-09-24_R1.md@4b34f2b307328df405803f7f08506ece482f725d | docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CLUSTER_PAGE_IA_BASELINE.tsv#M9CL_e5b4c116e46d3dab
M10BCASE_d3950384418e3bbd	M5H00023	M9CL_d9c788dddddda566	M8SID_9ebe0f620e9744e6	M9BRQ_024_9ebe0f620e9744e6	DEFENSIBLE_TASK_SCOPE_LINK	Exact accepted material M10A pair M9PAIR_6c27e57fddaa0baf connects the direct anchor M9CL_ed2d7aae5a2e620a to compatible bounded task M9CL_d9c788dddddda566; OWNED_VS_EXTERNAL_ANALYTICS uncertainty names this task/page-role distinction.	HOLD_NO_SEARCH_ONLY_OWNER	HOLD_NOT_AUTHORIZED_BY_SEARCH_ONLY_BASELINE	17	Adjacent unresolved M10A boundary for аналитика маркетплейсов лучшие сервисы, without changing task/marketplace/product fit.	docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CANNIBALIZATION_BOUNDARY.tsv#M9PAIR_6c27e57fddaa0baf | docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CLUSTER_PAGE_IA_BASELINE.tsv#M9CL_d9c788dddddda566 | docs/seo/work_return/M5_AI_DIAGNOSTIC_HYPOTHESIS_REGISTER_2026-09-23_R1/M5_AI_DIAGNOSTIC_HYPOTHESIS_REGISTER.tsv#M5H00023	HOLD	PRESERVE	Adjacent аналитика маркетплейсов лучшие сервисы: M10B links this adjacent task, but the exact AI prompt tested сервис аналитики маркетплейсов; no direct target-specific evidence for аналитика маркетплейсов лучшие сервисы. Comparative services combine seller metrics and external intelligence	No case-specific causal effect on this linked target; keep immutable Search-only HOLD.	docs/seo/evidence/m10c/M10C_CASE08_SNAPSHOT01_SEARCH_RESULT_V1.json@57cb5ac41bf5955edb9bc176faa52c5c02b3aa11 | docs/seo/evidence/m10c/M10C_CASE08_SNAPSHOT02_SEARCH_RESULT_V1.json@bb1e0c425733ebb0991a3cd298dabe3676af940a | docs/seo/M10C_CASE08_TERMINAL_CLOSURE_2026-09-24_R1.md@4b34f2b307328df405803f7f08506ece482f725d | docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CLUSTER_PAGE_IA_BASELINE.tsv#M9CL_d9c788dddddda566
M10BCASE_d3950384418e3bbd	M5H00023	M9CL_db048338baaeca8c	M8SID_3584fdc5b76fc551	M4QR2Q00027	DEFENSIBLE_TASK_SCOPE_LINK	Exact accepted material M10A pair M9PAIR_770f86b30fb49b82 connects the direct anchor M9CL_ed2d7aae5a2e620a to compatible bounded task M9CL_db048338baaeca8c; OWNED_VS_EXTERNAL_ANALYTICS uncertainty names this task/page-role distinction.	HOLD_NO_SEARCH_ONLY_OWNER	HOLD_NOT_AUTHORIZED_BY_SEARCH_ONLY_BASELINE	39	Adjacent unresolved M10A boundary for ии для аналитики маркетплейсов, without changing task/marketplace/product fit.	docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CANNIBALIZATION_BOUNDARY.tsv#M9PAIR_770f86b30fb49b82 | docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CLUSTER_PAGE_IA_BASELINE.tsv#M9CL_db048338baaeca8c | docs/seo/work_return/M5_AI_DIAGNOSTIC_HYPOTHESIS_REGISTER_2026-09-23_R1/M5_AI_DIAGNOSTIC_HYPOTHESIS_REGISTER.tsv#M5H00023	HOLD	PRESERVE	Adjacent ии для аналитики маркетплейсов: M10B links this adjacent task, but the exact AI prompt tested сервис аналитики маркетплейсов; no direct target-specific evidence for ии для аналитики маркетплейсов. Comparative services combine seller metrics and external intelligence	No case-specific causal effect on this linked target; keep immutable Search-only HOLD.	docs/seo/evidence/m10c/M10C_CASE08_SNAPSHOT01_SEARCH_RESULT_V1.json@57cb5ac41bf5955edb9bc176faa52c5c02b3aa11 | docs/seo/evidence/m10c/M10C_CASE08_SNAPSHOT02_SEARCH_RESULT_V1.json@bb1e0c425733ebb0991a3cd298dabe3676af940a | docs/seo/M10C_CASE08_TERMINAL_CLOSURE_2026-09-24_R1.md@4b34f2b307328df405803f7f08506ece482f725d | docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CLUSTER_PAGE_IA_BASELINE.tsv#M9CL_db048338baaeca8c
M10BCASE_d3950384418e3bbd	M5H00023	M9CL_c02ee193ae04ebad	M8SID_50ea99098ca3f75a	M9BRQ_017_50ea99098ca3f75a	DEFENSIBLE_TASK_SCOPE_LINK	Exact accepted material M10A pair M9PAIR_7adfbdf17bbc1c0e connects the direct anchor M9CL_ed2d7aae5a2e620a to compatible bounded task M9CL_c02ee193ae04ebad; OWNED_VS_EXTERNAL_ANALYTICS uncertainty names this task/page-role distinction.	HOLD_NO_SEARCH_ONLY_OWNER	HOLD_NOT_AUTHORIZED_BY_SEARCH_ONLY_BASELINE	25	Adjacent unresolved M10A boundary for бесплатная аналитика маркетплейсов расширение, without changing task/marketplace/product fit.	docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CANNIBALIZATION_BOUNDARY.tsv#M9PAIR_7adfbdf17bbc1c0e | docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CLUSTER_PAGE_IA_BASELINE.tsv#M9CL_c02ee193ae04ebad | docs/seo/work_return/M5_AI_DIAGNOSTIC_HYPOTHESIS_REGISTER_2026-09-23_R1/M5_AI_DIAGNOSTIC_HYPOTHESIS_REGISTER.tsv#M5H00023	HOLD	PRESERVE	Adjacent бесплатная аналитика маркетплейсов расширение: M10B links this adjacent task, but the exact AI prompt tested сервис аналитики маркетплейсов; no direct target-specific evidence for бесплатная аналитика маркетплейсов расширение. Comparative services combine seller metrics and external intelligence	No case-specific causal effect on this linked target; keep immutable Search-only HOLD.	docs/seo/evidence/m10c/M10C_CASE08_SNAPSHOT01_SEARCH_RESULT_V1.json@57cb5ac41bf5955edb9bc176faa52c5c02b3aa11 | docs/seo/evidence/m10c/M10C_CASE08_SNAPSHOT02_SEARCH_RESULT_V1.json@bb1e0c425733ebb0991a3cd298dabe3676af940a | docs/seo/M10C_CASE08_TERMINAL_CLOSURE_2026-09-24_R1.md@4b34f2b307328df405803f7f08506ece482f725d | docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CLUSTER_PAGE_IA_BASELINE.tsv#M9CL_c02ee193ae04ebad
M10BCASE_d3950384418e3bbd	M5H00023	M9CL_d3c8e648c51f98ec	M8SID_6abd740c63a2528a	M9BRQ_018_6abd740c63a2528a	DEFENSIBLE_TASK_SCOPE_LINK	Exact accepted material M10A pair M9PAIR_8232394063376d75 connects the direct anchor M9CL_ed2d7aae5a2e620a to compatible bounded task M9CL_d3c8e648c51f98ec; OWNED_VS_EXTERNAL_ANALYTICS uncertainty names this task/page-role distinction.	HOLD_NO_SEARCH_ONLY_OWNER	HOLD_NOT_AUTHORIZED_BY_SEARCH_ONLY_BASELINE	25	Adjacent unresolved M10A boundary for аналитика маркетплейсов сервис, without changing task/marketplace/product fit.	docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CANNIBALIZATION_BOUNDARY.tsv#M9PAIR_8232394063376d75 | docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CLUSTER_PAGE_IA_BASELINE.tsv#M9CL_d3c8e648c51f98ec | docs/seo/work_return/M5_AI_DIAGNOSTIC_HYPOTHESIS_REGISTER_2026-09-23_R1/M5_AI_DIAGNOSTIC_HYPOTHESIS_REGISTER.tsv#M5H00023	HOLD	PRESERVE	Adjacent аналитика маркетплейсов сервис: M10B links this adjacent task, but the exact AI prompt tested сервис аналитики маркетплейсов; no direct target-specific evidence for аналитика маркетплейсов сервис. Comparative services combine seller metrics and external intelligence	No case-specific causal effect on this linked target; keep immutable Search-only HOLD.	docs/seo/evidence/m10c/M10C_CASE08_SNAPSHOT01_SEARCH_RESULT_V1.json@57cb5ac41bf5955edb9bc176faa52c5c02b3aa11 | docs/seo/evidence/m10c/M10C_CASE08_SNAPSHOT02_SEARCH_RESULT_V1.json@bb1e0c425733ebb0991a3cd298dabe3676af940a | docs/seo/M10C_CASE08_TERMINAL_CLOSURE_2026-09-24_R1.md@4b34f2b307328df405803f7f08506ece482f725d | docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CLUSTER_PAGE_IA_BASELINE.tsv#M9CL_d3c8e648c51f98ec
M10BCASE_d3950384418e3bbd	M5H00023	M9CL_c8ef71d4b04d08cf	M8SID_f1b688e71eecda16	M9BRQ_020_f1b688e71eecda16	DEFENSIBLE_TASK_SCOPE_LINK	Exact accepted material M10A pair M9PAIR_829df6a430a4a492 connects the direct anchor M9CL_ed2d7aae5a2e620a to compatible bounded task M9CL_c8ef71d4b04d08cf; OWNED_VS_EXTERNAL_ANALYTICS uncertainty names this task/page-role distinction.	HOLD_NO_SEARCH_ONLY_OWNER	HOLD_NOT_AUTHORIZED_BY_SEARCH_ONLY_BASELINE	24	Adjacent unresolved M10A boundary for программы аналитика маркетплейсов, without changing task/marketplace/product fit.	docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CANNIBALIZATION_BOUNDARY.tsv#M9PAIR_829df6a430a4a492 | docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CLUSTER_PAGE_IA_BASELINE.tsv#M9CL_c8ef71d4b04d08cf | docs/seo/work_return/M5_AI_DIAGNOSTIC_HYPOTHESIS_REGISTER_2026-09-23_R1/M5_AI_DIAGNOSTIC_HYPOTHESIS_REGISTER.tsv#M5H00023	HOLD	PRESERVE	Adjacent программы аналитика маркетплейсов: M10B links this adjacent task, but the exact AI prompt tested сервис аналитики маркетплейсов; no direct target-specific evidence for программы аналитика маркетплейсов. Comparative services combine seller metrics and external intelligence	No case-specific causal effect on this linked target; keep immutable Search-only HOLD.	docs/seo/evidence/m10c/M10C_CASE08_SNAPSHOT01_SEARCH_RESULT_V1.json@57cb5ac41bf5955edb9bc176faa52c5c02b3aa11 | docs/seo/evidence/m10c/M10C_CASE08_SNAPSHOT02_SEARCH_RESULT_V1.json@bb1e0c425733ebb0991a3cd298dabe3676af940a | docs/seo/M10C_CASE08_TERMINAL_CLOSURE_2026-09-24_R1.md@4b34f2b307328df405803f7f08506ece482f725d | docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CLUSTER_PAGE_IA_BASELINE.tsv#M9CL_c8ef71d4b04d08cf
M10BCASE_d3950384418e3bbd	M5H00023	M9CL_ad507c7fc3cfea7a	M8SID_fb4d67f1c380d11c	M9BRW2Q_002_fb4d67f1c380d11c	DEFENSIBLE_TASK_SCOPE_LINK	Exact accepted material M10A pair M9PAIR_ab516c4aea68b7ec connects the direct anchor M9CL_ed2d7aae5a2e620a to compatible bounded task M9CL_ad507c7fc3cfea7a; OWNED_VS_EXTERNAL_ANALYTICS uncertainty names this task/page-role distinction.	HOLD_NO_SEARCH_ONLY_OWNER	HOLD_NOT_AUTHORIZED_BY_SEARCH_ONLY_BASELINE	17	Adjacent unresolved M10A boundary for аналитика маркетплейсов топ сервисов, without changing task/marketplace/product fit.	docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CANNIBALIZATION_BOUNDARY.tsv#M9PAIR_ab516c4aea68b7ec | docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CLUSTER_PAGE_IA_BASELINE.tsv#M9CL_ad507c7fc3cfea7a | docs/seo/work_return/M5_AI_DIAGNOSTIC_HYPOTHESIS_REGISTER_2026-09-23_R1/M5_AI_DIAGNOSTIC_HYPOTHESIS_REGISTER.tsv#M5H00023	HOLD	PRESERVE	Adjacent аналитика маркетплейсов топ сервисов: M10B links this adjacent task, but the exact AI prompt tested сервис аналитики маркетплейсов; no direct target-specific evidence for аналитика маркетплейсов топ сервисов. Comparative services combine seller metrics and external intelligence	No case-specific causal effect on this linked target; keep immutable Search-only HOLD.	docs/seo/evidence/m10c/M10C_CASE08_SNAPSHOT01_SEARCH_RESULT_V1.json@57cb5ac41bf5955edb9bc176faa52c5c02b3aa11 | docs/seo/evidence/m10c/M10C_CASE08_SNAPSHOT02_SEARCH_RESULT_V1.json@bb1e0c425733ebb0991a3cd298dabe3676af940a | docs/seo/M10C_CASE08_TERMINAL_CLOSURE_2026-09-24_R1.md@4b34f2b307328df405803f7f08506ece482f725d | docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CLUSTER_PAGE_IA_BASELINE.tsv#M9CL_ad507c7fc3cfea7a
M10BCASE_d3950384418e3bbd	M5H00023	M9CL_433249de25051688	M8SID_3e26a6dc912542f5	M9BRQ_014_3e26a6dc912542f5	DEFENSIBLE_TASK_SCOPE_LINK	Exact accepted material M10A pair M9PAIR_cb724884bbdc112a connects the direct anchor M9CL_ed2d7aae5a2e620a to compatible bounded task M9CL_433249de25051688; OWNED_VS_EXTERNAL_ANALYTICS uncertainty names this task/page-role distinction.	HOLD_NO_SEARCH_ONLY_OWNER	HOLD_NOT_AUTHORIZED_BY_SEARCH_ONLY_BASELINE	24	Adjacent unresolved M10A boundary for бесплатный сервис аналитики маркетплейсов, without changing task/marketplace/product fit.	docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CANNIBALIZATION_BOUNDARY.tsv#M9PAIR_cb724884bbdc112a | docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CLUSTER_PAGE_IA_BASELINE.tsv#M9CL_433249de25051688 | docs/seo/work_return/M5_AI_DIAGNOSTIC_HYPOTHESIS_REGISTER_2026-09-23_R1/M5_AI_DIAGNOSTIC_HYPOTHESIS_REGISTER.tsv#M5H00023	HOLD	PRESERVE	Adjacent бесплатный сервис аналитики маркетплейсов: M10B links this adjacent task, but the exact AI prompt tested сервис аналитики маркетплейсов; no direct target-specific evidence for бесплатный сервис аналитики маркетплейсов. Comparative services combine seller metrics and external intelligence	No case-specific causal effect on this linked target; keep immutable Search-only HOLD.	docs/seo/evidence/m10c/M10C_CASE08_SNAPSHOT01_SEARCH_RESULT_V1.json@57cb5ac41bf5955edb9bc176faa52c5c02b3aa11 | docs/seo/evidence/m10c/M10C_CASE08_SNAPSHOT02_SEARCH_RESULT_V1.json@bb1e0c425733ebb0991a3cd298dabe3676af940a | docs/seo/M10C_CASE08_TERMINAL_CLOSURE_2026-09-24_R1.md@4b34f2b307328df405803f7f08506ece482f725d | docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CLUSTER_PAGE_IA_BASELINE.tsv#M9CL_433249de25051688
M10BCASE_d3950384418e3bbd	M5H00023	M9CL_9d0077e8f75a1708	M8SID_352b640652184f81	M4QR2Q00041	DEFENSIBLE_TASK_SCOPE_LINK	Exact accepted material M10A pair M9PAIR_d51d94d35e4f74fc connects the direct anchor M9CL_ed2d7aae5a2e620a to compatible bounded task M9CL_9d0077e8f75a1708; OWNED_VS_EXTERNAL_ANALYTICS uncertainty names this task/page-role distinction.	HOLD_NO_SEARCH_ONLY_OWNER	HOLD_NOT_AUTHORIZED_BY_SEARCH_ONLY_BASELINE	22	Adjacent unresolved M10A boundary for расширение для аналитики маркетплейсов, without changing task/marketplace/product fit.	docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CANNIBALIZATION_BOUNDARY.tsv#M9PAIR_d51d94d35e4f74fc | docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CLUSTER_PAGE_IA_BASELINE.tsv#M9CL_9d0077e8f75a1708 | docs/seo/work_return/M5_AI_DIAGNOSTIC_HYPOTHESIS_REGISTER_2026-09-23_R1/M5_AI_DIAGNOSTIC_HYPOTHESIS_REGISTER.tsv#M5H00023	HOLD	PRESERVE	Adjacent расширение для аналитики маркетплейсов: M10B links this adjacent task, but the exact AI prompt tested сервис аналитики маркетплейсов; no direct target-specific evidence for расширение для аналитики маркетплейсов. Comparative services combine seller metrics and external intelligence	No case-specific causal effect on this linked target; keep immutable Search-only HOLD.	docs/seo/evidence/m10c/M10C_CASE08_SNAPSHOT01_SEARCH_RESULT_V1.json@57cb5ac41bf5955edb9bc176faa52c5c02b3aa11 | docs/seo/evidence/m10c/M10C_CASE08_SNAPSHOT02_SEARCH_RESULT_V1.json@bb1e0c425733ebb0991a3cd298dabe3676af940a | docs/seo/M10C_CASE08_TERMINAL_CLOSURE_2026-09-24_R1.md@4b34f2b307328df405803f7f08506ece482f725d | docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CLUSTER_PAGE_IA_BASELINE.tsv#M9CL_9d0077e8f75a1708
M10BCASE_d3950384418e3bbd	M5H00023	M9CL_a2b4ef64efdfb9f6	M8SID_6eb6592464294694	M9BRQ_019_6eb6592464294694	DEFENSIBLE_TASK_SCOPE_LINK	Exact accepted material M10A pair M9PAIR_d916646821308fe0 connects the direct anchor M9CL_ed2d7aae5a2e620a to compatible bounded task M9CL_a2b4ef64efdfb9f6; OWNED_VS_EXTERNAL_ANALYTICS uncertainty names this task/page-role distinction.	HOLD_NO_SEARCH_ONLY_OWNER	HOLD_NOT_AUTHORIZED_BY_SEARCH_ONLY_BASELINE	24	Adjacent unresolved M10A boundary for сервис для аналитики продаж на маркетплейсах, without changing task/marketplace/product fit.	docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CANNIBALIZATION_BOUNDARY.tsv#M9PAIR_d916646821308fe0 | docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CLUSTER_PAGE_IA_BASELINE.tsv#M9CL_a2b4ef64efdfb9f6 | docs/seo/work_return/M5_AI_DIAGNOSTIC_HYPOTHESIS_REGISTER_2026-09-23_R1/M5_AI_DIAGNOSTIC_HYPOTHESIS_REGISTER.tsv#M5H00023	HOLD	PRESERVE	Adjacent сервис для аналитики продаж на маркетплейсах: M10B links this adjacent task, but the exact AI prompt tested сервис аналитики маркетплейсов; no direct target-specific evidence for сервис для аналитики продаж на маркетплейсах. Comparative services combine seller metrics and external intelligence	No case-specific causal effect on this linked target; keep immutable Search-only HOLD.	docs/seo/evidence/m10c/M10C_CASE08_SNAPSHOT01_SEARCH_RESULT_V1.json@57cb5ac41bf5955edb9bc176faa52c5c02b3aa11 | docs/seo/evidence/m10c/M10C_CASE08_SNAPSHOT02_SEARCH_RESULT_V1.json@bb1e0c425733ebb0991a3cd298dabe3676af940a | docs/seo/M10C_CASE08_TERMINAL_CLOSURE_2026-09-24_R1.md@4b34f2b307328df405803f7f08506ece482f725d | docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CLUSTER_PAGE_IA_BASELINE.tsv#M9CL_a2b4ef64efdfb9f6
M10BCASE_d3950384418e3bbd	M5H00023	M9CL_0aed479a81711e7f	M8SID_4ffce42718223241	M9BRQ_016_4ffce42718223241	DEFENSIBLE_TASK_SCOPE_LINK	Exact accepted material M10A pair M9PAIR_d9e043f6da9a7bd5 connects the direct anchor M9CL_ed2d7aae5a2e620a to compatible bounded task M9CL_0aed479a81711e7f; OWNED_VS_EXTERNAL_ANALYTICS uncertainty names this task/page-role distinction.	HOLD_NO_SEARCH_ONLY_OWNER	HOLD_NOT_AUTHORIZED_BY_SEARCH_ONLY_BASELINE	22	Adjacent unresolved M10A boundary for расширение аналитика маркетплейсов, without changing task/marketplace/product fit.	docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CANNIBALIZATION_BOUNDARY.tsv#M9PAIR_d9e043f6da9a7bd5 | docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CLUSTER_PAGE_IA_BASELINE.tsv#M9CL_0aed479a81711e7f | docs/seo/work_return/M5_AI_DIAGNOSTIC_HYPOTHESIS_REGISTER_2026-09-23_R1/M5_AI_DIAGNOSTIC_HYPOTHESIS_REGISTER.tsv#M5H00023	HOLD	PRESERVE	Adjacent расширение аналитика маркетплейсов: M10B links this adjacent task, but the exact AI prompt tested сервис аналитики маркетплейсов; no direct target-specific evidence for расширение аналитика маркетплейсов. Comparative services combine seller metrics and external intelligence	No case-specific causal effect on this linked target; keep immutable Search-only HOLD.	docs/seo/evidence/m10c/M10C_CASE08_SNAPSHOT01_SEARCH_RESULT_V1.json@57cb5ac41bf5955edb9bc176faa52c5c02b3aa11 | docs/seo/evidence/m10c/M10C_CASE08_SNAPSHOT02_SEARCH_RESULT_V1.json@bb1e0c425733ebb0991a3cd298dabe3676af940a | docs/seo/M10C_CASE08_TERMINAL_CLOSURE_2026-09-24_R1.md@4b34f2b307328df405803f7f08506ece482f725d | docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CLUSTER_PAGE_IA_BASELINE.tsv#M9CL_0aed479a81711e7f
M10BCASE_d3950384418e3bbd	M5H00023	M9CL_f2b595fb3a090d8f	M8SID_8332eb45850054b1	M9BRQ_005_8332eb45850054b1	DEFENSIBLE_TASK_SCOPE_LINK	Exact accepted material M10A pair M9PAIR_dcdff2fe306706e2 connects the direct anchor M9CL_ed2d7aae5a2e620a to compatible bounded task M9CL_f2b595fb3a090d8f; OWNED_VS_EXTERNAL_ANALYTICS uncertainty names this task/page-role distinction.	HOLD_NO_SEARCH_ONLY_OWNER	HOLD_NOT_AUTHORIZED_BY_SEARCH_ONLY_BASELINE	39	Adjacent unresolved M10A boundary for ии аналитика маркетплейсов, without changing task/marketplace/product fit.	docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CANNIBALIZATION_BOUNDARY.tsv#M9PAIR_dcdff2fe306706e2 | docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CLUSTER_PAGE_IA_BASELINE.tsv#M9CL_f2b595fb3a090d8f | docs/seo/work_return/M5_AI_DIAGNOSTIC_HYPOTHESIS_REGISTER_2026-09-23_R1/M5_AI_DIAGNOSTIC_HYPOTHESIS_REGISTER.tsv#M5H00023	HOLD	PRESERVE	Adjacent ии аналитика маркетплейсов: M10B links this adjacent task, but the exact AI prompt tested сервис аналитики маркетплейсов; no direct target-specific evidence for ии аналитика маркетплейсов. Comparative services combine seller metrics and external intelligence	No case-specific causal effect on this linked target; keep immutable Search-only HOLD.	docs/seo/evidence/m10c/M10C_CASE08_SNAPSHOT01_SEARCH_RESULT_V1.json@57cb5ac41bf5955edb9bc176faa52c5c02b3aa11 | docs/seo/evidence/m10c/M10C_CASE08_SNAPSHOT02_SEARCH_RESULT_V1.json@bb1e0c425733ebb0991a3cd298dabe3676af940a | docs/seo/M10C_CASE08_TERMINAL_CLOSURE_2026-09-24_R1.md@4b34f2b307328df405803f7f08506ece482f725d | docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CLUSTER_PAGE_IA_BASELINE.tsv#M9CL_f2b595fb3a090d8f
