registry_id	entity_name	candidate_class	registrable_domain	scope_policy	anchors_accounted	r1_inspected_pages	r2_additional_inspected_pages	out_of_scope_count	non_html_count	auth_required_count	not_found_count	execution_environment_failure_count	current_discovered_unique_urls	current_terminal_unique_urls	link_enumeration_residual_pages	primary_public_positioning	user_jobs	marketplace_scope	data_scope	ai_llm_framing	read_analysis_vs_write_automation_framing	integrations	pricing_availability	proof_trust	cta_pattern	content_architecture_pattern	octoport_overlap	octoport_difference	new_candidate_count	residual_count	completion_state	unresolved_reason	r3_new_url_count	r3_new_inspected_pages	r3_execution_environment_failure_count	r3_channel_hold_count	r3_page_surface_completion_state	r3_channel_limitation
REG013	Insales	RECURRING_PRODUCT_VENDOR	insales.ru	EVIDENCE_ANCHORED_RELEVANT_SUBTREE	2/2	11	319	0	0	0	0	1	331	331	0	AD_ANALYTICS_OR_AUTOMATION | PRODUCT_CARD_OR_CONTENT | REVIEWS_SUPPORT | SELLER_ANALYTICS | INTEGRATION_CONNECTION	SELLER_ANALYTICS | REPORTING_FINANCE | AD_ANALYTICS_OR_AUTOMATION | PRODUCT_CARD_OR_CONTENT | SEARCH_OR_NICHE_ANALYTICS | INTEGRATION_CONNECTION | REVIEWS_SUPPORT | INVENTORY_SUPPLY | PRICING_REPRICING | SELLER_PROCEDURAL_HELP | AI_OR_DIGITAL_HELPER	WILDBERRIES | OZON | YANDEX_MARKET | GENERIC_MARKETPLACE	ORDERS | SALES | STOCKS | ADS | REVIEWS | FINANCE | COMPETITOR_OR_NICHE | SEARCH_TERMS	GENERIC_AI	WRITE_OR_AUTOMATION_COMPETITOR_CLAIM | READ_ANALYZE_RECOMMEND_OR_MIXED_COMPETITOR_CLAIM | CREATIVE_GENERATION_COMPETITOR_CLAIM	WILDBERRIES | GENERIC_AI | OZON | YANDEX_MARKET | GENERIC_MARKETPLACE	PUBLIC_PRICE_OR_TRIAL_MENTION	CASES_OR_TESTIMONIALS | API_OR_PARTNER_CLAIM | SECURITY_CLAIM	TRY | REGISTER | BUY_OR_LEAD | CONNECT | DEMO	Accepted anchors plus enumerated same-entity one-hop feature/help/content frontier; R2 recursive depth reached 0	Seller analytics/help/AI/task vocabulary; competitor evidence only	Competitor claims remain separate from Octoport current product truth and read-only launch boundary	0	0	COMPLETE_WITH_INACCESSIBLE_EVIDENCE		320	319	1	0	COMPLETE_WITH_INACCESSIBLE_EVIDENCE	No blocking HOLD; inaccessible evidence, if any, is explicitly separated from site failure.
REG014	Itgalaxy	RECURRING_PRODUCT_VENDOR	itgalaxy.company	EVIDENCE_ANCHORED_RELEVANT_SUBTREE	1/1	4	0	0	1	0	0	0	5	5	0	AD_ANALYTICS_OR_AUTOMATION | AI_OR_DIGITAL_HELPER | INTEGRATION_CONNECTION | REVIEWS_SUPPORT | INVENTORY_SUPPLY	AD_ANALYTICS_OR_AUTOMATION | PRODUCT_CARD_OR_CONTENT | SEARCH_OR_NICHE_ANALYTICS | INTEGRATION_CONNECTION | REVIEWS_SUPPORT | INVENTORY_SUPPLY | PRICING_REPRICING | SELLER_PROCEDURAL_HELP | AI_OR_DIGITAL_HELPER | SELLER_ANALYTICS | REPORTING_FINANCE	WILDBERRIES | OZON | YANDEX_MARKET	STOCKS | ADS | REVIEWS | ORDERS | SALES	AI_AGENT	WRITE_OR_AUTOMATION_COMPETITOR_CLAIM | READ_ANALYZE_RECOMMEND_OR_MIXED_COMPETITOR_CLAIM	WILDBERRIES | OZON | YANDEX_MARKET | AI_AGENT	NOT_OBSERVED_IN_CAPTURE | PUBLIC_PRICE_OR_TRIAL_MENTION	CASES_OR_TESTIMONIALS | SECURITY_CLAIM	CONNECT	Accepted anchors plus enumerated same-entity one-hop feature/help/content frontier; R2 recursive depth reached 0	Seller analytics/help/AI/task vocabulary; competitor evidence only	Competitor claims remain separate from Octoport current product truth and read-only launch boundary	0	0	COMPLETE_WITH_INACCESSIBLE_EVIDENCE		0	0	0	1	HOLD	Canonical channel remains unresolved; the exact basis is preserved above. URL-level discoveries are nevertheless terminal.
REG015	Jafo	RECURRING_PRODUCT_VENDOR	jafo.ru	EVIDENCE_ANCHORED_RELEVANT_SUBTREE	4/4	5	0	0	0	0	0	0	5	5	0	AD_ANALYTICS_OR_AUTOMATION | AI_OR_DIGITAL_HELPER | INTEGRATION_CONNECTION | INVENTORY_SUPPLY | PRICING_REPRICING	SELLER_ANALYTICS | REPORTING_FINANCE | AD_ANALYTICS_OR_AUTOMATION | PRODUCT_CARD_OR_CONTENT | SEARCH_OR_NICHE_ANALYTICS | INTEGRATION_CONNECTION | REVIEWS_SUPPORT | INVENTORY_SUPPLY | PRICING_REPRICING | AI_OR_DIGITAL_HELPER | SELLER_PROCEDURAL_HELP	WILDBERRIES | OZON	ORDERS | SALES | STOCKS | ADS | REVIEWS | FINANCE | COMPETITOR_OR_NICHE	AI_AGENT | CHATGPT_OPENAI | CLAUDE	WRITE_OR_AUTOMATION_COMPETITOR_CLAIM | READ_ANALYZE_RECOMMEND_OR_MIXED_COMPETITOR_CLAIM	WILDBERRIES | OZON | AI_AGENT | CHATGPT_OPENAI | CLAUDE	PUBLIC_PRICE_OR_TRIAL_MENTION	API_OR_PARTNER_CLAIM | SECURITY_CLAIM | CASES_OR_TESTIMONIALS	DEMO | TRY | CONNECT | REGISTER | BUY_OR_LEAD	Accepted anchors plus enumerated same-entity one-hop feature/help/content frontier; R2 recursive depth reached 0	Seller analytics/help/AI/task vocabulary; competitor evidence only	Competitor claims remain separate from Octoport current product truth and read-only launch boundary	0	0	COMPLETE_WITH_INACCESSIBLE_EVIDENCE		0	0	0	1	HOLD	Canonical channel remains unresolved; the exact basis is preserved above. URL-level discoveries are nevertheless terminal.
REG016	Jvo	RECURRING_PRODUCT_VENDOR	jvo.ru	THEME_SCOPED_PUBLIC_TAXONOMY	2/2	2	19	7	0	1	0	0	29	29	17	AD_ANALYTICS_OR_AUTOMATION | AI_OR_DIGITAL_HELPER | INVENTORY_SUPPLY | PRICING_REPRICING | PRODUCT_CARD_OR_CONTENT	SELLER_ANALYTICS | AD_ANALYTICS_OR_AUTOMATION | PRODUCT_CARD_OR_CONTENT | REVIEWS_SUPPORT | INVENTORY_SUPPLY | PRICING_REPRICING | SELLER_PROCEDURAL_HELP | AI_OR_DIGITAL_HELPER | REPORTING_FINANCE | INTEGRATION_CONNECTION | SEARCH_OR_NICHE_ANALYTICS | NOT_OBSERVED_IN_CAPTURE	WILDBERRIES | OZON | GENERIC_MARKETPLACE | NOT_OBSERVED_IN_CAPTURE | YANDEX_MARKET	SALES | ADS | REVIEWS | STOCKS | COMPETITOR_OR_NICHE | SEARCH_TERMS | NOT_OBSERVED_IN_CAPTURE | FINANCE | ORDERS	AI_AGENT | ALICE | AI_AGENT_OR_ASSISTANT | NOT_OBSERVED_IN_CAPTURE	READ_ANALYZE_RECOMMEND_OR_MIXED_COMPETITOR_CLAIM | WRITE_OR_AUTOMATION_COMPETITOR_CLAIM	WILDBERRIES | OZON | AI_AGENT | ALICE | AI_AGENT_OR_ASSISTANT | GENERIC_MARKETPLACE | NOT_OBSERVED_IN_CAPTURE | YANDEX_MARKET	PUBLIC_PRICE_OR_TRIAL_MENTION | NOT_OBSERVED_IN_CAPTURE	CASES_OR_TESTIMONIALS | API_OR_PARTNER_CLAIM | NOT_OBSERVED_IN_CAPTURE	DEMO | REGISTER | TRY | BUY_OR_LEAD | CONNECT | NOT_OBSERVED_IN_CAPTURE	Accepted anchors captured; same-entity navigation enumeration requires recovery; R2 recursive depth reached 2	Seller analytics/help/AI/task vocabulary; competitor evidence only	Competitor claims remain separate from Octoport current product truth and read-only launch boundary	50	0	COMPLETE_WITH_INACCESSIBLE_EVIDENCE		0	0	0	1	HOLD	Canonical channel remains unresolved; the exact basis is preserved above. URL-level discoveries are nevertheless terminal.
REG018	Kt Team	RELEVANT_ONE_OFF_PRODUCT_VENDOR	kt-team.ru	EVIDENCE_ANCHORED_RELEVANT_SUBTREE	1/1	1	29	92	0	0	0	0	122	122	27	AD_ANALYTICS_OR_AUTOMATION | AI_OR_DIGITAL_HELPER | INTEGRATION_CONNECTION | INVENTORY_SUPPLY | PRICING_REPRICING	SELLER_ANALYTICS | REPORTING_FINANCE | AD_ANALYTICS_OR_AUTOMATION | PRODUCT_CARD_OR_CONTENT | SEARCH_OR_NICHE_ANALYTICS | INTEGRATION_CONNECTION | REVIEWS_SUPPORT | INVENTORY_SUPPLY | PRICING_REPRICING | SELLER_PROCEDURAL_HELP | AI_OR_DIGITAL_HELPER | NOT_OBSERVED_IN_CAPTURE	WILDBERRIES | OZON | YANDEX_MARKET | NOT_OBSERVED_IN_CAPTURE	ORDERS | SALES | STOCKS | ADS | REVIEWS | COMPETITOR_OR_NICHE | NOT_OBSERVED_IN_CAPTURE | FINANCE	CLAUDE | AI_AGENT | AI_AGENT_OR_ASSISTANT | NOT_OBSERVED_IN_CAPTURE	WRITE_OR_AUTOMATION_COMPETITOR_CLAIM | READ_ANALYZE_RECOMMEND_OR_MIXED_COMPETITOR_CLAIM	WILDBERRIES | OZON | YANDEX_MARKET | CLAUDE | AI_AGENT | AI_AGENT_OR_ASSISTANT | NOT_OBSERVED_IN_CAPTURE	NOT_OBSERVED_IN_CAPTURE | PUBLIC_PRICE_OR_TRIAL_MENTION	CASES_OR_TESTIMONIALS | SECURITY_CLAIM | API_OR_PARTNER_CLAIM | NOT_OBSERVED_IN_CAPTURE	CONNECT | NOT_OBSERVED_IN_CAPTURE	Accepted anchors captured; same-entity navigation enumeration requires recovery; R2 recursive depth reached 2	Seller analytics/help/AI/task vocabulary; competitor evidence only	Competitor claims remain separate from Octoport current product truth and read-only launch boundary	42	0	COMPLETE_WITH_INACCESSIBLE_EVIDENCE		0	0	0	0	COMPLETE_WITH_INACCESSIBLE_EVIDENCE	No blocking HOLD; inaccessible evidence, if any, is explicitly separated from site failure.
REG019	Legasoft	RECURRING_PRODUCT_VENDOR	legasoft.ru	EVIDENCE_ANCHORED_RELEVANT_SUBTREE	2/2	2	3	40	0	1	0	0	48	48	1	AD_ANALYTICS_OR_AUTOMATION | AI_OR_DIGITAL_HELPER | INTEGRATION_CONNECTION | INVENTORY_SUPPLY | PRICING_REPRICING	SELLER_ANALYTICS | REPORTING_FINANCE | AD_ANALYTICS_OR_AUTOMATION | PRODUCT_CARD_OR_CONTENT | INTEGRATION_CONNECTION | REVIEWS_SUPPORT | INVENTORY_SUPPLY | PRICING_REPRICING | SELLER_PROCEDURAL_HELP | AI_OR_DIGITAL_HELPER | SEARCH_OR_NICHE_ANALYTICS | NOT_OBSERVED_IN_CAPTURE	WILDBERRIES | OZON | NOT_OBSERVED_IN_CAPTURE	ORDERS | SALES | STOCKS | ADS | REVIEWS | SEARCH_TERMS | FINANCE | COMPETITOR_OR_NICHE | NOT_OBSERVED_IN_CAPTURE	CHATGPT_OPENAI | NOT_OBSERVED_IN_CAPTURE	WRITE_OR_AUTOMATION_COMPETITOR_CLAIM | CREATIVE_GENERATION_COMPETITOR_CLAIM | READ_ANALYZE_RECOMMEND_OR_MIXED_COMPETITOR_CLAIM	WILDBERRIES | CHATGPT_OPENAI | OZON | NOT_OBSERVED_IN_CAPTURE	PUBLIC_PRICE_OR_TRIAL_MENTION | NOT_OBSERVED_IN_CAPTURE	CASES_OR_TESTIMONIALS | SECURITY_CLAIM | NOT_OBSERVED_IN_CAPTURE | API_OR_PARTNER_CLAIM	REGISTER | BUY_OR_LEAD | CONNECT | DEMO | TRY | NOT_OBSERVED_IN_CAPTURE	Accepted anchors captured; same-entity navigation enumeration requires recovery; R2 recursive depth reached 2	Seller analytics/help/AI/task vocabulary; competitor evidence only	Competitor claims remain separate from Octoport current product truth and read-only launch boundary	3	0	COMPLETE_WITH_INACCESSIBLE_EVIDENCE		0	0	0	1	HOLD	Canonical channel remains unresolved; the exact basis is preserved above. URL-level discoveries are nevertheless terminal.
REG020	Limescope	RECURRING_PRODUCT_VENDOR	limescope.ru	THEME_SCOPED_PUBLIC_TAXONOMY	1/1	1	10	2	0	0	0	0	13	13	10	AD_ANALYTICS_OR_AUTOMATION | AI_OR_DIGITAL_HELPER | INTEGRATION_CONNECTION | INVENTORY_SUPPLY | PRICING_REPRICING	SELLER_ANALYTICS | REPORTING_FINANCE | AD_ANALYTICS_OR_AUTOMATION | PRODUCT_CARD_OR_CONTENT | INTEGRATION_CONNECTION | INVENTORY_SUPPLY | PRICING_REPRICING | SELLER_PROCEDURAL_HELP | AI_OR_DIGITAL_HELPER | NOT_OBSERVED_IN_CAPTURE	WILDBERRIES | OZON | YANDEX_MARKET | NOT_OBSERVED_IN_CAPTURE | GENERIC_MARKETPLACE	ORDERS | SALES | STOCKS | ADS | FINANCE | NOT_OBSERVED_IN_CAPTURE	NOT_OBSERVED_IN_CAPTURE	READ_ANALYZE_RECOMMEND_OR_MIXED_COMPETITOR_CLAIM	WILDBERRIES | OZON | YANDEX_MARKET | NOT_OBSERVED_IN_CAPTURE | GENERIC_MARKETPLACE	PUBLIC_PRICE_OR_TRIAL_MENTION | NOT_OBSERVED_IN_CAPTURE	SECURITY_CLAIM | NOT_OBSERVED_IN_CAPTURE	TRY | REGISTER | CONNECT | NOT_OBSERVED_IN_CAPTURE	Accepted anchors captured; same-entity navigation enumeration requires recovery; R2 recursive depth reached 0	Seller analytics/help/AI/task vocabulary; competitor evidence only	Competitor claims remain separate from Octoport current product truth and read-only launch boundary	12	0	COMPLETE_WITH_INACCESSIBLE_EVIDENCE		0	0	0	1	HOLD	Canonical channel remains unresolved; the exact basis is preserved above. URL-level discoveries are nevertheless terminal.
REG021	Marketaut	RECURRING_PRODUCT_VENDOR	marketaut.ru	THEME_SCOPED_PUBLIC_TAXONOMY	1/1	1	3	2	0	2	0	0	8	8	2	AD_ANALYTICS_OR_AUTOMATION | AI_OR_DIGITAL_HELPER | INTEGRATION_CONNECTION | PRICING_REPRICING | REPORTING_FINANCE	REPORTING_FINANCE | AD_ANALYTICS_OR_AUTOMATION | INTEGRATION_CONNECTION | REVIEWS_SUPPORT | PRICING_REPRICING | AI_OR_DIGITAL_HELPER | NOT_OBSERVED_IN_CAPTURE	WILDBERRIES | OZON | NOT_OBSERVED_IN_CAPTURE	NOT_OBSERVED_IN_CAPTURE	CHATGPT_OPENAI | CLAUDE | AI_AGENT | NOT_OBSERVED_IN_CAPTURE	READ_ANALYZE_RECOMMEND_OR_MIXED_COMPETITOR_CLAIM	WILDBERRIES | OZON | CHATGPT_OPENAI | CLAUDE | AI_AGENT | NOT_OBSERVED_IN_CAPTURE	PUBLIC_PRICE_OR_TRIAL_MENTION | NOT_OBSERVED_IN_CAPTURE	NOT_OBSERVED_IN_CAPTURE	NOT_OBSERVED_IN_CAPTURE	Accepted anchors captured; same-entity navigation enumeration requires recovery; R2 recursive depth reached 0	Seller analytics/help/AI/task vocabulary; competitor evidence only	Competitor claims remain separate from Octoport current product truth and read-only launch boundary	0	0	COMPLETE_WITH_INACCESSIBLE_EVIDENCE		0	0	0	1	HOLD	Canonical channel remains unresolved; the exact basis is preserved above. URL-level discoveries are nevertheless terminal.
REG022	Marpla	RECURRING_PRODUCT_VENDOR	marpla.ru	THEME_SCOPED_PUBLIC_TAXONOMY	4/4	3	13	10	0	4	0	0	30	30	12	AD_ANALYTICS_OR_AUTOMATION | PRICING_REPRICING | PRODUCT_CARD_OR_CONTENT | REVIEWS_SUPPORT | SEARCH_OR_NICHE_ANALYTICS	SELLER_ANALYTICS | AD_ANALYTICS_OR_AUTOMATION | PRODUCT_CARD_OR_CONTENT | SEARCH_OR_NICHE_ANALYTICS | REVIEWS_SUPPORT | PRICING_REPRICING | REPORTING_FINANCE | INTEGRATION_CONNECTION | INVENTORY_SUPPLY | SELLER_PROCEDURAL_HELP | AI_OR_DIGITAL_HELPER | NOT_OBSERVED_IN_CAPTURE	WILDBERRIES | OZON | NOT_OBSERVED_IN_CAPTURE	ORDERS | SALES | ADS | REVIEWS | SEARCH_TERMS | COMPETITOR_OR_NICHE | STOCKS | FINANCE | NOT_OBSERVED_IN_CAPTURE	NOT_OBSERVED_IN_CAPTURE	WRITE_OR_AUTOMATION_COMPETITOR_CLAIM | READ_ANALYZE_RECOMMEND_OR_MIXED_COMPETITOR_CLAIM	WILDBERRIES | OZON | NOT_OBSERVED_IN_CAPTURE	PUBLIC_PRICE_OR_TRIAL_MENTION | NOT_OBSERVED_IN_CAPTURE	CASES_OR_TESTIMONIALS | API_OR_PARTNER_CLAIM | NOT_OBSERVED_IN_CAPTURE | SECURITY_CLAIM	REGISTER | BUY_OR_LEAD | DEMO | CONNECT | NOT_OBSERVED_IN_CAPTURE | TRY | DOWNLOAD	Accepted anchors captured; same-entity navigation enumeration requires recovery; R2 recursive depth reached 1	Seller analytics/help/AI/task vocabulary; competitor evidence only	Competitor claims remain separate from Octoport current product truth and read-only launch boundary	26	0	COMPLETE_WITH_INACCESSIBLE_EVIDENCE		0	0	0	1	HOLD	Canonical channel remains unresolved; the exact basis is preserved above. URL-level discoveries are nevertheless terminal.
REG023	Mayak	RECURRING_PRODUCT_VENDOR	mayak.bz	THEME_SCOPED_PUBLIC_TAXONOMY	1/1	25	7	3	0	3	1	0	39	39	1	AD_ANALYTICS_OR_AUTOMATION | INVENTORY_SUPPLY | PRICING_REPRICING | PRODUCT_CARD_OR_CONTENT | REVIEWS_SUPPORT	SELLER_ANALYTICS | REPORTING_FINANCE | AD_ANALYTICS_OR_AUTOMATION | PRODUCT_CARD_OR_CONTENT | SEARCH_OR_NICHE_ANALYTICS | REVIEWS_SUPPORT | INVENTORY_SUPPLY | PRICING_REPRICING | SELLER_PROCEDURAL_HELP | AI_OR_DIGITAL_HELPER | INTEGRATION_CONNECTION | NOT_OBSERVED_IN_CAPTURE	WILDBERRIES | OZON | YANDEX_MARKET | NOT_OBSERVED_IN_CAPTURE	SALES | STOCKS | ADS | REVIEWS | FINANCE | COMPETITOR_OR_NICHE | ORDERS | SEARCH_TERMS | NOT_OBSERVED_IN_CAPTURE	GENERIC_AI | CHATGPT_OPENAI | NOT_OBSERVED_IN_CAPTURE	WRITE_OR_AUTOMATION_COMPETITOR_CLAIM | READ_ANALYZE_RECOMMEND_OR_MIXED_COMPETITOR_CLAIM	WILDBERRIES | OZON | YANDEX_MARKET | GENERIC_AI | CHATGPT_OPENAI | NOT_OBSERVED_IN_CAPTURE	PUBLIC_PRICE_OR_TRIAL_MENTION | NOT_OBSERVED_IN_CAPTURE	CASES_OR_TESTIMONIALS | API_OR_PARTNER_CLAIM | SECURITY_CLAIM | NOT_OBSERVED_IN_CAPTURE	TRY | REGISTER | DEMO | BUY_OR_LEAD | CONNECT | NOT_OBSERVED_IN_CAPTURE	Accepted anchors plus enumerated same-entity one-hop feature/help/content frontier; R2 recursive depth reached 1	Seller analytics/help/AI/task vocabulary; competitor evidence only	Competitor claims remain separate from Octoport current product truth and read-only launch boundary	18	0	COMPLETE_WITH_INACCESSIBLE_EVIDENCE		0	0	0	1	HOLD	Canonical channel remains unresolved; the exact basis is preserved above. URL-level discoveries are nevertheless terminal.
REG024	Moysklad	RECURRING_PRODUCT_VENDOR	moysklad.ru	EVIDENCE_ANCHORED_RELEVANT_SUBTREE	4/4	3	30	67	20	1	1	3	135	135	17	AD_ANALYTICS_OR_AUTOMATION | INTEGRATION_CONNECTION | INVENTORY_SUPPLY | PRICING_REPRICING | PRODUCT_CARD_OR_CONTENT	SELLER_ANALYTICS | REPORTING_FINANCE | AD_ANALYTICS_OR_AUTOMATION | PRODUCT_CARD_OR_CONTENT | SEARCH_OR_NICHE_ANALYTICS | INTEGRATION_CONNECTION | REVIEWS_SUPPORT | INVENTORY_SUPPLY | PRICING_REPRICING | SELLER_PROCEDURAL_HELP | AI_OR_DIGITAL_HELPER | NOT_OBSERVED_IN_CAPTURE	WILDBERRIES | OZON | YANDEX_MARKET | GENERIC_MARKETPLACE | NOT_OBSERVED_IN_CAPTURE	ORDERS | SALES | STOCKS | ADS | REVIEWS | SEARCH_TERMS | FINANCE | COMPETITOR_OR_NICHE | NOT_OBSERVED_IN_CAPTURE	CHATGPT_OPENAI | NOT_OBSERVED_IN_CAPTURE | AI_AGENT_OR_ASSISTANT	WRITE_OR_AUTOMATION_COMPETITOR_CLAIM | READ_ANALYZE_RECOMMEND_OR_MIXED_COMPETITOR_CLAIM	WILDBERRIES | OZON | YANDEX_MARKET | CHATGPT_OPENAI | GENERIC_MARKETPLACE | AI_AGENT_OR_ASSISTANT | NOT_OBSERVED_IN_CAPTURE	PUBLIC_PRICE_OR_TRIAL_MENTION | NOT_OBSERVED_IN_CAPTURE	CASES_OR_TESTIMONIALS | API_OR_PARTNER_CLAIM | SECURITY_CLAIM | NOT_OBSERVED_IN_CAPTURE	TRY | BUY_OR_LEAD | CONNECT | REGISTER | DEMO | NOT_OBSERVED_IN_CAPTURE	Accepted anchors captured; same-entity navigation enumeration requires recovery; R2 recursive depth reached 2	Seller analytics/help/AI/task vocabulary; competitor evidence only	Competitor claims remain separate from Octoport current product truth and read-only launch boundary	35	0	COMPLETE_WITH_INACCESSIBLE_EVIDENCE		12	11	1	1	HOLD	Canonical channel remains unresolved; the exact basis is preserved above. URL-level discoveries are nevertheless terminal.
REG025	Mpboost	RECURRING_PRODUCT_VENDOR	mpboost.pro	THEME_SCOPED_PUBLIC_TAXONOMY	1/1	1	1	0	8	1	0	0	11	11	1	AD_ANALYTICS_OR_AUTOMATION | INVENTORY_SUPPLY | PRICING_REPRICING | PRODUCT_CARD_OR_CONTENT | REPORTING_FINANCE	SELLER_ANALYTICS | REPORTING_FINANCE | AD_ANALYTICS_OR_AUTOMATION | PRODUCT_CARD_OR_CONTENT | SEARCH_OR_NICHE_ANALYTICS | REVIEWS_SUPPORT | INVENTORY_SUPPLY | PRICING_REPRICING | NOT_OBSERVED_IN_CAPTURE	WILDBERRIES | OZON | GENERIC_MARKETPLACE	SALES | STOCKS | ADS | REVIEWS | SEARCH_TERMS | FINANCE | COMPETITOR_OR_NICHE | NOT_OBSERVED_IN_CAPTURE	NOT_OBSERVED_IN_CAPTURE	WRITE_OR_AUTOMATION_COMPETITOR_CLAIM | READ_ANALYZE_RECOMMEND_OR_MIXED_COMPETITOR_CLAIM	WILDBERRIES | OZON | GENERIC_MARKETPLACE	PUBLIC_PRICE_OR_TRIAL_MENTION | NOT_OBSERVED_IN_CAPTURE	CASES_OR_TESTIMONIALS | API_OR_PARTNER_CLAIM | NOT_OBSERVED_IN_CAPTURE	REGISTER | NOT_OBSERVED_IN_CAPTURE	Accepted anchors captured; same-entity navigation enumeration requires recovery; R2 recursive depth reached 0	Seller analytics/help/AI/task vocabulary; competitor evidence only	Competitor claims remain separate from Octoport current product truth and read-only launch boundary	0	0	COMPLETE		0	0	0	1	HOLD	Canonical channel remains unresolved; the exact basis is preserved above. URL-level discoveries are nevertheless terminal.
REG026	Mpfact	RECURRING_PRODUCT_VENDOR	mpfact.ru	THEME_SCOPED_PUBLIC_TAXONOMY	1/1	1	10	6	0	2	0	0	19	19	4	AD_ANALYTICS_OR_AUTOMATION | INTEGRATION_CONNECTION | INVENTORY_SUPPLY | PRICING_REPRICING | REPORTING_FINANCE	SELLER_ANALYTICS | REPORTING_FINANCE | AD_ANALYTICS_OR_AUTOMATION | SEARCH_OR_NICHE_ANALYTICS | INTEGRATION_CONNECTION | REVIEWS_SUPPORT | INVENTORY_SUPPLY | PRICING_REPRICING | SELLER_PROCEDURAL_HELP | NOT_OBSERVED_IN_CAPTURE	WILDBERRIES | OZON | NOT_OBSERVED_IN_CAPTURE | GENERIC_MARKETPLACE	ORDERS | SALES | STOCKS | ADS | REVIEWS | FINANCE | COMPETITOR_OR_NICHE | NOT_OBSERVED_IN_CAPTURE	NOT_OBSERVED_IN_CAPTURE	READ_ANALYZE_RECOMMEND_OR_MIXED_COMPETITOR_CLAIM	WILDBERRIES | OZON | NOT_OBSERVED_IN_CAPTURE | GENERIC_MARKETPLACE	PUBLIC_PRICE_OR_TRIAL_MENTION | NOT_OBSERVED_IN_CAPTURE	SECURITY_CLAIM | NOT_OBSERVED_IN_CAPTURE	TRY | REGISTER | BUY_OR_LEAD | CONNECT | NOT_OBSERVED_IN_CAPTURE	Accepted anchors captured; same-entity navigation enumeration requires recovery; R2 recursive depth reached 2	Seller analytics/help/AI/task vocabulary; competitor evidence only	Competitor claims remain separate from Octoport current product truth and read-only launch boundary	20	0	COMPLETE_WITH_INACCESSIBLE_EVIDENCE		0	0	0	1	HOLD	Canonical channel remains unresolved; the exact basis is preserved above. URL-level discoveries are nevertheless terminal.
REG027	Mpmgr	RECURRING_PRODUCT_VENDOR	mpmgr.ru	THEME_SCOPED_PUBLIC_TAXONOMY	5/5	5	52	6	0	2	0	0	65	65	50	AD_ANALYTICS_OR_AUTOMATION | AI_OR_DIGITAL_HELPER | INTEGRATION_CONNECTION | INVENTORY_SUPPLY | PRICING_REPRICING	SELLER_ANALYTICS | REPORTING_FINANCE | AD_ANALYTICS_OR_AUTOMATION | PRODUCT_CARD_OR_CONTENT | INTEGRATION_CONNECTION | REVIEWS_SUPPORT | INVENTORY_SUPPLY | PRICING_REPRICING | SELLER_PROCEDURAL_HELP | AI_OR_DIGITAL_HELPER | SEARCH_OR_NICHE_ANALYTICS | NOT_OBSERVED_IN_CAPTURE	WILDBERRIES | OZON | YANDEX_MARKET | GENERIC_MARKETPLACE | NOT_OBSERVED_IN_CAPTURE	ORDERS | SALES | STOCKS | ADS | REVIEWS | FINANCE | COMPETITOR_OR_NICHE | SEARCH_TERMS | NOT_OBSERVED_IN_CAPTURE	AI_AGENT | CHATGPT_OPENAI | CLAUDE | AI_AGENT_OR_ASSISTANT | ALICE | NOT_OBSERVED_IN_CAPTURE	WRITE_OR_AUTOMATION_COMPETITOR_CLAIM | READ_ANALYZE_RECOMMEND_OR_MIXED_COMPETITOR_CLAIM	WILDBERRIES | OZON | YANDEX_MARKET | AI_AGENT | CHATGPT_OPENAI | CLAUDE | AI_AGENT_OR_ASSISTANT | ALICE | GENERIC_MARKETPLACE | NOT_OBSERVED_IN_CAPTURE	PUBLIC_PRICE_OR_TRIAL_MENTION | NOT_OBSERVED_IN_CAPTURE	CASES_OR_TESTIMONIALS | API_OR_PARTNER_CLAIM | SECURITY_CLAIM | NOT_OBSERVED_IN_CAPTURE	DEMO | TRY | REGISTER | CONNECT | BUY_OR_LEAD | NOT_OBSERVED_IN_CAPTURE	Accepted anchors captured; same-entity navigation enumeration requires recovery; R2 recursive depth reached 2	Seller analytics/help/AI/task vocabulary; competitor evidence only	Competitor claims remain separate from Octoport current product truth and read-only launch boundary	120	0	COMPLETE_WITH_INACCESSIBLE_EVIDENCE		0	0	0	2	HOLD	Canonical channel remains unresolved; the exact basis is preserved above. URL-level discoveries are nevertheless terminal.
