registry_id	entity_name	candidate_class	registrable_domain	scope_policy	anchors_status	primary_nav_taxonomy_status	breadcrumb_local_subtree_status	sitemap_status	sitemap_basis	pagination_status	pagination_basis	current_1612_urls_for_entity	r3_new_url_count	r3_new_inspected_count	inaccessible_count	blocking_hold_count	page_surface_completion_state	limitation_notes
REG013	Insales	RECURRING_PRODUCT_VENDOR	insales.ru	EVIDENCE_ANCHORED_RELEVANT_SUBTREE	COMPLETE	COMPLETE	COMPLETE	ACCESS_BLOCKED	Public sitemap existence or declaration observed, but XML body could not be rendered or read by the execution environment; no site-unavailable inference.	COMPLETE	All 30 marketplace-tag pages enumerated; 410 occurrences reconciled to 294 unique article URLs.	11	320	319	1	0	COMPLETE_WITH_INACCESSIBLE_EVIDENCE	All canonical channel states are terminal. ACCESS_BLOCKED records an execution/environment limitation and does not assert site or endpoint absence.
REG014	Itgalaxy	RECURRING_PRODUCT_VENDOR	itgalaxy.company	EVIDENCE_ANCHORED_RELEVANT_SUBTREE	COMPLETE	COMPLETE	COMPLETE	ACCESS_BLOCKED	R4 reused accepted R3 observations and applied bounded exact checks of /robots.txt, /sitemap.xml, and /sitemap_index.xml. No trustworthy XML body was readable because the execution environment returned ERR_BLOCKED_BY_CLIENT, timeout, a home/404 shell, unsupported XML in the exact reader, or another tool-level limitation. Terminal ACCESS_BLOCKED; sitemap nonexistence is not inferred.	NOT_APPLICABLE	Accepted R1/R2 navigation and taxonomy evidence plus a narrow current collection check showed no sequential pagination or stable load-more requiring enumeration.	5	0	0	0	0	COMPLETE_WITH_INACCESSIBLE_EVIDENCE	All canonical channel states are terminal. ACCESS_BLOCKED records an execution/environment limitation and does not assert site or endpoint absence.
REG015	Jafo	RECURRING_PRODUCT_VENDOR	jafo.ru	EVIDENCE_ANCHORED_RELEVANT_SUBTREE	COMPLETE	COMPLETE	COMPLETE	ACCESS_BLOCKED	R4 reused accepted R3 observations and applied bounded exact checks of /robots.txt, /sitemap.xml, and /sitemap_index.xml. No trustworthy XML body was readable because the execution environment returned ERR_BLOCKED_BY_CLIENT, timeout, a home/404 shell, unsupported XML in the exact reader, or another tool-level limitation. Terminal ACCESS_BLOCKED; sitemap nonexistence is not inferred.	NOT_APPLICABLE	Accepted R1/R2 navigation and taxonomy evidence plus a narrow current collection check showed no sequential pagination or stable load-more requiring enumeration.	5	0	0	0	0	COMPLETE_WITH_INACCESSIBLE_EVIDENCE	All canonical channel states are terminal. ACCESS_BLOCKED records an execution/environment limitation and does not assert site or endpoint absence.
REG016	Jvo	RECURRING_PRODUCT_VENDOR	jvo.ru	THEME_SCOPED_PUBLIC_TAXONOMY	COMPLETE	COMPLETE	NOT_APPLICABLE	ACCESS_BLOCKED	R4 reused accepted R3 observations and applied bounded exact checks of /robots.txt, /sitemap.xml, and /sitemap_index.xml. No trustworthy XML body was readable because the execution environment returned ERR_BLOCKED_BY_CLIENT, timeout, a home/404 shell, unsupported XML in the exact reader, or another tool-level limitation. Terminal ACCESS_BLOCKED; sitemap nonexistence is not inferred.	NOT_APPLICABLE	Accepted R1/R2 navigation and taxonomy evidence plus a narrow current collection check showed no sequential pagination or stable load-more requiring enumeration.	29	0	0	0	0	COMPLETE_WITH_INACCESSIBLE_EVIDENCE	All canonical channel states are terminal. ACCESS_BLOCKED records an execution/environment limitation and does not assert site or endpoint absence.
REG018	Kt Team	RELEVANT_ONE_OFF_PRODUCT_VENDOR	kt-team.ru	EVIDENCE_ANCHORED_RELEVANT_SUBTREE	COMPLETE	COMPLETE	COMPLETE	ACCESS_BLOCKED	Public sitemap existence or declaration observed, but XML body could not be rendered or read by the execution environment; no site-unavailable inference.	UNSCOPABLE_WITH_REASON	Relevant AI-list URL redirected to the broad 19-page corporate blog; importing all pages would violate the frozen subtree boundary.	122	0	0	0	0	COMPLETE_WITH_INACCESSIBLE_EVIDENCE	All canonical channel states are terminal. ACCESS_BLOCKED records an execution/environment limitation and does not assert site or endpoint absence.
REG019	Legasoft	RECURRING_PRODUCT_VENDOR	legasoft.ru	EVIDENCE_ANCHORED_RELEVANT_SUBTREE	COMPLETE	COMPLETE	COMPLETE	ACCESS_BLOCKED	R4 reused accepted R3 observations and applied bounded exact checks of /robots.txt, /sitemap.xml, and /sitemap_index.xml. No trustworthy XML body was readable because the execution environment returned ERR_BLOCKED_BY_CLIENT, timeout, a home/404 shell, unsupported XML in the exact reader, or another tool-level limitation. Terminal ACCESS_BLOCKED; sitemap nonexistence is not inferred.	NOT_APPLICABLE	Accepted R1/R2 navigation and taxonomy evidence plus a narrow current collection check showed no sequential pagination or stable load-more requiring enumeration.	48	0	0	0	0	COMPLETE_WITH_INACCESSIBLE_EVIDENCE	All canonical channel states are terminal. ACCESS_BLOCKED records an execution/environment limitation and does not assert site or endpoint absence.
REG020	Limescope	RECURRING_PRODUCT_VENDOR	limescope.ru	THEME_SCOPED_PUBLIC_TAXONOMY	COMPLETE	COMPLETE	NOT_APPLICABLE	ACCESS_BLOCKED	R4 reused accepted R3 observations and applied bounded exact checks of /robots.txt, /sitemap.xml, and /sitemap_index.xml. No trustworthy XML body was readable because the execution environment returned ERR_BLOCKED_BY_CLIENT, timeout, a home/404 shell, unsupported XML in the exact reader, or another tool-level limitation. Terminal ACCESS_BLOCKED; sitemap nonexistence is not inferred.	NOT_APPLICABLE	Accepted R1/R2 navigation and taxonomy evidence plus a narrow current collection check showed no sequential pagination or stable load-more requiring enumeration.	13	0	0	0	0	COMPLETE_WITH_INACCESSIBLE_EVIDENCE	All canonical channel states are terminal. ACCESS_BLOCKED records an execution/environment limitation and does not assert site or endpoint absence.
REG021	Marketaut	RECURRING_PRODUCT_VENDOR	marketaut.ru	THEME_SCOPED_PUBLIC_TAXONOMY	COMPLETE	COMPLETE	NOT_APPLICABLE	ACCESS_BLOCKED	R4 reused accepted R3 observations and applied bounded exact checks of /robots.txt, /sitemap.xml, and /sitemap_index.xml. No trustworthy XML body was readable because the execution environment returned ERR_BLOCKED_BY_CLIENT, timeout, a home/404 shell, unsupported XML in the exact reader, or another tool-level limitation. Terminal ACCESS_BLOCKED; sitemap nonexistence is not inferred.	NOT_APPLICABLE	Accepted R1/R2 navigation and taxonomy evidence plus a narrow current collection check showed no sequential pagination or stable load-more requiring enumeration.	8	0	0	0	0	COMPLETE_WITH_INACCESSIBLE_EVIDENCE	All canonical channel states are terminal. ACCESS_BLOCKED records an execution/environment limitation and does not assert site or endpoint absence.
REG022	Marpla	RECURRING_PRODUCT_VENDOR	marpla.ru	THEME_SCOPED_PUBLIC_TAXONOMY	COMPLETE	COMPLETE	NOT_APPLICABLE	ACCESS_BLOCKED	R4 reused accepted R3 observations and applied bounded exact checks of /robots.txt, /sitemap.xml, and /sitemap_index.xml. No trustworthy XML body was readable because the execution environment returned ERR_BLOCKED_BY_CLIENT, timeout, a home/404 shell, unsupported XML in the exact reader, or another tool-level limitation. Terminal ACCESS_BLOCKED; sitemap nonexistence is not inferred.	NOT_APPLICABLE	Accepted R1/R2 navigation and taxonomy evidence plus a narrow current collection check showed no sequential pagination or stable load-more requiring enumeration.	30	0	0	0	0	COMPLETE_WITH_INACCESSIBLE_EVIDENCE	All canonical channel states are terminal. ACCESS_BLOCKED records an execution/environment limitation and does not assert site or endpoint absence.
REG023	Mayak	RECURRING_PRODUCT_VENDOR	mayak.bz	THEME_SCOPED_PUBLIC_TAXONOMY	COMPLETE	COMPLETE	NOT_APPLICABLE	ACCESS_BLOCKED	R4 reused accepted R3 observations and applied bounded exact checks of /robots.txt, /sitemap.xml, and /sitemap_index.xml. No trustworthy XML body was readable because the execution environment returned ERR_BLOCKED_BY_CLIENT, timeout, a home/404 shell, unsupported XML in the exact reader, or another tool-level limitation. Terminal ACCESS_BLOCKED; sitemap nonexistence is not inferred.	NOT_APPLICABLE	Accepted R1/R2 navigation and taxonomy evidence plus a narrow current collection check showed no sequential pagination or stable load-more requiring enumeration.	39	0	0	0	0	COMPLETE_WITH_INACCESSIBLE_EVIDENCE	All canonical channel states are terminal. ACCESS_BLOCKED records an execution/environment limitation and does not assert site or endpoint absence.
REG024	Moysklad	RECURRING_PRODUCT_VENDOR	moysklad.ru	EVIDENCE_ANCHORED_RELEVANT_SUBTREE	COMPLETE	COMPLETE	COMPLETE	UNSCOPABLE_WITH_REASON	Public broad-domain sitemap index observed; it cannot be deterministically scoped to the frozen marketplace-help subtree without whole-domain import.	ACCESS_BLOCKED	R4 followed the public load-more chain from the accepted collection root through PAGEN_1=2, then discovered PAGEN_1=3 and PAGEN_1=4. Page 4 remained readable but its load-more control self-looped and exposed no deterministic next state. Ten new identities were terminalized; the residual collection mechanism is terminal ACCESS_BLOCKED.	113	12	11	3	0	COMPLETE_WITH_INACCESSIBLE_EVIDENCE	All canonical channel states are terminal. ACCESS_BLOCKED records an execution/environment limitation and does not assert site or endpoint absence.
REG025	Mpboost	RECURRING_PRODUCT_VENDOR	mpboost.pro	THEME_SCOPED_PUBLIC_TAXONOMY	COMPLETE	COMPLETE	NOT_APPLICABLE	NOT_FOUND	R4 bounded exact checks of /robots.txt, /sitemap.xml, and /sitemap_index.xml each rendered explicit 404 Not Found evidence. Terminal NOT_FOUND.	NOT_APPLICABLE	Accepted R1/R2 navigation and taxonomy evidence plus a narrow current collection check showed no sequential pagination or stable load-more requiring enumeration.	11	0	0	0	0	COMPLETE	All canonical channel states are terminal; no blocking HOLD remains.
REG026	Mpfact	RECURRING_PRODUCT_VENDOR	mpfact.ru	THEME_SCOPED_PUBLIC_TAXONOMY	COMPLETE	COMPLETE	NOT_APPLICABLE	ACCESS_BLOCKED	R4 reused accepted R3 observations and applied bounded exact checks of /robots.txt, /sitemap.xml, and /sitemap_index.xml. No trustworthy XML body was readable because the execution environment returned ERR_BLOCKED_BY_CLIENT, timeout, a home/404 shell, unsupported XML in the exact reader, or another tool-level limitation. Terminal ACCESS_BLOCKED; sitemap nonexistence is not inferred.	NOT_APPLICABLE	Accepted R1/R2 navigation and taxonomy evidence plus a narrow current collection check showed no sequential pagination or stable load-more requiring enumeration.	19	0	0	0	0	COMPLETE_WITH_INACCESSIBLE_EVIDENCE	All canonical channel states are terminal. ACCESS_BLOCKED records an execution/environment limitation and does not assert site or endpoint absence.
REG027	Mpmgr	RECURRING_PRODUCT_VENDOR	mpmgr.ru	THEME_SCOPED_PUBLIC_TAXONOMY	COMPLETE	COMPLETE	NOT_APPLICABLE	ACCESS_BLOCKED	R4 reused accepted R3 observations and applied bounded exact checks of /robots.txt, /sitemap.xml, and /sitemap_index.xml. No trustworthy XML body was readable because the execution environment returned ERR_BLOCKED_BY_CLIENT, timeout, a home/404 shell, unsupported XML in the exact reader, or another tool-level limitation. Terminal ACCESS_BLOCKED; sitemap nonexistence is not inferred.	ACCESS_BLOCKED	R4 exact recovery of https://mpmgr.ru/blog timed out during navigation. This is an execution-environment limitation and not a factual claim that the public site is unavailable.	65	0	0	0	0	COMPLETE_WITH_INACCESSIBLE_EVIDENCE	All canonical channel states are terminal. ACCESS_BLOCKED records an execution/environment limitation and does not assert site or endpoint absence.
REG028	Mpstats	RECURRING_PRODUCT_VENDOR	mpstats.io	THEME_SCOPED_PUBLIC_TAXONOMY	COMPLETE	COMPLETE	NOT_APPLICABLE	ACCESS_BLOCKED	Public sitemap existence or declaration observed, but XML body could not be rendered or read by the execution environment; no site-unavailable inference.	NOT_APPLICABLE	Accepted R1/R2 navigation and taxonomy evidence plus a narrow current collection check showed no sequential pagination or stable load-more requiring enumeration.	42	0	0	0	0	COMPLETE_WITH_INACCESSIBLE_EVIDENCE	All canonical channel states are terminal. ACCESS_BLOCKED records an execution/environment limitation and does not assert site or endpoint absence.
REG029	Openclaw	RELEVANT_ONE_OFF_PRODUCT_VENDOR	openclaw.ru	EVIDENCE_ANCHORED_RELEVANT_SUBTREE	COMPLETE	COMPLETE	COMPLETE	ACCESS_BLOCKED	R4 reused accepted R3 observations and applied bounded exact checks of /robots.txt, /sitemap.xml, and /sitemap_index.xml. No trustworthy XML body was readable because the execution environment returned ERR_BLOCKED_BY_CLIENT, timeout, a home/404 shell, unsupported XML in the exact reader, or another tool-level limitation. Terminal ACCESS_BLOCKED; sitemap nonexistence is not inferred.	NOT_APPLICABLE	Accepted R1/R2 navigation and taxonomy evidence plus a narrow current collection check showed no sequential pagination or stable load-more requiring enumeration.	8	0	0	0	0	COMPLETE_WITH_INACCESSIBLE_EVIDENCE	All canonical channel states are terminal. ACCESS_BLOCKED records an execution/environment limitation and does not assert site or endpoint absence.
REG031	Promopult	RECURRING_PRODUCT_VENDOR	promopult.ru	EVIDENCE_ANCHORED_RELEVANT_SUBTREE	COMPLETE	COMPLETE	COMPLETE	ACCESS_BLOCKED	Public sitemap existence or declaration observed, but XML body could not be rendered or read by the execution environment; no site-unavailable inference.	NOT_APPLICABLE	Accepted R1/R2 navigation and taxonomy evidence plus a narrow current collection check showed no sequential pagination or stable load-more requiring enumeration.	185	0	0	0	0	COMPLETE_WITH_INACCESSIBLE_EVIDENCE	All canonical channel states are terminal. ACCESS_BLOCKED records an execution/environment limitation and does not assert site or endpoint absence.
REG034	Saintpack	SERVICE_OR_AGENCY	saintpack.ru	EVIDENCE_ANCHORED_RELEVANT_SUBTREE	COMPLETE	COMPLETE	COMPLETE	ACCESS_BLOCKED	R4 reused accepted R3 observations and applied bounded exact checks of /robots.txt, /sitemap.xml, and /sitemap_index.xml. No trustworthy XML body was readable because the execution environment returned ERR_BLOCKED_BY_CLIENT, timeout, a home/404 shell, unsupported XML in the exact reader, or another tool-level limitation. Terminal ACCESS_BLOCKED; sitemap nonexistence is not inferred.	COMPLETE	Explicit rel=next chain closed at page 6; 60 unique article URLs terminalized.	20	65	59	6	0	COMPLETE_WITH_INACCESSIBLE_EVIDENCE	All canonical channel states are terminal. ACCESS_BLOCKED records an execution/environment limitation and does not assert site or endpoint absence.
REG035	Sam X	RELEVANT_ONE_OFF_PRODUCT_VENDOR	sam-x.ru	EVIDENCE_ANCHORED_RELEVANT_SUBTREE	COMPLETE	COMPLETE	COMPLETE	ACCESS_BLOCKED	R4 reused accepted R3 observations and applied bounded exact checks of /robots.txt, /sitemap.xml, and /sitemap_index.xml. No trustworthy XML body was readable because the execution environment returned ERR_BLOCKED_BY_CLIENT, timeout, a home/404 shell, unsupported XML in the exact reader, or another tool-level limitation. Terminal ACCESS_BLOCKED; sitemap nonexistence is not inferred.	NOT_APPLICABLE	Accepted R1/R2 navigation and taxonomy evidence plus a narrow current collection check showed no sequential pagination or stable load-more requiring enumeration.	13	0	0	0	0	COMPLETE_WITH_INACCESSIBLE_EVIDENCE	All canonical channel states are terminal. ACCESS_BLOCKED records an execution/environment limitation and does not assert site or endpoint absence.
REG037	Sellerden	RECURRING_PRODUCT_VENDOR	sellerden.ru	THEME_SCOPED_PUBLIC_TAXONOMY	COMPLETE	COMPLETE	NOT_APPLICABLE	ACCESS_BLOCKED	R4 reused accepted R3 observations and applied bounded exact checks of /robots.txt, /sitemap.xml, and /sitemap_index.xml. No trustworthy XML body was readable because the execution environment returned ERR_BLOCKED_BY_CLIENT, timeout, a home/404 shell, unsupported XML in the exact reader, or another tool-level limitation. Terminal ACCESS_BLOCKED; sitemap nonexistence is not inferred.	ACCESS_BLOCKED	R4 reopened https://sellerden.ru/sellerpanda/faq/. Three public load-more controls were present; a bounded click exposed no new href, left the unique href count at 67, and the controls remained. Existing visible URLs were not replayed.	121	15	10	5	0	COMPLETE_WITH_INACCESSIBLE_EVIDENCE	All canonical channel states are terminal. ACCESS_BLOCKED records an execution/environment limitation and does not assert site or endpoint absence.
REG038	Sellermoon	RECURRING_PRODUCT_VENDOR	sellermoon.ru	THEME_SCOPED_PUBLIC_TAXONOMY	COMPLETE	COMPLETE	NOT_APPLICABLE	ACCESS_BLOCKED	Public sitemap existence or declaration observed, but XML body could not be rendered or read by the execution environment; no site-unavailable inference.	ACCESS_BLOCKED	R4 exact recovery attempts for https://sellermoon.ru/faq and https://sellermoon.ru/wiki both timed out in the execution environment. Existing R3 page evidence was preserved and not replayed.	76	0	0	0	0	COMPLETE_WITH_INACCESSIBLE_EVIDENCE	All canonical channel states are terminal. ACCESS_BLOCKED records an execution/environment limitation and does not assert site or endpoint absence.
REG039	Sellerstats	RELEVANT_ONE_OFF_PRODUCT_VENDOR	sellerstats.ru	THEME_SCOPED_PUBLIC_TAXONOMY	COMPLETE	COMPLETE	NOT_APPLICABLE	ACCESS_BLOCKED	R4 reused accepted R3 observations and applied bounded exact checks of /robots.txt, /sitemap.xml, and /sitemap_index.xml. No trustworthy XML body was readable because the execution environment returned ERR_BLOCKED_BY_CLIENT, timeout, a home/404 shell, unsupported XML in the exact reader, or another tool-level limitation. Terminal ACCESS_BLOCKED; sitemap nonexistence is not inferred.	ACCESS_BLOCKED	R4 exact recovery of https://sellerstats.ru/help/ timed out in the execution environment. Existing accepted evidence was preserved and no site-unavailable inference was made.	18	0	0	0	0	COMPLETE_WITH_INACCESSIBLE_EVIDENCE	All canonical channel states are terminal. ACCESS_BLOCKED records an execution/environment limitation and does not assert site or endpoint absence.
REG040	Sellmonitor	RECURRING_PRODUCT_VENDOR	sellmonitor.com	THEME_SCOPED_PUBLIC_TAXONOMY	COMPLETE	COMPLETE	NOT_APPLICABLE	ACCESS_BLOCKED	R4 reused accepted R3 observations and applied bounded exact checks of /robots.txt, /sitemap.xml, and /sitemap_index.xml. No trustworthy XML body was readable because the execution environment returned ERR_BLOCKED_BY_CLIENT, timeout, a home/404 shell, unsupported XML in the exact reader, or another tool-level limitation. Terminal ACCESS_BLOCKED; sitemap nonexistence is not inferred.	NOT_APPLICABLE	R4 reopened https://sellmonitor.com/blog/: the current collection rendered 67 anchor occurrences and no numbered pager, rel=next, stable next URL, or load-more control. The 30 R3-visible article URLs remain accepted and were not replayed.	29	30	25	5	0	COMPLETE_WITH_INACCESSIBLE_EVIDENCE	All canonical channel states are terminal. ACCESS_BLOCKED records an execution/environment limitation and does not assert site or endpoint absence.
REG041	Sellper	RECURRING_PRODUCT_VENDOR	sellper.ru	THEME_SCOPED_PUBLIC_TAXONOMY	COMPLETE	COMPLETE	NOT_APPLICABLE	ACCESS_BLOCKED	R4 reused accepted R3 observations and applied bounded exact checks of /robots.txt, /sitemap.xml, and /sitemap_index.xml. No trustworthy XML body was readable because the execution environment returned ERR_BLOCKED_BY_CLIENT, timeout, a home/404 shell, unsupported XML in the exact reader, or another tool-level limitation. Terminal ACCESS_BLOCKED; sitemap nonexistence is not inferred.	NOT_APPLICABLE	Accepted R1/R2 navigation and taxonomy evidence plus a narrow current collection check showed no sequential pagination or stable load-more requiring enumeration.	26	0	0	0	0	COMPLETE_WITH_INACCESSIBLE_EVIDENCE	All canonical channel states are terminal. ACCESS_BLOCKED records an execution/environment limitation and does not assert site or endpoint absence.
