cluster_id	cluster_state	semantic_identity_id	canonical_cluster_label	primary_user_job	intent_primary	marketplace_scope	product_fit_boundary	current_search_anchor_state	current_query_id	current_material_hold_degree	supported_merge_degree	search_owner_state	provisional_primary_page_owner	page_role_type	existing_page_relation	planned_page_relation	parent_child_ia_state	internal_link_responsibility_state	cannibalization_boundary_state	carry_forward_state	m10b_reopen_trigger	upstream_refs	claim_boundary
M9CL_a03366ab2f0a93ef	HOLD_CLUSTER_BOUNDARY	M8SID_21a8a6bdb4a71db0	ии агент для селлера	Find a suitable AI assistant for Ozon/WB seller work through an owned web AI	COMMERCIAL_INVESTIGATION	UNSPECIFIED	SUPPORTED_WITH_BOUNDARY; seller-owned permitted data, read-only and no unsupported write-back	CURRENT_EXACT_SERP	M9BRW2Q_005_21a8a6bdb4a71db0	10	0	HOLD_NO_SEARCH_ONLY_OWNER	NONE_HOLD	HOLD_NOT_AUTHORIZED_BY_SEARCH_ONLY_BASELINE	NO_EXISTING_SEARCH_OWNER_ASSIGNED	NO_PLANNED_SEARCH_PAGE_AUTHORIZED	HOLD_NOT_AUTHORIZED	HOLD_NOT_AUTHORIZED	OPEN_MATERIAL_PAGE_BOUNDARIES	CARRY_SEARCH_ONLY_HOLD_TO_M10A	AFTER_M10A_ACCEPTANCE_ONLY: new accepted boundary evidence or causally supported later AI evidence may reopen the Search-only HOLD; no case selected here.	docs/seo/work_return/M9_BOUNDARY_RESOLUTION_FULL_RERUN_2026-09-24_R2/M9_CLUSTER_MASTER.tsv#M9CL_a03366ab2f0a93ef | docs/seo/work_return/M9_BOUNDARY_RESOLUTION_FULL_RERUN_2026-09-24_R2/M9_CLUSTER_MEMBERSHIP.tsv#M8SID_21a8a6bdb4a71db0 | docs/seo/work_return/M9_TERMINAL_HOLD_RECONCILIATION_2026-09-24_R1/M9H_M10A_CARRY_FORWARD.tsv#M9CL_a03366ab2f0a93ef | docs/seo/work_return/M9_TERMINAL_HOLD_RECONCILIATION_2026-09-24_R1/M9H_MATERIAL_HOLD_DISPOSITION.tsv#endpoint:M8SID_21a8a6bdb4a71db0	Search-only HOLD records insufficient owner/page/IA authority; this row is not a final URL, page role, link obligation or selected AI case.
M9CL_994f2db1cb2d47e9	HOLD_CLUSTER_BOUNDARY	M8SID_24825275388a8170	нейросеть для работы с маркетплейсами	Get help understanding daily seller operations from permitted data	MIXED	GENERIC	SUPPORTED_WITH_BOUNDARY; seller-owned permitted data, read-only and no unsupported write-back	CURRENT_EXACT_SERP	M9BRW2Q_003_24825275388a8170	13	1	HOLD_NO_SEARCH_ONLY_OWNER	NONE_HOLD	HOLD_NOT_AUTHORIZED_BY_SEARCH_ONLY_BASELINE	NO_EXISTING_SEARCH_OWNER_ASSIGNED	NO_PLANNED_SEARCH_PAGE_AUTHORIZED	HOLD_NOT_AUTHORIZED	HOLD_NOT_AUTHORIZED	OPEN_MATERIAL_PAGE_BOUNDARIES	CARRY_SEARCH_ONLY_HOLD_TO_M10A	AFTER_M10A_ACCEPTANCE_ONLY: new accepted boundary evidence or causally supported later AI evidence may reopen the Search-only HOLD; no case selected here.	docs/seo/work_return/M9_BOUNDARY_RESOLUTION_FULL_RERUN_2026-09-24_R2/M9_CLUSTER_MASTER.tsv#M9CL_994f2db1cb2d47e9 | docs/seo/work_return/M9_BOUNDARY_RESOLUTION_FULL_RERUN_2026-09-24_R2/M9_CLUSTER_MEMBERSHIP.tsv#M8SID_24825275388a8170 | docs/seo/work_return/M9_TERMINAL_HOLD_RECONCILIATION_2026-09-24_R1/M9H_M10A_CARRY_FORWARD.tsv#M9CL_994f2db1cb2d47e9 | docs/seo/work_return/M9_TERMINAL_HOLD_RECONCILIATION_2026-09-24_R1/M9H_MATERIAL_HOLD_DISPOSITION.tsv#endpoint:M8SID_24825275388a8170	Search-only HOLD records insufficient owner/page/IA authority; this row is not a final URL, page role, link obligation or selected AI case.
M9CL_6bc077568abecff2	HOLD_CLUSTER_BOUNDARY	M8SID_250abbb38cffed7a	Как скачать отчёт о продажах на Wildberries	Read and interpret available seller-owned marketplace reports and metrics	INFORMATIONAL	WILDBERRIES	SUPPORTED_WITH_BOUNDARY; seller-owned permitted data, read-only and no unsupported write-back	CURRENT_EXACT_SERP	M9BRW2Q_012_250abbb38cffed7a	39	0	HOLD_NO_SEARCH_ONLY_OWNER	NONE_HOLD	HOLD_NOT_AUTHORIZED_BY_SEARCH_ONLY_BASELINE	NO_EXISTING_SEARCH_OWNER_ASSIGNED	NO_PLANNED_SEARCH_PAGE_AUTHORIZED	HOLD_NOT_AUTHORIZED	HOLD_NOT_AUTHORIZED	OPEN_MATERIAL_PAGE_BOUNDARIES	CARRY_SEARCH_ONLY_HOLD_TO_M10A	AFTER_M10A_ACCEPTANCE_ONLY: new accepted boundary evidence or causally supported later AI evidence may reopen the Search-only HOLD; no case selected here.	docs/seo/work_return/M9_BOUNDARY_RESOLUTION_FULL_RERUN_2026-09-24_R2/M9_CLUSTER_MASTER.tsv#M9CL_6bc077568abecff2 | docs/seo/work_return/M9_BOUNDARY_RESOLUTION_FULL_RERUN_2026-09-24_R2/M9_CLUSTER_MEMBERSHIP.tsv#M8SID_250abbb38cffed7a | docs/seo/work_return/M9_TERMINAL_HOLD_RECONCILIATION_2026-09-24_R1/M9H_M10A_CARRY_FORWARD.tsv#M9CL_6bc077568abecff2 | docs/seo/work_return/M9_TERMINAL_HOLD_RECONCILIATION_2026-09-24_R1/M9H_MATERIAL_HOLD_DISPOSITION.tsv#endpoint:M8SID_250abbb38cffed7a	Search-only HOLD records insufficient owner/page/IA authority; this row is not a final URL, page role, link obligation or selected AI case.
M9CL_279f4d817e7dce07	HOLD_CLUSTER_BOUNDARY	M8SID_26313942bc9cfe04	Аналитика продаж на Вайлдберриз в программе для интеграции с маркетплейсами	Read and interpret available seller-owned marketplace reports and metrics	MIXED	WILDBERRIES	SUPPORTED_WITH_BOUNDARY; seller-owned permitted data, read-only and no unsupported write-back	NO_CURRENT_EXACT_SERP	NONE	25	0	HOLD_NO_SEARCH_ONLY_OWNER	NONE_HOLD	HOLD_NOT_AUTHORIZED_BY_SEARCH_ONLY_BASELINE	NO_EXISTING_SEARCH_OWNER_ASSIGNED	NO_PLANNED_SEARCH_PAGE_AUTHORIZED	HOLD_NOT_AUTHORIZED	HOLD_NOT_AUTHORIZED	OPEN_MATERIAL_PAGE_BOUNDARIES	CARRY_SEARCH_ONLY_HOLD_TO_M10A	AFTER_M10A_ACCEPTANCE_ONLY: new accepted boundary evidence or causally supported later AI evidence may reopen the Search-only HOLD; no case selected here.	docs/seo/work_return/M9_BOUNDARY_RESOLUTION_FULL_RERUN_2026-09-24_R2/M9_CLUSTER_MASTER.tsv#M9CL_279f4d817e7dce07 | docs/seo/work_return/M9_BOUNDARY_RESOLUTION_FULL_RERUN_2026-09-24_R2/M9_CLUSTER_MEMBERSHIP.tsv#M8SID_26313942bc9cfe04 | docs/seo/work_return/M9_TERMINAL_HOLD_RECONCILIATION_2026-09-24_R1/M9H_M10A_CARRY_FORWARD.tsv#M9CL_279f4d817e7dce07 | docs/seo/work_return/M9_TERMINAL_HOLD_RECONCILIATION_2026-09-24_R1/M9H_MATERIAL_HOLD_DISPOSITION.tsv#endpoint:M8SID_26313942bc9cfe04	Search-only HOLD records insufficient owner/page/IA authority; this row is not a final URL, page role, link obligation or selected AI case.
M9CL_8f0e6e3238f52a2b	HOLD_CLUSTER_BOUNDARY	M8SID_2a1f3b8d04a0da08	Отчёт «Доходы и расходы» Wildberries: как читать и сверять	Read and interpret available seller-owned marketplace reports and metrics	MIXED	WILDBERRIES	SUPPORTED_WITH_BOUNDARY; seller-owned permitted data, read-only and no unsupported write-back	NO_CURRENT_EXACT_SERP	NONE	36	0	HOLD_NO_SEARCH_ONLY_OWNER	NONE_HOLD	HOLD_NOT_AUTHORIZED_BY_SEARCH_ONLY_BASELINE	NO_EXISTING_SEARCH_OWNER_ASSIGNED	NO_PLANNED_SEARCH_PAGE_AUTHORIZED	HOLD_NOT_AUTHORIZED	HOLD_NOT_AUTHORIZED	OPEN_MATERIAL_PAGE_BOUNDARIES	CARRY_SEARCH_ONLY_HOLD_TO_M10A	AFTER_M10A_ACCEPTANCE_ONLY: new accepted boundary evidence or causally supported later AI evidence may reopen the Search-only HOLD; no case selected here.	docs/seo/work_return/M9_BOUNDARY_RESOLUTION_FULL_RERUN_2026-09-24_R2/M9_CLUSTER_MASTER.tsv#M9CL_8f0e6e3238f52a2b | docs/seo/work_return/M9_BOUNDARY_RESOLUTION_FULL_RERUN_2026-09-24_R2/M9_CLUSTER_MEMBERSHIP.tsv#M8SID_2a1f3b8d04a0da08 | docs/seo/work_return/M9_TERMINAL_HOLD_RECONCILIATION_2026-09-24_R1/M9H_M10A_CARRY_FORWARD.tsv#M9CL_8f0e6e3238f52a2b | docs/seo/work_return/M9_TERMINAL_HOLD_RECONCILIATION_2026-09-24_R1/M9H_MATERIAL_HOLD_DISPOSITION.tsv#endpoint:M8SID_2a1f3b8d04a0da08	Search-only HOLD records insufficient owner/page/IA authority; this row is not a final URL, page role, link obligation or selected AI case.
M9CL_46d51fc29ba2e60b	HOLD_CLUSTER_BOUNDARY	M8SID_2b25fa19b017655f	Как сверить финансовые отчеты Wildberries?	Read and interpret available seller-owned marketplace reports and metrics	INFORMATIONAL	WILDBERRIES	SUPPORTED_WITH_BOUNDARY; seller-owned permitted data, read-only and no unsupported write-back	CURRENT_EXACT_SERP	M9BRW2Q_013_2b25fa19b017655f	28	0	HOLD_NO_SEARCH_ONLY_OWNER	NONE_HOLD	HOLD_NOT_AUTHORIZED_BY_SEARCH_ONLY_BASELINE	NO_EXISTING_SEARCH_OWNER_ASSIGNED	NO_PLANNED_SEARCH_PAGE_AUTHORIZED	HOLD_NOT_AUTHORIZED	HOLD_NOT_AUTHORIZED	OPEN_MATERIAL_PAGE_BOUNDARIES	CARRY_SEARCH_ONLY_HOLD_TO_M10A	AFTER_M10A_ACCEPTANCE_ONLY: new accepted boundary evidence or causally supported later AI evidence may reopen the Search-only HOLD; no case selected here.	docs/seo/work_return/M9_BOUNDARY_RESOLUTION_FULL_RERUN_2026-09-24_R2/M9_CLUSTER_MASTER.tsv#M9CL_46d51fc29ba2e60b | docs/seo/work_return/M9_BOUNDARY_RESOLUTION_FULL_RERUN_2026-09-24_R2/M9_CLUSTER_MEMBERSHIP.tsv#M8SID_2b25fa19b017655f | docs/seo/work_return/M9_TERMINAL_HOLD_RECONCILIATION_2026-09-24_R1/M9H_M10A_CARRY_FORWARD.tsv#M9CL_46d51fc29ba2e60b | docs/seo/work_return/M9_TERMINAL_HOLD_RECONCILIATION_2026-09-24_R1/M9H_MATERIAL_HOLD_DISPOSITION.tsv#endpoint:M8SID_2b25fa19b017655f	Search-only HOLD records insufficient owner/page/IA authority; this row is not a final URL, page role, link obligation or selected AI case.
M9CL_02025a258eff8c3d	HOLD_CLUSTER_BOUNDARY	M8SID_3251f136551cd109	ии ассистент для маркетплейсов	Find a suitable AI assistant for Ozon/WB seller work through an owned web AI	COMMERCIAL_INVESTIGATION	GENERIC	SUPPORTED_WITH_BOUNDARY; seller-owned permitted data, read-only and no unsupported write-back	CURRENT_EXACT_SERP	M4QR2Q00026	10	0	HOLD_NO_SEARCH_ONLY_OWNER	NONE_HOLD	HOLD_NOT_AUTHORIZED_BY_SEARCH_ONLY_BASELINE	NO_EXISTING_SEARCH_OWNER_ASSIGNED	NO_PLANNED_SEARCH_PAGE_AUTHORIZED	HOLD_NOT_AUTHORIZED	HOLD_NOT_AUTHORIZED	OPEN_MATERIAL_PAGE_BOUNDARIES	CARRY_SEARCH_ONLY_HOLD_TO_M10A	AFTER_M10A_ACCEPTANCE_ONLY: new accepted boundary evidence or causally supported later AI evidence may reopen the Search-only HOLD; no case selected here.	docs/seo/work_return/M9_BOUNDARY_RESOLUTION_FULL_RERUN_2026-09-24_R2/M9_CLUSTER_MASTER.tsv#M9CL_02025a258eff8c3d | docs/seo/work_return/M9_BOUNDARY_RESOLUTION_FULL_RERUN_2026-09-24_R2/M9_CLUSTER_MEMBERSHIP.tsv#M8SID_3251f136551cd109 | docs/seo/work_return/M9_TERMINAL_HOLD_RECONCILIATION_2026-09-24_R1/M9H_M10A_CARRY_FORWARD.tsv#M9CL_02025a258eff8c3d | docs/seo/work_return/M9_TERMINAL_HOLD_RECONCILIATION_2026-09-24_R1/M9H_MATERIAL_HOLD_DISPOSITION.tsv#endpoint:M8SID_3251f136551cd109	Search-only HOLD records insufficient owner/page/IA authority; this row is not a final URL, page role, link obligation or selected AI case.
M9CL_9d0077e8f75a1708	HOLD_CLUSTER_BOUNDARY	M8SID_352b640652184f81	расширение для аналитики маркетплейсов	Inspect and understand seller-owned sales and report data with an owned AI	COMMERCIAL_INVESTIGATION	GENERIC	SUPPORTED_WITH_BOUNDARY; seller-owned permitted data, read-only and no unsupported write-back	CURRENT_EXACT_SERP	M4QR2Q00041	22	3	HOLD_NO_SEARCH_ONLY_OWNER	NONE_HOLD	HOLD_NOT_AUTHORIZED_BY_SEARCH_ONLY_BASELINE	NO_EXISTING_SEARCH_OWNER_ASSIGNED	NO_PLANNED_SEARCH_PAGE_AUTHORIZED	HOLD_NOT_AUTHORIZED	HOLD_NOT_AUTHORIZED	OPEN_MATERIAL_PAGE_BOUNDARIES	CARRY_SEARCH_ONLY_HOLD_TO_M10A	AFTER_M10A_ACCEPTANCE_ONLY: new accepted boundary evidence or causally supported later AI evidence may reopen the Search-only HOLD; no case selected here.	docs/seo/work_return/M9_BOUNDARY_RESOLUTION_FULL_RERUN_2026-09-24_R2/M9_CLUSTER_MASTER.tsv#M9CL_9d0077e8f75a1708 | docs/seo/work_return/M9_BOUNDARY_RESOLUTION_FULL_RERUN_2026-09-24_R2/M9_CLUSTER_MEMBERSHIP.tsv#M8SID_352b640652184f81 | docs/seo/work_return/M9_TERMINAL_HOLD_RECONCILIATION_2026-09-24_R1/M9H_M10A_CARRY_FORWARD.tsv#M9CL_9d0077e8f75a1708 | docs/seo/work_return/M9_TERMINAL_HOLD_RECONCILIATION_2026-09-24_R1/M9H_MATERIAL_HOLD_DISPOSITION.tsv#endpoint:M8SID_352b640652184f81	Search-only HOLD records insufficient owner/page/IA authority; this row is not a final URL, page role, link obligation or selected AI case.
M9CL_db048338baaeca8c	HOLD_CLUSTER_BOUNDARY	M8SID_3584fdc5b76fc551	ии для аналитики маркетплейсов	Inspect and understand seller-owned sales and report data with an owned AI	COMMERCIAL_INVESTIGATION	GENERIC	SUPPORTED_WITH_BOUNDARY; seller-owned permitted data, read-only and no unsupported write-back	CURRENT_EXACT_SERP	M4QR2Q00027	39	2	HOLD_NO_SEARCH_ONLY_OWNER	NONE_HOLD	HOLD_NOT_AUTHORIZED_BY_SEARCH_ONLY_BASELINE	NO_EXISTING_SEARCH_OWNER_ASSIGNED	NO_PLANNED_SEARCH_PAGE_AUTHORIZED	HOLD_NOT_AUTHORIZED	HOLD_NOT_AUTHORIZED	OPEN_MATERIAL_PAGE_BOUNDARIES	CARRY_SEARCH_ONLY_HOLD_TO_M10A	AFTER_M10A_ACCEPTANCE_ONLY: new accepted boundary evidence or causally supported later AI evidence may reopen the Search-only HOLD; no case selected here.	docs/seo/work_return/M9_BOUNDARY_RESOLUTION_FULL_RERUN_2026-09-24_R2/M9_CLUSTER_MASTER.tsv#M9CL_db048338baaeca8c | docs/seo/work_return/M9_BOUNDARY_RESOLUTION_FULL_RERUN_2026-09-24_R2/M9_CLUSTER_MEMBERSHIP.tsv#M8SID_3584fdc5b76fc551 | docs/seo/work_return/M9_TERMINAL_HOLD_RECONCILIATION_2026-09-24_R1/M9H_M10A_CARRY_FORWARD.tsv#M9CL_db048338baaeca8c | docs/seo/work_return/M9_TERMINAL_HOLD_RECONCILIATION_2026-09-24_R1/M9H_MATERIAL_HOLD_DISPOSITION.tsv#endpoint:M8SID_3584fdc5b76fc551	Search-only HOLD records insufficient owner/page/IA authority; this row is not a final URL, page role, link obligation or selected AI case.
M9CL_cfaa51fe2ecad73f	HOLD_CLUSTER_BOUNDARY	M8SID_3a3efaeed3152b7e	ии ассистент для озон	Find a suitable AI assistant for Ozon/WB seller work through an owned web AI	COMMERCIAL_INVESTIGATION	OZON	SUPPORTED_WITH_BOUNDARY; seller-owned permitted data, read-only and no unsupported write-back	CURRENT_EXACT_SERP	M9BRW2Q_011_3a3efaeed3152b7e	9	0	HOLD_NO_SEARCH_ONLY_OWNER	NONE_HOLD	HOLD_NOT_AUTHORIZED_BY_SEARCH_ONLY_BASELINE	NO_EXISTING_SEARCH_OWNER_ASSIGNED	NO_PLANNED_SEARCH_PAGE_AUTHORIZED	HOLD_NOT_AUTHORIZED	HOLD_NOT_AUTHORIZED	OPEN_MATERIAL_PAGE_BOUNDARIES	CARRY_SEARCH_ONLY_HOLD_TO_M10A	AFTER_M10A_ACCEPTANCE_ONLY: new accepted boundary evidence or causally supported later AI evidence may reopen the Search-only HOLD; no case selected here.	docs/seo/work_return/M9_BOUNDARY_RESOLUTION_FULL_RERUN_2026-09-24_R2/M9_CLUSTER_MASTER.tsv#M9CL_cfaa51fe2ecad73f | docs/seo/work_return/M9_BOUNDARY_RESOLUTION_FULL_RERUN_2026-09-24_R2/M9_CLUSTER_MEMBERSHIP.tsv#M8SID_3a3efaeed3152b7e | docs/seo/work_return/M9_TERMINAL_HOLD_RECONCILIATION_2026-09-24_R1/M9H_M10A_CARRY_FORWARD.tsv#M9CL_cfaa51fe2ecad73f | docs/seo/work_return/M9_TERMINAL_HOLD_RECONCILIATION_2026-09-24_R1/M9H_MATERIAL_HOLD_DISPOSITION.tsv#endpoint:M8SID_3a3efaeed3152b7e	Search-only HOLD records insufficient owner/page/IA authority; this row is not a final URL, page role, link obligation or selected AI case.
M9CL_2bf4cc28a5b1b541	HOLD_CLUSTER_BOUNDARY	M8SID_3ac8d30877f874f9	сервисы аналитики маркетплейсов топ	Inspect and understand seller-owned sales and report data with an owned AI	COMMERCIAL_INVESTIGATION	GENERIC	SUPPORTED_WITH_BOUNDARY; seller-owned permitted data, read-only and no unsupported write-back	CURRENT_EXACT_SERP	M9BRQ_022_3ac8d30877f874f9	17	4	HOLD_NO_SEARCH_ONLY_OWNER	NONE_HOLD	HOLD_NOT_AUTHORIZED_BY_SEARCH_ONLY_BASELINE	NO_EXISTING_SEARCH_OWNER_ASSIGNED	NO_PLANNED_SEARCH_PAGE_AUTHORIZED	HOLD_NOT_AUTHORIZED	HOLD_NOT_AUTHORIZED	OPEN_MATERIAL_PAGE_BOUNDARIES	CARRY_SEARCH_ONLY_HOLD_TO_M10A	AFTER_M10A_ACCEPTANCE_ONLY: new accepted boundary evidence or causally supported later AI evidence may reopen the Search-only HOLD; no case selected here.	docs/seo/work_return/M9_BOUNDARY_RESOLUTION_FULL_RERUN_2026-09-24_R2/M9_CLUSTER_MASTER.tsv#M9CL_2bf4cc28a5b1b541 | docs/seo/work_return/M9_BOUNDARY_RESOLUTION_FULL_RERUN_2026-09-24_R2/M9_CLUSTER_MEMBERSHIP.tsv#M8SID_3ac8d30877f874f9 | docs/seo/work_return/M9_TERMINAL_HOLD_RECONCILIATION_2026-09-24_R1/M9H_M10A_CARRY_FORWARD.tsv#M9CL_2bf4cc28a5b1b541 | docs/seo/work_return/M9_TERMINAL_HOLD_RECONCILIATION_2026-09-24_R1/M9H_MATERIAL_HOLD_DISPOSITION.tsv#endpoint:M8SID_3ac8d30877f874f9	Search-only HOLD records insufficient owner/page/IA authority; this row is not a final URL, page role, link obligation or selected AI case.
M9CL_a1aadae12e8466eb	HOLD_CLUSTER_BOUNDARY	M8SID_3b03ea8b493492c0	Как сквозная аналитика продаж поможет вам больше зарабатывать на маркетплейсах	Read and interpret available seller-owned marketplace reports and metrics	INFORMATIONAL	GENERIC	SUPPORTED_WITH_BOUNDARY; seller-owned permitted data, read-only and no unsupported write-back	NO_CURRENT_EXACT_SERP	NONE	18	0	HOLD_NO_SEARCH_ONLY_OWNER	NONE_HOLD	HOLD_NOT_AUTHORIZED_BY_SEARCH_ONLY_BASELINE	NO_EXISTING_SEARCH_OWNER_ASSIGNED	NO_PLANNED_SEARCH_PAGE_AUTHORIZED	HOLD_NOT_AUTHORIZED	HOLD_NOT_AUTHORIZED	OPEN_MATERIAL_PAGE_BOUNDARIES	CARRY_SEARCH_ONLY_HOLD_TO_M10A	AFTER_M10A_ACCEPTANCE_ONLY: new accepted boundary evidence or causally supported later AI evidence may reopen the Search-only HOLD; no case selected here.	docs/seo/work_return/M9_BOUNDARY_RESOLUTION_FULL_RERUN_2026-09-24_R2/M9_CLUSTER_MASTER.tsv#M9CL_a1aadae12e8466eb | docs/seo/work_return/M9_BOUNDARY_RESOLUTION_FULL_RERUN_2026-09-24_R2/M9_CLUSTER_MEMBERSHIP.tsv#M8SID_3b03ea8b493492c0 | docs/seo/work_return/M9_TERMINAL_HOLD_RECONCILIATION_2026-09-24_R1/M9H_M10A_CARRY_FORWARD.tsv#M9CL_a1aadae12e8466eb | docs/seo/work_return/M9_TERMINAL_HOLD_RECONCILIATION_2026-09-24_R1/M9H_MATERIAL_HOLD_DISPOSITION.tsv#endpoint:M8SID_3b03ea8b493492c0	Search-only HOLD records insufficient owner/page/IA authority; this row is not a final URL, page role, link obligation or selected AI case.
M9CL_e6914021014018ac	HOLD_CLUSTER_BOUNDARY	M8SID_3b92dfcc2a1d077e	сервис аналитика продаж на маркетплейсах	Inspect and understand seller-owned sales and report data with an owned AI	COMMERCIAL_INVESTIGATION	GENERIC	SUPPORTED_WITH_BOUNDARY; seller-owned permitted data, read-only and no unsupported write-back	CURRENT_EXACT_SERP	M9BRQ_013_3b92dfcc2a1d077e	24	1	HOLD_NO_SEARCH_ONLY_OWNER	NONE_HOLD	HOLD_NOT_AUTHORIZED_BY_SEARCH_ONLY_BASELINE	NO_EXISTING_SEARCH_OWNER_ASSIGNED	NO_PLANNED_SEARCH_PAGE_AUTHORIZED	HOLD_NOT_AUTHORIZED	HOLD_NOT_AUTHORIZED	OPEN_MATERIAL_PAGE_BOUNDARIES	CARRY_SEARCH_ONLY_HOLD_TO_M10A	AFTER_M10A_ACCEPTANCE_ONLY: new accepted boundary evidence or causally supported later AI evidence may reopen the Search-only HOLD; no case selected here.	docs/seo/work_return/M9_BOUNDARY_RESOLUTION_FULL_RERUN_2026-09-24_R2/M9_CLUSTER_MASTER.tsv#M9CL_e6914021014018ac | docs/seo/work_return/M9_BOUNDARY_RESOLUTION_FULL_RERUN_2026-09-24_R2/M9_CLUSTER_MEMBERSHIP.tsv#M8SID_3b92dfcc2a1d077e | docs/seo/work_return/M9_TERMINAL_HOLD_RECONCILIATION_2026-09-24_R1/M9H_M10A_CARRY_FORWARD.tsv#M9CL_e6914021014018ac | docs/seo/work_return/M9_TERMINAL_HOLD_RECONCILIATION_2026-09-24_R1/M9H_MATERIAL_HOLD_DISPOSITION.tsv#endpoint:M8SID_3b92dfcc2a1d077e	Search-only HOLD records insufficient owner/page/IA authority; this row is not a final URL, page role, link obligation or selected AI case.
M9CL_d755a1fe3e51ac2e	HOLD_CLUSTER_BOUNDARY	M8SID_3bf57790dda15865	Сверка отчетов с Wildberries	Read and interpret available seller-owned marketplace reports and metrics	MIXED	WILDBERRIES	SUPPORTED_WITH_BOUNDARY; seller-owned permitted data, read-only and no unsupported write-back	CURRENT_EXACT_SERP	M9BRQ_009_3bf57790dda15865	36	0	HOLD_NO_SEARCH_ONLY_OWNER	NONE_HOLD	HOLD_NOT_AUTHORIZED_BY_SEARCH_ONLY_BASELINE	NO_EXISTING_SEARCH_OWNER_ASSIGNED	NO_PLANNED_SEARCH_PAGE_AUTHORIZED	HOLD_NOT_AUTHORIZED	HOLD_NOT_AUTHORIZED	OPEN_MATERIAL_PAGE_BOUNDARIES	CARRY_SEARCH_ONLY_HOLD_TO_M10A	AFTER_M10A_ACCEPTANCE_ONLY: new accepted boundary evidence or causally supported later AI evidence may reopen the Search-only HOLD; no case selected here.	docs/seo/work_return/M9_BOUNDARY_RESOLUTION_FULL_RERUN_2026-09-24_R2/M9_CLUSTER_MASTER.tsv#M9CL_d755a1fe3e51ac2e | docs/seo/work_return/M9_BOUNDARY_RESOLUTION_FULL_RERUN_2026-09-24_R2/M9_CLUSTER_MEMBERSHIP.tsv#M8SID_3bf57790dda15865 | docs/seo/work_return/M9_TERMINAL_HOLD_RECONCILIATION_2026-09-24_R1/M9H_M10A_CARRY_FORWARD.tsv#M9CL_d755a1fe3e51ac2e | docs/seo/work_return/M9_TERMINAL_HOLD_RECONCILIATION_2026-09-24_R1/M9H_MATERIAL_HOLD_DISPOSITION.tsv#endpoint:M8SID_3bf57790dda15865	Search-only HOLD records insufficient owner/page/IA authority; this row is not a final URL, page role, link obligation or selected AI case.
M9CL_433249de25051688	HOLD_CLUSTER_BOUNDARY	M8SID_3e26a6dc912542f5	бесплатный сервис аналитики маркетплейсов	Inspect and understand seller-owned sales and report data with an owned AI	COMMERCIAL_INVESTIGATION	GENERIC	SUPPORTED_WITH_BOUNDARY; seller-owned permitted data, read-only and no unsupported write-back	CURRENT_EXACT_SERP	M9BRQ_014_3e26a6dc912542f5	24	1	HOLD_NO_SEARCH_ONLY_OWNER	NONE_HOLD	HOLD_NOT_AUTHORIZED_BY_SEARCH_ONLY_BASELINE	NO_EXISTING_SEARCH_OWNER_ASSIGNED	NO_PLANNED_SEARCH_PAGE_AUTHORIZED	HOLD_NOT_AUTHORIZED	HOLD_NOT_AUTHORIZED	OPEN_MATERIAL_PAGE_BOUNDARIES	CARRY_SEARCH_ONLY_HOLD_TO_M10A	AFTER_M10A_ACCEPTANCE_ONLY: new accepted boundary evidence or causally supported later AI evidence may reopen the Search-only HOLD; no case selected here.	docs/seo/work_return/M9_BOUNDARY_RESOLUTION_FULL_RERUN_2026-09-24_R2/M9_CLUSTER_MASTER.tsv#M9CL_433249de25051688 | docs/seo/work_return/M9_BOUNDARY_RESOLUTION_FULL_RERUN_2026-09-24_R2/M9_CLUSTER_MEMBERSHIP.tsv#M8SID_3e26a6dc912542f5 | docs/seo/work_return/M9_TERMINAL_HOLD_RECONCILIATION_2026-09-24_R1/M9H_M10A_CARRY_FORWARD.tsv#M9CL_433249de25051688 | docs/seo/work_return/M9_TERMINAL_HOLD_RECONCILIATION_2026-09-24_R1/M9H_MATERIAL_HOLD_DISPOSITION.tsv#endpoint:M8SID_3e26a6dc912542f5	Search-only HOLD records insufficient owner/page/IA authority; this row is not a final URL, page role, link obligation or selected AI case.
