target_id	registry_id	source_ranking_url	best_current_rank	source_execution_query_ids	source_exact_queries	fetch_attempted	observed_at	terminal_state	http_status_or_observation	redirect_chain	final_url	normalized_final_url	declared_canonical	normalized_canonical	content_available	m4c_existing_exact_url_status	m4c_existing_equivalent_or_canonical_status	m4c_existing_equivalent_url_id	m4c_proposed_url_state	notes	claim_boundary
M4QR2TR0011	REG024	https://support.moysklad.ru/hc/ru/%D0%BE%D0%BD%D0%BB%D0%B0%D0%B8%D0%BD%20%D1%82%D0%BE%D1%80%D0%B3%D0%BE%D0%B2%D0%BB%D1%8F/%D0%BC%D0%B0%D1%80%D0%BA%D0%B5%D1%82%D0%BF%D0%BB%D0%B5%D0%B8%D1%81%D1%8B/%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D0%B0_c_%D0%BC%D0%B0%D1%80%D0%BA%D0%B5%D1%82%D0%BF%D0%BB%D0%B5%D0%B8%D1%81%D0%BE%D0%BC_%D0%BE%D1%82%D1%87%D0%B5%D1%82%D1%8B_%D0%B8_%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA%D0%B0	3	M4QR2Q00035 || M4QR2Q00036	отчеты маркетплейсов || отчеты продаж маркетплейсов	true	2026-09-23T09:04:37.224Z	INSPECTED	HTTP_STATUS_NOT_EXPOSED_BY_BROWSER; public HTML rendered	SOURCE_EQUALS_RENDERED_FINAL; intermediate HTTP hops not exposed by browser	https://support.moysklad.ru/hc/ru/%D0%BE%D0%BD%D0%BB%D0%B0%D0%B8%D0%BD%20%D1%82%D0%BE%D1%80%D0%B3%D0%BE%D0%B2%D0%BB%D1%8F/%D0%BC%D0%B0%D1%80%D0%BA%D0%B5%D1%82%D0%BF%D0%BB%D0%B5%D0%B8%D1%81%D1%8B/%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D0%B0_c_%D0%BC%D0%B0%D1%80%D0%BA%D0%B5%D1%82%D0%BF%D0%BB%D0%B5%D0%B8%D1%81%D0%BE%D0%BC_%D0%BE%D1%82%D1%87%D0%B5%D1%82%D1%8B_%D0%B8_%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA%D0%B0	https://support.moysklad.ru/hc/ru/%D0%BE%D0%BD%D0%BB%D0%B0%D0%B8%D0%BD%20%D1%82%D0%BE%D1%80%D0%B3%D0%BE%D0%B2%D0%BB%D1%8F/%D0%BC%D0%B0%D1%80%D0%BA%D0%B5%D1%82%D0%BF%D0%BB%D0%B5%D0%B8%D1%81%D1%8B/%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D0%B0_c_%D0%BC%D0%B0%D1%80%D0%BA%D0%B5%D1%82%D0%BF%D0%BB%D0%B5%D0%B8%D1%81%D0%BE%D0%BC_%D0%BE%D1%82%D1%87%D0%B5%D1%82%D1%8B_%D0%B8_%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA%D0%B0	https://support.moysklad.ru/hc/ru/%D0%BE%D0%BD%D0%BB%D0%B0%D0%B8%D0%BD%20%D1%82%D0%BE%D1%80%D0%B3%D0%BE%D0%B2%D0%BB%D1%8F/%D0%BC%D0%B0%D1%80%D0%BA%D0%B5%D1%82%D0%BF%D0%BB%D0%B5%D0%B8%D1%81%D1%8B/%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D0%B0_c_%D0%BC%D0%B0%D1%80%D0%BA%D0%B5%D1%82%D0%BF%D0%BB%D0%B5%D0%B8%D1%81%D0%BE%D0%BC_%D0%BE%D1%82%D1%87%D0%B5%D1%82%D1%8B_%D0%B8_%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA%D0%B0	https://support.moysklad.ru/hc/ru/%D0%BE%D0%BD%D0%BB%D0%B0%D0%B8%D0%BD%20%D1%82%D0%BE%D1%80%D0%B3%D0%BE%D0%B2%D0%BB%D1%8F/%D0%BC%D0%B0%D1%80%D0%BA%D0%B5%D1%82%D0%BF%D0%BB%D0%B5%D0%B8%D1%81%D1%8B/%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D0%B0_c_%D0%BC%D0%B0%D1%80%D0%BA%D0%B5%D1%82%D0%BF%D0%BB%D0%B5%D0%B8%D1%81%D0%BE%D0%BC_%D0%BE%D1%82%D1%87%D0%B5%D1%82%D1%8B_%D0%B8_%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA%D0%B0	true	ABSENT_CONFIRMED_59_59	NO_ACCEPTED_FINAL_OR_CANONICAL_URL_MATCH		ADD_CURRENT_EXACT_RANKING_URL_AND_FRESH_PAGE_CONTEXT	Browser exposes rendered final URL and DOM but not HTTP status/intermediate redirect hops; do not infer a 2xx status. No accepted exact final/canonical page row.	TARGETED_PUBLIC_PAGE_OBSERVATION_ONLY; NOT_WORDSTAT_DEMAND; NOT_OCTOPORT_PRODUCT_FACT; NOT_FINAL_CLUSTER_OR_PAGE_DECISION
M4QR2TR0012	REG024	https://www.moysklad.ru/poleznoe/marketplejsy/analitika-marketpleysov/	2	M4QR2Q00005 || M4QR2Q00017 || M4QR2Q00019 || M4QR2Q00020 || M4QR2Q00022 || M4QR2Q00030 || M4QR2Q00042	аналитика запросов маркетплейсов || аналитика маркетплейсов || аналитика продаж на маркетплейсах || аналитика рекламы маркетплейсов || внутренняя аналитика маркетплейсов || лучшие сервисы аналитики маркетплейсов || сервис аналитики маркетплейсов	true	2026-09-23T09:05:23.378Z	INSPECTED	HTTP_STATUS_NOT_EXPOSED_BY_BROWSER; public HTML rendered	SOURCE_EQUALS_RENDERED_FINAL; intermediate HTTP hops not exposed by browser	https://www.moysklad.ru/poleznoe/marketplejsy/analitika-marketpleysov/	https://www.moysklad.ru/poleznoe/marketplejsy/analitika-marketpleysov/	https://www.moysklad.ru/poleznoe/marketplejsy/analitika-marketpleysov/	https://www.moysklad.ru/poleznoe/marketplejsy/analitika-marketpleysov/	true	ABSENT_CONFIRMED_59_59	NO_ACCEPTED_FINAL_OR_CANONICAL_URL_MATCH		ADD_CURRENT_EXACT_RANKING_URL_AND_FRESH_PAGE_CONTEXT	Browser exposes rendered final URL and DOM but not HTTP status/intermediate redirect hops; do not infer a 2xx status. No accepted exact final/canonical page row.	TARGETED_PUBLIC_PAGE_OBSERVATION_ONLY; NOT_WORDSTAT_DEMAND; NOT_OCTOPORT_PRODUCT_FACT; NOT_FINAL_CLUSTER_OR_PAGE_DECISION
M4QR2TR0013	REG024	https://www.moysklad.ru/poleznoe/marketplejsy/kak-analitika-uluchshaet-prodazhi-na-marketpleysakh/	14	M4QR2Q00035 || M4QR2Q00036	отчеты маркетплейсов || отчеты продаж маркетплейсов	true	2026-09-23T09:05:23.379Z	INSPECTED	HTTP_STATUS_NOT_EXPOSED_BY_BROWSER; public HTML rendered	SOURCE_EQUALS_RENDERED_FINAL; intermediate HTTP hops not exposed by browser	https://www.moysklad.ru/poleznoe/marketplejsy/kak-analitika-uluchshaet-prodazhi-na-marketpleysakh/	https://www.moysklad.ru/poleznoe/marketplejsy/kak-analitika-uluchshaet-prodazhi-na-marketpleysakh/	https://www.moysklad.ru/poleznoe/marketplejsy/kak-analitika-uluchshaet-prodazhi-na-marketpleysakh/	https://www.moysklad.ru/poleznoe/marketplejsy/kak-analitika-uluchshaet-prodazhi-na-marketpleysakh/	true	ABSENT_CONFIRMED_59_59	NO_ACCEPTED_FINAL_OR_CANONICAL_URL_MATCH		ADD_CURRENT_EXACT_RANKING_URL_AND_FRESH_PAGE_CONTEXT	Browser exposes rendered final URL and DOM but not HTTP status/intermediate redirect hops; do not infer a 2xx status. No accepted exact final/canonical page row.	TARGETED_PUBLIC_PAGE_OBSERVATION_ONLY; NOT_WORDSTAT_DEMAND; NOT_OCTOPORT_PRODUCT_FACT; NOT_FINAL_CLUSTER_OR_PAGE_DECISION
M4QR2TR0014	REG024	https://www.moysklad.ru/poleznoe/marketplejsy/kak-nachat-prodavat-na-wildberries/	12	M4QR2Q00010	как работать в кабинете wildberries продавцу	true	2026-09-23T09:05:53.082Z	INSPECTED	HTTP_STATUS_NOT_EXPOSED_BY_BROWSER; public HTML rendered	SOURCE_EQUALS_RENDERED_FINAL; intermediate HTTP hops not exposed by browser	https://www.moysklad.ru/poleznoe/marketplejsy/kak-nachat-prodavat-na-wildberries/	https://www.moysklad.ru/poleznoe/marketplejsy/kak-nachat-prodavat-na-wildberries/	https://www.moysklad.ru/poleznoe/marketplejsy/kak-nachat-prodavat-na-wildberries/	https://www.moysklad.ru/poleznoe/marketplejsy/kak-nachat-prodavat-na-wildberries/	true	ABSENT_CONFIRMED_59_59	NO_ACCEPTED_FINAL_OR_CANONICAL_URL_MATCH		ADD_CURRENT_EXACT_RANKING_URL_AND_FRESH_PAGE_CONTEXT	Browser exposes rendered final URL and DOM but not HTTP status/intermediate redirect hops; do not infer a 2xx status. No accepted exact final/canonical page row.	TARGETED_PUBLIC_PAGE_OBSERVATION_ONLY; NOT_WORDSTAT_DEMAND; NOT_OCTOPORT_PRODUCT_FACT; NOT_FINAL_CLUSTER_OR_PAGE_DECISION
M4QR2TR0015	REG024	https://www.moysklad.ru/poleznoe/marketplejsy/kak-schitat-yunit-ekonomiku-dlya-marketpleysov/	2	M4QR2Q00040 || M4QR2Q00045	расчет прибыли на маркетплейсе || юнит экономика маркетплейсов	true	2026-09-23T09:06:20.596Z	INSPECTED	HTTP_STATUS_NOT_EXPOSED_BY_BROWSER; public HTML rendered	SOURCE_EQUALS_RENDERED_FINAL; intermediate HTTP hops not exposed by browser	https://www.moysklad.ru/poleznoe/marketplejsy/kak-schitat-yunit-ekonomiku-dlya-marketpleysov/	https://www.moysklad.ru/poleznoe/marketplejsy/kak-schitat-yunit-ekonomiku-dlya-marketpleysov/	https://www.moysklad.ru/poleznoe/marketplejsy/kak-schitat-yunit-ekonomiku-dlya-marketpleysov/	https://www.moysklad.ru/poleznoe/marketplejsy/kak-schitat-yunit-ekonomiku-dlya-marketpleysov/	true	ABSENT_CONFIRMED_59_59	NO_ACCEPTED_FINAL_OR_CANONICAL_URL_MATCH		ADD_CURRENT_EXACT_RANKING_URL_AND_FRESH_PAGE_CONTEXT	Browser exposes rendered final URL and DOM but not HTTP status/intermediate redirect hops; do not infer a 2xx status. No accepted exact final/canonical page row.	TARGETED_PUBLIC_PAGE_OBSERVATION_ONLY; NOT_WORDSTAT_DEMAND; NOT_OCTOPORT_PRODUCT_FACT; NOT_FINAL_CLUSTER_OR_PAGE_DECISION
M4QR2TR0016	REG024	https://www.moysklad.ru/poleznoe/marketplejsy/kartochka-tovara-na-wildberries/	4	M4QR2Q00009	как заполнить карточку товара wildberries	true	2026-09-23T09:06:20.596Z	INSPECTED	HTTP_STATUS_NOT_EXPOSED_BY_BROWSER; public HTML rendered	SOURCE_EQUALS_RENDERED_FINAL; intermediate HTTP hops not exposed by browser	https://www.moysklad.ru/poleznoe/marketplejsy/kartochka-tovara-na-wildberries/	https://www.moysklad.ru/poleznoe/marketplejsy/kartochka-tovara-na-wildberries/	https://www.moysklad.ru/poleznoe/marketplejsy/kartochka-tovara-na-wildberries/	https://www.moysklad.ru/poleznoe/marketplejsy/kartochka-tovara-na-wildberries/	true	ABSENT_CONFIRMED_59_59	NO_ACCEPTED_FINAL_OR_CANONICAL_URL_MATCH		ADD_CURRENT_EXACT_RANKING_URL_AND_FRESH_PAGE_CONTEXT	Browser exposes rendered final URL and DOM but not HTTP status/intermediate redirect hops; do not infer a 2xx status. No accepted exact final/canonical page row.	TARGETED_PUBLIC_PAGE_OBSERVATION_ONLY; NOT_WORDSTAT_DEMAND; NOT_OCTOPORT_PRODUCT_FACT; NOT_FINAL_CLUSTER_OR_PAGE_DECISION
M4QR2TR0017	REG024	https://www.moysklad.ru/poleznoe/marketplejsy/samye-prodavaemye-tovary-na-wildberries/	7	M4QR2Q00003	анализ ниш wildberries для продавца	true	2026-09-23T09:06:20.596Z	INSPECTED	HTTP_STATUS_NOT_EXPOSED_BY_BROWSER; public HTML rendered	SOURCE_EQUALS_RENDERED_FINAL; intermediate HTTP hops not exposed by browser	https://www.moysklad.ru/poleznoe/marketplejsy/samye-prodavaemye-tovary-na-wildberries/	https://www.moysklad.ru/poleznoe/marketplejsy/samye-prodavaemye-tovary-na-wildberries/	https://www.moysklad.ru/poleznoe/marketplejsy/samye-prodavaemye-tovary-na-wildberries/	https://www.moysklad.ru/poleznoe/marketplejsy/samye-prodavaemye-tovary-na-wildberries/	true	ABSENT_CONFIRMED_59_59	NO_ACCEPTED_FINAL_OR_CANONICAL_URL_MATCH		ADD_CURRENT_EXACT_RANKING_URL_AND_FRESH_PAGE_CONTEXT	Browser exposes rendered final URL and DOM but not HTTP status/intermediate redirect hops; do not infer a 2xx status. No accepted exact final/canonical page row.	TARGETED_PUBLIC_PAGE_OBSERVATION_ONLY; NOT_WORDSTAT_DEMAND; NOT_OCTOPORT_PRODUCT_FACT; NOT_FINAL_CLUSTER_OR_PAGE_DECISION
M4QR2TR0018	REG025	https://mpboost.pro/analytics/	4	M4QR2Q00004 || M4QR2Q00005 || M4QR2Q00015 || M4QR2Q00017 || M4QR2Q00018 || M4QR2Q00021 || M4QR2Q00022 || M4QR2Q00042	аналитика запросов маркетплейсов || аналитика карточек маркетплейсов || аналитика маркетплейсов для селлеров || аналитика рекламы wildberries || аналитика рекламы маркетплейсов || внутренняя аналитика маркетплейсов || помощник селлера маркетплейсов || сервис аналитики маркетплейсов	true	2026-09-23T09:02:09.597Z	INSPECTED	HTTP_STATUS_NOT_EXPOSED_BY_BROWSER; public HTML rendered	SOURCE_EQUALS_RENDERED_FINAL; intermediate HTTP hops not exposed by browser	https://mpboost.pro/analytics/	https://mpboost.pro/analytics/			true	ABSENT_CONFIRMED_59_59	NO_ACCEPTED_FINAL_OR_CANONICAL_URL_MATCH		ADD_CURRENT_EXACT_RANKING_URL_AND_FRESH_PAGE_CONTEXT	Browser exposes rendered final URL and DOM but not HTTP status/intermediate redirect hops; do not infer a 2xx status. No accepted exact final/canonical page row.	TARGETED_PUBLIC_PAGE_OBSERVATION_ONLY; NOT_WORDSTAT_DEMAND; NOT_OCTOPORT_PRODUCT_FACT; NOT_FINAL_CLUSTER_OR_PAGE_DECISION
M4QR2TR0019	REG026	https://mpfact.ru/tpost/kak-poschitat-pribyl	7	M4QR2Q00044	чистая прибыль на маркетплейсе	true	2026-09-23T09:02:09.595Z	INSPECTED	HTTP_STATUS_NOT_EXPOSED_BY_BROWSER; public HTML rendered	SOURCE_EQUALS_RENDERED_FINAL; intermediate HTTP hops not exposed by browser	https://mpfact.ru/tpost/kak-poschitat-pribyl	https://mpfact.ru/tpost/kak-poschitat-pribyl	https://mpfact.ru/tpost/kak-poschitat-pribyl	https://mpfact.ru/tpost/kak-poschitat-pribyl	true	ABSENT_CONFIRMED_59_59	NO_ACCEPTED_FINAL_OR_CANONICAL_URL_MATCH		ADD_CURRENT_EXACT_RANKING_URL_AND_FRESH_PAGE_CONTEXT	Browser exposes rendered final URL and DOM but not HTTP status/intermediate redirect hops; do not infer a 2xx status. No accepted exact final/canonical page row.	TARGETED_PUBLIC_PAGE_OBSERVATION_ONLY; NOT_WORDSTAT_DEMAND; NOT_OCTOPORT_PRODUCT_FACT; NOT_FINAL_CLUSTER_OR_PAGE_DECISION
M4QR2TR0020	REG027	https://mpmgr.ru/blog/ads-promotion/analytics-metrics-wildberries-ads	16	M4QR2Q00024	дрр wildberries	true	2026-09-23T09:02:55.900Z	TIMEOUT	HTTP_STATUS_NOT_EXPOSED_BY_BROWSER; Error: Timed out waiting for tab 9 to navigate to https://mpmgr.ru/blog/ads-promotion/analytics-metrics-wildberries-ads.	NAVIGATION_NOT_COMPLETED; HTTP redirect chain unavailable	https://mpmgr.ru/blog/ads-promotion/analytics-metrics-wildberries-ads	https://mpmgr.ru/blog/ads-promotion/analytics-metrics-wildberries-ads			false	ABSENT_CONFIRMED_59_59	NOT_ASSESSABLE_FROM_CURRENT_CONTENT		PRESERVE_PRIOR_ENTITY_HISTORY; CURRENT_TARGET_ACCESS_TERMINAL_ONLY	Browser exposes rendered final URL and DOM but not HTTP status/intermediate redirect hops; do not infer a 2xx status. No accepted exact final/canonical page row.	TARGETED_PUBLIC_PAGE_OBSERVATION_ONLY; NOT_WORDSTAT_DEMAND; NOT_OCTOPORT_PRODUCT_FACT; NOT_FINAL_CLUSTER_OR_PAGE_DECISION
M4QR2TR0021	REG027	https://mpmgr.ru/blog/ads-promotion/audit-reklamy-drr-wildberries	9	M4QR2Q00024	дрр wildberries	true	2026-09-23T09:04:07.913Z	TIMEOUT	HTTP_STATUS_NOT_EXPOSED_BY_BROWSER; Error: Page.navigate timed out. Increase the 'protocolTimeout' setting in launch/connect calls for a higher timeout if needed.	NAVIGATION_NOT_COMPLETED; HTTP redirect chain unavailable					false	ABSENT_CONFIRMED_59_59	NOT_ASSESSABLE_FROM_CURRENT_CONTENT		PRESERVE_PRIOR_ENTITY_HISTORY; CURRENT_TARGET_ACCESS_TERMINAL_ONLY	Browser exposes rendered final URL and DOM but not HTTP status/intermediate redirect hops; do not infer a 2xx status. No accepted exact final/canonical page row.	TARGETED_PUBLIC_PAGE_OBSERVATION_ONLY; NOT_WORDSTAT_DEMAND; NOT_OCTOPORT_PRODUCT_FACT; NOT_FINAL_CLUSTER_OR_PAGE_DECISION
M4QR2TR0022	REG027	https://mpmgr.ru/blog/analytics/drr-kak-schitat	7	M4QR2Q00024	дрр wildberries	true	2026-09-23T09:04:37.221Z	TIMEOUT	HTTP_STATUS_NOT_EXPOSED_BY_BROWSER; Error: Page.navigate timed out. Increase the 'protocolTimeout' setting in launch/connect calls for a higher timeout if needed.	NAVIGATION_NOT_COMPLETED; HTTP redirect chain unavailable					false	ABSENT_CONFIRMED_59_59	NOT_ASSESSABLE_FROM_CURRENT_CONTENT		PRESERVE_PRIOR_ENTITY_HISTORY; CURRENT_TARGET_ACCESS_TERMINAL_ONLY	Browser exposes rendered final URL and DOM but not HTTP status/intermediate redirect hops; do not infer a 2xx status. No accepted exact final/canonical page row.	TARGETED_PUBLIC_PAGE_OBSERVATION_ONLY; NOT_WORDSTAT_DEMAND; NOT_OCTOPORT_PRODUCT_FACT; NOT_FINAL_CLUSTER_OR_PAGE_DECISION
M4QR2TR0023	REG027	https://mpmgr.ru/blog/business/marzhinalnost-i-rentabelnost-marketpleysy	5	M4QR2Q00031	маржинальность на маркетплейсах	true	2026-09-23T09:05:23.379Z	TIMEOUT	HTTP_STATUS_NOT_EXPOSED_BY_BROWSER; Error: Page.navigate timed out. Increase the 'protocolTimeout' setting in launch/connect calls for a higher timeout if needed.	NAVIGATION_NOT_COMPLETED; HTTP redirect chain unavailable					false	ABSENT_CONFIRMED_59_59	NOT_ASSESSABLE_FROM_CURRENT_CONTENT		PRESERVE_PRIOR_ENTITY_HISTORY; CURRENT_TARGET_ACCESS_TERMINAL_ONLY	Browser exposes rendered final URL and DOM but not HTTP status/intermediate redirect hops; do not infer a 2xx status. No accepted exact final/canonical page row.	TARGETED_PUBLIC_PAGE_OBSERVATION_ONLY; NOT_WORDSTAT_DEMAND; NOT_OCTOPORT_PRODUCT_FACT; NOT_FINAL_CLUSTER_OR_PAGE_DECISION
M4QR2TR0024	REG027	https://mpmgr.ru/blog/business/vidy-pribyli-sellery	1	M4QR2Q00040 || M4QR2Q00044	расчет прибыли на маркетплейсе || чистая прибыль на маркетплейсе	true	2026-09-23T09:05:23.378Z	TIMEOUT	HTTP_STATUS_NOT_EXPOSED_BY_BROWSER; Error: Page.navigate timed out. Increase the 'protocolTimeout' setting in launch/connect calls for a higher timeout if needed.	NAVIGATION_NOT_COMPLETED; HTTP redirect chain unavailable					false	ABSENT_CONFIRMED_59_59	NOT_ASSESSABLE_FROM_CURRENT_CONTENT		PRESERVE_PRIOR_ENTITY_HISTORY; CURRENT_TARGET_ACCESS_TERMINAL_ONLY	Browser exposes rendered final URL and DOM but not HTTP status/intermediate redirect hops; do not infer a 2xx status. No accepted exact final/canonical page row.	TARGETED_PUBLIC_PAGE_OBSERVATION_ONLY; NOT_WORDSTAT_DEMAND; NOT_OCTOPORT_PRODUCT_FACT; NOT_FINAL_CLUSTER_OR_PAGE_DECISION
M4QR2TR0025	REG028	https://mpstats.io/media/business/finance/unit-ekonomika-dlya-marketpleisov	20	M4QR2Q00045	юнит экономика маркетплейсов	true	2026-09-23T09:02:55.902Z	ROBOTS_OR_ACCESS_BLOCKED	HTTP_STATUS_NOT_EXPOSED_BY_BROWSER; visible resource-blocked page with support ID	SOURCE_EQUALS_RENDERED_FINAL; intermediate HTTP hops not exposed by browser	https://mpstats.io/media/business/finance/unit-ekonomika-dlya-marketpleisov	https://mpstats.io/media/business/finance/unit-ekonomika-dlya-marketpleisov			false	ABSENT_CONFIRMED_59_59	NOT_ASSESSABLE_FROM_CURRENT_CONTENT		PRESERVE_PRIOR_ENTITY_HISTORY; CURRENT_TARGET_ACCESS_TERMINAL_ONLY	Browser exposes rendered final URL and DOM but not HTTP status/intermediate redirect hops; do not infer a 2xx status. No accepted exact final/canonical page row. Site block reason not established as CAPTCHA/automation.	TARGETED_PUBLIC_PAGE_OBSERVATION_ONLY; NOT_WORDSTAT_DEMAND; NOT_OCTOPORT_PRODUCT_FACT; NOT_FINAL_CLUSTER_OR_PAGE_DECISION
M4QR2TR0026	REG028	https://mpstats.io/media/marketing/analiz-celevoj-auditorii-chatgpt	17	M4QR2Q00016	chatgpt для маркетплейсов	true	2026-09-23T09:04:07.917Z	ROBOTS_OR_ACCESS_BLOCKED	HTTP_STATUS_NOT_EXPOSED_BY_BROWSER; visible resource-blocked page with support ID	SOURCE_EQUALS_RENDERED_FINAL; intermediate HTTP hops not exposed by browser	https://mpstats.io/media/marketing/analiz-celevoj-auditorii-chatgpt	https://mpstats.io/media/marketing/analiz-celevoj-auditorii-chatgpt			false	ABSENT_CONFIRMED_59_59	NOT_ASSESSABLE_FROM_CURRENT_CONTENT		PRESERVE_PRIOR_ENTITY_HISTORY; CURRENT_TARGET_ACCESS_TERMINAL_ONLY	Browser exposes rendered final URL and DOM but not HTTP status/intermediate redirect hops; do not infer a 2xx status. No accepted exact final/canonical page row. Site block reason not established as CAPTCHA/automation.	TARGETED_PUBLIC_PAGE_OBSERVATION_ONLY; NOT_WORDSTAT_DEMAND; NOT_OCTOPORT_PRODUCT_FACT; NOT_FINAL_CLUSTER_OR_PAGE_DECISION
M4QR2TR0027	REG028	https://mpstats.io/media/mpstats/analiz-vneshnej-reklamy-wb	2	M4QR2Q00021	аналитика рекламы wildberries	true	2026-09-23T09:04:37.224Z	ROBOTS_OR_ACCESS_BLOCKED	HTTP_STATUS_NOT_EXPOSED_BY_BROWSER; visible resource-blocked page with support ID	SOURCE_EQUALS_RENDERED_FINAL; intermediate HTTP hops not exposed by browser	https://mpstats.io/media/mpstats/analiz-vneshnej-reklamy-wb	https://mpstats.io/media/mpstats/analiz-vneshnej-reklamy-wb			false	ABSENT_CONFIRMED_59_59	NOT_ASSESSABLE_FROM_CURRENT_CONTENT		PRESERVE_PRIOR_ENTITY_HISTORY; CURRENT_TARGET_ACCESS_TERMINAL_ONLY	Browser exposes rendered final URL and DOM but not HTTP status/intermediate redirect hops; do not infer a 2xx status. No accepted exact final/canonical page row. Site block reason not established as CAPTCHA/automation.	TARGETED_PUBLIC_PAGE_OBSERVATION_ONLY; NOT_WORDSTAT_DEMAND; NOT_OCTOPORT_PRODUCT_FACT; NOT_FINAL_CLUSTER_OR_PAGE_DECISION
M4QR2TR0028	REG028	https://mpstats.io/media/wildberries/cards/sozdat-kartochku-tovara	20	M4QR2Q00009	как заполнить карточку товара wildberries	true	2026-09-23T09:05:23.378Z	ROBOTS_OR_ACCESS_BLOCKED	HTTP_STATUS_NOT_EXPOSED_BY_BROWSER; visible resource-blocked page with support ID	SOURCE_EQUALS_RENDERED_FINAL; intermediate HTTP hops not exposed by browser	https://mpstats.io/media/wildberries/cards/sozdat-kartochku-tovara	https://mpstats.io/media/wildberries/cards/sozdat-kartochku-tovara			false	ABSENT_CONFIRMED_59_59	NOT_ASSESSABLE_FROM_CURRENT_CONTENT		PRESERVE_PRIOR_ENTITY_HISTORY; CURRENT_TARGET_ACCESS_TERMINAL_ONLY	Browser exposes rendered final URL and DOM but not HTTP status/intermediate redirect hops; do not infer a 2xx status. No accepted exact final/canonical page row. Site block reason not established as CAPTCHA/automation.	TARGETED_PUBLIC_PAGE_OBSERVATION_ONLY; NOT_WORDSTAT_DEMAND; NOT_OCTOPORT_PRODUCT_FACT; NOT_FINAL_CLUSTER_OR_PAGE_DECISION
M4QR2TR0029	REG028	https://mpstats.io/media/wildberries/docs/otchety-dlya-vnutrenney-analitiki	7	M4QR2Q00032	отчет маркетплейса вайлдберриз	true	2026-09-23T09:05:53.083Z	ROBOTS_OR_ACCESS_BLOCKED	HTTP_STATUS_NOT_EXPOSED_BY_BROWSER; visible resource-blocked page with support ID	SOURCE_EQUALS_RENDERED_FINAL; intermediate HTTP hops not exposed by browser	https://mpstats.io/media/wildberries/docs/otchety-dlya-vnutrenney-analitiki	https://mpstats.io/media/wildberries/docs/otchety-dlya-vnutrenney-analitiki			false	ABSENT_CONFIRMED_59_59	NOT_ASSESSABLE_FROM_CURRENT_CONTENT		PRESERVE_PRIOR_ENTITY_HISTORY; CURRENT_TARGET_ACCESS_TERMINAL_ONLY	Browser exposes rendered final URL and DOM but not HTTP status/intermediate redirect hops; do not infer a 2xx status. No accepted exact final/canonical page row. Site block reason not established as CAPTCHA/automation.	TARGETED_PUBLIC_PAGE_OBSERVATION_ONLY; NOT_WORDSTAT_DEMAND; NOT_OCTOPORT_PRODUCT_FACT; NOT_FINAL_CLUSTER_OR_PAGE_DECISION
M4QR2TR0030	REG028	https://mpstats.io/media/wildberries/uchet/kak-rasschitat-rentabelnost-na-marketpleisah	18	M4QR2Q00039	прибыль на маркетплейсах	true	2026-09-23T09:05:53.083Z	ROBOTS_OR_ACCESS_BLOCKED	HTTP_STATUS_NOT_EXPOSED_BY_BROWSER; visible resource-blocked page with support ID	SOURCE_EQUALS_RENDERED_FINAL; intermediate HTTP hops not exposed by browser	https://mpstats.io/media/wildberries/uchet/kak-rasschitat-rentabelnost-na-marketpleisah	https://mpstats.io/media/wildberries/uchet/kak-rasschitat-rentabelnost-na-marketpleisah			false	ABSENT_CONFIRMED_59_59	NOT_ASSESSABLE_FROM_CURRENT_CONTENT		PRESERVE_PRIOR_ENTITY_HISTORY; CURRENT_TARGET_ACCESS_TERMINAL_ONLY	Browser exposes rendered final URL and DOM but not HTTP status/intermediate redirect hops; do not infer a 2xx status. No accepted exact final/canonical page row. Site block reason not established as CAPTCHA/automation.	TARGETED_PUBLIC_PAGE_OBSERVATION_ONLY; NOT_WORDSTAT_DEMAND; NOT_OCTOPORT_PRODUCT_FACT; NOT_FINAL_CLUSTER_OR_PAGE_DECISION
