provider_candidate_id	m3_query_id	region	rank	url	domain	title	snippet	frozen_class	exact_url_in_region225	region225_rank_same_url	region225_same_url_class	domain_seen_region225	operation_id
M6PC006	R04	213	11	https://seller24.ru/	seller24.ru	Аналитика и анализ продаж маркетплейсах l Seller24 Platform	Сервис внутренней аналитики маркетплейсов по каждому товару с учетом рекламы и unit-экономики в 2 клика. Оцените все возможности платформы Seller24 и получите экспертизу вашего бизнеса. … Только за 2023 год более 50 селлеров приняли решение уйти с маркетплейса, разобравшись в аналитике и посчитав фактический заработок. Хотите честную картину вашего бизнеса? Получите ее за 5 минут.	SELLER_ANALYTICS_PRODUCT_OR_SOFTWARE	true	18	SELLER_ANALYTICS_PRODUCT_OR_SOFTWARE	true	sprj11c022m8ikb58it2
M6PC006	R04	213	12	https://finance.ozon.ru/business/rko/marketpleysy/analitika-prodazh	ozon.ru	Аналитика Ozon и Wildberries – бесплатный сервис аналитики для...	Аналитика селлера для маркетплейсов Ozon и Wildberries — бесплатный сервис с полной статистикой продаж. Отслеживайте ключевые метрики, товарную аналитику, динамику показателей, процент выкупа товаров и маржинальность для роста прибыли и оптимизации бизнеса.	MARKETPLACE_NATIVE_OR_HELP	true	11	MARKETPLACE_NATIVE_OR_HELP	true	sprj11c022m8ikb58it2
M6PC006	R04	213	13	https://mpstats.io/instruments/analytics	mpstats.io	Сервис аналитики маркетплейсов — анализ продаж... | MPSTATS	Сервис аналитики маркетплейсов c анализом продаж, конкурентов, поиском товарных ниш на маркетплейсах. … Сервис аналитики маркетплейсов. Анализируйте продажи, спрос, конкурентов, бренды и категории на Wildberries, Ozon в одном сервисе, чтобы быстрее находить прибыльные решения.	SELLER_ANALYTICS_PRODUCT_OR_SOFTWARE	true	9	SELLER_ANALYTICS_PRODUCT_OR_SOFTWARE	true	sprj11c022m8ikb58it2
M6PC006	R04	213	14	https://sellerden.ru/sellerfox/	sellerden.ru	Аналитика маркетплейсов (бесплатно) • Сервис «SellerFox»	Бесплатная подписка на сервис аналитики маркетплейсов: Wildberries, Ozon, AliExpress, Магнит Маркет и других: динамика продаж и выручки, прогноз продаж, выбор ниши и другие. … Учитываем требования маркетплейсов, чтобы вы сосредоточились на бизнесе. Многофункциональность. Всё необходимое для селлеров в одном месте.	SELLER_ANALYTICS_PRODUCT_OR_SOFTWARE	false			true	sprj11c022m8ikb58it2
M6PC006	R04	213	15	https://mpsurf.ru/	mpsurf.ru	MP SURF - Сквозная аналитика и полный контроль финансов на...	Полный контроль финансов и аналитика продаж на маркетплейсах в одном сервисе. … Данные хранятся на российских серверах и подключаются только через белый API. Попробуйте бесплатно, без привязки карты. Аналитика Wildberries Аналитика Ozon Яндекс Маркет для селлеров Юнит-экономика товара Оцифровка финансов. +3 месяца к подписке!	SELLER_ANALYTICS_PRODUCT_OR_SOFTWARE	false			false	sprj11c022m8ikb58it2
M6PC006	R04	213	16	https://mpfinassist.io/	mpfinassist.io	Сервис аналитики и финансового учета для Wildberries, Ozon...	Сервис оцифровки и аналитики продаж для селлеров Wildberries, Ozon и Яндекс Маркет. Точные данные, 50+ метрик и финансовая аналитика, которая показывает реальный результат и помогает зарабатывать больше. Начать бесплатно.	SELLER_ANALYTICS_PRODUCT_OR_SOFTWARE	false			false	sprj11c022m8ikb58it2
M6PC006	R04	213	17	https://marketguru.io/	marketguru.io	MarketGuru - Мощный инструмент для анализа и увеличения...		SELLER_ANALYTICS_PRODUCT_OR_SOFTWARE	true	13	SELLER_ANALYTICS_PRODUCT_OR_SOFTWARE	true	sprj11c022m8ikb58it2
M6PC006	R04	213	18	https://mpboost.pro/analytics/	mpboost.pro	MPBoost — сервис для анализа и управления репутацией на...	Аналитика продаж и ниши, статистика по своим товарам и у конкурентов. В MPBoost можно анализировать Wildberries и Ozon, управлять репутацией товаров и продажами для любого уровня селлеров. … Аналитика и продвижение на маркетплейсах. Управляйте продажами и репутацией с помощью сервисов аналитики и продвижения MPBoost. Зарегистрируйтесь, чтобы получить привественные бонусы и начать продвигать товары в ТОП.	SELLER_ANALYTICS_PRODUCT_OR_SOFTWARE	false			true	sprj11c022m8ikb58it2
M6PC006	R04	213	19	https://soykasoft.ru/	soykasoft.ru	Сервис аналитики маркетплейсов для селлеров – SoykaSoft	Сервис аналитики маркетплейсов SoykaSoft: Автоматизация учета и аналитика для селлеров на базе 1С. Для селлеров, работающих на маркетплейсах, ключ к прибыли — это не ручной учет, а точные и оперативные данные.	SELLER_ANALYTICS_PRODUCT_OR_SOFTWARE	false			false	sprj11c022m8ikb58it2
M6PC006	R04	213	20	https://sellper.ru/	sellper.ru	Сервис оцифровки маркетплейсов WB и Ozon | Sellper	Оцифровка маркетплейсов с Sellper: WB/ВБ и Ozon, отчёты, финансы, единые таблицы и интеграции по API. Ускорьте анализ и управление продажами. … Sellper подойдет как селлерам, так и менеджерам маркетплейсов. Система не нагружена, достаточно проста в понимании, есть все необходимые показатели для понимания, какой товар прибыльный, а какой продается в минус.	SELLER_ANALYTICS_PRODUCT_OR_SOFTWARE	true	10	SELLER_ANALYTICS_PRODUCT_OR_SOFTWARE	true	sprj11c022m8ikb58it2
M6PC008	R06	213	1	https://sally-seller.ru/	sally-seller.ru	Салли — ИИ-помощник селлера для Wildberries и Ozon	С какими маркетплейсами работает Салли? С Wildberries и Ozon. Можно подключить только один маркетплейс и полноценно им пользоваться, а можно оба — тогда Салли соберёт ещё и общий взгляд. Это безопасно — давать вам API-токен? … Салли — помощник селлера. Командный центр Telegram Дашборды Чат Тарифы Вопросы Войти.	SOFTWARE_OR_AI_HELPER	true	1	SOFTWARE_OR_AI_HELPER	true	spregqnga31l4fm29b3b
M6PC008	R06	213	2	https://e-zh.ru/	e-zh.ru	Помогаем с выходом на маркетплейсы - ЁЖ.ru	Помогаем с выходом на маркетплейсы. Ёж — создание и ведение магазинов на маркетплейсах Озон, Вайлдберриз, Яндекс Маркет, Мегамаркет и Амазон. … Интернет-селлеры. Уже продаете в интернете? Поможем настроить мощный дополнительный источник заработка или увеличить продажи на Вайлдберриз и Озон.	SERVICE_OR_AGENCY_HELP	false			false	spregqnga31l4fm29b3b
M6PC008	R06	213	3	https://chromewebstore.google.com/detail/seller-helper-%D0%BF%D0%BE%D0%BC%D0%BE%D1%89%D0%BD%D0%B8%D0%BA-%D0%B2/lnogfecohipjaobimblkokdmfobiaonp?hl=ru	chromewebstore.google.com	Seller Helper - помощник в работе с Ozon - Интернет-магазин...	Yoolip AI — Маркетплейс-ассистент. 4,5. Средняя оценка: 4,5 из пяти. Подробнее о результатах и отзывах… Показывает реальную цену продавца, комиссию и прибыль прямо в карточке товара Ozon и Wildberries. MarketGuru — аналитика на маркетплейсе Wildberries и помощник селлера.	SOFTWARE_OR_AI_HELPER	false			true	spregqnga31l4fm29b3b
M6PC008	R06	213	4	https://infosell.tech/	infosell.tech	InfoSell — ИИ-сервисы для продавцов маркетплейсов	ИИ-продукты для селлеров Wildberries и Ozon: ассистент-аналитик, финансовый ассистент, автоответы на отзывы и вопросы, инфографика и нейрофотосессии для карточек товаров.	SOFTWARE_OR_AI_HELPER	true	2	SOFTWARE_OR_AI_HELPER	true	spregqnga31l4fm29b3b
M6PC008	R06	213	5	https://ilai.io/	ilai.io	ILAI - виртуальный помощник с ИИ для маркетплейсов	ИИ-Агент для аналитики магазинов на маркетплейсах, автоматизации процессов на Wildberries, SEO продвижение товаров, рекламы и увеличение прибыли. … Все инструменты селлера в одном месте. Автоматизируйте процессы, повышайте показатели, увеличивайте прибыль и выходите в ТОП. Телеграм-бот с отчетами и ответами на отзывы и вопросы.	SOFTWARE_OR_AI_HELPER	true	3	SOFTWARE_OR_AI_HELPER	true	spregqnga31l4fm29b3b
M6PC008	R06	213	6	https://www.avito.ru/all/vakansii?q=%D0%B2%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D1%8F+%D0%B0%D1%81%D1%81%D0%B8%D1%81%D1%82%D0%B5%D0%BD%D1%82+%D1%81%D0%B5%D0%BB%D0%BB%D0%B5%D1%80%D0%B0+%D0%BD%D0%B0+%D0%BC%D0%B0%D1%80%D0%BA%D0%B5%D1%82%D0%BF%D0%BB%D0%B5%D0%B9%D1%81%D0%B0%D1%85	avito.ru	вакансия ассистент селлера на маркетплейсах... — Авито	Предложения работы во всех регионах по запросу вакансия ассистент селлера на маркетплейсах от прямых работодателей. Удобный выбор вакансий по уровню зарплаты, графику работы и образованию. Вакансии с опытом работы и без. Бесплатное размещение резюме.	HUMAN_ASSISTANT_OR_VACANCY	false			true	spregqnga31l4fm29b3b
M6PC008	R06	213	7	https://add-one.ru/opytnyj-sotrudnik-dlya-sellerov	add-one.ru	Подбор сотрудников для селлеров маркетплейсов через...	Подберем опытного сотрудника для селлеров маркетплейсов 14 дней. Получить 3 подходящих кандидата →. … Если вы хотите подробнее узнать о наших услугах, оставьте заявку на сайте или свяжитесь с нами по контактам. Мы всегда готовы ответить на любые вопросы и предоставить бесплатную консультацию по подбору специалистов для селлеров маркетплейсов.	SERVICE_OR_AGENCY_HELP	false			false	spregqnga31l4fm29b3b
M6PC008	R06	213	8	https://sellerden.ai/pomoshhnik-ozon/	sellerden.ai	Помощник OZON — виртуальный ассистент для селлеров	Помощник селлеров OZON. Виртуальный ассистент для продавцов маркетплейса OZON, отвечающий на любые вопросы, связанные с деятельностью селлера на этом маркетплейсе (такие как финансы, документооборот, регламенты, правила, продажи и пр.), работающий на базе искусственного интеллекта и актуальной базе знаний OZON.	SOFTWARE_OR_AI_HELPER	false			true	spregqnga31l4fm29b3b
M6PC008	R06	213	9	https://www.avito.ru/all/vakansii?q=%D0%BF%D0%BE%D0%BC%D0%BE%D1%89%D0%BD%D0%B8%D0%BA+%D0%BC%D0%B5%D0%BD%D0%B5%D0%B4%D0%B6%D0%B5%D1%80%D0%B0+%D0%BF%D0%BE+%D0%BC%D0%B0%D1%80%D0%BA%D0%B5%D1%82%D0%BF%D0%BB%D0%B5%D0%B9%D1%81%D0%B0%D0%BC+%D1%83%D0%B4%D0%B0%D0%BB%D0%B5%D0%BD%D0%BD%D0%BE	avito.ru	помощник менеджера по маркетплейсам удаленно... — Авито	Предложения работы во всех регионах по запросу помощник менеджера по маркетплейсам удаленно от прямых работодателей. Удобный выбор вакансий по уровню зарплаты, графику работы и образованию. Вакансии с опытом работы и без.	HUMAN_ASSISTANT_OR_VACANCY	true	16	HUMAN_ASSISTANT_OR_VACANCY	true	spregqnga31l4fm29b3b
M6PC008	R06	213	10	https://jafo.ru/	jafo.ru	JAFO — ИИ-ассистент для Wildberries и Ozon	220+ AI-инструментов для селлеров. … ИИ-ассистент для Wildberries и Ozon. Один ИИ-агент управляет каталогом, ценами, рекламой и аналитикой на двух маркетплейсах сразу. Думает, планирует и действует за вас — через обычный диалог. Попробовать бесплатно → Тарифы.	SOFTWARE_OR_AI_HELPER	true	20	SOFTWARE_OR_AI_HELPER	true	spregqnga31l4fm29b3b
M6PC008	R06	213	11	https://aibandai.ru/	aibandai.ru	BandAI — AI-конвейер для селлеров Ozon, WB, Яндекс Маркета		SOFTWARE_OR_AI_HELPER	false			false	spregqnga31l4fm29b3b
M6PC008	R06	213	12	https://www.avito.ru/all/vakansii?q=%D0%BF%D0%BE%D0%BC%D0%BE%D1%89%D0%BD%D0%B8%D0%BA+%D0%BC%D0%B5%D0%BD%D0%B5%D0%B4%D0%B6%D0%B5%D1%80+%D0%BC%D0%B0%D1%80%D0%BA%D0%B5%D1%82%D0%BF%D0%BB%D0%B5%D0%B9%D1%81%D0%BE%D0%B2+%D1%83%D0%B4%D0%B0%D0%BB%D0%B5%D0%BD%D0%BD%D0%BE+%D0%B1%D0%B5%D0%B7+%D0%BE%D0%BF%D1%8B%D1%82%D0%B0	avito.ru	помощник менеджер маркетплейсов удаленно без... — Авито	Предложения работы во всех регионах по запросу помощник менеджер маркетплейсов удаленно без опыта от прямых работодателей. Удобный выбор вакансий по уровню зарплаты, графику работы и образованию.	HUMAN_ASSISTANT_OR_VACANCY	false			true	spregqnga31l4fm29b3b
M6PC008	R06	213	13	https://owlsseller.ru/	owlsseller.ru	OWLS Seller — все маркетплейсы в одном окне	SaaS для селлеров. Облачная система управления продажами на всех маркетплейсах. OWLS Seller объединяет Wildberries, Ozon, Яндекс Маркет, МегаМаркет, AliExpress и М.Видео в единую систему. Заказы, остатки, цены, аналитика и склад — без переключений между ЛК и десятка Excel-таблиц.	SOFTWARE_OR_AI_HELPER	true	18	SOFTWARE_OR_AI_HELPER	true	spregqnga31l4fm29b3b
M6PC008	R06	213	14	https://sellper.ru/	sellper.ru	Сервис оцифровки маркетплейсов WB и Ozon | Sellper	Оцифровка маркетплейсов с Sellper: WB/ВБ и Ozon, отчёты, финансы, единые таблицы и интеграции по API. Ускорьте анализ и управление продажами. … Sellper это удобный и простой сервис для менеджеров и селлеров на маркетплейсах. Я сам прошел весь путь и знаю какие трудности поджидают как начинающего, так и опытного продавца.	SOFTWARE_OR_AI_HELPER	true	6	SOFTWARE_OR_AI_HELPER	true	spregqnga31l4fm29b3b
M6PC008	R06	213	15	https://myexport.exportcenter.ru/services-eku/Podbor_i_razmeshenie/	myexport.exportcenter.ru	Услуга Онлайн-помощник по маркетплейсам - Одно Окно - Мой...	Получить услугу Онлайн-помощник по маркетплейсам через цифровую платформу Одно Окно. Услуга Онлайн-помощник по маркетплейсам в едином каталоге услуг сайта Мой Экспорт. Все основные сервисы, необходимые для выхода на международный рынок.	SERVICE_OR_AGENCY_HELP	false			false	spregqnga31l4fm29b3b
M6PC008	R06	213	16	https://chromewebstore.google.com/detail/marketguru-%E2%80%94-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA%D0%B0-%D0%BD%D0%B0/hcamomjnbljieinbgbmgbimfpchjhfna	chromewebstore.google.com	MarketGuru — аналитика на маркетплейсе... - Chrome Web Store	MarketGuru — аналитика на маркетплейсе Wildberries и помощник селлера. Created by the owner of the listed website. The publisher has a good record with no history of violations.	SOFTWARE_OR_AI_HELPER	false			true	spregqnga31l4fm29b3b
M6PC008	R06	213	17	https://sellermoon.ru/	sellermoon.ru	SELLER MOON — сервис аналитики маркетплейсов Вайлдберриз...	Удобный сервис аналитики маркетплейсов ВБ и Озон с пробным периодом за 49 рублей на 15 дней. Уникальный набор онлайн-инструментов для селлеров: SEO, нейросети, анализ товара и конкурентов, аналитика ниши. … ИИ-помощник для анализа продаж на Wildberries. База знаний.	SOFTWARE_OR_AI_HELPER	false			false	spregqnga31l4fm29b3b
M6PC008	R06	213	18	http://mpmgr.ru/	mpmgr.ru	MP Manager - платформа для селлеров на маркетплейсах	Почему 120 000+ селлеров выбирает MP Manager. Все маркетплейсы в одном кабинете. … Начните с бесплатной консультации. Эксперт MP Manager разберёт ваш бизнес на маркетплейсах и подскажет, с чего начать.	SOFTWARE_OR_AI_HELPER	true	11	SOFTWARE_OR_AI_HELPER	true	spregqnga31l4fm29b3b
M6PC008	R06	213	19	https://stpulse.ru/	stpulse.ru	финансовая аналитика и управление продажами для селлеров...	STPulse — сервис финансовой аналитики, юнит-экономики, план-факта и планирования поставок для селлеров Ozon и Wildberries. P&L, ДДС, маржа по SKU, поставки по кластерам. Подключение за 5 минут. Бесплатный период 3 дня. … Полное совпадение с финотчётом маркетплейса до копейки — без ручных сверок в таблицах.	SOFTWARE_OR_AI_HELPER	false			false	spregqnga31l4fm29b3b
M6PC008	R06	213	20	https://mayak.bz/	mayak.bz	«Маяк» — сервис аналитики продаж на Wildberries и Ozon: анализ...	ИИ-Помощник i AI-ассистент, который поможет быстро подобрать нужные инструменты «Маяка» под вашу задачу. … Начинающий селлер использует Маяк для выбора товаров для выхода на маркетплейс. Людмила Вакуленко из Москвы увеличила продажи на OZON и выбрала правильные товары для старта на Wildberries с помощью Маяка.	SOFTWARE_OR_AI_HELPER	true	15	SOFTWARE_OR_AI_HELPER	true	spregqnga31l4fm29b3b
